Gene stable ID,Blue whale gene stable ID,Blue whale gene name,Blue whale homology type,Sperm whale gene stable ID,Sperm whale gene name,Sperm whale homology type,Vaquita gene stable ID,Vaquita gene name,Vaquita homology type,Gene name
ENSBTAG00000010006,ENSBMSG00010013639,EMC2,ortholog_one2one,ENSPCTG00005018353,EMC2,ortholog_one2one,ENSPSNG00000005113,EMC2,ortholog_one2one,EMC2
ENSBTAG00000010009,ENSBMSG00010007811,TMCO1,ortholog_one2one,,,,ENSPSNG00000015217,TMCO1,ortholog_one2one,TMCO1
ENSBTAG00000010027,ENSBMSG00010009389,CHDH,ortholog_one2one,ENSPCTG00005022301,CHDH,ortholog_one2one,ENSPSNG00000022049,CHDH,ortholog_one2one,CHDH
ENSBTAG00000010036,ENSBMSG00010002520,POLR3D,ortholog_one2one,ENSPCTG00005013730,POLR3D,ortholog_one2one,ENSPSNG00000002507,POLR3D,ortholog_one2one,POLR3D
ENSBTAG00000010126,ENSBMSG00010021412,PCIF1,ortholog_one2one,ENSPCTG00005017293,PCIF1,ortholog_one2one,ENSPSNG00000014358,PCIF1,ortholog_one2one,PCIF1
ENSBTAG00000010136,ENSBMSG00010008269,CMAS,ortholog_one2one,ENSPCTG00005016960,CMAS,ortholog_one2one,ENSPSNG00000008934,CMAS,ortholog_one2one,CMAS
ENSBTAG00000010219,ENSBMSG00010015086,KRBA1,ortholog_one2one,ENSPCTG00005015665,KRBA1,ortholog_one2one,ENSPSNG00000007699,KRBA1,ortholog_one2one,KRBA1
ENSBTAG00000010235,ENSBMSG00010012116,NOP9,ortholog_one2one,ENSPCTG00005021942,NOP9,ortholog_one2one,ENSPSNG00000012943,NOP9,ortholog_one2one,NOP9
ENSBTAG00000010275,ENSBMSG00010018931,WASHC5,ortholog_one2one,ENSPCTG00005007886,WASHC5,ortholog_one2one,ENSPSNG00000014412,WASHC5,ortholog_one2one,WASHC5
ENSBTAG00000010286,ENSBMSG00010005693,NPAT,ortholog_one2one,ENSPCTG00005005301,NPAT,ortholog_one2one,ENSPSNG00000008455,NPAT,ortholog_one2one,NPAT
ENSBTAG00000010403,ENSBMSG00010017784,FAAP24,ortholog_one2one,ENSPCTG00005015251,FAAP24,ortholog_one2one,ENSPSNG00000019954,FAAP24,ortholog_one2one,FAAP24
ENSBTAG00000010413,ENSBMSG00010003988,TMEM169,ortholog_one2one,ENSPCTG00005017414,TMEM169,ortholog_one2one,ENSPSNG00000015908,TMEM169,ortholog_one2one,TMEM169
ENSBTAG00000010464,ENSBMSG00010013665,MN1,ortholog_one2one,ENSPCTG00005019826,MN1,ortholog_one2one,ENSPSNG00000011479,MN1,ortholog_one2one,MN1
ENSBTAG00000010487,,,,ENSPCTG00005000833,SMIM3,ortholog_one2one,ENSPSNG00000015829,SMIM3,ortholog_one2one,SMIM3
ENSBTAG00000010513,ENSBMSG00010021850,GPS2,ortholog_one2one,ENSPCTG00005015254,GPS2,ortholog_one2one,ENSPSNG00000014284,GPS2,ortholog_one2one,GPS2
ENSBTAG00000010593,,,,ENSPCTG00005004329,SRP72,ortholog_one2one,ENSPSNG00000001264,SRP72,ortholog_one2one,SRP72
ENSBTAG00000010593,,,,ENSPCTG00005004329,SRP72,ortholog_one2one,ENSPSNG00000001264,SRP72,ortholog_one2one,SRP72
ENSBTAG00000010599,ENSBMSG00010008794,C2orf76,ortholog_one2one,ENSPCTG00005001002,C2H2orf76,ortholog_one2one,ENSPSNG00000019896,C2orf76,ortholog_one2one,C2H2orf76
ENSBTAG00000010604,ENSBMSG00010014773,PNO1,ortholog_one2one,ENSPCTG00005008568,PNO1,ortholog_one2one,ENSPSNG00000017552,PNO1,ortholog_one2one,PNO1
ENSBTAG00000010613,ENSBMSG00010018236,NUP188,ortholog_one2one,ENSPCTG00005011563,NUP188,ortholog_one2one,ENSPSNG00000015265,NUP188,ortholog_one2one,NUP188
ENSBTAG00000010617,ENSBMSG00010002459,KRTCAP2,ortholog_one2one,ENSPCTG00005021533,KRTCAP2,ortholog_one2one,ENSPSNG00000004015,KRTCAP2,ortholog_one2one,KRTCAP2
ENSBTAG00000010623,ENSBMSG00010015198,ANKRD53,ortholog_one2one,ENSPCTG00005004213,ANKRD53,ortholog_one2one,ENSPSNG00000008260,ANKRD53,ortholog_one2one,ANKRD53
ENSBTAG00000010624,ENSBMSG00010010016,DCTN2,ortholog_one2one,ENSPCTG00005022028,DCTN2,ortholog_one2one,ENSPSNG00000009415,DCTN2,ortholog_one2one,DCTN2
ENSBTAG00000010668,ENSBMSG00010016828,GEMIN7,ortholog_one2one,ENSPCTG00005015201,GEMIN7,ortholog_one2one,ENSPSNG00000009616,GEMIN7,ortholog_one2one,GEMIN7
ENSBTAG00000010715,ENSBMSG00010007316,MRPL37,ortholog_one2one,ENSPCTG00005022795,MRPL37,ortholog_one2one,ENSPSNG00000000866,MRPL37,ortholog_one2one,MRPL37
ENSBTAG00000010729,ENSBMSG00010011370,KRI1,ortholog_one2one,ENSPCTG00005015315,KRI1,ortholog_one2one,ENSPSNG00000021232,KRI1,ortholog_one2one,KRI1
ENSBTAG00000010734,ENSBMSG00010005917,NOP16,ortholog_one2one,ENSPCTG00005003102,NOP16,ortholog_one2one,ENSPSNG00000017778,NOP16,ortholog_one2one,NOP16
ENSBTAG00000010774,ENSBMSG00010005188,NUSAP1,ortholog_one2one,ENSPCTG00005019015,NUSAP1,ortholog_one2one,ENSPSNG00000002292,NUSAP1,ortholog_one2one,NUSAP1
ENSBTAG00000010809,ENSBMSG00010019874,HID1,ortholog_one2one,ENSPCTG00005016461,HID1,ortholog_one2one,ENSPSNG00000020507,HID1,ortholog_one2one,HID1
ENSBTAG00000010832,ENSBMSG00010007973,JAGN1,ortholog_one2one,ENSPCTG00005013552,JAGN1,ortholog_one2one,ENSPSNG00000017565,JAGN1,ortholog_one2one,JAGN1
ENSBTAG00000010890,ENSBMSG00010010436,PRMT5,ortholog_one2one,ENSPCTG00005010346,PRMT5,ortholog_one2one,ENSPSNG00000018887,PRMT5,ortholog_one2one,PRMT5
ENSBTAG00000010939,ENSBMSG00010021372,CXorf58,ortholog_one2one,ENSPCTG00005015774,CXorf58,ortholog_one2one,ENSPSNG00000013347,CXorf58,ortholog_one2one,CXHXorf58
ENSBTAG00000010949,,,,ENSPCTG00005012718,PROSER1,ortholog_one2one,ENSPSNG00000021898,,ortholog_one2one,PROSER1
ENSBTAG00000010949,,,,ENSPCTG00005012718,PROSER1,ortholog_one2one,ENSPSNG00000021898,,ortholog_one2one,PROSER1
ENSBTAG00000010951,ENSBMSG00010020023,NHLRC3,ortholog_one2one,,,,ENSPSNG00000021926,NHLRC3,ortholog_one2one,NHLRC3
ENSBTAG00000010951,ENSBMSG00010020023,NHLRC3,ortholog_one2one,,,,ENSPSNG00000021926,NHLRC3,ortholog_one2one,NHLRC3
ENSBTAG00000010961,ENSBMSG00010015053,LYRM7,ortholog_one2one,ENSPCTG00005003402,LYRM7,ortholog_one2one,ENSPSNG00000002160,LYRM7,ortholog_one2one,LYRM7
ENSBTAG00000011042,ENSBMSG00010009983,TMEM129,ortholog_one2one,ENSPCTG00005007122,TMEM129,ortholog_one2one,ENSPSNG00000019238,,ortholog_one2one,TMEM129
ENSBTAG00000011079,ENSBMSG00010016915,,ortholog_one2one,ENSPCTG00005018596,,ortholog_one2one,ENSPSNG00000018227,,ortholog_one2one,C18H19orf48
ENSBTAG00000011134,ENSBMSG00010005863,USE1,ortholog_one2one,ENSPCTG00005021705,USE1,ortholog_one2one,ENSPSNG00000001004,USE1,ortholog_one2one,USE1
ENSBTAG00000011176,ENSBMSG00010012084,,ortholog_one2one,ENSPCTG00005006749,TPRKB,ortholog_one2one,ENSPSNG00000011166,TPRKB,ortholog_one2one,TPRKB
ENSBTAG00000011212,ENSBMSG00010015092,EIF3K,ortholog_one2one,ENSPCTG00005022646,EIF3K,ortholog_one2one,ENSPSNG00000013880,EIF3K,ortholog_one2one,EIF3K
ENSBTAG00000011263,ENSBMSG00010013539,EIF6,ortholog_one2one,ENSPCTG00005021113,EIF6,ortholog_one2one,ENSPSNG00000011211,EIF6,ortholog_one2one,EIF6
ENSBTAG00000011317,ENSBMSG00010016019,,ortholog_one2one,ENSPCTG00005021995,,ortholog_one2one,ENSPSNG00000018175,,ortholog_one2one,GOLGA2
ENSBTAG00000011340,ENSBMSG00010018211,,ortholog_one2one,,,,ENSPSNG00000018611,,ortholog_one2one,NSL1
ENSBTAG00000011340,ENSBMSG00010018211,,ortholog_one2one,,,,ENSPSNG00000018611,,ortholog_one2one,NSL1
ENSBTAG00000011389,ENSBMSG00010018040,TMEM104,ortholog_one2one,ENSPCTG00005017750,TMEM104,ortholog_one2one,ENSPSNG00000021121,TMEM104,ortholog_one2one,TMEM104
ENSBTAG00000011399,,,,ENSPCTG00005012681,YARS2,ortholog_one2one,ENSPSNG00000004339,YARS2,ortholog_one2one,YARS2
ENSBTAG00000011399,,,,ENSPCTG00005012681,YARS2,ortholog_one2one,ENSPSNG00000004339,YARS2,ortholog_one2one,YARS2
ENSBTAG00000011409,ENSBMSG00010004955,CD72,ortholog_one2one,ENSPCTG00005018666,,ortholog_one2one,ENSPSNG00000016491,CD72,ortholog_one2one,CD72
ENSBTAG00000011413,ENSBMSG00010004968,CCDC107,ortholog_one2one,ENSPCTG00005018821,CCDC107,ortholog_one2one,ENSPSNG00000016311,CCDC107,ortholog_one2one,CCDC107
ENSBTAG00000011431,ENSBMSG00010005012,GBA2,ortholog_one2one,ENSPCTG00005020549,GBA2,ortholog_one2one,ENSPSNG00000015786,GBA2,ortholog_one2one,GBA2
ENSBTAG00000011433,ENSBMSG00010005023,RGP1,ortholog_one2one,ENSPCTG00005020653,RGP1,ortholog_one2one,ENSPSNG00000015648,RGP1,ortholog_one2one,RGP1
ENSBTAG00000011451,ENSBMSG00010007322,CCDC175,ortholog_one2one,ENSPCTG00005006268,CCDC175,ortholog_one2one,ENSPSNG00000009510,CCDC175,ortholog_one2one,RTN1
ENSBTAG00000011466,ENSBMSG00010018114,NAXD,ortholog_one2one,ENSPCTG00005019675,NAXD,ortholog_one2one,ENSPSNG00000017020,NAXD,ortholog_one2one,NAXD
ENSBTAG00000011507,ENSBMSG00010018074,NUP88,ortholog_one2one,ENSPCTG00005019412,NUP88,ortholog_one2one,ENSPSNG00000020729,NUP88,ortholog_one2one,NUP88
ENSBTAG00000011517,ENSBMSG00010020015,CCDC106,ortholog_one2one,ENSPCTG00005017791,CCDC106,ortholog_one2one,ENSPSNG00000017514,CCDC106,ortholog_one2one,CCDC106
ENSBTAG00000011556,ENSBMSG00010004800,MED22,ortholog_one2one,ENSPCTG00005020972,MED22,ortholog_one2one,ENSPSNG00000006857,MED22,ortholog_one2one,MED22
ENSBTAG00000011591,ENSBMSG00010020702,KRR1,ortholog_one2one,ENSPCTG00005009253,KRR1,ortholog_one2one,ENSPSNG00000011619,KRR1,ortholog_one2one,KRR1
ENSBTAG00000011608,,,,ENSPCTG00005003055,KIAA1191,ortholog_one2one,ENSPSNG00000005862,KIAA1191,ortholog_one2one,KIAA1191
ENSBTAG00000011608,,,,ENSPCTG00005003055,KIAA1191,ortholog_one2one,ENSPSNG00000005862,KIAA1191,ortholog_one2one,KIAA1191
ENSBTAG00000011717,ENSBMSG00010016133,SAP30BP,ortholog_one2one,ENSPCTG00005005871,SAP30BP,ortholog_one2one,ENSPSNG00000017385,SAP30BP,ortholog_one2one,SAP30BP
ENSBTAG00000011732,ENSBMSG00010022119,PGAP3,ortholog_one2one,ENSPCTG00005006662,PGAP3,ortholog_one2one,ENSPSNG00000006922,PGAP3,ortholog_one2one,PGAP3
ENSBTAG00000011814,ENSBMSG00010006410,CENPP,ortholog_one2one,ENSPCTG00005005875,CENPP,ortholog_one2one,ENSPSNG00000004254,CENPP,ortholog_one2one,CENPP
ENSBTAG00000011815,ENSBMSG00010018658,SMG9,ortholog_one2one,ENSPCTG00005004696,SMG9,ortholog_one2one,ENSPSNG00000012488,SMG9,ortholog_one2one,SMG9
ENSBTAG00000011822,ENSBMSG00010012159,,ortholog_one2one,,,,ENSPSNG00000003911,ARMH1,ortholog_one2one,ARMH1
ENSBTAG00000011834,ENSBMSG00010014888,CCDC47,ortholog_one2one,ENSPCTG00005012224,CCDC47,ortholog_one2one,ENSPSNG00000017008,CCDC47,ortholog_one2one,CCDC47
ENSBTAG00000011889,ENSBMSG00010020025,NOC4L,ortholog_one2one,ENSPCTG00005014798,NOC4L,ortholog_one2one,ENSPSNG00000014776,NOC4L,ortholog_one2one,NOC4L
ENSBTAG00000011902,ENSBMSG00010022439,,ortholog_one2one,ENSPCTG00005014126,,ortholog_one2one,ENSPSNG00000010660,,ortholog_one2one,WASHC1
ENSBTAG00000011937,ENSBMSG00010017883,RITA1,ortholog_one2one,ENSPCTG00005021897,RITA1,ortholog_one2one,ENSPSNG00000009034,RITA1,ortholog_one2one,RITA1
ENSBTAG00000011950,ENSBMSG00010001794,EMC1,ortholog_one2one,ENSPCTG00005013905,EMC1,ortholog_one2one,ENSPSNG00000001289,EMC1,ortholog_one2one,EMC1
ENSBTAG00000011951,ENSBMSG00010001845,MRTO4,ortholog_one2one,ENSPCTG00005014751,MRTO4,ortholog_one2one,ENSPSNG00000001366,MRTO4,ortholog_one2one,MRTO4
ENSBTAG00000012073,ENSBMSG00010014847,VOPP1,ortholog_one2one,ENSPCTG00005000911,VOPP1,ortholog_one2one,ENSPSNG00000012635,,ortholog_one2one,VOPP1
ENSBTAG00000012156,ENSBMSG00010004625,NAIF1,ortholog_one2one,ENSPCTG00005022095,NAIF1,ortholog_one2one,ENSPSNG00000009796,NAIF1,ortholog_one2one,NAIF1
ENSBTAG00000012232,ENSBMSG00010017227,CYC1,ortholog_one2one,ENSPCTG00005011306,CYC1,ortholog_one2one,ENSPSNG00000021132,CYC1,ortholog_one2one,CYC1
ENSBTAG00000012241,ENSBMSG00010008600,POLD2,ortholog_one2one,ENSPCTG00005005587,POLD2,ortholog_one2one,ENSPSNG00000006941,POLD2,ortholog_one2one,POLD2
ENSBTAG00000012267,ENSBMSG00010019991,ZFC3H1,ortholog_one2one,ENSPCTG00005007789,ZFC3H1,ortholog_one2one,ENSPSNG00000012685,ZFC3H1,ortholog_one2one,ZFC3H1
ENSBTAG00000012275,ENSBMSG00010013477,ENDOU,ortholog_one2one,ENSPCTG00005012635,ENDOU,ortholog_one2one,ENSPSNG00000017476,ENDOU,ortholog_one2one,ENDOU
ENSBTAG00000012277,,,,ENSPCTG00005007604,SRRD,ortholog_one2one,ENSPSNG00000011883,SRRD,ortholog_one2one,SRRD
ENSBTAG00000012334,ENSBMSG00010004200,FLACC1,ortholog_one2one,,,,ENSPSNG00000017496,,ortholog_one2one,FLACC1
ENSBTAG00000012357,ENSBMSG00010018620,VPS13B,ortholog_one2one,ENSPCTG00005005254,VPS13B,ortholog_one2one,ENSPSNG00000016812,VPS13B,ortholog_one2one,VPS13B
ENSBTAG00000012372,ENSBMSG00010012130,TMEM53,ortholog_one2one,ENSPCTG00005017673,TMEM53,ortholog_one2one,ENSPSNG00000003887,TMEM53,ortholog_one2one,TMEM53
ENSBTAG00000012398,ENSBMSG00010004871,APOC3,ortholog_one2one,ENSPCTG00005018770,APOC3,ortholog_one2one,ENSPSNG00000004824,APOC3,ortholog_one2one,APOC3
ENSBTAG00000012419,ENSBMSG00010009616,BCL2L15,ortholog_one2one,ENSPCTG00005001602,BCL2L15,ortholog_one2one,ENSPSNG00000001733,BCL2L15,ortholog_one2one,BCL2L15
ENSBTAG00000012470,ENSBMSG00010019358,SNAPIN,ortholog_one2one,ENSPCTG00005018652,SNAPIN,ortholog_one2one,ENSPSNG00000001522,SNAPIN,ortholog_one2one,SNAPIN
ENSBTAG00000012501,ENSBMSG00010016324,FTO,ortholog_one2one,ENSPCTG00005012518,FTO,ortholog_one2one,ENSPSNG00000016453,FTO,ortholog_one2one,FTO
ENSBTAG00000012560,ENSBMSG00010002602,SFTPC,ortholog_one2one,ENSPCTG00005022504,SFTPC,ortholog_one2one,ENSPSNG00000002339,SFTPC,ortholog_one2one,SFTPC
ENSBTAG00000012577,ENSBMSG00010010170,UVSSA,ortholog_one2one,ENSPCTG00005007289,UVSSA,ortholog_one2one,ENSPSNG00000019027,UVSSA,ortholog_one2one,UVSSA
ENSBTAG00000012607,ENSBMSG00010006615,NCAPH2,ortholog_one2one,ENSPCTG00005018090,NCAPH2,ortholog_one2one,ENSPSNG00000014970,NCAPH2,ortholog_one2one,NCAPH2
ENSBTAG00000012634,ENSBMSG00010011737,NDUFB7,ortholog_one2one,ENSPCTG00005019414,NDUFB7,ortholog_one2one,ENSPSNG00000001975,NDUFB7,ortholog_one2one,NDUFB7
ENSBTAG00000012642,ENSBMSG00010016899,TRADD,ortholog_one2one,ENSPCTG00005015903,TRADD,ortholog_one2one,,,,TRADD
ENSBTAG00000012658,,,,ENSPCTG00005002143,TMA16,ortholog_one2one,ENSPSNG00000002152,TMA16,ortholog_one2one,TMA16
ENSBTAG00000012658,,,,ENSPCTG00005002143,TMA16,ortholog_one2one,ENSPSNG00000002152,TMA16,ortholog_one2one,TMA16
ENSBTAG00000012672,,,,ENSPCTG00005017449,ZNHIT3,ortholog_one2one,,,,ZNHIT3
ENSBTAG00000012735,ENSBMSG00010004154,CFAP157,ortholog_one2one,,,,ENSPSNG00000011746,CFAP157,ortholog_one2one,CFAP157
ENSBTAG00000012736,ENSBMSG00010004170,PTRH1,ortholog_one2one,ENSPCTG00005009665,PTRH1,ortholog_one2one,ENSPSNG00000011606,PTRH1,ortholog_one2one,PTRH1
ENSBTAG00000012739,ENSBMSG00010017913,C1QBP,ortholog_one2one,ENSPCTG00005019884,C1QBP,ortholog_one2one,ENSPSNG00000020925,C1QBP,ortholog_one2one,C1QBP
ENSBTAG00000012741,ENSBMSG00010003354,CCPG1,ortholog_one2one,ENSPCTG00005003939,CCPG1,ortholog_one2one,ENSPSNG00000002957,CCPG1,ortholog_one2one,CCPG1
ENSBTAG00000012744,ENSBMSG00010020915,UBE2M,ortholog_one2one,ENSPCTG00005014891,UBE2M,ortholog_one2one,ENSPSNG00000021635,UBE2M,ortholog_one2one,UBE2M
ENSBTAG00000012768,ENSBMSG00010001346,HMGXB3,ortholog_one2one,ENSPCTG00005000575,HMGXB3,ortholog_one2one,ENSPSNG00000018442,HMGXB3,ortholog_one2one,HMGXB3
ENSBTAG00000012790,,,,ENSPCTG00005009347,TRIAP1,ortholog_one2one,ENSPSNG00000006748,,ortholog_one2one,TRIAP1
ENSBTAG00000012790,,,,ENSPCTG00005009347,TRIAP1,ortholog_one2one,ENSPSNG00000006748,,ortholog_one2one,TRIAP1
ENSBTAG00000012791,ENSBMSG00010005133,,ortholog_one2one,ENSPCTG00005009382,GATC,ortholog_one2one,,,,GATC
ENSBTAG00000012791,ENSBMSG00010005133,,ortholog_one2one,ENSPCTG00005009382,GATC,ortholog_one2one,,,,GATC
ENSBTAG00000012936,ENSBMSG00010010560,THYN1,ortholog_one2one,ENSPCTG00005018689,THYN1,ortholog_one2one,ENSPSNG00000002620,THYN1,ortholog_one2one,THYN1
ENSBTAG00000012985,ENSBMSG00010017597,FCSK,ortholog_one2one,ENSPCTG00005010501,FCSK,ortholog_one2one,ENSPSNG00000018003,FCSK,ortholog_one2one,FCSK
ENSBTAG00000013032,ENSBMSG00010003695,CCNDBP1,ortholog_one2one,ENSPCTG00005008747,CCNDBP1,ortholog_one2one,ENSPSNG00000004307,CCNDBP1,ortholog_one2one,CCNDBP1
ENSBTAG00000013042,ENSBMSG00010006288,EXOC5,ortholog_one2one,ENSPCTG00005022744,EXOC5,ortholog_one2one,ENSPSNG00000007938,EXOC5,ortholog_one2one,EXOC5
ENSBTAG00000013043,,,,ENSPCTG00005022748,AP5M1,ortholog_one2one,ENSPSNG00000008044,AP5M1,ortholog_one2one,AP5M1
ENSBTAG00000013069,ENSBMSG00010006219,IQCB1,ortholog_one2one,ENSPCTG00005008178,IQCB1,ortholog_one2one,ENSPSNG00000009466,IQCB1,ortholog_one2one,IQCB1
ENSBTAG00000013126,ENSBMSG00010016055,EMG1,ortholog_one2one,ENSPCTG00005019876,EMG1,ortholog_one2one,ENSPSNG00000004766,EMG1,ortholog_one2one,EMG1
ENSBTAG00000013168,ENSBMSG00010010396,RPA3,ortholog_one2one,ENSPCTG00005004499,RPA3,ortholog_one2one,ENSPSNG00000006394,RPA3,ortholog_one2one,RPA3
ENSBTAG00000013192,ENSBMSG00010004483,CEP19,ortholog_one2one,ENSPCTG00005003603,CEP19,ortholog_one2one,ENSPSNG00000018740,CEP19,ortholog_one2one,CEP19
ENSBTAG00000013224,ENSBMSG00010009721,RMND1,ortholog_one2one,ENSPCTG00005006136,RMND1,ortholog_one2one,ENSPSNG00000022531,RMND1,ortholog_one2one,RMND1
ENSBTAG00000013236,ENSBMSG00010022049,MED1,ortholog_one2one,ENSPCTG00005007641,MED1,ortholog_one2one,ENSPSNG00000021197,MED1,ortholog_one2one,MED1
ENSBTAG00000013250,ENSBMSG00010014426,PCSK1N,ortholog_one2one,ENSPCTG00005006586,PCSK1N,ortholog_one2one,ENSPSNG00000021831,PCSK1N,ortholog_one2one,PCSK1N
ENSBTAG00000013253,ENSBMSG00010010301,THAP4,ortholog_one2one,ENSPCTG00005014654,THAP4,ortholog_one2one,ENSPSNG00000000375,THAP4,ortholog_one2one,THAP4
ENSBTAG00000013273,ENSBMSG00010014722,PIGL,ortholog_one2one,ENSPCTG00005008400,PIGL,ortholog_one2one,ENSPSNG00000014852,PIGL,ortholog_one2one,PIGL
ENSBTAG00000013277,ENSBMSG00010015947,CCDC22,ortholog_one2one,ENSPCTG00005005151,CCDC22,ortholog_one2one,ENSPSNG00000022356,CCDC22,ortholog_one2one,CCDC22
ENSBTAG00000013283,ENSBMSG00010016489,PRR19,ortholog_one2one,ENSPCTG00005006423,PRR19,ortholog_one2one,,,,PRR19
ENSBTAG00000013291,ENSBMSG00010003914,ARMC6,ortholog_one2one,ENSPCTG00005019113,ARMC6,ortholog_one2one,ENSPSNG00000001939,ARMC6,ortholog_one2one,ARMC6
ENSBTAG00000013326,ENSBMSG00010002597,ANAPC10,ortholog_one2one,ENSPCTG00005001660,ANAPC10,ortholog_one2one,ENSPSNG00000014531,ANAPC10,ortholog_one2one,ANAPC10
ENSBTAG00000013413,ENSBMSG00010009473,CCDC51,ortholog_one2one,ENSPCTG00005020298,CCDC51,ortholog_one2one,ENSPSNG00000007716,CCDC51,ortholog_one2one,CCDC51
ENSBTAG00000013538,ENSBMSG00010006526,PEX14,ortholog_one2one,ENSPCTG00005017236,PEX14,ortholog_one2one,ENSPSNG00000009443,PEX14,ortholog_one2one,PEX14
ENSBTAG00000013812,ENSBMSG00010000248,RO60,ortholog_one2one,ENSPCTG00005001964,RO60,ortholog_one2one,ENSPSNG00000004536,RO60,ortholog_one2one,RO60
ENSBTAG00000013914,ENSBMSG00010000775,GATB,ortholog_one2one,ENSPCTG00005002750,GATB,ortholog_one2one,ENSPSNG00000010878,GATB,ortholog_one2one,GATB
ENSBTAG00000013925,,,,ENSPCTG00005003946,KIN,ortholog_one2one,ENSPSNG00000019341,KIN,ortholog_one2one,KIN
ENSBTAG00000013925,,,,ENSPCTG00005003946,KIN,ortholog_one2one,ENSPSNG00000019341,KIN,ortholog_one2one,KIN
ENSBTAG00000013927,ENSBMSG00010008619,GSTCD,ortholog_one2one,ENSPCTG00005000434,GSTCD,ortholog_one2one,ENSPSNG00000006855,GSTCD,ortholog_one2one,GSTCD
ENSBTAG00000013930,ENSBMSG00010005532,ATP5F1C,ortholog_one2one,ENSPCTG00005003924,ATP5F1C,ortholog_one2one,ENSPSNG00000019251,ATP5F1C,ortholog_one2one,ATP5F1C
ENSBTAG00000013946,ENSBMSG00010014445,PRPF3,ortholog_one2one,ENSPCTG00005009677,PRPF3,ortholog_one2one,ENSPSNG00000001838,PRPF3,ortholog_one2one,PRPF3
ENSBTAG00000013955,ENSBMSG00010015081,TRAPPC9,ortholog_one2one,ENSPCTG00005017633,TRAPPC9,ortholog_one2one,ENSPSNG00000013768,TRAPPC9,ortholog_one2one,TRAPPC9
ENSBTAG00000013956,ENSBMSG00010020033,,ortholog_one2one,ENSPCTG00005003231,,ortholog_one2one,ENSPSNG00000022648,,ortholog_one2one,BCL2L13
ENSBTAG00000013983,ENSBMSG00010007296,ZC2HC1C,ortholog_one2one,ENSPCTG00005022709,ZC2HC1C,ortholog_one2one,ENSPSNG00000010910,ZC2HC1C,ortholog_one2one,ZC2HC1C
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014024,,,,,,,ENSPSNG00000012199,,ortholog_one2one,POMP
ENSBTAG00000014044,ENSBMSG00010009384,VEZT,ortholog_one2one,ENSPCTG00005005249,VEZT,ortholog_one2one,ENSPSNG00000013799,VEZT,ortholog_one2one,VEZT
ENSBTAG00000014156,ENSBMSG00010012821,AMN1,ortholog_one2one,ENSPCTG00005011372,AMN1,ortholog_one2one,ENSPSNG00000005000,AMN1,ortholog_one2one,AMN1
ENSBTAG00000014325,ENSBMSG00010001923,AIRIM,ortholog_one2one,ENSPCTG00005015629,CUNH1orf109,ortholog_one2one,ENSPSNG00000018547,AIRIM,ortholog_one2one,AIRIM
ENSBTAG00000014326,ENSBMSG00010001930,CDCA8,ortholog_one2one,ENSPCTG00005015563,CDCA8,ortholog_one2one,ENSPSNG00000018607,CDCA8,ortholog_one2one,CDCA8
ENSBTAG00000014359,ENSBMSG00010007001,DRAXIN,ortholog_one2one,ENSPCTG00005018603,DRAXIN,ortholog_one2one,ENSPSNG00000010831,DRAXIN,ortholog_one2one,DRAXIN
ENSBTAG00000014388,ENSBMSG00010005103,EIF3I,ortholog_one2one,ENSPCTG00005011049,EIF3I,ortholog_one2one,ENSPSNG00000011906,EIF3I,ortholog_one2one,EIF3I
ENSBTAG00000014430,ENSBMSG00010005751,CDC26,ortholog_one2one,ENSPCTG00005010728,CDC26,ortholog_one2one,ENSPSNG00000009924,CDC26,ortholog_one2one,CDC26
ENSBTAG00000014450,ENSBMSG00010021409,NOSIP,ortholog_one2one,ENSPCTG00005014288,NOSIP,ortholog_one2one,ENSPSNG00000021969,NOSIP,ortholog_one2one,NOSIP
ENSBTAG00000014520,ENSBMSG00010005961,LIAS,ortholog_one2one,,,,ENSPSNG00000001715,LIAS,ortholog_one2one,LIAS
ENSBTAG00000014520,ENSBMSG00010005961,LIAS,ortholog_one2one,,,,ENSPSNG00000001715,LIAS,ortholog_one2one,LIAS
ENSBTAG00000014522,ENSBMSG00010005888,SMIM14,ortholog_one2one,ENSPCTG00005015666,,ortholog_one2one,ENSPSNG00000001796,SMIM14,ortholog_one2one,SMIM14
ENSBTAG00000014646,,,,ENSPCTG00005011918,MZT2B,ortholog_one2one,ENSPSNG00000007254,,ortholog_one2one,MZT2B
ENSBTAG00000014646,,,,ENSPCTG00005011918,MZT2B,ortholog_one2one,ENSPSNG00000007254,,ortholog_one2one,MZT2B
ENSBTAG00000014660,ENSBMSG00010004521,WDR53,ortholog_one2one,ENSPCTG00005003642,WDR53,ortholog_one2one,ENSPSNG00000018822,WDR53,ortholog_one2one,WDR53
ENSBTAG00000014675,ENSBMSG00010004295,PTCD2,ortholog_one2one,ENSPCTG00005001224,PTCD2,ortholog_one2one,ENSPSNG00000007260,PTCD2,ortholog_one2one,PTCD2
