Gene stable ID,Rat gene stable ID,Rat gene name,Rat homology type,Gene name
ENSMUSG00000033430,ENSRNOG00000010712,Terf2ip,ortholog_one2one,Terf2ip
ENSMUSG00000033554,ENSRNOG00000013719,Dph5,ortholog_one2one,Dph5
ENSMUSG00000033632,ENSRNOG00000029466,RGD1562608,ortholog_one2one,AW554918
ENSMUSG00000033703,ENSRNOG00000059453,Fcsk,ortholog_one2one,Fcsk
ENSMUSG00000033751,ENSRNOG00000003011,Gadd45gip1,ortholog_one2one,Gadd45gip1
ENSMUSG00000033773,ENSRNOG00000023484,Rpap2,ortholog_one2one,Rpap2
ENSMUSG00000033809,ENSRNOG00000001712,Alg3,ortholog_one2one,Alg3
ENSMUSG00000033857,ENSRNOG00000027498,Engase,ortholog_one2one,Engase
ENSMUSG00000033933,ENSRNOG00000010258,Vhl,ortholog_one2one,Vhl
ENSMUSG00000033938,ENSRNOG00000028717,Ndufb7,ortholog_one2one,Ndufb7
ENSMUSG00000033991,ENSRNOG00000040297,Skic3,ortholog_one2one,Skic3
ENSMUSG00000034035,ENSRNOG00000023216,Ccdc17,ortholog_one2one,Ccdc17
ENSMUSG00000034083,ENSRNOG00000010090,Ccdc174,ortholog_one2one,Ccdc174
ENSMUSG00000034157,ENSRNOG00000011111,Cipc,ortholog_one2one,Cipc
ENSMUSG00000034163,ENSRNOG00000053060,Zfc3h1,ortholog_one2one,Zfc3h1
ENSMUSG00000034192,ENSRNOG00000008733,Lsm3,ortholog_one2one,Lsm3
ENSMUSG00000034303,ENSRNOG00000032180,Ccdc15,ortholog_one2one,Ccdc15
ENSMUSG00000034321,ENSRNOG00000048708,Exosc1,ortholog_one2one,Exosc1
ENSMUSG00000034345,ENSRNOG00000052193,LOC120103497,ortholog_one2one,Gtf2h5
ENSMUSG00000034371,ENSRNOG00000020704,Tkfc,ortholog_one2one,Tkfc
ENSMUSG00000034382,ENSRNOG00000015297,C9h6orf132,ortholog_one2one,AI661453
ENSMUSG00000034427,ENSRNOG00000042445,Myo15b,ortholog_one2one,Myo15b
ENSMUSG00000034563,ENSRNOG00000053428,Ccpg1,ortholog_one2one,Ccpg1
ENSMUSG00000034586,ENSRNOG00000003464,Hid1,ortholog_one2one,Hid1
ENSMUSG00000034601,ENSRNOG00000008244,LOC690035,ortholog_one2one,2700049A03Rik
ENSMUSG00000034674,ENSRNOG00000027124,Tdg,ortholog_one2one,Tdg
ENSMUSG00000034708,ENSRNOG00000021031,Grn,ortholog_one2one,Grn
ENSMUSG00000034867,ENSRNOG00000052814,Ankrd27,ortholog_one2one,Ankrd27
ENSMUSG00000034875,ENSRNOG00000059386,Nudt19,ortholog_one2one,Nudt19
ENSMUSG00000034892,ENSRNOG00000028939,LOC108348980,ortholog_one2one,Rps29
ENSMUSG00000034906,ENSRNOG00000012051,Ncaph,ortholog_one2one,Ncaph
ENSMUSG00000034932,ENSRNOG00000020464,Mrpl54,ortholog_one2one,Mrpl54
ENSMUSG00000034951,ENSRNOG00000060008,Cog7,ortholog_one2one,Cog7
ENSMUSG00000035048,ENSRNOG00000008459,Anapc13,ortholog_one2one,Anapc13
ENSMUSG00000035085,ENSRNOG00000049757,LOC689039,ortholog_one2one,1700020L24Rik
ENSMUSG00000035171,ENSRNOG00000024197,LOC100362345,ortholog_one2one,1110059E24Rik
ENSMUSG00000035172,ENSRNOG00000020238,Plekhh3,ortholog_one2one,Plekhh3
ENSMUSG00000035262,ENSRNOG00000019377,Amh,ortholog_one2one,Amh
ENSMUSG00000035311,ENSRNOG00000005228,Gnptab,ortholog_one2one,Gnptab
ENSMUSG00000035365,ENSRNOG00000004682,Parpbp,ortholog_one2one,Parpbp
ENSMUSG00000035383,ENSRNOG00000066777,Pmch,ortholog_one2one,Pmch
ENSMUSG00000035401,ENSRNOG00000015560,Emsy,ortholog_one2one,Emsy
ENSMUSG00000035413,ENSRNOG00000021316,Tmem98,ortholog_one2one,Tmem98
ENSMUSG00000035439,ENSRNOG00000052038,Haus8,ortholog_one2one,Haus8
ENSMUSG00000035443,ENSRNOG00000047053,Thyn1,ortholog_one2one,Thyn1
ENSMUSG00000035578,ENSRNOG00000026420,Iqcg,ortholog_one2one,Iqcg
ENSMUSG00000035585,ENSRNOG00000059572,Tsen34,ortholog_one2one,Tsen34
ENSMUSG00000035640,ENSRNOG00000024349,Cbarp,ortholog_one2one,Cbarp
ENSMUSG00000035642,ENSRNOG00000012584,Aamdc,ortholog_one2one,Aamdc
ENSMUSG00000035666,ENSRNOG00000054725,Gtf3c4,ortholog_one2one,Gtf3c4
ENSMUSG00000035678,ENSRNOG00000045595,Tnfsf9,ortholog_one2one,Tnfsf9
ENSMUSG00000035726,ENSRNOG00000011953,Supt16h,ortholog_one2one,Supt16
ENSMUSG00000035781,ENSRNOG00000011489,R3hdm4,ortholog_one2one,R3hdm4
ENSMUSG00000035790,ENSRNOG00000024924,Cep19,ortholog_one2one,Cep19
ENSMUSG00000035834,ENSRNOG00000016260,Polr3g,ortholog_one2one,Polr3g
ENSMUSG00000035878,ENSRNOG00000013419,Hykk,ortholog_one2one,Hykk
ENSMUSG00000035933,ENSRNOG00000056610,Cog5,ortholog_one2one,Cog5
ENSMUSG00000035941,ENSRNOG00000027728,Ibtk,ortholog_one2one,Ibtk
ENSMUSG00000035949,ENSRNOG00000018687,Fbxw2,ortholog_one2one,Fbxw2
ENSMUSG00000035958,ENSRNOG00000018246,Tdp2,ortholog_one2one,Tdp2
ENSMUSG00000036046,ENSRNOG00000031269,RGD1304694,ortholog_one2one,5031439G07Rik
ENSMUSG00000036073,ENSRNOG00000014766,Galt,ortholog_one2one,Galt
ENSMUSG00000036078,ENSRNOG00000014604,Sigmar1,ortholog_one2one,Sigmar1
ENSMUSG00000036167,ENSRNOG00000022778,Pphln1,ortholog_one2one,Pphln1
ENSMUSG00000036208,ENSRNOG00000013721,Nepro,ortholog_one2one,Nepro
ENSMUSG00000036214,ENSRNOG00000000778,Znrd1as1,ortholog_one2one,Polr1has
ENSMUSG00000036333,ENSRNOG00000023176,Kidins220,ortholog_one2one,Kidins220
ENSMUSG00000036372,ENSRNOG00000064883,LOC690138,ortholog_one2one,Tmem258
ENSMUSG00000036502,ENSRNOG00000028085,Tmem255a,ortholog_one2one,Tmem255a
ENSMUSG00000036550,ENSRNOG00000012271,Cnot1,ortholog_one2one,Cnot1
ENSMUSG00000036551,ENSRNOG00000006899,Akap14,ortholog_one2one,Akap14
ENSMUSG00000036574,ENSRNOG00000018559,Tex44,ortholog_one2one,Tex44
ENSMUSG00000036672,ENSRNOG00000024178,Cenpt,ortholog_one2one,Cenpt
ENSMUSG00000036678,ENSRNOG00000013445,Aaas,ortholog_one2one,Aaas
ENSMUSG00000036731,ENSRNOG00000010600,Cysrt1,ortholog_one2one,Cysrt1
ENSMUSG00000036748,ENSRNOG00000019574,Cuedc2,ortholog_one2one,Cuedc2
ENSMUSG00000036826,ENSRNOG00000020957,Igflr1,ortholog_one2one,Igflr1
ENSMUSG00000036835,ENSRNOG00000020941,Psenen,ortholog_one2one,Psenen
ENSMUSG00000036860,ENSRNOG00000002943,Mrpl55,ortholog_one2one,Mrpl55
ENSMUSG00000036864,ENSRNOG00000024625,Proser3,ortholog_one2one,Proser3
ENSMUSG00000036921,ENSRNOG00000022257,Tex46,ortholog_one2one,Tex46
ENSMUSG00000036948,ENSRNOG00000039214,Trappc14,ortholog_one2one,Trappc14
ENSMUSG00000036955,ENSRNOG00000000395,Kifbp,ortholog_one2one,Kifbp
ENSMUSG00000036975,ENSRNOG00000025484,Tmem177,ortholog_one2one,Tmem177
ENSMUSG00000037143,ENSRNOG00000011028,AABR07054096.1,ortholog_one2one,Cfap61
ENSMUSG00000037221,ENSRNOG00000001396,Mospd3,ortholog_one2one,Mospd3
ENSMUSG00000037259,ENSRNOG00000007440,Dzank1,ortholog_one2one,Dzank1
ENSMUSG00000037270,ENSRNOG00000038436,Bltp1,ortholog_one2one,Bltp1
ENSMUSG00000037349,ENSRNOG00000021158,Nudt22,ortholog_one2one,Nudt22
ENSMUSG00000037364,ENSRNOG00000048277,Srrt,ortholog_one2one,Srrt
ENSMUSG00000037376,ENSRNOG00000021270,Trmt6,ortholog_one2one,Trmt6
ENSMUSG00000037461,ENSRNOG00000004263,Ints7,ortholog_one2one,Ints7
ENSMUSG00000037474,ENSRNOG00000004195,Dtl,ortholog_one2one,Dtl
ENSMUSG00000037531,ENSRNOG00000011639,Mrpl47,ortholog_one2one,Mrpl47
ENSMUSG00000037570,ENSRNOG00000054838,Mcrs1,ortholog_one2one,Mcrs1
ENSMUSG00000037720,ENSRNOG00000002254,Tmem33,ortholog_one2one,Tmem33
ENSMUSG00000037740,ENSRNOG00000021224,Mrps26,ortholog_one2one,Mrps26
ENSMUSG00000037787,ENSRNOG00000011542,Coa8,ortholog_one2one,Coa8
ENSMUSG00000037916,ENSRNOG00000018117,Ndufv1,ortholog_one2one,Ndufv1
ENSMUSG00000038000,ENSRNOG00000038973,Acd,ortholog_one2one,Acd
ENSMUSG00000038002,ENSRNOG00000024635,Cramp1,ortholog_one2one,Cramp1
ENSMUSG00000038065,ENSRNOG00000010205,Mturn,ortholog_one2one,Mturn
ENSMUSG00000038067,ENSRNOG00000008525,Csf3,ortholog_one2one,Csf3
ENSMUSG00000038079,ENSRNOG00000024085,Tmem237,ortholog_one2one,Tmem237
ENSMUSG00000038085,ENSRNOG00000019992,Cnbd2,ortholog_one2one,Cnbd2
ENSMUSG00000038102,ENSRNOG00000022482,Trappc11,ortholog_one2one,Trappc11
ENSMUSG00000038208,ENSRNOG00000046143,Pgap3,ortholog_one2one,Pgap3
ENSMUSG00000038215,ENSRNOG00000010566,Cep44,ortholog_one2one,Cep44
ENSMUSG00000038239,ENSRNOG00000020719,Hrc,ortholog_one2one,Hrc
ENSMUSG00000038280,ENSRNOG00000037647,Ostm1,ortholog_one2one,Ostm1
ENSMUSG00000038290,ENSRNOG00000003041,Smg6,ortholog_one2one,Smg6
ENSMUSG00000038304,ENSRNOG00000000097,Cd160,ortholog_one2one,Cd160
ENSMUSG00000038323,ENSRNOG00000010185,RGD1306941,ortholog_one2one,1700066M21Rik
ENSMUSG00000038369,ENSRNOG00000018288,Ncoa6,ortholog_one2one,Ncoa6
ENSMUSG00000038383,ENSRNOG00000025181,Pigu,ortholog_one2one,Pigu
ENSMUSG00000038497,ENSRNOG00000046973,Tmco3,ortholog_one2one,Tmco3
ENSMUSG00000038503,ENSRNOG00000012366,Mesd,ortholog_one2one,Mesd
ENSMUSG00000038637,ENSRNOG00000016697,Lrrc56,ortholog_one2one,Lrrc56
ENSMUSG00000038658,ENSRNOG00000016172,Ric1,ortholog_one2one,Ric1
ENSMUSG00000038722,ENSRNOG00000000989,Bud31,ortholog_one2one,Bud31
ENSMUSG00000038736,ENSRNOG00000024929,Nudcd1,ortholog_one2one,Nudcd1
ENSMUSG00000038784,ENSRNOG00000010795,Cnot4,ortholog_one2one,Cnot4
ENSMUSG00000038812,ENSRNOG00000064902,,ortholog_one2one,Trmt112
ENSMUSG00000038884,ENSRNOG00000020580,Shfl,ortholog_one2one,Shfl
ENSMUSG00000038888,ENSRNOG00000018334,Ctu1,ortholog_one2one,Ctu1
ENSMUSG00000038932,ENSRNOG00000061199,Tcfl5,ortholog_one2one,Tcfl5
ENSMUSG00000038982,ENSRNOG00000016497,Bloc1s5,ortholog_one2one,Bloc1s5
ENSMUSG00000038987,ENSRNOG00000039315,Cfap157,ortholog_one2one,Cfap157
ENSMUSG00000039068,ENSRNOG00000050321,Zzz3,ortholog_one2one,Zzz3
ENSMUSG00000039100,ENSRNOG00000011066,Marchf6,ortholog_one2one,Marchf6
ENSMUSG00000039128,ENSRNOG00000017770,Cdc123,ortholog_one2one,Cdc123
ENSMUSG00000039148,ENSRNOG00000020475,Sart1,ortholog_one2one,Sart1
ENSMUSG00000039163,ENSRNOG00000010149,Cmc1,ortholog_one2one,Cmc1
ENSMUSG00000039164,ENSRNOG00000050204,Naif1,ortholog_one2one,Naif1
ENSMUSG00000039176,ENSRNOG00000032293,Polg,ortholog_one2one,Polg
ENSMUSG00000039217,ENSRNOG00000009848,Il18,ortholog_one2one,Il18
ENSMUSG00000039244,ENSRNOG00000024567,Ints15,ortholog_one2one,Ints15
ENSMUSG00000039278,ENSRNOG00000046021,Pcsk1n,ortholog_one2one,Pcsk1n
ENSMUSG00000039294,ENSRNOG00000036666,Cybc1,ortholog_one2one,Cybc1
ENSMUSG00000039307,ENSRNOG00000036667,Hexd,ortholog_one2one,Hexd
ENSMUSG00000039427,ENSRNOG00000002883,Alg1,ortholog_one2one,Alg1
ENSMUSG00000039483,ENSRNOG00000024786,Asb6,ortholog_one2one,Asb6
ENSMUSG00000039509,ENSRNOG00000017919,Nup133,ortholog_one2one,Nup133
ENSMUSG00000039523,ENSRNOG00000025000,Cep104,ortholog_one2one,Cep104
ENSMUSG00000039640,ENSRNOG00000036695,Mrpl12,ortholog_one2one,Mrpl12
ENSMUSG00000039660,ENSRNOG00000025711,Spout1,ortholog_one2one,Spout1
ENSMUSG00000039662,ENSRNOG00000010953,Icmt,ortholog_one2one,Icmt
ENSMUSG00000039670,ENSRNOG00000047517,Oxld1,ortholog_one2one,Oxld1
ENSMUSG00000039754,ENSRNOG00000001428,Alkbh4,ortholog_one2one,Alkbh4
ENSMUSG00000039804,ENSRNOG00000017824,Ncoa5,ortholog_one2one,Ncoa5
ENSMUSG00000039850,ENSRNOG00000003699,Endov,ortholog_one2one,Endov
ENSMUSG00000039873,ENSRNOG00000015797,Neurl2,ortholog_one2one,Neurl2
ENSMUSG00000039887,ENSRNOG00000011528,Alg14,ortholog_one2one,Alg14
ENSMUSG00000040018,ENSRNOG00000017230,Cox15,ortholog_one2one,Cox15
ENSMUSG00000040044,ENSRNOG00000008314,Orc3,ortholog_one2one,Orc3
ENSMUSG00000040158,ENSRNOG00000019357,Tax1bp3,ortholog_one2one,Tax1bp3
ENSMUSG00000040234,ENSRNOG00000001817,Tm7sf3,ortholog_one2one,Tm7sf3
ENSMUSG00000040236,ENSRNOG00000001003,Trappc5,ortholog_one2one,Trappc5
ENSMUSG00000040250,ENSRNOG00000001808,Ints13,ortholog_one2one,Ints13
ENSMUSG00000040282,ENSRNOG00000004571,Cdin1,ortholog_one2one,Cdin1
ENSMUSG00000040302,ENSRNOG00000008980,Rbm48,ortholog_one2one,Rbm48
ENSMUSG00000040370,ENSRNOG00000063524,Etfrf1,ortholog_one2one,Etfrf1
ENSMUSG00000040459,ENSRNOG00000024142,Arglu1,ortholog_one2one,Arglu1
ENSMUSG00000040463,ENSRNOG00000015236,Mybbp1a,ortholog_one2one,Mybbp1a
ENSMUSG00000040482,ENSRNOG00000000422,Dxo,ortholog_one2one,Dxo
ENSMUSG00000040548,ENSRNOG00000013659,Tex2,ortholog_one2one,Tex2
ENSMUSG00000040586,ENSRNOG00000004574,Ofd1,ortholog_one2one,Ofd1
ENSMUSG00000040599,ENSRNOG00000066036,Mis12,ortholog_one2one,Mis12
ENSMUSG00000040667,ENSRNOG00000006126,Nup88,ortholog_one2one,Nup88
ENSMUSG00000040687,ENSRNOG00000012568,Madd,ortholog_one2one,Madd
ENSMUSG00000040729,ENSRNOG00000021839,Cep126,ortholog_one2one,Cep126
ENSMUSG00000040734,ENSRNOG00000025350,Ppp1r13l,ortholog_one2one,Ppp1r13l
ENSMUSG00000040767,ENSRNOG00000020626,Snrnp25,ortholog_one2one,Snrnp25
ENSMUSG00000040771,ENSRNOG00000012679,Oard1,ortholog_one2one,Oard1
ENSMUSG00000040824,ENSRNOG00000015844,Snrpd2,ortholog_one2one,Snrpd2
ENSMUSG00000040842,ENSRNOG00000009183,Szrd1,ortholog_one2one,Szrd1
ENSMUSG00000040850,ENSRNOG00000060340,Psme4,ortholog_one2one,Psme4
ENSMUSG00000040883,ENSRNOG00000011747,Tmem205,ortholog_one2one,Tmem205
ENSMUSG00000040888,ENSRNOG00000013370,Gfer,ortholog_one2one,Gfer
ENSMUSG00000040928,ENSRNOG00000007099,S100pbp,ortholog_one2one,S100pbp
ENSMUSG00000040978,ENSRNOG00000037632,LOC688553,ortholog_one2one,Gm11992
ENSMUSG00000041035,ENSRNOG00000017241,Dpcd,ortholog_one2one,Dpcd
ENSMUSG00000041037,ENSRNOG00000070901,Irgq,ortholog_one2one,Irgq
ENSMUSG00000041147,ENSRNOG00000001111,Brca2,ortholog_one2one,Brca2
ENSMUSG00000041319,ENSRNOG00000003497,Thoc6,ortholog_one2one,Thoc6
ENSMUSG00000041328,ENSRNOG00000009891,Pcf11,ortholog_one2one,Pcf11
ENSMUSG00000041346,ENSRNOG00000010520,Wrap53,ortholog_one2one,Wrap53
ENSMUSG00000041396,ENSRNOG00000025189,Mettl18,ortholog_one2one,Mettl18
ENSMUSG00000041406,ENSRNOG00000059276,LOC498265,ortholog_one2one,Firrm
ENSMUSG00000041408,ENSRNOG00000052513,Wapl,ortholog_one2one,Wapl
ENSMUSG00000041415,ENSRNOG00000010711,Dicer1,ortholog_one2one,Dicer1
ENSMUSG00000041491,ENSRNOG00000014041,Cep78,ortholog_one2one,Cep78
ENSMUSG00000041506,ENSRNOG00000012927,Rrp9,ortholog_one2one,Rrp9
ENSMUSG00000041617,ENSRNOG00000001876,Ccdc74a,ortholog_one2one,Ccdc74a
ENSMUSG00000041625,ENSRNOG00000027040,Ggact,ortholog_one2one,Ggact
ENSMUSG00000041632,ENSRNOG00000017272,Mrps27,ortholog_one2one,Mrps27
ENSMUSG00000041712,ENSRNOG00000008108,Ubr7,ortholog_one2one,Ubr7
ENSMUSG00000041747,ENSRNOG00000016591,Utp15,ortholog_one2one,Utp15
ENSMUSG00000041777,ENSRNOG00000018719,Cir1,ortholog_one2one,Cir1
ENSMUSG00000041840,ENSRNOG00000017067,Haus1,ortholog_one2one,Haus1
ENSMUSG00000041881,ENSRNOG00000028492,LOC120101567,ortholog_one2one,Ndufa7
ENSMUSG00000041966,ENSRNOG00000009403,Dcaf17,ortholog_one2one,Dcaf17
ENSMUSG00000042029,ENSRNOG00000004968,Ncapg2,ortholog_one2one,Ncapg2
ENSMUSG00000042178,ENSRNOG00000019935,Armc5,ortholog_one2one,Armc5
ENSMUSG00000042200,ENSRNOG00000003294,Cdrt4,ortholog_one2one,Cdrt4
ENSMUSG00000042211,ENSRNOG00000019063,Fbxo38,ortholog_one2one,Fbxo38
ENSMUSG00000042275,ENSRNOG00000061128,Pelo,ortholog_one2one,Pelo
ENSMUSG00000042293,ENSRNOG00000005918,C8h11orf71,ortholog_one2one,Gm5617
ENSMUSG00000042298,ENSRNOG00000002977,Ttc19,ortholog_one2one,Ttc19
ENSMUSG00000042328,ENSRNOG00000000661,Hps4,ortholog_one2one,Hps4
ENSMUSG00000042502,ENSRNOG00000017201,Cd2bp2,ortholog_one2one,Cd2bp2
ENSMUSG00000042505,ENSRNOG00000011283,Sdhaf3,ortholog_one2one,Sdhaf3
ENSMUSG00000042564,ENSRNOG00000021795,Fam227a,ortholog_one2one,Fam227a
ENSMUSG00000042606,ENSRNOG00000029061,Hirip3,ortholog_one2one,Hirip3
ENSMUSG00000042705,ENSRNOG00000003958,Commd10,ortholog_one2one,Commd10
ENSMUSG00000042707,ENSRNOG00000024957,Dnali1,ortholog_one2one,Dnali1
ENSMUSG00000042747,ENSRNOG00000020542,Krtcap2,ortholog_one2one,Krtcap2
ENSMUSG00000042759,ENSRNOG00000017403,Apobr,ortholog_one2one,Apobr
ENSMUSG00000042834,ENSRNOG00000068914,Nrep,ortholog_one2one,Nrep
ENSMUSG00000042901,ENSRNOG00000058805,Aida,ortholog_one2one,Aida
ENSMUSG00000043122,ENSRNOG00000013097,C6h14orf180,ortholog_one2one,A530016L24Rik
ENSMUSG00000043153,ENSRNOG00000006199,Crppa,ortholog_one2one,Crppa
ENSMUSG00000043311,ENSRNOG00000039658,G4,ortholog_one2one,D17H6S53E
ENSMUSG00000043510,ENSRNOG00000037508,Hscb,ortholog_one2one,Hscb
ENSMUSG00000043923,ENSRNOG00000012137,Cenatac,ortholog_one2one,Cenatac
ENSMUSG00000044018,ENSRNOG00000068816,,ortholog_one2one,Mrpl50
ENSMUSG00000044024,ENSRNOG00000019575,Rell2,ortholog_one2one,Rell2
ENSMUSG00000044117,ENSRNOG00000003198,Bmerb1,ortholog_one2one,Bmerb1
ENSMUSG00000044320,ENSRNOG00000018486,C3h9orf50,ortholog_one2one,1700001O22Rik
ENSMUSG00000044328,ENSRNOG00000022615,Tp53i13,ortholog_one2one,Trp53i13
ENSMUSG00000044350,ENSRNOG00000022094,Lacc1,ortholog_one2one,Lacc1
ENSMUSG00000044475,ENSRNOG00000056647,Ascc1,ortholog_one2one,Ascc1
ENSMUSG00000044566,ENSRNOG00000024111,Cage1,ortholog_one2one,Cage1
ENSMUSG00000044600,ENSRNOG00000042037,Smim7,ortholog_one2one,Smim7
ENSMUSG00000044627,ENSRNOG00000022860,Swi5,ortholog_one2one,Swi5
ENSMUSG00000044701,ENSRNOG00000019170,Il27,ortholog_one2one,Il27
ENSMUSG00000044783,ENSRNOG00000022911,Hjurp,ortholog_one2one,Hjurp
ENSMUSG00000044795,ENSRNOG00000066275,Cyb5d1,ortholog_one2one,Cyb5d1
ENSMUSG00000044894,ENSRNOG00000067979,Uqcrq,ortholog_one2one,Uqcrq
ENSMUSG00000044906,ENSRNOG00000028677,LOC361346,ortholog_one2one,4930503L19Rik
ENSMUSG00000044937,ENSRNOG00000026807,Ttc41,ortholog_one2one,Ttc41
ENSMUSG00000044966,ENSRNOG00000023026,Fbxo48,ortholog_one2one,Fbxo48
ENSMUSG00000045064,ENSRNOG00000027115,Zc2hc1c,ortholog_one2one,Zc2hc1c
ENSMUSG00000045140,ENSRNOG00000027857,Pigw,ortholog_one2one,Pigw
ENSMUSG00000045176,ENSRNOG00000006513,Borcs6,ortholog_one2one,Borcs6
ENSMUSG00000045210,ENSRNOG00000006980,Vcpip1,ortholog_one2one,Vcpip1
ENSMUSG00000045377,ENSRNOG00000009870,Tmem88,ortholog_one2one,Tmem88
ENSMUSG00000045624,ENSRNOG00000004777,Esf1,ortholog_one2one,Esf1
ENSMUSG00000045662,ENSRNOG00000042814,Henmt1,ortholog_one2one,Henmt1
ENSMUSG00000045691,ENSRNOG00000018105,Thtpa,ortholog_one2one,Thtpa
ENSMUSG00000045733,ENSRNOG00000067971,Sprn,ortholog_one2one,Sprn
ENSMUSG00000045763,ENSRNOG00000066065,Basp1,ortholog_one2one,Basp1
ENSMUSG00000045980,ENSRNOG00000025669,Tmem104,ortholog_one2one,Tmem104
ENSMUSG00000046020,ENSRNOG00000010104,Pofut1,ortholog_one2one,Pofut1
ENSMUSG00000046096,ENSRNOG00000062406,Mosmo,ortholog_one2one,Mosmo
ENSMUSG00000046138,ENSRNOG00000026942,RGD1311595,ortholog_one2one,9930021J03Rik
ENSMUSG00000046364,ENSRNOG00000031273,RGD1559972,ortholog_one2one,Rpl27a
ENSMUSG00000046417,ENSRNOG00000065345,Lrrc75a,ortholog_one2one,Lrrc75a
ENSMUSG00000046591,ENSRNOG00000015520,Ticrr,ortholog_one2one,Ticrr
ENSMUSG00000046675,ENSRNOG00000008101,Lyset,ortholog_one2one,Lyset
ENSMUSG00000046814,ENSRNOG00000012290,Gchfr,ortholog_one2one,Gchfr
ENSMUSG00000046836,ENSRNOG00000052963,Brox,ortholog_one2one,Brox
ENSMUSG00000046861,ENSRNOG00000018363,Hectd3,ortholog_one2one,Hectd3
ENSMUSG00000046909,ENSRNOG00000004000,Tefm,ortholog_one2one,Tefm
ENSMUSG00000046999,ENSRNOG00000009803,LOC100362176,ortholog_one2one,1110032F04Rik
ENSMUSG00000047098,ENSRNOG00000019438,Rnf31,ortholog_one2one,Rnf31
ENSMUSG00000047150,ENSRNOG00000015386,LOC100912849,ortholog_one2one,Cimip3
ENSMUSG00000047248,ENSRNOG00000017608,C2cd3,ortholog_one2one,C2cd3
ENSMUSG00000047260,ENSRNOG00000019352,Emc6,ortholog_one2one,Emc6
ENSMUSG00000047423,ENSRNOG00000020551,Bles03,ortholog_one2one,AI837181
ENSMUSG00000047515,ENSRNOG00000027979,LOC500354,ortholog_one2one,BC049715
ENSMUSG00000047528,ENSRNOG00000024917,Flacc1,ortholog_one2one,Flacc1
ENSMUSG00000047649,ENSRNOG00000016825,Polr1g,ortholog_one2one,Polr1g
ENSMUSG00000047656,ENSRNOG00000023023,Trpt1,ortholog_one2one,Trpt1
ENSMUSG00000047733,ENSRNOG00000047431,Tmem262,ortholog_one2one,Tmem262
ENSMUSG00000047757,ENSRNOG00000003346,Fancb,ortholog_one2one,Fancb
ENSMUSG00000047989,ENSRNOG00000016532,Ino80c,ortholog_one2one,Ino80c
ENSMUSG00000048163,ENSRNOG00000000699,Selplg,ortholog_one2one,Selplg
ENSMUSG00000048174,ENSRNOG00000028752,Tmem81,ortholog_one2one,Tmem81
ENSMUSG00000048217,ENSRNOG00000020879,Nags,ortholog_one2one,Nags
ENSMUSG00000048281,ENSRNOG00000009181,Dleu7,ortholog_one2one,Dleu7
ENSMUSG00000048330,ENSRNOG00000014691,Ric3,ortholog_one2one,Ric3
ENSMUSG00000048616,ENSRNOG00000023683,Nog,ortholog_one2one,Nog
ENSMUSG00000048755,ENSRNOG00000010539,Mcat,ortholog_one2one,Mcat
ENSMUSG00000048772,ENSRNOG00000019186,Tmem53,ortholog_one2one,Tmem53
ENSMUSG00000048920,ENSRNOG00000016055,Fkrp,ortholog_one2one,Fkrp
ENSMUSG00000049323,ENSRNOG00000005165,Smcr8,ortholog_one2one,Smcr8
ENSMUSG00000049327,ENSRNOG00000064318,Kmt5a,ortholog_one2one,Kmt5a
ENSMUSG00000049396,ENSRNOG00000007788,Gemin4,ortholog_one2one,Gemin4
ENSMUSG00000049488,ENSRNOG00000016187,Tmem67,ortholog_one2one,Tmem67
ENSMUSG00000049526,ENSRNOG00000026112,Tmem202,ortholog_one2one,Tmem202
ENSMUSG00000049555,ENSRNOG00000027799,Tmie,ortholog_one2one,Tmie
ENSMUSG00000049643,ENSRNOG00000018408,RGD1307554,ortholog_one2one,2310022A10Rik
ENSMUSG00000049680,ENSRNOG00000012184,Urgcp,ortholog_one2one,Urgcp
ENSMUSG00000049760,ENSRNOG00000046002,Micos13,ortholog_one2one,Micos13
ENSMUSG00000049897,ENSRNOG00000027911,Stkld1,ortholog_one2one,Stkld1
ENSMUSG00000049957,ENSRNOG00000048712,Ccdc137,ortholog_one2one,Ccdc137
ENSMUSG00000050002,ENSRNOG00000019519,Idnk,ortholog_one2one,Idnk
ENSMUSG00000050043,ENSRNOG00000005308,Tmx2,ortholog_one2one,Tmx2
ENSMUSG00000050132,ENSRNOG00000010244,Sarm1,ortholog_one2one,Sarm1
ENSMUSG00000050157,ENSRNOG00000028386,RGD1564162,ortholog_one2one,Gm867
ENSMUSG00000050174,ENSRNOG00000017420,Nudt6,ortholog_one2one,Nudt6
ENSMUSG00000050229,ENSRNOG00000007735,Pigm,ortholog_one2one,Pigm
ENSMUSG00000050552,ENSRNOG00000027028,Lamtor4,ortholog_one2one,Lamtor4
ENSMUSG00000050555,ENSRNOG00000012980,Hyls1,ortholog_one2one,Hyls1
ENSMUSG00000050668,ENSRNOG00000025317,Gpatch11,ortholog_one2one,Gpatch11
ENSMUSG00000050685,ENSRNOG00000028005,Ccdc54,ortholog_one2one,Ccdc54
ENSMUSG00000050973,ENSRNOG00000064293,Gdpgp1,ortholog_one2one,Gdpgp1
ENSMUSG00000051007,ENSRNOG00000045795,Gatd1,ortholog_one2one,Gatd1
ENSMUSG00000051232,ENSRNOG00000009896,Tmem199,ortholog_one2one,Tmem199
ENSMUSG00000051238,ENSRNOG00000012604,Swsap1,ortholog_one2one,Swsap1
