Gene stable ID,Olive baboon gene stable ID,Olive baboon gene name,Olive baboon homology type,Bonobo gene stable ID,Bonobo gene name,Bonobo homology type,Gibbon gene stable ID,Gibbon gene name,Gibbon homology type,Mouse Lemur gene stable ID,Mouse Lemur gene name,Mouse Lemur homology type,Gene name
ENSG00000153107,ENSPANG00000018191,ANAPC1,ortholog_one2one,,,,ENSNLEG00000001379,ANAPC1,ortholog_one2one,ENSMICG00000008365,ANAPC1,ortholog_one2one,ANAPC1
ENSG00000153485,,,,ENSPPAG00000034930,LYSET,ortholog_one2one,,,,ENSMICG00000041941,LYSET,ortholog_one2one,LYSET
ENSG00000153485,,,,ENSPPAG00000034930,LYSET,ortholog_one2one,,,,ENSMICG00000041941,LYSET,ortholog_one2one,LYSET
ENSG00000153485,,,,ENSPPAG00000034930,LYSET,ortholog_one2one,,,,ENSMICG00000041941,LYSET,ortholog_one2one,LYSET
ENSG00000153485,,,,ENSPPAG00000034930,LYSET,ortholog_one2one,,,,ENSMICG00000041941,LYSET,ortholog_one2one,LYSET
ENSG00000153989,ENSPANG00000006888,NUS1,ortholog_one2one,,,,ENSNLEG00000029327,NUS1,ortholog_one2one,ENSMICG00000045489,NUS1,ortholog_one2one,NUS1
ENSG00000153989,ENSPANG00000006888,NUS1,ortholog_one2one,,,,ENSNLEG00000029327,NUS1,ortholog_one2one,ENSMICG00000045489,NUS1,ortholog_one2one,NUS1
ENSG00000154582,ENSPANG00000016947,ELOC,ortholog_one2one,,,,ENSNLEG00000027399,,ortholog_one2one,ENSMICG00000031315,ELOC,ortholog_one2one,ELOC
ENSG00000154582,ENSPANG00000016947,ELOC,ortholog_one2one,,,,ENSNLEG00000027399,,ortholog_one2one,ENSMICG00000031315,ELOC,ortholog_one2one,ELOC
ENSG00000154767,ENSPANG00000004175,XPC,ortholog_one2one,ENSPPAG00000043453,XPC,ortholog_one2one,ENSNLEG00000005000,XPC,ortholog_one2one,,,,XPC
ENSG00000154813,ENSPANG00000012596,DPH3,ortholog_one2one,ENSPPAG00000032230,DPH3,ortholog_one2one,ENSNLEG00000034066,DPH3,ortholog_one2one,ENSMICG00000049463,DPH3,ortholog_one2one,DPH3
ENSG00000154889,ENSPANG00000011901,MPPE1,ortholog_one2one,ENSPPAG00000023342,MPPE1,ortholog_one2one,ENSNLEG00000008890,MPPE1,ortholog_one2one,ENSMICG00000001930,,ortholog_one2one,MPPE1
ENSG00000154978,ENSPANG00000018835,VOPP1,ortholog_one2one,ENSPPAG00000018463,VOPP1,ortholog_one2one,ENSNLEG00000008613,VOPP1,ortholog_one2one,ENSMICG00000001671,VOPP1,ortholog_one2one,VOPP1
ENSG00000155229,ENSPANG00000021328,MMS19,ortholog_one2one,ENSPPAG00000044031,MMS19,ortholog_one2one,ENSNLEG00000013996,MMS19,ortholog_one2one,ENSMICG00000007678,MMS19,ortholog_one2one,MMS19
ENSG00000155438,ENSPANG00000009239,NIFK,ortholog_one2one,ENSPPAG00000034981,NIFK,ortholog_one2one,ENSNLEG00000001163,NIFK,ortholog_one2one,ENSMICG00000037600,NIFK,ortholog_one2one,NIFK
ENSG00000155714,ENSPANG00000009029,PDZD9,ortholog_one2one,ENSPPAG00000031422,PDZD9,ortholog_one2one,ENSNLEG00000012183,PDZD9,ortholog_one2one,ENSMICG00000046267,PDZD9,ortholog_one2one,PDZD9
ENSG00000155761,ENSPANG00000003307,SPAG17,ortholog_one2one,ENSPPAG00000033918,,ortholog_one2one,ENSNLEG00000033248,SPAG17,ortholog_one2one,ENSMICG00000001795,SPAG17,ortholog_one2one,SPAG17
ENSG00000156411,,,,ENSPPAG00000034328,,ortholog_one2one,ENSNLEG00000016248,,ortholog_one2one,ENSMICG00000047123,ATP5MJ,ortholog_one2one,ATP5MJ
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156467,ENSPANG00000006802,,ortholog_one2one,ENSPPAG00000028159,UQCRB,ortholog_one2one,,,,,,,UQCRB
ENSG00000156469,ENSPANG00000000418,MTERF3,ortholog_one2one,ENSPPAG00000030040,MTERF3,ortholog_one2one,ENSNLEG00000003582,MTERF3,ortholog_one2one,ENSMICG00000033467,MTERF3,ortholog_one2one,MTERF3
ENSG00000157017,ENSPANG00000022005,GHRL,ortholog_one2one,ENSPPAG00000026950,GHRL,ortholog_one2one,ENSNLEG00000004451,GHRL,ortholog_one2one,ENSMICG00000026776,GHRL,ortholog_one2one,GHRL
ENSG00000157111,ENSPANG00000017933,TMEM171,ortholog_one2one,ENSPPAG00000031784,TMEM171,ortholog_one2one,ENSNLEG00000028951,TMEM171,ortholog_one2one,ENSMICG00000009140,TMEM171,ortholog_one2one,TMEM171
ENSG00000157353,ENSPANG00000009922,FCSK,ortholog_one2one,ENSPPAG00000028024,FCSK,ortholog_one2one,ENSNLEG00000016111,FCSK,ortholog_one2one,ENSMICG00000001338,FCSK,ortholog_one2one,FCSK
ENSG00000157368,ENSPANG00000045929,IL34,ortholog_one2one,ENSPPAG00000043575,IL34,ortholog_one2one,ENSNLEG00000016145,IL34,ortholog_one2one,ENSMICG00000043442,IL34,ortholog_one2one,IL34
ENSG00000157653,ENSPANG00000025782,C9orf43,ortholog_one2one,ENSPPAG00000040590,C9orf43,ortholog_one2one,ENSNLEG00000016713,C9orf43,ortholog_one2one,ENSMICG00000015120,,ortholog_one2one,C9orf43
ENSG00000157778,ENSPANG00000051361,PSMG3,ortholog_one2one,ENSPPAG00000037982,PSMG3,ortholog_one2one,ENSNLEG00000034760,PSMG3,ortholog_one2one,ENSMICG00000033070,PSMG3,ortholog_one2one,PSMG3
ENSG00000157870,ENSPANG00000019038,,ortholog_one2one,ENSPPAG00000026553,,ortholog_one2one,ENSNLEG00000035876,,ortholog_one2one,,,,PRXL2B
ENSG00000158411,ENSPANG00000016224,MITD1,ortholog_one2one,ENSPPAG00000029094,MITD1,ortholog_one2one,ENSNLEG00000002091,MITD1,ortholog_one2one,ENSMICG00000011617,MITD1,ortholog_one2one,MITD1
ENSG00000158435,ENSPANG00000023665,CNOT11,ortholog_one2one,ENSPPAG00000033121,CNOT11,ortholog_one2one,ENSNLEG00000014472,CNOT11,ortholog_one2one,ENSMICG00000002973,CNOT11,ortholog_one2one,CNOT11
ENSG00000158636,ENSPANG00000007638,EMSY,ortholog_one2one,ENSPPAG00000027471,,ortholog_one2one,ENSNLEG00000016812,EMSY,ortholog_one2one,ENSMICG00000006143,EMSY,ortholog_one2one,EMSY
ENSG00000159111,ENSPANG00000022926,MRPL10,ortholog_one2one,ENSPPAG00000034452,MRPL10,ortholog_one2one,ENSNLEG00000001803,MRPL10,ortholog_one2one,ENSMICG00000048091,MRPL10,ortholog_one2one,MRPL10
ENSG00000159182,ENSPANG00000034268,PRAC1,ortholog_one2one,ENSPPAG00000014004,PRAC1,ortholog_one2one,,,,,,,PRAC1
ENSG00000159210,ENSPANG00000022831,SNF8,ortholog_one2one,ENSPPAG00000030822,SNF8,ortholog_one2one,ENSNLEG00000002743,SNF8,ortholog_one2one,ENSMICG00000013305,SNF8,ortholog_one2one,SNF8
ENSG00000159374,ENSPANG00000016174,M1AP,ortholog_one2one,ENSPPAG00000029783,M1AP,ortholog_one2one,ENSNLEG00000001034,M1AP,ortholog_one2one,ENSMICG00000006285,M1AP,ortholog_one2one,M1AP
ENSG00000159596,ENSPANG00000023339,TMEM69,ortholog_one2one,ENSPPAG00000036310,TMEM69,ortholog_one2one,ENSNLEG00000014634,TMEM69,ortholog_one2one,ENSMICG00000029891,TMEM69,ortholog_one2one,TMEM69
ENSG00000159761,ENSPANG00000021144,C16orf86,ortholog_one2one,ENSPPAG00000028573,C16orf86,ortholog_one2one,ENSNLEG00000004840,C16orf86,ortholog_one2one,ENSMICG00000029986,C16orf86,ortholog_one2one,C16orf86
ENSG00000159884,ENSPANG00000042294,CCDC107,ortholog_one2one,ENSPPAG00000033563,CCDC107,ortholog_one2one,ENSNLEG00000004365,CCDC107,ortholog_one2one,ENSMICG00000042301,CCDC107,ortholog_one2one,CCDC107
ENSG00000160124,ENSPANG00000007394,MIX23,ortholog_one2one,ENSPPAG00000028374,MIX23,ortholog_one2one,ENSNLEG00000035090,,ortholog_one2one,ENSMICG00000049469,MIX23,ortholog_one2one,MIX23
ENSG00000160131,ENSPANG00000032066,,ortholog_one2one,ENSPPAG00000000054,,ortholog_one2one,ENSNLEG00000029424,,ortholog_one2one,ENSMICG00000030051,VMA21,ortholog_one2one,VMA21
ENSG00000160193,ENSPANG00000006022,WDR4,ortholog_one2one,ENSPPAG00000038150,WDR4,ortholog_one2one,ENSNLEG00000014641,WDR4,ortholog_one2one,ENSMICG00000042106,WDR4,ortholog_one2one,WDR4
ENSG00000160194,ENSPANG00000020448,NDUFV3,ortholog_one2one,ENSPPAG00000016184,NDUFV3,ortholog_one2one,ENSNLEG00000014663,NDUFV3,ortholog_one2one,ENSMICG00000046617,NDUFV3,ortholog_one2one,NDUFV3
ENSG00000160285,ENSPANG00000019152,LSS,ortholog_one2one,ENSPPAG00000035048,LSS,ortholog_one2one,ENSNLEG00000002728,LSS,ortholog_one2one,ENSMICG00000004051,LSS,ortholog_one2one,LSS
ENSG00000160298,ENSPANG00000024223,C21orf58,ortholog_one2one,ENSPPAG00000031586,C21orf58,ortholog_one2one,ENSNLEG00000003101,C21orf58,ortholog_one2one,ENSMICG00000047063,,ortholog_one2one,C21orf58
ENSG00000160325,ENSPANG00000026049,,ortholog_one2one,ENSPPAG00000011930,,ortholog_one2one,ENSNLEG00000013216,,ortholog_one2one,ENSMICG00000031108,CACFD1,ortholog_one2one,CACFD1
ENSG00000160472,ENSPANG00000020379,TMEM190,ortholog_one2one,ENSPPAG00000029512,TMEM190,ortholog_one2one,ENSNLEG00000031085,,ortholog_one2one,ENSMICG00000047668,TMEM190,ortholog_one2one,TMEM190
ENSG00000160813,ENSPANG00000021926,PPP1R35,ortholog_one2one,ENSPPAG00000042243,PPP1R35,ortholog_one2one,ENSNLEG00000011736,PPP1R35,ortholog_one2one,ENSMICG00000006438,PPP1R35,ortholog_one2one,PPP1R35
ENSG00000160993,ENSPANG00000039597,ALKBH4,ortholog_one2one,ENSPPAG00000012180,ALKBH4,ortholog_one2one,ENSNLEG00000008345,ALKBH4,ortholog_one2one,ENSMICG00000010314,ALKBH4,ortholog_one2one,ALKBH4
ENSG00000161328,ENSPANG00000018815,LRRC56,ortholog_one2one,ENSPPAG00000002666,LRRC56,ortholog_one2one,ENSNLEG00000008319,,ortholog_one2one,ENSMICG00000031965,LRRC56,ortholog_one2one,LRRC56
ENSG00000161395,ENSPANG00000021823,PGAP3,ortholog_one2one,ENSPPAG00000034454,PGAP3,ortholog_one2one,ENSNLEG00000031012,PGAP3,ortholog_one2one,ENSMICG00000010533,PGAP3,ortholog_one2one,PGAP3
ENSG00000161653,ENSPANG00000021353,NAGS,ortholog_one2one,ENSPPAG00000019790,NAGS,ortholog_one2one,ENSNLEG00000005600,NAGS,ortholog_one2one,ENSMICG00000002597,NAGS,ortholog_one2one,NAGS
ENSG00000161671,ENSPANG00000037656,EMC10,ortholog_one2one,ENSPPAG00000012779,,ortholog_one2one,ENSNLEG00000005659,,ortholog_one2one,ENSMICG00000034724,EMC10,ortholog_one2one,EMC10
ENSG00000161800,ENSPANG00000018322,RACGAP1,ortholog_one2one,ENSPPAG00000043091,RACGAP1,ortholog_one2one,ENSNLEG00000017810,RACGAP1,ortholog_one2one,ENSMICG00000015618,RACGAP1,ortholog_one2one,RACGAP1
ENSG00000161920,ENSPANG00000024347,MED11,ortholog_one2one,ENSPPAG00000014335,MED11,ortholog_one2one,,,,ENSMICG00000001645,MED11,ortholog_one2one,MED11
ENSG00000161921,ENSPANG00000045019,CXCL16,ortholog_one2one,ENSPPAG00000024953,CXCL16,ortholog_one2one,ENSNLEG00000029255,CXCL16,ortholog_one2one,ENSMICG00000001646,CXCL16,ortholog_one2one,CXCL16
ENSG00000161981,,,,ENSPPAG00000032690,SNRNP25,ortholog_one2one,ENSNLEG00000007946,SNRNP25,ortholog_one2one,ENSMICG00000036732,SNRNP25,ortholog_one2one,SNRNP25
ENSG00000162004,,,,ENSPPAG00000034586,CCDC78,ortholog_one2one,ENSNLEG00000008263,,ortholog_one2one,,,,CCDC78
ENSG00000162062,ENSPANG00000021607,TEDC2,ortholog_one2one,ENSPPAG00000032450,TEDC2,ortholog_one2one,ENSNLEG00000009388,TEDC2,ortholog_one2one,ENSMICG00000014837,TEDC2,ortholog_one2one,TEDC2
ENSG00000162078,ENSPANG00000033315,ZG16B,ortholog_one2one,ENSPPAG00000034167,ZG16B,ortholog_one2one,ENSNLEG00000009449,,ortholog_one2one,ENSMICG00000043153,ZG16B,ortholog_one2one,ZG16B
ENSG00000162300,ENSPANG00000006241,ZFPL1,ortholog_one2one,ENSPPAG00000019581,ZFPL1,ortholog_one2one,ENSNLEG00000005476,ZFPL1,ortholog_one2one,ENSMICG00000001294,ZFPL1,ortholog_one2one,ZFPL1
ENSG00000162384,ENSPANG00000012231,CZIB,ortholog_one2one,ENSPPAG00000039454,CZIB,ortholog_one2one,ENSNLEG00000017988,CZIB,ortholog_one2one,ENSMICG00000006397,CZIB,ortholog_one2one,CZIB
ENSG00000162639,ENSPANG00000013358,HENMT1,ortholog_one2one,ENSPPAG00000027321,HENMT1,ortholog_one2one,ENSNLEG00000001592,HENMT1,ortholog_one2one,ENSMICG00000041527,HENMT1,ortholog_one2one,HENMT1
ENSG00000162814,ENSPANG00000012134,SPATA17,ortholog_one2one,ENSPPAG00000031018,SPATA17,ortholog_one2one,ENSNLEG00000014182,SPATA17,ortholog_one2one,ENSMICG00000012115,SPATA17,ortholog_one2one,SPATA17
ENSG00000162819,ENSPANG00000013754,BROX,ortholog_one2one,ENSPPAG00000039244,BROX,ortholog_one2one,ENSNLEG00000013533,BROX,ortholog_one2one,ENSMICG00000017180,BROX,ortholog_one2one,BROX
ENSG00000162852,,,,ENSPPAG00000041140,CNST,ortholog_one2one,ENSNLEG00000004157,CNST,ortholog_one2one,ENSMICG00000036496,CNST,ortholog_one2one,CNST
ENSG00000162869,ENSPANG00000019616,PPP1R21,ortholog_one2one,ENSPPAG00000030784,PPP1R21,ortholog_one2one,ENSNLEG00000008656,PPP1R21,ortholog_one2one,ENSMICG00000014867,PPP1R21,ortholog_one2one,PPP1R21
ENSG00000162972,,,,ENSPPAG00000026692,MAIP1,ortholog_one2one,ENSNLEG00000029234,MAIP1,ortholog_one2one,ENSMICG00000044985,MAIP1,ortholog_one2one,MAIP1
ENSG00000163257,ENSPANG00000004496,DCAF16,ortholog_one2one,ENSPPAG00000021334,DCAF16,ortholog_one2one,,,,ENSMICG00000042496,DCAF16,ortholog_one2one,DCAF16
ENSG00000163319,,,,ENSPPAG00000037122,MRPS18C,ortholog_one2one,ENSNLEG00000009119,MRPS18C,ortholog_one2one,,,,MRPS18C
ENSG00000163319,,,,ENSPPAG00000037122,MRPS18C,ortholog_one2one,ENSNLEG00000009119,MRPS18C,ortholog_one2one,,,,MRPS18C
ENSG00000163319,,,,ENSPPAG00000037122,MRPS18C,ortholog_one2one,ENSNLEG00000009119,MRPS18C,ortholog_one2one,,,,MRPS18C
ENSG00000163319,,,,ENSPPAG00000037122,MRPS18C,ortholog_one2one,ENSNLEG00000009119,MRPS18C,ortholog_one2one,,,,MRPS18C
ENSG00000163472,ENSPANG00000011454,TMEM79,ortholog_one2one,ENSPPAG00000042037,TMEM79,ortholog_one2one,ENSNLEG00000012481,TMEM79,ortholog_one2one,ENSMICG00000002260,TMEM79,ortholog_one2one,TMEM79
ENSG00000163481,,,,ENSPPAG00000027047,RNF25,ortholog_one2one,ENSNLEG00000008812,RNF25,ortholog_one2one,ENSMICG00000005179,RNF25,ortholog_one2one,RNF25
ENSG00000163481,,,,ENSPPAG00000027047,RNF25,ortholog_one2one,ENSNLEG00000008812,RNF25,ortholog_one2one,ENSMICG00000005179,RNF25,ortholog_one2one,RNF25
ENSG00000163516,ENSPANG00000006511,ANKZF1,ortholog_one2one,ENSPPAG00000031695,ANKZF1,ortholog_one2one,ENSNLEG00000009207,ANKZF1,ortholog_one2one,ENSMICG00000000789,ANKZF1,ortholog_one2one,ANKZF1
ENSG00000163607,ENSPANG00000007139,GTPBP8,ortholog_one2one,ENSPPAG00000033092,GTPBP8,ortholog_one2one,ENSNLEG00000004407,GTPBP8,ortholog_one2one,ENSMICG00000048925,GTPBP8,ortholog_one2one,GTPBP8
ENSG00000163633,ENSPANG00000047799,C4orf36,ortholog_one2one,ENSPPAG00000043538,C4orf36,ortholog_one2one,ENSNLEG00000030589,C4orf36,ortholog_one2one,ENSMICG00000046876,,ortholog_one2one,C4orf36
ENSG00000163682,,,,,,,ENSNLEG00000017100,RPL9,ortholog_one2one,ENSMICG00000027738,,ortholog_one2one,RPL9
ENSG00000163682,,,,,,,ENSNLEG00000017100,RPL9,ortholog_one2one,ENSMICG00000027738,,ortholog_one2one,RPL9
ENSG00000163743,ENSPANG00000025632,RCHY1,ortholog_one2one,ENSPPAG00000030307,RCHY1,ortholog_one2one,ENSNLEG00000029826,RCHY1,ortholog_one2one,ENSMICG00000009463,RCHY1,ortholog_one2one,RCHY1
ENSG00000163807,ENSPANG00000019678,KIAA1143,ortholog_one2one,ENSPPAG00000042550,KIAA1143,ortholog_one2one,ENSNLEG00000033774,KIAA1143,ortholog_one2one,,,,KIAA1143
ENSG00000163807,ENSPANG00000019678,KIAA1143,ortholog_one2one,ENSPPAG00000042550,KIAA1143,ortholog_one2one,ENSNLEG00000033774,KIAA1143,ortholog_one2one,,,,KIAA1143
ENSG00000163879,ENSPANG00000025521,DNALI1,ortholog_one2one,ENSPPAG00000032274,DNALI1,ortholog_one2one,ENSNLEG00000011584,DNALI1,ortholog_one2one,ENSMICG00000011878,DNALI1,ortholog_one2one,DNALI1
ENSG00000163882,ENSPANG00000020585,POLR2H,ortholog_one2one,ENSPPAG00000035658,POLR2H,ortholog_one2one,ENSNLEG00000029447,,ortholog_one2one,,,,POLR2H
ENSG00000163882,ENSPANG00000020585,POLR2H,ortholog_one2one,ENSPPAG00000035658,POLR2H,ortholog_one2one,ENSNLEG00000029447,,ortholog_one2one,,,,POLR2H
ENSG00000163882,ENSPANG00000020585,POLR2H,ortholog_one2one,ENSPPAG00000035658,POLR2H,ortholog_one2one,ENSNLEG00000029447,,ortholog_one2one,,,,POLR2H
ENSG00000163950,ENSPANG00000004932,SLBP,ortholog_one2one,ENSPPAG00000033300,SLBP,ortholog_one2one,ENSNLEG00000000048,SLBP,ortholog_one2one,ENSMICG00000014244,SLBP,ortholog_one2one,SLBP
ENSG00000164051,ENSPANG00000032892,CCDC51,ortholog_one2one,ENSPPAG00000013899,,ortholog_one2one,ENSNLEG00000006454,,ortholog_one2one,ENSMICG00000013899,CCDC51,ortholog_one2one,CCDC51
ENSG00000164053,ENSPANG00000021869,ATRIP,ortholog_one2one,ENSPPAG00000037275,ATRIP,ortholog_one2one,ENSNLEG00000006456,ATRIP,ortholog_one2one,ENSMICG00000013919,ATRIP,ortholog_one2one,ATRIP
ENSG00000164066,ENSPANG00000011246,INTU,ortholog_one2one,ENSPPAG00000033240,INTU,ortholog_one2one,ENSNLEG00000013556,INTU,ortholog_one2one,ENSMICG00000014722,INTU,ortholog_one2one,INTU
ENSG00000164074,ENSPANG00000033762,ABHD18,ortholog_one2one,ENSPPAG00000038392,ABHD18,ortholog_one2one,ENSNLEG00000013793,ABHD18,ortholog_one2one,ENSMICG00000011534,ABHD18,ortholog_one2one,ABHD18
ENSG00000164096,ENSPANG00000045313,C4orf3,ortholog_one2one,ENSPPAG00000039685,,ortholog_one2one,ENSNLEG00000028084,,ortholog_one2one,ENSMICG00000047377,C4orf3,ortholog_one2one,C4orf3
ENSG00000164112,ENSPANG00000043689,SMIM43,ortholog_one2one,,,,,,,,,,SMIM43
ENSG00000164118,ENSPANG00000011904,CEP44,ortholog_one2one,ENSPPAG00000031462,CEP44,ortholog_one2one,ENSNLEG00000006689,CEP44,ortholog_one2one,ENSMICG00000009966,CEP44,ortholog_one2one,CEP44
ENSG00000164120,ENSPANG00000019812,HPGD,ortholog_one2one,ENSPPAG00000040053,HPGD,ortholog_one2one,ENSNLEG00000006696,HPGD,ortholog_one2one,ENSMICG00000014923,HPGD,ortholog_one2one,HPGD
ENSG00000164190,ENSPANG00000004378,NIPBL,ortholog_one2one,ENSPPAG00000038200,NIPBL,ortholog_one2one,ENSNLEG00000016123,NIPBL,ortholog_one2one,ENSMICG00000012468,NIPBL,ortholog_one2one,NIPBL
ENSG00000164241,ENSPANG00000031348,,ortholog_one2one,ENSPPAG00000043875,,ortholog_one2one,ENSNLEG00000012269,,ortholog_one2one,ENSMICG00000032659,C5orf63,ortholog_one2one,C5orf63
ENSG00000164306,ENSPANG00000007055,PRIMPOL,ortholog_one2one,ENSPPAG00000038308,,ortholog_one2one,ENSNLEG00000010919,,ortholog_one2one,ENSMICG00000004817,PRIMPOL,ortholog_one2one,PRIMPOL
ENSG00000164332,ENSPANG00000045762,UBLCP1,ortholog_one2one,ENSPPAG00000031061,UBLCP1,ortholog_one2one,ENSNLEG00000004270,UBLCP1,ortholog_one2one,ENSMICG00000047506,UBLCP1,ortholog_one2one,UBLCP1
ENSG00000164338,ENSPANG00000009302,UTP15,ortholog_one2one,ENSPPAG00000031829,UTP15,ortholog_one2one,ENSNLEG00000004753,UTP15,ortholog_one2one,,,,UTP15
ENSG00000164338,ENSPANG00000009302,UTP15,ortholog_one2one,ENSPPAG00000031829,UTP15,ortholog_one2one,ENSNLEG00000004753,UTP15,ortholog_one2one,,,,UTP15
ENSG00000164366,,,,ENSPPAG00000029438,CCDC127,ortholog_one2one,ENSNLEG00000033464,CCDC127,ortholog_one2one,ENSMICG00000008417,CCDC127,ortholog_one2one,CCDC127
ENSG00000164405,,,,ENSPPAG00000028056,UQCRQ,ortholog_one2one,ENSNLEG00000012867,UQCRQ,ortholog_one2one,ENSMICG00000041653,UQCRQ,ortholog_one2one,UQCRQ
ENSG00000164405,,,,ENSPPAG00000028056,UQCRQ,ortholog_one2one,ENSNLEG00000012867,UQCRQ,ortholog_one2one,ENSMICG00000041653,UQCRQ,ortholog_one2one,UQCRQ
ENSG00000164406,ENSPANG00000003279,LEAP2,ortholog_one2one,ENSPPAG00000037695,LEAP2,ortholog_one2one,ENSNLEG00000012869,LEAP2,ortholog_one2one,ENSMICG00000028746,LEAP2,ortholog_one2one,LEAP2
ENSG00000164530,ENSPANG00000021277,PI16,ortholog_one2one,ENSPPAG00000037700,PI16,ortholog_one2one,ENSNLEG00000010853,PI16,ortholog_one2one,ENSMICG00000045729,PI16,ortholog_one2one,PI16
ENSG00000164609,ENSPANG00000006850,SLU7,ortholog_one2one,ENSPPAG00000032717,SLU7,ortholog_one2one,ENSNLEG00000004355,SLU7,ortholog_one2one,ENSMICG00000031781,SLU7,ortholog_one2one,SLU7
ENSG00000164610,ENSPANG00000020440,RP9,ortholog_one2one,,,,ENSNLEG00000015421,RP9,ortholog_one2one,,,,RP9
ENSG00000164610,ENSPANG00000020440,RP9,ortholog_one2one,,,,ENSNLEG00000015421,RP9,ortholog_one2one,,,,RP9
ENSG00000164620,ENSPANG00000012116,RELL2,ortholog_one2one,ENSPPAG00000012297,RELL2,ortholog_one2one,ENSNLEG00000009626,RELL2,ortholog_one2one,ENSMICG00000017450,RELL2,ortholog_one2one,RELL2
ENSG00000164654,ENSPANG00000022010,MIOS,ortholog_one2one,ENSPPAG00000027157,MIOS,ortholog_one2one,ENSNLEG00000016134,MIOS,ortholog_one2one,ENSMICG00000017738,MIOS,ortholog_one2one,MIOS
ENSG00000164713,ENSPANG00000015667,BRI3,ortholog_one2one,ENSPPAG00000031565,,ortholog_one2one,ENSNLEG00000035321,,ortholog_one2one,,,,BRI3
ENSG00000164713,ENSPANG00000015667,BRI3,ortholog_one2one,ENSPPAG00000031565,,ortholog_one2one,ENSNLEG00000035321,,ortholog_one2one,,,,BRI3
ENSG00000164751,ENSPANG00000013757,PEX2,ortholog_one2one,ENSPPAG00000033195,PEX2,ortholog_one2one,ENSNLEG00000002007,PEX2,ortholog_one2one,,,,PEX2
ENSG00000164902,ENSPANG00000010164,PHAX,ortholog_one2one,ENSPPAG00000013754,PHAX,ortholog_one2one,ENSNLEG00000012242,PHAX,ortholog_one2one,ENSMICG00000029947,PHAX,ortholog_one2one,PHAX
ENSG00000164919,ENSPANG00000031090,COX6C,ortholog_one2one,ENSPPAG00000042115,COX6C,ortholog_one2one,ENSNLEG00000002864,COX6C,ortholog_one2one,,,,COX6C
ENSG00000164919,ENSPANG00000031090,COX6C,ortholog_one2one,ENSPPAG00000042115,COX6C,ortholog_one2one,ENSNLEG00000002864,COX6C,ortholog_one2one,,,,COX6C
ENSG00000164929,ENSPANG00000004696,BAALC,ortholog_one2one,ENSPPAG00000030347,BAALC,ortholog_one2one,ENSNLEG00000003730,,ortholog_one2one,ENSMICG00000009037,BAALC,ortholog_one2one,BAALC
ENSG00000165084,ENSPANG00000008751,C8orf34,ortholog_one2one,ENSPPAG00000035210,C8orf34,ortholog_one2one,ENSNLEG00000011239,,ortholog_one2one,ENSMICG00000017430,C8orf34,ortholog_one2one,C8orf34
ENSG00000165131,ENSPANG00000033586,LLCFC1,ortholog_one2one,ENSPPAG00000004054,LLCFC1,ortholog_one2one,ENSNLEG00000002902,,ortholog_one2one,ENSMICG00000007407,LLCFC1,ortholog_one2one,LLCFC1
ENSG00000165233,ENSPANG00000030948,CARD19,ortholog_one2one,ENSPPAG00000033925,CARD19,ortholog_one2one,ENSNLEG00000016544,CARD19,ortholog_one2one,ENSMICG00000038201,CARD19,ortholog_one2one,CARD19
ENSG00000165282,ENSPANG00000025326,PIGO,ortholog_one2one,ENSPPAG00000024612,PIGO,ortholog_one2one,ENSNLEG00000004616,PIGO,ortholog_one2one,ENSMICG00000005505,PIGO,ortholog_one2one,PIGO
ENSG00000165355,ENSPANG00000020455,FBXO33,ortholog_one2one,ENSPPAG00000030020,FBXO33,ortholog_one2one,ENSNLEG00000004272,FBXO33,ortholog_one2one,ENSMICG00000027968,FBXO33,ortholog_one2one,FBXO33
ENSG00000165480,ENSPANG00000005799,,ortholog_one2one,ENSPPAG00000037665,SKA3,ortholog_one2one,ENSNLEG00000002045,SKA3,ortholog_one2one,ENSMICG00000031401,SKA3,ortholog_one2one,SKA3
ENSG00000165553,ENSPANG00000049261,NGB,ortholog_one2one,ENSPPAG00000040520,NGB,ortholog_one2one,ENSNLEG00000016682,NGB,ortholog_one2one,ENSMICG00000044678,NGB,ortholog_one2one,NGB
ENSG00000165629,,,,ENSPPAG00000007094,ATP5F1C,ortholog_one2one,ENSNLEG00000011917,ATP5F1C,ortholog_one2one,,,,ATP5F1C
ENSG00000165629,,,,ENSPPAG00000007094,ATP5F1C,ortholog_one2one,ENSNLEG00000011917,ATP5F1C,ortholog_one2one,,,,ATP5F1C
ENSG00000165629,,,,ENSPPAG00000007094,ATP5F1C,ortholog_one2one,ENSNLEG00000011917,ATP5F1C,ortholog_one2one,,,,ATP5F1C
