Gene stable ID,Zebra finch gene stable ID,Zebra finch gene name,Zebra finch homology type,Great Tit gene stable ID,Great Tit gene name,Great Tit homology type,Kakapo gene stable ID,Kakapo gene name,Kakapo homology type,Gene name
ENSGALG00010009078,,,,ENSPMJG00000014477,,ortholog_one2one,ENSSHBG00005018236,,ortholog_one2one,PTTG2
ENSGALG00010009081,ENSTGUG00000003100,HBP1,ortholog_one2one,ENSPMJG00000004791,HBP1,ortholog_one2one,ENSSHBG00005011610,HBP1,ortholog_one2one,HBP1
ENSGALG00010009083,ENSTGUG00000012326,MED30,ortholog_one2one,ENSPMJG00000011131,MED30,ortholog_one2one,ENSSHBG00005017437,MED30,ortholog_one2one,MED30
ENSGALG00010009093,,,,ENSPMJG00000014475,SLU7,ortholog_one2one,ENSSHBG00005018225,SLU7,ortholog_one2one,SLU7
ENSGALG00010009093,,,,ENSPMJG00000014475,SLU7,ortholog_one2one,ENSSHBG00005018225,SLU7,ortholog_one2one,SLU7
ENSGALG00010009115,ENSTGUG00000003116,COG5,ortholog_one2one,ENSPMJG00000004793,COG5,ortholog_one2one,ENSSHBG00005011688,COG5,ortholog_one2one,COG5
ENSGALG00010009120,ENSTGUG00000028755,ATG12,ortholog_one2one,ENSPMJG00000005454,ATG12,ortholog_one2one,ENSSHBG00005019337,ATG12,ortholog_one2one,ATG12
ENSGALG00010009130,ENSTGUG00000010404,HEATR1,ortholog_one2one,ENSPMJG00000004139,HEATR1,ortholog_one2one,ENSSHBG00005010352,HEATR1,ortholog_one2one,HEATR1
ENSGALG00010009150,,,,ENSPMJG00000007265,,ortholog_one2one,,,,
ENSGALG00010009150,,,,ENSPMJG00000007265,,ortholog_one2one,,,,
ENSGALG00010009173,ENSTGUG00000009916,LYAR,ortholog_one2one,ENSPMJG00000016400,LYAR,ortholog_one2one,ENSSHBG00005010222,LYAR,ortholog_one2one,LYAR
ENSGALG00010009186,,,,ENSPMJG00000007266,PREB,ortholog_one2one,ENSSHBG00005017570,PREB,ortholog_one2one,PREB
ENSGALG00010009186,,,,ENSPMJG00000007266,PREB,ortholog_one2one,ENSSHBG00005017570,PREB,ortholog_one2one,PREB
ENSGALG00010009222,ENSTGUG00000023971,,ortholog_one2one,ENSPMJG00000002613,,ortholog_one2one,ENSSHBG00005019714,,ortholog_one2one,
ENSGALG00010009243,ENSTGUG00000003129,BCAP29,ortholog_one2one,ENSPMJG00000004803,BCAP29,ortholog_one2one,ENSSHBG00005012181,BCAP29,ortholog_one2one,BCAP29
ENSGALG00010009351,ENSTGUG00000014901,GTF3C2,ortholog_one2one,ENSPMJG00000007505,GTF3C2,ortholog_one2one,ENSSHBG00005017620,GTF3C2,ortholog_one2one,GTF3C2
ENSGALG00010009355,ENSTGUG00000009542,GARRE1,ortholog_one2one,ENSPMJG00000003698,GARRE1,ortholog_one2one,,,,GARRE1
ENSGALG00010009355,ENSTGUG00000009542,GARRE1,ortholog_one2one,ENSPMJG00000003698,GARRE1,ortholog_one2one,,,,GARRE1
ENSGALG00010009376,ENSTGUG00000023603,CDO1,ortholog_one2one,ENSPMJG00000005453,CDO1,ortholog_one2one,ENSSHBG00005019341,CDO1,ortholog_one2one,CDO1
ENSGALG00010009385,ENSTGUG00000009572,GPI,ortholog_one2one,ENSPMJG00000003705,GPI,ortholog_one2one,,,,GPI
ENSGALG00010009385,ENSTGUG00000009572,GPI,ortholog_one2one,ENSPMJG00000003705,GPI,ortholog_one2one,,,,GPI
ENSGALG00010009408,ENSTGUG00000001554,,ortholog_one2one,ENSPMJG00000003821,,ortholog_one2one,ENSSHBG00005019368,,ortholog_one2one,GTF2H2
ENSGALG00010009435,ENSTGUG00000011902,GTDC1,ortholog_one2one,ENSPMJG00000019971,GTDC1,ortholog_one2one,ENSSHBG00005017963,GTDC1,ortholog_one2one,GTDC1
ENSGALG00010009446,ENSTGUG00000020190,SERF1A,ortholog_one2one,ENSPMJG00000004166,,ortholog_one2one,ENSSHBG00005019381,,ortholog_one2one,
ENSGALG00010009453,ENSTGUG00000002731,GSAP,ortholog_one2one,ENSPMJG00000003607,GSAP,ortholog_one2one,ENSSHBG00005010127,GSAP,ortholog_one2one,GSAP
ENSGALG00010009457,ENSTGUG00000028690,,ortholog_one2one,ENSPMJG00000004172,,ortholog_one2one,ENSSHBG00005019384,,ortholog_one2one,
ENSGALG00010009462,ENSTGUG00000024274,NRBF2,ortholog_one2one,ENSPMJG00000015399,NRBF2,ortholog_one2one,ENSSHBG00005009634,NRBF2,ortholog_one2one,NRBF2
ENSGALG00010009463,ENSTGUG00000012400,MRPL13,ortholog_one2one,ENSPMJG00000011255,MRPL13,ortholog_one2one,ENSSHBG00005007181,MRPL13,ortholog_one2one,MRPL13
ENSGALG00010009472,ENSTGUG00000026135,ADO,ortholog_one2one,ENSPMJG00000015402,ADO,ortholog_one2one,ENSSHBG00005009611,ADO,ortholog_one2one,ADO
ENSGALG00010009479,ENSTGUG00000012401,MTBP,ortholog_one2one,ENSPMJG00000011256,MTBP,ortholog_one2one,ENSSHBG00005007149,MTBP,ortholog_one2one,MTBP
ENSGALG00010009498,ENSTGUG00000011929,ORC4,ortholog_one2one,ENSPMJG00000019994,ORC4,ortholog_one2one,ENSSHBG00005017938,ORC4,ortholog_one2one,ORC4
ENSGALG00010009542,ENSTGUG00000009876,WDR1,ortholog_one2one,ENSPMJG00000016386,WDR1,ortholog_one2one,ENSSHBG00005010846,WDR1,ortholog_one2one,WDR1
ENSGALG00010009543,ENSTGUG00000024843,MAF1,ortholog_one2one,,,,ENSSHBG00005001162,MAF1,ortholog_one2one,MAF1
ENSGALG00010009569,ENSTGUG00000007717,ZC3H18,ortholog_one2one,ENSPMJG00000013852,ZC3H18,ortholog_one2one,ENSSHBG00005011264,ZC3H18,ortholog_one2one,ZC3H18
ENSGALG00010009574,ENSTGUG00000001822,,ortholog_one2one,ENSPMJG00000005334,TAF1C,ortholog_one2one,ENSSHBG00005007682,,ortholog_one2one,TAF1C
ENSGALG00010009595,ENSTGUG00000000399,LYRM7,ortholog_one2one,ENSPMJG00000002888,LYRM7,ortholog_one2one,ENSSHBG00005018819,LYRM7,ortholog_one2one,
ENSGALG00010009596,ENSTGUG00000009990,URB2,ortholog_one2one,ENSPMJG00000002917,URB2,ortholog_one2one,ENSSHBG00005006576,URB2,ortholog_one2one,URB2
ENSGALG00010009629,ENSTGUG00000026463,,ortholog_one2one,ENSPMJG00000005348,,ortholog_one2one,,,,
ENSGALG00010009637,,,,ENSPMJG00000013850,CYBA,ortholog_one2one,ENSSHBG00005011230,CYBA,ortholog_one2one,CYBA
ENSGALG00010009654,ENSTGUG00000022977,NDUFA12,ortholog_one2one,ENSPMJG00000012885,NDUFA12,ortholog_one2one,ENSSHBG00005010548,NDUFA12,ortholog_one2one,NDUFA12
ENSGALG00010009704,ENSTGUG00000001841,RGP1,ortholog_one2one,ENSPMJG00000005367,RGP1,ortholog_one2one,ENSSHBG00005019767,RGP1,ortholog_one2one,RGP1
ENSGALG00010009708,ENSTGUG00000020918,SMIM45,ortholog_one2one,ENSPMJG00000003152,SMIM45,ortholog_one2one,,,,SMIM45
ENSGALG00010009720,ENSTGUG00000002836,RELN,ortholog_one2one,ENSPMJG00000004433,RELN,ortholog_one2one,ENSSHBG00005010708,RELN,ortholog_one2one,RELN
ENSGALG00010009722,,,,ENSPMJG00000005368,GBA2,ortholog_one2one,ENSSHBG00005019756,GBA2,ortholog_one2one,GBA2
ENSGALG00010009722,,,,ENSPMJG00000005368,GBA2,ortholog_one2one,ENSSHBG00005019756,GBA2,ortholog_one2one,GBA2
ENSGALG00010009795,ENSTGUG00000009699,NDUFA6,ortholog_one2one,ENSPMJG00000003138,NDUFA6,ortholog_one2one,ENSSHBG00005004217,NDUFA6,ortholog_one2one,NDUFA6
ENSGALG00010009809,ENSTGUG00000009712,SMDT1,ortholog_one2one,ENSPMJG00000003139,SMDT1,ortholog_one2one,ENSSHBG00005004211,SMDT1,ortholog_one2one,SMDT1
ENSGALG00010009850,,,,ENSPMJG00000020006,RIF1,ortholog_one2one,ENSSHBG00005017612,RIF1,ortholog_one2one,RIF1
ENSGALG00010009857,ENSTGUG00000002884,ORC5,ortholog_one2one,ENSPMJG00000004461,ORC5,ortholog_one2one,ENSSHBG00005011011,ORC5,ortholog_one2one,ORC5
ENSGALG00010009868,ENSTGUG00000013590,LTN1,ortholog_one2one,ENSPMJG00000011937,LTN1,ortholog_one2one,ENSSHBG00005005029,LTN1,ortholog_one2one,LTN1
ENSGALG00010010017,ENSTGUG00000007835,CCDC59,ortholog_one2one,ENSPMJG00000012676,CCDC59,ortholog_one2one,ENSSHBG00005005147,CCDC59,ortholog_one2one,CCDC59
ENSGALG00010010085,ENSTGUG00000011175,TDG,ortholog_one2one,ENSPMJG00000008836,TDG,ortholog_one2one,ENSSHBG00005015569,TDG,ortholog_one2one,TDG
ENSGALG00010010095,ENSTGUG00000011180,UQCC6,ortholog_one2one,ENSPMJG00000008838,UQCC6,ortholog_one2one,ENSSHBG00005015567,UQCC6,ortholog_one2one,C12orf73
ENSGALG00010010177,ENSTGUG00000009183,STRA8,ortholog_one2one,ENSPMJG00000013236,STRA8,ortholog_one2one,ENSSHBG00005014918,STRA8,ortholog_one2one,STRA8
ENSGALG00010010191,ENSTGUG00000002979,RINT1,ortholog_one2one,ENSPMJG00000004627,RINT1,ortholog_one2one,ENSSHBG00005011370,RINT1,ortholog_one2one,RINT1
ENSGALG00010010196,ENSTGUG00000002992,,ortholog_one2one,ENSPMJG00000004630,EFCAB10,ortholog_one2one,ENSSHBG00005011390,EFCAB10,ortholog_one2one,EFCAB10
ENSGALG00010010197,ENSTGUG00000008414,SCCPDH,ortholog_one2one,ENSPMJG00000015069,SCCPDH,ortholog_one2one,ENSSHBG00005021115,SCCPDH,ortholog_one2one,SCCPDH
ENSGALG00010010218,ENSTGUG00000019284,,ortholog_one2one,ENSPMJG00000005800,,ortholog_one2one,ENSSHBG00005011416,PBK,ortholog_one2one,PBK
ENSGALG00010010270,ENSTGUG00000002319,SSR1,ortholog_one2one,ENSPMJG00000018338,SSR1,ortholog_one2one,ENSSHBG00005008950,SSR1,ortholog_one2one,SSR1
ENSGALG00010010279,ENSTGUG00000024847,CCSAP,ortholog_one2one,ENSPMJG00000002995,CCSAP,ortholog_one2one,ENSSHBG00005006739,CCSAP,ortholog_one2one,CCSAP
ENSGALG00010010284,,,,,,,ENSSHBG00005011479,CCDC25,ortholog_one2one,CCDC25
ENSGALG00010010338,ENSTGUG00000008403,CNST,ortholog_one2one,ENSPMJG00000015070,CNST,ortholog_one2one,ENSSHBG00005021111,CNST,ortholog_one2one,CNST
ENSGALG00010010379,,,,,,,ENSSHBG00005011551,SLC35F6,ortholog_one2one,SLC35F6
ENSGALG00010010386,ENSTGUG00000012118,PRPF40A,ortholog_one2one,ENSPMJG00000002878,PRPF40A,ortholog_one2one,ENSSHBG00005013368,PRPF40A,ortholog_one2one,PRPF40A
ENSGALG00010010408,ENSTGUG00000029337,GAS8,ortholog_one2one,ENSPMJG00000013779,GAS8,ortholog_one2one,,,,GAS8
ENSGALG00010010421,ENSTGUG00000010476,POLR2F,ortholog_one2one,,,,ENSSHBG00005003141,POLR2F,ortholog_one2one,POLR2F
ENSGALG00010010435,ENSTGUG00000000623,GAS1,ortholog_one2one,ENSPMJG00000000833,GAS1,ortholog_one2one,ENSSHBG00005020473,GAS1,ortholog_one2one,GAS1
ENSGALG00010010446,ENSTGUG00000021837,C22orf23,ortholog_one2one,ENSPMJG00000007888,C22orf23,ortholog_one2one,ENSSHBG00005003134,C22orf23,ortholog_one2one,C22orf23
ENSGALG00010010457,ENSTGUG00000004021,AGGF1,ortholog_one2one,ENSPMJG00000016144,AGGF1,ortholog_one2one,ENSSHBG00005010807,AGGF1,ortholog_one2one,AGGF1
ENSGALG00010010466,ENSTGUG00000022539,CRADD,ortholog_one2one,ENSPMJG00000012860,CRADD,ortholog_one2one,ENSSHBG00005010417,CRADD,ortholog_one2one,CRADD
ENSGALG00010010528,ENSTGUG00000012157,GPD2,ortholog_one2one,ENSPMJG00000004596,GPD2,ortholog_one2one,ENSSHBG00005012863,GPD2,ortholog_one2one,GPD2
ENSGALG00010010556,ENSTGUG00000017017,POMC,ortholog_one2one,ENSPMJG00000019139,,ortholog_one2one,ENSSHBG00005010726,POMC,ortholog_one2one,POMC
ENSGALG00010010578,ENSTGUG00000005750,,ortholog_one2one,ENSPMJG00000015445,,ortholog_one2one,ENSSHBG00005008655,,ortholog_one2one,GLUD2
ENSGALG00010010593,ENSTGUG00000010488,EIF3L,ortholog_one2one,ENSPMJG00000007894,EIF3L,ortholog_one2one,ENSSHBG00005003063,EIF3L,ortholog_one2one,EIF3L
ENSGALG00010010596,ENSTGUG00000028097,SHLD2,ortholog_one2one,ENSPMJG00000015446,SHLD2,ortholog_one2one,ENSSHBG00005008639,SHLD2,ortholog_one2one,SHLD2
ENSGALG00010010614,ENSTGUG00000023025,IKBIP,ortholog_one2one,ENSPMJG00000012939,IKBIP,ortholog_one2one,ENSSHBG00005011552,,ortholog_one2one,IKBIP
ENSGALG00010010618,ENSTGUG00000008761,APAF1,ortholog_one2one,ENSPMJG00000012940,APAF1,ortholog_one2one,ENSSHBG00005011721,APAF1,ortholog_one2one,APAF1
ENSGALG00010010646,ENSTGUG00000003458,MCM3AP,ortholog_one2one,ENSPMJG00000006438,MCM3AP,ortholog_one2one,ENSSHBG00005021176,MCM3AP,ortholog_one2one,MCM3AP
ENSGALG00010010648,ENSTGUG00000020931,CENPM,ortholog_one2one,ENSPMJG00000003154,CENPM,ortholog_one2one,ENSSHBG00005004178,CENPM,ortholog_one2one,CENPM
ENSGALG00010010671,ENSTGUG00000022092,SIGMAR1,ortholog_one2one,ENSPMJG00000005217,SIGMAR1,ortholog_one2one,ENSSHBG00005019917,SIGMAR1,ortholog_one2one,SIGMAR1
ENSGALG00010010689,ENSTGUG00000003497,POFUT2,ortholog_one2one,ENSPMJG00000006441,,ortholog_one2one,ENSSHBG00005021174,POFUT2,ortholog_one2one,POFUT2
ENSGALG00010010713,ENSTGUG00000006033,NSA2,ortholog_one2one,ENSPMJG00000016164,NSA2,ortholog_one2one,ENSSHBG00005021010,NSA2,ortholog_one2one,NSA2
ENSGALG00010010734,ENSTGUG00000011480,AMN1,ortholog_one2one,ENSPMJG00000008954,AMN1,ortholog_one2one,ENSSHBG00005009870,AMN1,ortholog_one2one,AMN1
ENSGALG00010010749,ENSTGUG00000005818,NCOA4,ortholog_one2one,ENSPMJG00000015450,NCOA4,ortholog_one2one,ENSSHBG00005008606,NCOA4,ortholog_one2one,NCOA4
ENSGALG00010010752,ENSTGUG00000011478,,ortholog_one2one,ENSPMJG00000008956,,ortholog_one2one,ENSSHBG00005009856,,ortholog_one2one,
ENSGALG00010010756,ENSTGUG00000017334,CENPL,ortholog_one2one,ENSPMJG00000010614,CENPL,ortholog_one2one,ENSSHBG00005009421,CENPL,ortholog_one2one,CENPL
ENSGALG00010010761,ENSTGUG00000009814,MEI1,ortholog_one2one,ENSPMJG00000003253,MEI1,ortholog_one2one,ENSSHBG00005004126,,ortholog_one2one,MEI1
ENSGALG00010010766,ENSTGUG00000022216,,ortholog_one2one,,,,ENSSHBG00005010503,CENPO,ortholog_one2one,CENPO
ENSGALG00010010768,ENSTGUG00000024616,,ortholog_one2one,ENSPMJG00000015451,,ortholog_one2one,ENSSHBG00005008599,,ortholog_one2one,TIMM23B
ENSGALG00010010810,ENSTGUG00000001748,GALT,ortholog_one2one,ENSPMJG00000005218,GALT,ortholog_one2one,ENSSHBG00005019914,GALT,ortholog_one2one,GALT
ENSGALG00010010853,ENSTGUG00000009263,SMIM20,ortholog_one2one,ENSPMJG00000016303,SMIM20,ortholog_one2one,ENSSHBG00005018035,,ortholog_one2one,SMIM20
ENSGALG00010010855,ENSTGUG00000028297,ATP5PF,ortholog_one2one,ENSPMJG00000012070,,ortholog_one2one,ENSSHBG00005004986,ATP5PF,ortholog_one2one,ATP5PF
ENSGALG00010010874,ENSTGUG00000028034,CD83,ortholog_one2one,ENSPMJG00000018207,CD83,ortholog_one2one,ENSSHBG00005009456,,ortholog_one2one,
ENSGALG00010010876,ENSTGUG00000012051,POLR2K,ortholog_one2one,ENSPMJG00000007382,,ortholog_one2one,ENSSHBG00005001799,,ortholog_one2one,
ENSGALG00010010913,ENSTGUG00000009550,IFT56,ortholog_one2one,ENSPMJG00000002969,IFT56,ortholog_one2one,ENSSHBG00005004456,IFT56,ortholog_one2one,IFT56
ENSGALG00010010929,ENSTGUG00000009592,FMC1,ortholog_one2one,ENSPMJG00000003067,FMC1,ortholog_one2one,ENSSHBG00005004409,FMC1,ortholog_one2one,FMC1
ENSGALG00010010930,ENSTGUG00000022822,FAM163A,ortholog_one2one,ENSPMJG00000018695,FAM163A,ortholog_one2one,ENSSHBG00005006111,FAM163A,ortholog_one2one,FAM163A
ENSGALG00010010976,ENSTGUG00000027144,,ortholog_one2one,ENSPMJG00000003615,,ortholog_one2one,ENSSHBG00005008315,,ortholog_one2one,DYDC2
ENSGALG00010011015,ENSTGUG00000021255,LYRM4,ortholog_one2one,ENSPMJG00000018350,,ortholog_one2one,ENSSHBG00005008896,,ortholog_one2one,LYRM4
ENSGALG00010011022,ENSTGUG00000001970,C5orf22,ortholog_one2one,ENSPMJG00000001886,C5orf22,ortholog_one2one,ENSSHBG00005000583,C5orf22,ortholog_one2one,C2H5ORF22
ENSGALG00010011028,ENSTGUG00000013324,HMBOX1,ortholog_one2one,ENSPMJG00000013066,HMBOX1,ortholog_one2one,ENSSHBG00005013658,HMBOX1,ortholog_one2one,HMBOX1
ENSGALG00010011029,ENSTGUG00000006083,HMGCR,ortholog_one2one,ENSPMJG00000016159,HMGCR,ortholog_one2one,ENSSHBG00005000137,HMGCR,ortholog_one2one,HMGCR
ENSGALG00010011033,ENSTGUG00000001955,DROSHA,ortholog_one2one,ENSPMJG00000002072,DROSHA,ortholog_one2one,ENSSHBG00005000539,DROSHA,ortholog_one2one,DROSHA
ENSGALG00010011059,ENSTGUG00000006074,,ortholog_one2one,ENSPMJG00000016161,,ortholog_one2one,ENSSHBG00005000109,,ortholog_one2one,
ENSGALG00010011091,ENSTGUG00000029195,YARS2,ortholog_one2one,ENSPMJG00000008973,YARS2,ortholog_one2one,ENSSHBG00005010145,YARS2,ortholog_one2one,YARS2
ENSGALG00010011111,,,,ENSPMJG00000018722,MRPS14,ortholog_one2one,ENSSHBG00005005235,MRPS14,ortholog_one2one,MRPS14
ENSGALG00010011124,ENSTGUG00000003273,CACYBP,ortholog_one2one,ENSPMJG00000018723,CACYBP,ortholog_one2one,ENSSHBG00005005228,CACYBP,ortholog_one2one,CACYBP
ENSGALG00010011275,ENSTGUG00000005733,WDR4,ortholog_one2one,ENSPMJG00000010640,WDR4,ortholog_one2one,ENSSHBG00005019343,WDR4,ortholog_one2one,WDR4
ENSGALG00010011280,ENSTGUG00000003278,FAM199X,ortholog_one2one,ENSPMJG00000011361,FAM199X,ortholog_one2one,ENSSHBG00005014841,FAM199X,ortholog_one2one,FAM199X
ENSGALG00010011293,ENSTGUG00000005743,,ortholog_one2one,ENSPMJG00000010687,,ortholog_one2one,ENSSHBG00005019346,,ortholog_one2one,NDUFV3
ENSGALG00010011304,ENSTGUG00000003286,,ortholog_one2one,ENSPMJG00000011362,,ortholog_one2one,ENSSHBG00005014845,COMMD5,ortholog_one2one,COMMD5
ENSGALG00010011363,ENSTGUG00000013293,FDFT1,ortholog_one2one,ENSPMJG00000013034,FDFT1,ortholog_one2one,ENSSHBG00005013176,FDFT1,ortholog_one2one,FDFT1
ENSGALG00010011374,ENSTGUG00000011373,,ortholog_one2one,ENSPMJG00000007800,,ortholog_one2one,ENSSHBG00005021183,,ortholog_one2one,
ENSGALG00010011407,ENSTGUG00000007963,CEP290,ortholog_one2one,ENSPMJG00000012693,CEP290,ortholog_one2one,ENSSHBG00005005725,CEP290,ortholog_one2one,CEP290
ENSGALG00010011445,ENSTGUG00000011961,MTERF3,ortholog_one2one,ENSPMJG00000006957,MTERF3,ortholog_one2one,ENSSHBG00005002485,MTERF3,ortholog_one2one,MTERF3
ENSGALG00010011453,ENSTGUG00000011324,GNPTAB,ortholog_one2one,ENSPMJG00000008910,GNPTAB,ortholog_one2one,ENSSHBG00005014613,GNPTAB,ortholog_one2one,GNPTAB
ENSGALG00010011455,ENSTGUG00000013285,,ortholog_one2one,ENSPMJG00000013028,,ortholog_one2one,ENSSHBG00005013104,,ortholog_one2one,AvBD8
ENSGALG00010011456,ENSTGUG00000001654,KIAA1328,ortholog_one2one,ENSPMJG00000005104,KIAA1328,ortholog_one2one,ENSSHBG00005008483,KIAA1328,ortholog_one2one,KIAA1328
ENSGALG00010011458,ENSTGUG00000001655,TPGS2,ortholog_one2one,ENSPMJG00000005109,TPGS2,ortholog_one2one,ENSSHBG00005008465,TPGS2,ortholog_one2one,TPGS2
ENSGALG00010011491,ENSTGUG00000025939,RELL2,ortholog_one2one,ENSPMJG00000008040,RELL2,ortholog_one2one,ENSSHBG00005012600,RELL2,ortholog_one2one,RELL2
ENSGALG00010011531,ENSTGUG00000011979,MTDH,ortholog_one2one,ENSPMJG00000007046,MTDH,ortholog_one2one,ENSSHBG00005002419,MTDH,ortholog_one2one,MTDH
ENSGALG00010011572,ENSTGUG00000005705,PTCD2,ortholog_one2one,,,,ENSSHBG00005020628,PTCD2,ortholog_one2one,PTCD2
ENSGALG00010011607,ENSTGUG00000003821,TSEN15,ortholog_one2one,ENSPMJG00000019211,TSEN15,ortholog_one2one,ENSSHBG00005014955,TSEN15,ortholog_one2one,TSEN15
ENSGALG00010011649,ENSTGUG00000005691,MRPS27,ortholog_one2one,ENSPMJG00000016185,MRPS27,ortholog_one2one,ENSSHBG00005020624,MRPS27,ortholog_one2one,MRPS27
ENSGALG00010011659,ENSTGUG00000001596,,ortholog_one2one,ENSPMJG00000014554,,ortholog_one2one,ENSSHBG00005011314,,ortholog_one2one,CD14
ENSGALG00010011660,ENSTGUG00000011119,,ortholog_one2one,ENSPMJG00000008760,,ortholog_one2one,ENSSHBG00005015638,,ortholog_one2one,
ENSGALG00010011662,ENSTGUG00000022311,RIDA,ortholog_one2one,ENSPMJG00000007110,RIDA,ortholog_one2one,ENSSHBG00005002325,RIDA,ortholog_one2one,RIDA
ENSGALG00010011670,ENSTGUG00000001595,TMCO6,ortholog_one2one,ENSPMJG00000014553,TMCO6,ortholog_one2one,ENSSHBG00005011351,TMCO6,ortholog_one2one,TMCO6
ENSGALG00010011685,ENSTGUG00000028397,,ortholog_one2one,ENSPMJG00000014552,NDUFA2,ortholog_one2one,ENSSHBG00005011398,NDUFA2,ortholog_one2one,NDUFA2
ENSGALG00010011696,ENSTGUG00000007206,ZFC3H1,ortholog_one2one,ENSPMJG00000012638,ZFC3H1,ortholog_one2one,ENSSHBG00005003094,ZFC3H1,ortholog_one2one,ZFC3H1
ENSGALG00010011747,ENSTGUG00000005903,UTP15,ortholog_one2one,ENSPMJG00000016171,UTP15,ortholog_one2one,ENSSHBG00005020682,UTP15,ortholog_one2one,UTP15
ENSGALG00010011775,ENSTGUG00000008420,VEZT,ortholog_one2one,ENSPMJG00000012890,VEZT,ortholog_one2one,ENSSHBG00005010900,VEZT,ortholog_one2one,VEZT
ENSGALG00010011911,ENSTGUG00000028183,NUDT2,ortholog_one2one,ENSPMJG00000005176,NUDT2,ortholog_one2one,ENSSHBG00005019947,NUDT2,ortholog_one2one,NUDT2
ENSGALG00010011916,ENSTGUG00000021072,MCAT,ortholog_one2one,ENSPMJG00000009519,MCAT,ortholog_one2one,ENSSHBG00005013512,MCAT,ortholog_one2one,MCAT
ENSGALG00010011965,ENSTGUG00000002942,ATIC,ortholog_one2one,ENSPMJG00000006902,ATIC,ortholog_one2one,ENSSHBG00005000641,ATIC,ortholog_one2one,ATIC
ENSGALG00010011973,ENSTGUG00000005983,TRAPPC10,ortholog_one2one,ENSPMJG00000010794,TRAPPC10,ortholog_one2one,ENSSHBG00005009916,TRAPPC10,ortholog_one2one,TRAPPC10
ENSGALG00010011980,ENSTGUG00000021865,,ortholog_one2one,ENSPMJG00000013027,,ortholog_one2one,ENSSHBG00005013115,,ortholog_one2one,AvBD9
ENSGALG00010011993,ENSTGUG00000001999,RELCH,ortholog_one2one,ENSPMJG00000001666,RELCH,ortholog_one2one,ENSSHBG00005008749,RELCH,ortholog_one2one,RELCH
ENSGALG00010012010,ENSTGUG00000004598,HENMT1,ortholog_one2one,ENSPMJG00000019294,HENMT1,ortholog_one2one,ENSSHBG00005014096,HENMT1,ortholog_one2one,HENMT1
ENSGALG00010012016,ENSTGUG00000009190,WDR91,ortholog_one2one,ENSPMJG00000013237,WDR91,ortholog_one2one,ENSSHBG00005014937,WDR91,ortholog_one2one,WDR91
ENSGALG00010012017,,,,ENSPMJG00000006587,N4BP3,ortholog_one2one,ENSSHBG00005016066,N4BP3,ortholog_one2one,N4BP3
ENSGALG00010012022,ENSTGUG00000021985,,ortholog_one2one,ENSPMJG00000013249,,ortholog_one2one,,,,
ENSGALG00010012028,ENSTGUG00000026726,TMEM140,ortholog_one2one,ENSPMJG00000013250,,ortholog_one2one,ENSSHBG00005014987,TMEM140,ortholog_one2one,TMEM140
ENSGALG00010012074,ENSTGUG00000011858,KIAA0930,ortholog_one2one,ENSPMJG00000010303,KIAA0930,ortholog_one2one,ENSSHBG00005006087,KIAA0930,ortholog_one2one,KIAA0930
ENSGALG00010012075,ENSTGUG00000001988,PIGN,ortholog_one2one,ENSPMJG00000001692,PIGN,ortholog_one2one,ENSSHBG00005007437,PIGN,ortholog_one2one,PIGN
ENSGALG00010012082,ENSTGUG00000001579,HAUS1,ortholog_one2one,ENSPMJG00000003444,HAUS1,ortholog_one2one,,,,HAUS1
ENSGALG00010012087,ENSTGUG00000005840,TMEM171,ortholog_one2one,ENSPMJG00000016177,TMEM171,ortholog_one2one,ENSSHBG00005020656,TMEM171,ortholog_one2one,TMEM171
ENSGALG00010012130,ENSTGUG00000011862,TMEM67,ortholog_one2one,ENSPMJG00000005694,TMEM67,ortholog_one2one,ENSSHBG00005003255,TMEM67,ortholog_one2one,TMEM67
ENSGALG00010012159,ENSTGUG00000012666,,ortholog_one2one,ENSPMJG00000000918,,ortholog_one2one,ENSSHBG00005021228,,ortholog_one2one,WASHC1
ENSGALG00010012190,ENSTGUG00000006246,,ortholog_one2one,ENSPMJG00000012742,,ortholog_one2one,ENSSHBG00005002715,CAST,ortholog_one2one,CAST
ENSGALG00010012196,ENSTGUG00000002827,CENPK,ortholog_one2one,ENSPMJG00000016107,CENPK,ortholog_one2one,ENSSHBG00005019849,CENPK,ortholog_one2one,CENPK
ENSGALG00010012206,ENSTGUG00000011828,RIBC2,ortholog_one2one,ENSPMJG00000010493,RIBC2,ortholog_one2one,ENSSHBG00005005986,RIBC2,ortholog_one2one,RIBC2
ENSGALG00010012250,ENSTGUG00000000113,NANS,ortholog_one2one,ENSPMJG00000003738,NANS,ortholog_one2one,ENSSHBG00005002674,NANS,ortholog_one2one,NANS
ENSGALG00010012288,ENSTGUG00000003338,MCTS1,ortholog_one2one,ENSPMJG00000011385,,ortholog_one2one,ENSSHBG00005015052,,ortholog_one2one,MCTS1
ENSGALG00010012309,ENSTGUG00000002856,TRAPPC13,ortholog_one2one,ENSPMJG00000016110,TRAPPC13,ortholog_one2one,ENSSHBG00005019845,TRAPPC13,ortholog_one2one,TRAPPC13
ENSGALG00010012366,ENSTGUG00000011926,INTS8,ortholog_one2one,ENSPMJG00000006860,INTS8,ortholog_one2one,ENSSHBG00005002619,INTS8,ortholog_one2one,INTS8
