Mouse_BIP number,Mouse_Gene stable ID,Mouse_Chromosome/scaffold name,Mouse_Gene start (bp),Mouse_Gene end (bp),Mouse_Strand,Mouse_Gene description,Mouse_Gene name,Mouse_Gene type,Mouse_Gene stable ID.1,Mouse_Chromosome/scaffold name.1,Mouse_Gene start (bp).1,Mouse_Gene end (bp).1,Mouse_Strand.1,Mouse_Gene description.1,Mouse_Gene name.1,Mouse_Gene type.1,Mouse_distance,Rat_BIP number,Rat_Gene stable ID,Rat_Chromosome/scaffold name,Rat_Gene start (bp),Rat_Gene end (bp),Rat_Strand,Rat_Gene description,Rat_Gene name,Rat_Gene type,Rat_Gene stable ID.1,Rat_Chromosome/scaffold name.1,Rat_Gene start (bp).1,Rat_Gene end (bp).1,Rat_Strand.1,Rat_Gene description.1,Rat_Gene name.1,Rat_Gene type.1,Rat_distance,Algerian_Mouse_BIP number,Algerian_Mouse_Gene stable ID,Algerian_Mouse_Chromosome/scaffold name,Algerian_Mouse_Gene start (bp),Algerian_Mouse_Gene end (bp),Algerian_Mouse_Strand,Algerian_Mouse_Gene description,Algerian_Mouse_Gene name,Algerian_Mouse_Gene type,Algerian_Mouse_Gene stable ID.1,Algerian_Mouse_Chromosome/scaffold name.1,Algerian_Mouse_Gene start (bp).1,Algerian_Mouse_Gene end (bp).1,Algerian_Mouse_Strand.1,Algerian_Mouse_Gene description.1,Algerian_Mouse_Gene name.1,Algerian_Mouse_Gene type.1,Algerian_Mouse_distance,Shrew_Mouse_BIP number,Shrew_Mouse_Gene stable ID,Shrew_Mouse_Chromosome/scaffold name,Shrew_Mouse_Gene start (bp),Shrew_Mouse_Gene end (bp),Shrew_Mouse_Strand,Shrew_Mouse_Gene description,Shrew_Mouse_Gene name,Shrew_Mouse_Gene type,Shrew_Mouse_Gene stable ID.1,Shrew_Mouse_Chromosome/scaffold name.1,Shrew_Mouse_Gene start (bp).1,Shrew_Mouse_Gene end (bp).1,Shrew_Mouse_Strand.1,Shrew_Mouse_Gene description.1,Shrew_Mouse_Gene name.1,Shrew_Mouse_Gene type.1,Shrew_Mouse_distance,Ryukyu_Mouse_BIP number,Ryukyu_Mouse_Gene stable ID,Ryukyu_Mouse_Chromosome/scaffold name,Ryukyu_Mouse_Gene start (bp),Ryukyu_Mouse_Gene end (bp),Ryukyu_Mouse_Strand,Ryukyu_Mouse_Gene description,Ryukyu_Mouse_Gene name,Ryukyu_Mouse_Gene type,Ryukyu_Mouse_Gene stable ID.1,Ryukyu_Mouse_Chromosome/scaffold name.1,Ryukyu_Mouse_Gene start (bp).1,Ryukyu_Mouse_Gene end (bp).1,Ryukyu_Mouse_Strand.1,Ryukyu_Mouse_Gene description.1,Ryukyu_Mouse_Gene name.1,Ryukyu_Mouse_Gene type.1,Ryukyu_Mouse_distance
3499,ENSMUSG00000097343,7,120272659,120276793,-1,RIKEN cDNA 9030407P20 gene [Source:MGI Symbol;Acc:MGI:1918818],9030407P20Rik,lncRNA,ENSMUSG00000046096,7,120276841,120334077,1,modulator of smoothened [Source:MGI Symbol;Acc:MGI:2446240],Mosmo,protein_coding,48,,,,,,,,,,,,,,,,,,,2491,MGP_SPRETEiJ_G0006931,7,110268631,110272743,-1,,,lincRNA,MGP_SPRETEiJ_G0031512,7,110272803,110343437,1,modulator of smoothened [Source:MGI Symbol;Acc:MGI:2446240],Mosmo,protein_coding,60,137,MGP_PahariEiJ_G0004158,1,90281952,90285994,-1,RIKEN cDNA 9030407P20 gene [Source:MGI Symbol;Acc:MGI:1918818],9030407P20Rik,lincRNA,MGP_PahariEiJ_G0013608,1,90286054,90348117,1,modulator of smoothened [Source:NCBI gene;Acc:110332555],Mosmo,protein_coding,60,2480,MGP_CAROLIEiJ_G0006610,7,122802385,122806489,-1,RIKEN cDNA 9030407P20 gene [Source:MGI Symbol;Acc:MGI:1918818],9030407P20Rik,lincRNA,MGP_CAROLIEiJ_G0030398,7,122806549,122866377,1,modulator of smoothened [Source:NCBI gene;Acc:110298172],Mosmo,protein_coding,60
3505,ENSMUSG00000034951,7,121478586,121580934,-1,component of oligomeric golgi complex 7 [Source:MGI Symbol;Acc:MGI:2685013],Cog7,protein_coding,ENSMUSG00000108511,7,121580984,121588339,1,predicted gene 44987 [Source:MGI Symbol;Acc:MGI:5753563],Gm44987,lncRNA,50,,,,,,,,,,,,,,,,,,,2495,MGP_SPRETEiJ_G0031526,7,111563261,111673235,-1,component of oligomeric golgi complex 7 [Source:MGI Symbol;Acc:MGI:2685013],Cog7,protein_coding,MGP_SPRETEiJ_G0004269,7,111673285,111681355,1,predicted gene 44987 [Source:MGI Symbol;Acc:MGI:5753563],Gm44987,antisense,50,141,MGP_PahariEiJ_G0013622,1,91484461,91591069,-1,component of oligomeric golgi complex 7 [Source:NCBI gene;Acc:110322652],Cog7,protein_coding,MGP_PahariEiJ_G0002205,1,91591119,91597179,1,,,antisense,50,2484,MGP_CAROLIEiJ_G0030412,7,123997054,124101300,-1,component of oligomeric golgi complex 7 [Source:NCBI gene;Acc:110297778],Cog7,protein_coding,MGP_CAROLIEiJ_G0004071,7,124101350,124108980,1,predicted gene 44987 [Source:MGI Symbol;Acc:MGI:5753563],Gm44987,antisense,50
3515,ENSMUSG00000066175,7,126247715,126248773,-1,RIKEN cDNA 2510046G10 gene [Source:MGI Symbol;Acc:MGI:3698051],2510046G10Rik,lncRNA,ENSMUSG00000030714,7,126248481,126272097,1,SAGA complex associated factor 29 [Source:MGI Symbol;Acc:MGI:1922815],Sgf29,protein_coding,292,,,,,,,,,,,,,,,,,,,2501,MGP_SPRETEiJ_G0004273,7,116542534,116543583,-1,,,antisense,MGP_SPRETEiJ_G0031570,7,116543298,116571064,1,SAGA complex associated factor 29 [Source:MGI Symbol;Acc:MGI:1922815],Sgf29,protein_coding,285,150,MGP_PahariEiJ_G0002209,1,96114539,96115741,-1,,,antisense,MGP_PahariEiJ_G0013666,1,96115456,96138311,1,SAGA complex associated factor 29 [Source:NCBI gene;Acc:110325694],Sgf29,protein_coding,285,2492,MGP_CAROLIEiJ_G0004075,7,128657006,128658047,-1,,,antisense,MGP_CAROLIEiJ_G0030456,7,128657762,128681199,1,SAGA complex associated factor 29 [Source:NCBI gene;Acc:110298203],Sgf29,protein_coding,285
3578,ENSMUSG00002076121,7,142130590,142130660,1,"predicted gene, 56420 [Source:MGI Symbol;Acc:MGI:6849298]",Gm56420,misc_RNA,ENSMUSG00000076275,7,142130801,142130884,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,141,,,,,,,,,,,,,,,,,,,2556,MGP_SPRETEiJ_G0009312,7,133345373,133345443,1,"predicted gene, 27483 [Source:MGI Symbol;Acc:MGI:5530865]",Gm56420,misc_RNA,MGP_SPRETEiJ_G0008586,7,133345584,133345667,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,141,205,MGP_PahariEiJ_G0007941,1,111884612,111884682,1,"predicted gene, 27483 [Source:MGI Symbol;Acc:MGI:5530865]",Gm56420,misc_RNA,MGP_PahariEiJ_G0006597,1,111884829,111884912,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,147,2544,MGP_CAROLIEiJ_G0008859,7,144778021,144778091,1,"predicted gene, 27483 [Source:MGI Symbol;Acc:MGI:5530865]",Gm56420,misc_RNA,MGP_CAROLIEiJ_G0008159,7,144778232,144778315,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,141
3579,ENSMUSG00000076275,7,142130801,142130884,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,ENSMUSG00002075214,7,142131586,142131655,1,"predicted gene, 56421 [Source:MGI Symbol;Acc:MGI:6849300]",Gm56421,misc_RNA,702,,,,,,,,,,,,,,,,,,,2557,MGP_SPRETEiJ_G0008586,7,133345584,133345667,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,MGP_SPRETEiJ_G0009313,7,133346369,133346438,1,"predicted gene, 27786 [Source:MGI Symbol;Acc:MGI:5531168]",Gm56421,misc_RNA,702,,,,,,,,,,,,,,,,,,,2545,MGP_CAROLIEiJ_G0008159,7,144778232,144778315,-1,microRNA 675 [Source:MGI Symbol;Acc:MGI:3629709],Mir675,miRNA,MGP_CAROLIEiJ_G0008860,7,144779017,144779086,1,"predicted gene, 27786 [Source:MGI Symbol;Acc:MGI:5531168]",Gm56421,misc_RNA,702
3601,ENSMUSG00000086500,8,11888978,11890400,-1,predicted gene 15875 [Source:MGI Symbol;Acc:MGI:3801964],Gm15875,lncRNA,ENSMUSG00000031512,8,11890474,11905761,1,testis expressed 29 [Source:MGI Symbol;Acc:MGI:1922778],Tex29,protein_coding,74,,,,,,,,,,,,,,,,,,,2569,MGP_SPRETEiJ_G0004303,8,8949204,8950634,-1,predicted gene 15875 [Source:MGI Symbol;Acc:MGI:3801964],Gm15875,antisense,MGP_SPRETEiJ_G0031931,8,8950708,8965669,1,testis expressed 29 [Source:MGI Symbol;Acc:MGI:1922778],Tex29,protein_coding,74,1250,MGP_PahariEiJ_G0002836,19,30336235,30337645,-1,predicted gene 15875 [Source:MGI Symbol;Acc:MGI:3801964],Gm15875,antisense,MGP_PahariEiJ_G0021284,19,30337717,30353264,1,testis expressed 29 [Source:NCBI gene;Acc:110337160],,protein_coding,72,2561,MGP_CAROLIEiJ_G0004104,8,8302004,8303362,-1,,,antisense,MGP_CAROLIEiJ_G0030822,8,8303436,8318311,1,testis expressed 29 [Source:NCBI gene;Acc:110300646],,protein_coding,74
3620,ENSMUSG00000070084,8,23632571,23632698,1,microRNA 486 [Source:MGI Symbol;Acc:MGI:3619423],Mir486,miRNA,ENSMUSG00000106471,8,23632589,23632678,-1,microRNA 3107 [Source:MGI Symbol;Acc:MGI:4834325],Mir3107,miRNA,107,,,,,,,,,,,,,,,,,,,2579,MGP_SPRETEiJ_G0008604,8,20285562,20285689,1,microRNA 486 [Source:MGI Symbol;Acc:MGI:3619423],Mir486,miRNA,MGP_SPRETEiJ_G0008605,8,20285580,20285669,-1,microRNA 3107 [Source:MGI Symbol;Acc:MGI:4834325],Mir3107,miRNA,107,1259,MGP_PahariEiJ_G0007096,19,41112935,41113058,1,microRNA 486 [Source:MGI Symbol;Acc:MGI:3619423],Mir486,miRNA,MGP_PahariEiJ_G0007097,19,41112953,41113042,-1,,,miRNA,105,,,,,,,,,,,,,,,,,,
3629,ENSMUSG00000091154,8,27532402,27533122,-1,"proline synthetase co-transcribed, opposite strand [Source:MGI Symbol;Acc:MGI:3704307]",Proscos,lncRNA,ENSMUSG00000031485,8,27532583,27546160,1,pyridoxal phosphate binding protein [Source:MGI Symbol;Acc:MGI:1891207],Plpbp,protein_coding,539,,,,,,,,,,,,,,,,,,,2586,MGP_SPRETEiJ_G0004317,8,24429577,24430243,-1,"proline synthetase co-transcribed, opposite strand [Source:MGI Symbol;Acc:MGI:3704307]",,antisense,MGP_SPRETEiJ_G0032061,8,24429756,24443345,1,pyridoxal phosphate binding protein [Source:MGI Symbol;Acc:MGI:1891207],Plpbp,protein_coding,487,1267,MGP_PahariEiJ_G0002849,19,44873953,44874608,-1,,,antisense,MGP_PahariEiJ_G0021412,19,44874124,44888051,1,pyridoxal phosphate binding protein [Source:NCBI gene;Acc:110336538],Plpbp,protein_coding,484,2573,MGP_CAROLIEiJ_G0004116,8,21514625,21515285,-1,,,antisense,MGP_CAROLIEiJ_G0030942,8,21514802,21528959,1,pyridoxal phosphate binding protein [Source:NCBI gene;Acc:110300655],Plpbp,protein_coding,483
3632,ENSMUSG00000088252,8,31639892,31639995,-1,"small nucleolar RNA, C/D box 13 [Source:MGI Symbol;Acc:MGI:3819521]",Snord13,snoRNA,ENSMUSG00000031577,8,31640343,31654730,1,TELO2 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2384576],Tti2,protein_coding,348,,,,,,,,,,,,,,,,,,,2588,MGP_SPRETEiJ_G0037640,8,28660685,28660788,-1,"small nucleolar RNA, C/D box 13 [Source:MGI Symbol;Acc:MGI:3819521]",Snord13,snoRNA,MGP_SPRETEiJ_G0032074,8,28661137,28675028,1,TELO2 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2384576],Tti2,protein_coding,349,1269,MGP_PahariEiJ_G0034337,19,48466137,48466240,-1,small nucleolar RNA U13 [Source:NCBI gene;Acc:115062644],Snord13,snoRNA,MGP_PahariEiJ_G0021425,19,48466590,48480453,1,TELO2 interacting protein 2 [Source:NCBI gene;Acc:110336565],Tti2,protein_coding,350,2575,MGP_CAROLIEiJ_G0036633,8,25266318,25266421,-1,small nucleolar RNA U13 [Source:NCBI gene;Acc:115031851],Snord13,snoRNA,MGP_CAROLIEiJ_G0030956,8,25266771,25280133,1,TELO2 interacting protein 2 [Source:NCBI gene;Acc:110300362],Tti2,protein_coding,350
3635,ENSMUSG00000049476,8,34220562,34221847,-1,RIKEN cDNA 1700104B16 gene [Source:MGI Symbol;Acc:MGI:1925886],1700104B16Rik,lncRNA,ENSMUSG00000031585,8,34221861,34267201,1,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,protein_coding,14,,,,,,,,,,,,,,,,,,,2592,MGP_SPRETEiJ_G0006986,8,31282556,31283843,-1,RIKEN cDNA 1700104B16 gene [Source:MGI Symbol;Acc:MGI:1925886],1700104B16Rik,lincRNA,MGP_SPRETEiJ_G0032085,8,31283857,31331531,1,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,protein_coding,14,1273,MGP_PahariEiJ_G0004913,19,50876346,50877900,-1,,,lincRNA,MGP_PahariEiJ_G0021437,19,50877914,50926168,1,general transcription factor IIE subunit 2 [Source:NCBI gene;Acc:110336474],Gtf2e2,protein_coding,14,2579,MGP_CAROLIEiJ_G0006659,8,27963050,27964340,-1,RIKEN cDNA 1700104B16 gene [Source:MGI Symbol;Acc:MGI:1925886],1700104B16Rik,lincRNA,MGP_CAROLIEiJ_G0030968,8,27964354,28011220,1,general transcription factor IIE subunit 2 [Source:NCBI gene;Acc:110299788],Gtf2e2,protein_coding,14
3653,ENSMUSG00000038102,8,47943150,47986505,-1,trafficking protein particle complex 11 [Source:MGI Symbol;Acc:MGI:2444585],Trappc11,protein_coding,ENSMUSG00000031568,8,47986699,48005990,1,RWD domain containing 4A [Source:MGI Symbol;Acc:MGI:2681000],Rwdd4a,protein_coding,194,,,,,,,,,,,,,,,,,,,2603,MGP_SPRETEiJ_G0032154,8,45492486,45536243,-1,trafficking protein particle complex 11 [Source:MGI Symbol;Acc:MGI:2444585],Trappc11,protein_coding,MGP_SPRETEiJ_G0032155,8,45536437,45554899,1,RWD domain containing 4A [Source:MGI Symbol;Acc:MGI:2681000],Rwdd4a,protein_coding,194,1283,MGP_PahariEiJ_G0021507,19,63628947,63671153,-1,trafficking protein particle complex 11 [Source:NCBI gene;Acc:110336225],Trappc11,protein_coding,MGP_PahariEiJ_G0021508,19,63671347,63688248,1,RWD domain containing 4 [Source:NCBI gene;Acc:110336857],Rwdd4a,protein_coding,194,2589,MGP_CAROLIEiJ_G0031040,8,41065127,41108094,-1,trafficking protein particle complex 11 [Source:NCBI gene;Acc:110299567],Trappc11,protein_coding,MGP_CAROLIEiJ_G0031041,8,41108287,41127233,1,RWD domain containing 4 [Source:NCBI gene;Acc:110299568],Rwdd4a,protein_coding,193
3696,ENSMUSG00000052794,8,73197724,73214845,1,RIKEN cDNA 1700030K09 gene [Source:MGI Symbol;Acc:MGI:1919504],1700030K09Rik,protein_coding,ENSMUSG00000052488,8,73214333,73229070,-1,calcium homeostasis endoplasmic reticulum protein [Source:MGI Symbol;Acc:MGI:106417],Cherp,protein_coding,512,,,,,,,,,,,,,,,,,,,2632,MGP_SPRETEiJ_G0032340,8,71057629,71078005,1,RIKEN cDNA 1700030K09 gene [Source:MGI Symbol;Acc:MGI:1919504],1700030K09Rik,protein_coding,MGP_SPRETEiJ_G0032341,8,71077496,71093322,-1,calcium homeostasis endoplasmic reticulum protein [Source:MGI Symbol;Acc:MGI:106417],Cherp,protein_coding,509,1308,MGP_PahariEiJ_G0021684,19,87149199,87166962,1,chromosome 19 C19orf44 homolog [Source:NCBI gene;Acc:110336794],1700030K09Rik,protein_coding,MGP_PahariEiJ_G0021685,19,87166452,87180719,-1,calcium homeostasis endoplasmic reticulum protein [Source:NCBI gene;Acc:110336531],Cherp,protein_coding,510,2618,MGP_CAROLIEiJ_G0031219,8,64501942,64519482,1,chromosome 8 C19orf44 homolog [Source:NCBI gene;Acc:110299658],1700030K09Rik,protein_coding,MGP_CAROLIEiJ_G0031220,8,64518970,64533115,-1,calcium homeostasis endoplasmic reticulum protein [Source:NCBI gene;Acc:110299656],Cherp,protein_coding,512
3718,ENSMUSG00000065541,8,84935444,84935550,1,microRNA 24-2 [Source:MGI Symbol;Acc:MGI:3618755],Mir24-2,miRNA,ENSMUSG00000105458,8,84935454,84935536,-1,microRNA 3074-2 [Source:MGI Symbol;Acc:MGI:4834326],Mir3074-2,miRNA,92,,,,,,,,,,,,,,,,,,,2646,MGP_SPRETEiJ_G0008635,8,82965927,82966033,1,microRNA 24-2 [Source:MGI Symbol;Acc:MGI:3618755],Mir24-2,miRNA,MGP_SPRETEiJ_G0008636,8,82965937,82966019,-1,microRNA 3074-2 [Source:MGI Symbol;Acc:MGI:4834326],Mir3074-2,miRNA,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,ENSMUSG00000105458,8,84935454,84935536,-1,microRNA 3074-2 [Source:MGI Symbol;Acc:MGI:4834326],Mir3074-2,miRNA,ENSMUSG00000097296,8,84935549,84936238,1,"predicted gene, 26532 [Source:MGI Symbol;Acc:MGI:5477026]",Gm26532,lncRNA,13,,,,,,,,,,,,,,,,,,,2647,MGP_SPRETEiJ_G0008636,8,82965937,82966019,-1,microRNA 3074-2 [Source:MGI Symbol;Acc:MGI:4834326],Mir3074-2,miRNA,MGP_SPRETEiJ_G0007016,8,82966032,82966720,1,"predicted gene, 26532 [Source:MGI Symbol;Acc:MGI:5477026]",Gm26532,lincRNA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,ENSMUSG00000060038,8,85798386,85801791,1,deoxyhypusine synthase [Source:MGI Symbol;Acc:MGI:2683592],Dhps,protein_coding,ENSMUSG00000005150,8,85801664,85807935,-1,WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086],Wdr83,protein_coding,127,,,,,,,,,,,,,,,,,,,2654,MGP_SPRETEiJ_G0032448,8,83885550,83888964,1,deoxyhypusine synthase [Source:MGI Symbol;Acc:MGI:2683592],Dhps,protein_coding,MGP_SPRETEiJ_G0032449,8,83888837,83894816,-1,WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086],Wdr83,protein_coding,127,1499,MGP_PahariEiJ_G0022934,20,9554387,9557850,1,deoxyhypusine synthase [Source:NCBI gene;Acc:110337223],Dhps,protein_coding,MGP_PahariEiJ_G0022935,20,9557723,9564158,-1,WD repeat domain 83 [Source:NCBI gene;Acc:110337224],Wdr83,protein_coding,127,2639,MGP_CAROLIEiJ_G0031329,8,76423453,76426970,1,deoxyhypusine synthase [Source:NCBI gene;Acc:110299744],Dhps,protein_coding,MGP_CAROLIEiJ_G0031330,8,76426844,76433093,-1,WD repeat domain 83 [Source:NCBI gene;Acc:110299745],Wdr83,protein_coding,126
3731,ENSMUSG00000005150,8,85801664,85807935,-1,WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086],Wdr83,protein_coding,ENSMUSG00000059355,8,85807369,85808968,1,WD repeat domain 83 opposite strand [Source:MGI Symbol;Acc:MGI:3041257],Wdr83os,protein_coding,566,,,,,,,,,,,,,,,,,,,2655,MGP_SPRETEiJ_G0032449,8,83888837,83894816,-1,WD repeat domain containing 83 [Source:MGI Symbol;Acc:MGI:1915086],Wdr83,protein_coding,MGP_SPRETEiJ_G0032450,8,83894483,83895852,1,WD repeat domain 83 opposite strand [Source:MGI Symbol;Acc:MGI:3041257],Wdr83os,protein_coding,333,,,,,,,,,,,,,,,,,,,2640,MGP_CAROLIEiJ_G0031330,8,76426844,76433093,-1,WD repeat domain 83 [Source:NCBI gene;Acc:110299745],Wdr83,protein_coding,MGP_CAROLIEiJ_G0031331,8,76432760,76434121,1,WD repeat domain 83 opposite strand [Source:NCBI gene;Acc:110299746],Wdr83os,protein_coding,333
3732,ENSMUSG00000031696,8,85987021,86026431,-1,VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467],Vps35,protein_coding,ENSMUSG00000031697,8,86026261,86034907,1,"origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]",Orc6,protein_coding,170,,,,,,,,,,,,,,,,,,,2656,MGP_SPRETEiJ_G0032454,8,84053009,84088963,-1,VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467],Vps35,protein_coding,MGP_SPRETEiJ_G0032455,8,84089378,84097540,1,"origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]",Orc6,protein_coding,415,1500,MGP_PahariEiJ_G0022939,20,9688328,9723714,-1,VPS35 retromer complex component [Source:NCBI gene;Acc:110337219],Vps35,protein_coding,MGP_PahariEiJ_G0022940,20,9723834,9732238,1,origin recognition complex subunit 6 [Source:NCBI gene;Acc:110337785],Orc6,protein_coding,120,2641,MGP_CAROLIEiJ_G0031335,8,76576693,76615737,-1,VPS35 retromer complex component [Source:NCBI gene;Acc:110299613],Vps35,protein_coding,MGP_CAROLIEiJ_G0031336,8,76615856,76624408,1,origin recognition complex subunit 6 [Source:NCBI gene;Acc:110299614],Orc6,protein_coding,119
3740,ENSMUSG00000031754,8,94742124,94763659,-1,nudix hydrolase 21 [Source:MGI Symbol;Acc:MGI:1915469],Nudt21,protein_coding,ENSMUSG00000033009,8,94763826,94794549,1,2-oxoglutarate and iron-dependent oxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:2442978],Ogfod1,protein_coding,167,,,,,,,,,,,,,,,,,,,2666,MGP_SPRETEiJ_G0032507,8,93182901,93203567,-1,nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469],Nudt21,protein_coding,MGP_SPRETEiJ_G0032508,8,93203744,93236469,1,2-oxoglutarate and iron-dependent oxygenase domain containing 1 [Source:MGI Symbol;Acc:MGI:2442978],Ogfod1,protein_coding,177,,,,,,,,,,,,,,,,,,,2654,MGP_CAROLIEiJ_G0031388,8,85499656,85518411,-1,nudix hydrolase 21 [Source:NCBI gene;Acc:110299834],Nudt21,protein_coding,MGP_CAROLIEiJ_G0031389,8,85518588,85550101,1,2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:NCBI gene;Acc:110300599],Ogfod1,protein_coding,177
3787,ENSMUSG00000014633,8,117615424,117648194,-1,C-X9-C motif containing 2 [Source:MGI Symbol;Acc:MGI:1913781],Cmc2,protein_coding,ENSMUSG00000031756,8,117648469,117668246,1,centromere protein N [Source:MGI Symbol;Acc:MGI:1919405],Cenpn,protein_coding,275,,,,,,,,,,,,,,,,,,,2712,MGP_SPRETEiJ_G0032719,8,117260228,117288496,-1,COX assembly mitochondrial protein 2 [Source:MGI Symbol;Acc:MGI:1913781],Cmc2,protein_coding,MGP_SPRETEiJ_G0032720,8,117288781,117309188,1,centromere protein N [Source:MGI Symbol;Acc:MGI:1919405],Cenpn,protein_coding,285,1546,MGP_PahariEiJ_G0023199,20,40115740,40141762,-1,C-X9-C motif containing 2 [Source:NCBI gene;Acc:110337831],Cmc2,protein_coding,MGP_PahariEiJ_G0023200,20,40142047,40166021,1,centromere protein N [Source:NCBI gene;Acc:110337651],Cenpn,protein_coding,285,2698,MGP_CAROLIEiJ_G0031601,8,108068186,108092243,-1,C-X9-C motif containing 2 [Source:NCBI gene;Acc:110299896],Cmc2,protein_coding,MGP_CAROLIEiJ_G0031602,8,108092528,108113359,1,centromere protein N [Source:NCBI gene;Acc:110299895],Cenpn,protein_coding,285
3792,ENSMUSG00000097960,8,120931173,120954969,-1,RIKEN cDNA A330074K22 gene [Source:MGI Symbol;Acc:MGI:3045392],A330074K22Rik,lncRNA,ENSMUSG00000031822,8,120955195,121308129,1,"genetic suppressor element 1, coiled-coil protein [Source:MGI Symbol;Acc:MGI:1098275]",Gse1,protein_coding,226,,,,,,,,,,,,,,,,,,,2716,MGP_SPRETEiJ_G0007053,8,120780382,120804130,-1,RIKEN cDNA A330074K22 gene [Source:MGI Symbol;Acc:MGI:3045392],A330074K22Rik,lincRNA,MGP_SPRETEiJ_G0032754,8,120804637,121190967,1,"genetic suppressor element 1, coiled-coil protein [Source:MGI Symbol;Acc:MGI:1098275]",Gse1,protein_coding,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,ENSMUSG00000031821,8,121305372,121316043,-1,GINS complex subunit 2 [Source:MGI Symbol;Acc:MGI:1921019],Gins2,protein_coding,ENSMUSG00000097773,8,121316270,121320540,1,predicted gene 10614 [Source:MGI Symbol;Acc:MGI:3642104],Gm10614,lncRNA,227,,,,,,,,,,,,,,,,,,,2718,MGP_SPRETEiJ_G0032755,8,121188238,121200792,-1,GINS complex subunit 2 (Psf2 homolog) [Source:MGI Symbol;Acc:MGI:1921019],Gins2,protein_coding,MGP_SPRETEiJ_G0007054,8,121201021,121206482,1,,,lincRNA,229,1551,MGP_PahariEiJ_G0023235,20,43759831,43771794,-1,GINS complex subunit 2 [Source:NCBI gene;Acc:110337462],Gins2,protein_coding,MGP_PahariEiJ_G0005189,20,43772012,43776528,1,,,lincRNA,218,2703,MGP_CAROLIEiJ_G0031637,8,111737189,111747435,-1,GINS complex subunit 2 [Source:NCBI gene;Acc:110299966],Gins2,protein_coding,MGP_CAROLIEiJ_G0006723,8,111747661,111751523,1,,,lincRNA,226
3801,ENSMUSG00000098184,8,122676413,122677384,-1,"predicted gene, 27011 [Source:MGI Symbol;Acc:MGI:5504126]",Gm27011,lncRNA,ENSMUSG00000025316,8,122676489,122755997,1,BTG3 associated nuclear protein [Source:MGI Symbol;Acc:MGI:1889023],Banp,protein_coding,895,,,,,,,,,,,,,,,,,,,2724,MGP_SPRETEiJ_G0004362,8,122673378,122674349,-1,"predicted gene, 27011 [Source:MGI Symbol;Acc:MGI:5504126]",Gm27011,antisense,MGP_SPRETEiJ_G0032773,8,122673454,122756894,1,BTG3 associated nuclear protein [Source:MGI Symbol;Acc:MGI:1889023],Banp,protein_coding,895,1555,MGP_PahariEiJ_G0003066,20,45128723,45129702,-1,,,antisense,MGP_PahariEiJ_G0023253,20,45128807,45206609,1,BTG3 associated nuclear protein [Source:NCBI gene;Acc:110337291],Banp,protein_coding,895,2708,MGP_CAROLIEiJ_G0004161,8,113102237,113103215,-1,"predicted gene, 27011 [Source:MGI Symbol;Acc:MGI:5504126]",Gm27011,antisense,MGP_CAROLIEiJ_G0031655,8,113102313,113179219,1,BTG3 associated nuclear protein [Source:NCBI gene;Acc:110299816],Banp,protein_coding,902
