Gene stable ID,Ryukyu mouse gene stable ID,Ryukyu mouse gene name,Ryukyu mouse homology type,Algerian mouse gene stable ID,Algerian mouse gene name,Algerian mouse homology type,Shrew mouse gene stable ID,Shrew mouse gene name,Shrew mouse homology type,Gene name
ENSMUSG00000062510,MGP_CAROLIEiJ_G0015045,Nsl1,ortholog_one2one,MGP_SPRETEiJ_G0015845,Nsl1,ortholog_one2one,MGP_PahariEiJ_G0028277,Nsl1,ortholog_one2one,Nsl1
ENSMUSG00000062563,MGP_CAROLIEiJ_G0017647,Cys1,ortholog_one2one,MGP_SPRETEiJ_G0018489,Cys1,ortholog_one2one,MGP_PahariEiJ_G0029404,Cys1,ortholog_one2one,Cys1
ENSMUSG00000062619,MGP_CAROLIEiJ_G0021688,2310039H08Rik,ortholog_one2one,MGP_SPRETEiJ_G0022600,2310039H08Rik,ortholog_one2one,MGP_PahariEiJ_G0020679,2310039H08Rik,ortholog_one2one,2310039H08Rik
ENSMUSG00000063172,MGP_CAROLIEiJ_G0026249,Ift25,ortholog_one2one,MGP_SPRETEiJ_G0027218,Ift25,ortholog_one2one,MGP_PahariEiJ_G0028582,Ift25,ortholog_one2one,Ift25
ENSMUSG00000063550,MGP_CAROLIEiJ_G0030082,,ortholog_one2one,MGP_SPRETEiJ_G0031193,,ortholog_one2one,MGP_PahariEiJ_G0013303,,ortholog_one2one,Nup98
ENSMUSG00000063800,MGP_CAROLIEiJ_G0026269,Prpf38a,ortholog_one2one,MGP_SPRETEiJ_G0027238,Prpf38a,ortholog_one2one,MGP_PahariEiJ_G0028602,Prpf38a,ortholog_one2one,Prpf38a
ENSMUSG00000063882,MGP_CAROLIEiJ_G0026323,Uqcrh,ortholog_one2one,MGP_SPRETEiJ_G0027295,Uqcrh,ortholog_one2one,MGP_PahariEiJ_G0028655,Uqcrh,ortholog_one2one,Uqcrh
ENSMUSG00000064109,MGP_CAROLIEiJ_G0029518,Hcst,ortholog_one2one,MGP_SPRETEiJ_G0030614,Hcst,ortholog_one2one,MGP_PahariEiJ_G0012752,Hcst,ortholog_one2one,Hcst
ENSMUSG00000064120,MGP_CAROLIEiJ_G0021731,Mocs1,ortholog_one2one,MGP_SPRETEiJ_G0022643,Mocs1,ortholog_one2one,MGP_PahariEiJ_G0020720,Mocs1,ortholog_one2one,Mocs1
ENSMUSG00000064127,MGP_CAROLIEiJ_G0032939,Med14,ortholog_one2one,MGP_SPRETEiJ_G0034090,Med14,ortholog_one2one,MGP_PahariEiJ_G0031485,Med14,ortholog_one2one,Med14
ENSMUSG00000064177,MGP_CAROLIEiJ_G0028739,Ghrl,ortholog_one2one,MGP_SPRETEiJ_G0029767,Ghrl,ortholog_one2one,MGP_PahariEiJ_G0022490,Ghrl,ortholog_one2one,Ghrl
ENSMUSG00000064272,MGP_CAROLIEiJ_G0014256,Gpbar1,ortholog_one2one,MGP_SPRETEiJ_G0015062,Gpbar1,ortholog_one2one,MGP_PahariEiJ_G0027494,Gpbar1,ortholog_one2one,Gpbar1
ENSMUSG00000064307,MGP_CAROLIEiJ_G0030072,Lrrc51,ortholog_one2one,MGP_SPRETEiJ_G0031183,Lrrc51,ortholog_one2one,MGP_PahariEiJ_G0013293,Lrrc51,ortholog_one2one,Lrrc51
ENSMUSG00000064342,,,,,,,MGP_PahariEiJ_G0000136,,ortholog_one2one,mt-Ti
ENSMUSG00000064346,MGP_CAROLIEiJ_G0000162,,ortholog_one2one,MGP_SPRETEiJ_G0000202,,ortholog_one2one,MGP_PahariEiJ_G0000134,,ortholog_one2one,mt-Tw
ENSMUSG00000064347,MGP_CAROLIEiJ_G0000161,,ortholog_one2one,MGP_SPRETEiJ_G0000201,,ortholog_one2one,MGP_PahariEiJ_G0000133,,ortholog_one2one,mt-Ta
ENSMUSG00000064352,MGP_CAROLIEiJ_G0000158,,ortholog_one2one,,,,MGP_PahariEiJ_G0000135,,ortholog_one2one,mt-Ts1
ENSMUSG00000064353,,,,,,,MGP_PahariEiJ_G0000131,mt-Td,ortholog_one2one,mt-Td
ENSMUSG00000064372,MGP_CAROLIEiJ_G0000155,,ortholog_one2one,MGP_SPRETEiJ_G0000193,,ortholog_one2one,,,,mt-Tp
ENSMUSG00000064373,MGP_CAROLIEiJ_G0019624,,ortholog_one2one,MGP_SPRETEiJ_G0020521,,ortholog_one2one,MGP_PahariEiJ_G0016005,,ortholog_one2one,Selenop
ENSMUSG00000065401,MGP_CAROLIEiJ_G0007140,Mir144,ortholog_one2one,MGP_SPRETEiJ_G0007481,Mir144,ortholog_one2one,MGP_PahariEiJ_G0006858,Mir144,ortholog_one2one,Mir144
ENSMUSG00000065423,MGP_CAROLIEiJ_G0007712,Mir181a-2,ortholog_one2one,MGP_SPRETEiJ_G0008101,Mir181a-2,ortholog_one2one,MGP_PahariEiJ_G0007329,Mir181a-2,ortholog_one2one,Mir181a-2
ENSMUSG00000065511,,,,,,,MGP_PahariEiJ_G0007349,Mir129-2,ortholog_one2one,Mir129-2
ENSMUSG00000065526,MGP_CAROLIEiJ_G0007242,Mir337,ortholog_one2one,MGP_SPRETEiJ_G0007587,Mir337,ortholog_one2one,MGP_PahariEiJ_G0007633,Mir337,ortholog_one2one,Mir337
ENSMUSG00000065528,MGP_CAROLIEiJ_G0007387,Mir320,ortholog_one2one,MGP_SPRETEiJ_G0007746,Mir320,ortholog_one2one,MGP_PahariEiJ_G0007734,Mir320,ortholog_one2one,Mir320
ENSMUSG00000065540,MGP_CAROLIEiJ_G0007689,Mir126a,ortholog_one2one,MGP_SPRETEiJ_G0008078,Mir126a,ortholog_one2one,MGP_PahariEiJ_G0007309,Mir126a,ortholog_one2one,Mir126a
ENSMUSG00000065541,MGP_CAROLIEiJ_G0008201,Mir24-2,ortholog_one2one,MGP_SPRETEiJ_G0008635,Mir24-2,ortholog_one2one,MGP_PahariEiJ_G0007186,Mir24-2,ortholog_one2one,Mir24-2
ENSMUSG00000065596,MGP_CAROLIEiJ_G0008286,Mir184,ortholog_one2one,MGP_SPRETEiJ_G0008724,Mir184,ortholog_one2one,MGP_PahariEiJ_G0006687,Mir184,ortholog_one2one,Mir184
ENSMUSG00000065600,MGP_CAROLIEiJ_G0007189,,ortholog_one2one,MGP_SPRETEiJ_G0007534,Mir338,ortholog_one2one,MGP_PahariEiJ_G0006905,Mir338,ortholog_one2one,Mir338
ENSMUSG00000065715,MGP_CAROLIEiJ_G0035882,Snord7,ortholog_one2one,MGP_SPRETEiJ_G0036818,Snord7,ortholog_one2one,MGP_PahariEiJ_G0034205,Snord7,ortholog_one2one,Snord7
ENSMUSG00000066148,MGP_CAROLIEiJ_G0026078,Prpf4,ortholog_one2one,MGP_SPRETEiJ_G0027042,Prpf4,ortholog_one2one,MGP_PahariEiJ_G0028413,Prpf4,ortholog_one2one,Prpf4
ENSMUSG00000066149,,,,,,,MGP_PahariEiJ_G0028412,Cdc26,ortholog_one2one,Cdc26
ENSMUSG00000066170,MGP_CAROLIEiJ_G0005190,,ortholog_one2one,MGP_SPRETEiJ_G0005433,,ortholog_one2one,MGP_PahariEiJ_G0005227,,ortholog_one2one,E230001N04Rik
ENSMUSG00000066175,MGP_CAROLIEiJ_G0004075,,ortholog_one2one,MGP_SPRETEiJ_G0004273,,ortholog_one2one,MGP_PahariEiJ_G0002209,,ortholog_one2one,2510046G10Rik
ENSMUSG00000066196,MGP_CAROLIEiJ_G0025947,Spag8,ortholog_one2one,MGP_SPRETEiJ_G0026908,Spag8,ortholog_one2one,MGP_PahariEiJ_G0024092,Spag8,ortholog_one2one,Spag8
ENSMUSG00000066233,MGP_CAROLIEiJ_G0032851,Tmem42,ortholog_one2one,MGP_SPRETEiJ_G0033999,Tmem42,ortholog_one2one,MGP_PahariEiJ_G0015717,Tmem42,ortholog_one2one,Tmem42
ENSMUSG00000066357,MGP_CAROLIEiJ_G0032698,Wdr6,ortholog_one2one,MGP_SPRETEiJ_G0033843,Wdr6,ortholog_one2one,MGP_PahariEiJ_G0015566,Wdr6,ortholog_one2one,Wdr6
ENSMUSG00000066621,MGP_CAROLIEiJ_G0027997,Tecpr1,ortholog_one2one,MGP_SPRETEiJ_G0029000,Tecpr1,ortholog_one2one,MGP_PahariEiJ_G0024568,Tecpr1,ortholog_one2one,Tecpr1
ENSMUSG00000066800,MGP_CAROLIEiJ_G0014713,Rnasel,ortholog_one2one,MGP_SPRETEiJ_G0015520,Rnasel,ortholog_one2one,MGP_PahariEiJ_G0027949,Rnasel,ortholog_one2one,Rnasel
ENSMUSG00000066892,MGP_CAROLIEiJ_G0031842,Fbxl12,ortholog_one2one,MGP_SPRETEiJ_G0032966,Fbxl12,ortholog_one2one,MGP_PahariEiJ_G0014708,Fbxl12,ortholog_one2one,Fbxl12
ENSMUSG00000067288,MGP_CAROLIEiJ_G0021418,Rps28,ortholog_one2one,MGP_SPRETEiJ_G0022330,Rps28,ortholog_one2one,MGP_PahariEiJ_G0020423,Rps28,ortholog_one2one,Rps28
ENSMUSG00000067367,MGP_CAROLIEiJ_G0027177,Lyar,ortholog_one2one,MGP_SPRETEiJ_G0028174,Lyar,ortholog_one2one,MGP_PahariEiJ_G0016961,Lyar,ortholog_one2one,Lyar
ENSMUSG00000067786,MGP_CAROLIEiJ_G0024578,Nnat,ortholog_one2one,MGP_SPRETEiJ_G0025500,Nnat,ortholog_one2one,MGP_PahariEiJ_G0026022,Nnat,ortholog_one2one,Nnat
ENSMUSG00000067847,MGP_CAROLIEiJ_G0024553,Romo1,ortholog_one2one,MGP_SPRETEiJ_G0025475,Romo1,ortholog_one2one,MGP_PahariEiJ_G0025998,Romo1,ortholog_one2one,Romo1
ENSMUSG00000067872,MGP_CAROLIEiJ_G0022519,Ccdc87,ortholog_one2one,MGP_SPRETEiJ_G0023433,Ccdc87,ortholog_one2one,MGP_PahariEiJ_G0014016,Ccdc87,ortholog_one2one,Ccdc87
ENSMUSG00000068328,MGP_CAROLIEiJ_G0028537,Aup1,ortholog_one2one,MGP_SPRETEiJ_G0029543,Aup1,ortholog_one2one,MGP_PahariEiJ_G0022272,Aup1,ortholog_one2one,Aup1
ENSMUSG00000068601,MGP_CAROLIEiJ_G0003844,Gm10244,ortholog_one2one,MGP_SPRETEiJ_G0004029,Gm10244,ortholog_one2one,MGP_PahariEiJ_G0002914,Gm10244,ortholog_one2one,Gm10244
ENSMUSG00000068732,MGP_CAROLIEiJ_G0025534,Tmem167b,ortholog_one2one,MGP_SPRETEiJ_G0026484,Tmem167b,ortholog_one2one,,,,Tmem167b
ENSMUSG00000068735,MGP_CAROLIEiJ_G0023985,,ortholog_one2one,MGP_SPRETEiJ_G0024895,Trp53i11,ortholog_one2one,MGP_PahariEiJ_G0025421,Trp53i11,ortholog_one2one,Trp53i11
ENSMUSG00000068758,MGP_CAROLIEiJ_G0018962,Il3ra,ortholog_one2one,MGP_SPRETEiJ_G0019838,Il3ra,ortholog_one2one,,,,Il3ra
ENSMUSG00000068860,MGP_CAROLIEiJ_G0025336,Gm128,ortholog_one2one,MGP_SPRETEiJ_G0026280,Gm128,ortholog_one2one,MGP_PahariEiJ_G0026780,Gm128,ortholog_one2one,Gm128
ENSMUSG00000068921,MGP_CAROLIEiJ_G0025182,Dap3,ortholog_one2one,MGP_SPRETEiJ_G0026125,Dap3,ortholog_one2one,MGP_PahariEiJ_G0026626,Dap3,ortholog_one2one,Dap3
ENSMUSG00000069020,MGP_CAROLIEiJ_G0023372,Urm1,ortholog_one2one,MGP_SPRETEiJ_G0024289,Urm1,ortholog_one2one,MGP_PahariEiJ_G0024829,Urm1,ortholog_one2one,Urm1
ENSMUSG00000069223,,,,MGP_SPRETEiJ_G0002980,,ortholog_one2one,MGP_PahariEiJ_G0002740,,ortholog_one2one,4930451E10Rik
ENSMUSG00000069227,MGP_CAROLIEiJ_G0018544,Gprin1,ortholog_one2one,MGP_SPRETEiJ_G0019424,Gprin1,ortholog_one2one,MGP_PahariEiJ_G0019609,Gprin1,ortholog_one2one,Gprin1
ENSMUSG00000069554,MGP_CAROLIEiJ_G0005301,I830134H01Rik,ortholog_one2one,MGP_SPRETEiJ_G0005548,,ortholog_one2one,MGP_PahariEiJ_G0004212,,ortholog_one2one,I830134H01Rik
ENSMUSG00000069633,MGP_CAROLIEiJ_G0030768,Pex11g,ortholog_one2one,MGP_SPRETEiJ_G0031876,Pex11g,ortholog_one2one,MGP_PahariEiJ_G0021240,,ortholog_one2one,Pex11g
ENSMUSG00000070084,,,,MGP_SPRETEiJ_G0008604,Mir486,ortholog_one2one,MGP_PahariEiJ_G0007096,Mir486,ortholog_one2one,Mir486
ENSMUSG00000070109,MGP_CAROLIEiJ_G0007125,Mir497b,ortholog_one2one,MGP_SPRETEiJ_G0007467,Mir497b,ortholog_one2one,MGP_PahariEiJ_G0006844,Mir497b,ortholog_one2one,Mir497b
ENSMUSG00000070129,MGP_CAROLIEiJ_G0007253,Mir3071,ortholog_one2one,MGP_SPRETEiJ_G0007598,Mir3071,ortholog_one2one,MGP_PahariEiJ_G0007644,Mir3071,ortholog_one2one,Mir3071
ENSMUSG00000070283,,,,MGP_SPRETEiJ_G0033841,Ndufaf3,ortholog_one2one,MGP_PahariEiJ_G0015564,Ndufaf3,ortholog_one2one,Ndufaf3
ENSMUSG00000070306,MGP_CAROLIEiJ_G0032103,Ccdc153,ortholog_one2one,MGP_SPRETEiJ_G0033240,Ccdc153,ortholog_one2one,MGP_PahariEiJ_G0014972,Ccdc153,ortholog_one2one,Ccdc153
ENSMUSG00000070319,MGP_CAROLIEiJ_G0031851,Eif3g,ortholog_one2one,MGP_SPRETEiJ_G0032975,Eif3g,ortholog_one2one,MGP_PahariEiJ_G0014717,Eif3g,ortholog_one2one,Eif3g
ENSMUSG00000070336,MGP_CAROLIEiJ_G0017069,Fbxo47,ortholog_one2one,MGP_SPRETEiJ_G0017915,Fbxo47,ortholog_one2one,MGP_PahariEiJ_G0018198,Fbxo47,ortholog_one2one,Fbxo47
ENSMUSG00000070426,MGP_CAROLIEiJ_G0030075,Rnf121,ortholog_one2one,MGP_SPRETEiJ_G0031186,Rnf121,ortholog_one2one,MGP_PahariEiJ_G0013296,Rnf121,ortholog_one2one,Rnf121
ENSMUSG00000070576,MGP_CAROLIEiJ_G0027557,Mn1,ortholog_one2one,MGP_SPRETEiJ_G0028555,Mn1,ortholog_one2one,MGP_PahariEiJ_G0024139,Mn1,ortholog_one2one,Mn1
ENSMUSG00000070583,MGP_CAROLIEiJ_G0028207,,ortholog_one2one,MGP_SPRETEiJ_G0027777,Fv1,ortholog_one2one,,,,Fv1
ENSMUSG00000070732,MGP_CAROLIEiJ_G0014415,,ortholog_one2one,MGP_SPRETEiJ_G0015219,Rbm44,ortholog_one2one,MGP_PahariEiJ_G0027651,Rbm44,ortholog_one2one,Rbm44
ENSMUSG00000070997,,,,MGP_SPRETEiJ_G0003675,,ortholog_one2one,MGP_PahariEiJ_G0003141,,ortholog_one2one,1700055D18Rik
ENSMUSG00000071014,MGP_CAROLIEiJ_G0025895,Ndufb6,ortholog_one2one,MGP_SPRETEiJ_G0026843,Ndufb6,ortholog_one2one,MGP_PahariEiJ_G0024018,Ndufb6,ortholog_one2one,Ndufb6
ENSMUSG00000071037,MGP_CAROLIEiJ_G0021931,Camkmt,ortholog_one2one,MGP_SPRETEiJ_G0022847,Camkmt,ortholog_one2one,MGP_PahariEiJ_G0020921,Camkmt,ortholog_one2one,Camkmt
ENSMUSG00000071073,MGP_CAROLIEiJ_G0021664,Lrrc73,ortholog_one2one,MGP_SPRETEiJ_G0022576,Lrrc73,ortholog_one2one,MGP_PahariEiJ_G0020656,Lrrc73,ortholog_one2one,Lrrc73
ENSMUSG00000071103,MGP_CAROLIEiJ_G0031024,Cfap96,ortholog_one2one,MGP_SPRETEiJ_G0032138,Cfap96,ortholog_one2one,MGP_PahariEiJ_G0021492,Cfap96,ortholog_one2one,Cfap96
ENSMUSG00000071180,MGP_CAROLIEiJ_G0018876,Smim15,ortholog_one2one,MGP_SPRETEiJ_G0019755,Smim15,ortholog_one2one,MGP_PahariEiJ_G0015947,Smim15,ortholog_one2one,Smim15
ENSMUSG00000071202,MGP_CAROLIEiJ_G0021249,Ccdc78,ortholog_one2one,MGP_SPRETEiJ_G0022160,Ccdc78,ortholog_one2one,MGP_PahariEiJ_G0023567,Ccdc78,ortholog_one2one,Ccdc78
ENSMUSG00000071252,MGP_CAROLIEiJ_G0018738,2210408I21Rik,ortholog_one2one,MGP_SPRETEiJ_G0019621,2210408I21Rik,ortholog_one2one,MGP_PahariEiJ_G0015817,,ortholog_one2one,2210408I21Rik
ENSMUSG00000071324,MGP_CAROLIEiJ_G0015276,Armc2,ortholog_one2one,MGP_SPRETEiJ_G0016085,Armc2,ortholog_one2one,MGP_PahariEiJ_G0030694,Armc2,ortholog_one2one,Armc2
ENSMUSG00000071342,MGP_CAROLIEiJ_G0017717,Lsmem1,ortholog_one2one,MGP_SPRETEiJ_G0018559,Lsmem1,ortholog_one2one,MGP_PahariEiJ_G0029474,Lsmem1,ortholog_one2one,Lsmem1
ENSMUSG00000071451,MGP_CAROLIEiJ_G0018419,Psmg4,ortholog_one2one,MGP_SPRETEiJ_G0019295,Psmg4,ortholog_one2one,MGP_PahariEiJ_G0019487,Psmg4,ortholog_one2one,Psmg4
ENSMUSG00000071456,MGP_CAROLIEiJ_G0002767,,ortholog_one2one,MGP_SPRETEiJ_G0002917,1110002L01Rik,ortholog_one2one,MGP_PahariEiJ_G0003847,,ortholog_one2one,1110002L01Rik
ENSMUSG00000071540,MGP_CAROLIEiJ_G0019095,3425401B19Rik,ortholog_one2one,MGP_SPRETEiJ_G0019981,3425401B19Rik,ortholog_one2one,MGP_PahariEiJ_G0030113,3425401B19Rik,ortholog_one2one,3425401B19Rik
ENSMUSG00000071653,MGP_CAROLIEiJ_G0022663,,ortholog_one2one,MGP_SPRETEiJ_G0023576,1810009A15Rik,ortholog_one2one,,,,1810009A15Rik
ENSMUSG00000071847,MGP_CAROLIEiJ_G0022340,Apcdd1,ortholog_one2one,MGP_SPRETEiJ_G0023251,Apcdd1,ortholog_one2one,MGP_PahariEiJ_G0019069,Apcdd1,ortholog_one2one,Apcdd1
ENSMUSG00000072589,MGP_CAROLIEiJ_G0002874,Gm10371,ortholog_one2one,MGP_SPRETEiJ_G0003030,Gm10371,ortholog_one2one,MGP_PahariEiJ_G0003903,Gm10371,ortholog_one2one,Gm10371
ENSMUSG00000072592,MGP_CAROLIEiJ_G0005087,,ortholog_one2one,MGP_SPRETEiJ_G0005322,,ortholog_one2one,MGP_PahariEiJ_G0004804,,ortholog_one2one,Gm10373
ENSMUSG00000072660,MGP_CAROLIEiJ_G0003969,,ortholog_one2one,MGP_SPRETEiJ_G0004164,Gm6288,ortholog_one2one,MGP_PahariEiJ_G0003039,,ortholog_one2one,Gm6288
ENSMUSG00000072677,MGP_CAROLIEiJ_G0034606,,ortholog_one2one,MGP_SPRETEiJ_G0035425,,ortholog_one2one,MGP_PahariEiJ_G0032948,,ortholog_one2one,Sox5it
ENSMUSG00000072688,MGP_CAROLIEiJ_G0003748,Gm10399,ortholog_one2one,MGP_SPRETEiJ_G0003930,Gm10399,ortholog_one2one,MGP_PahariEiJ_G0003164,,ortholog_one2one,Gm10399
ENSMUSG00000072769,MGP_CAROLIEiJ_G0006136,Gm10419,ortholog_one2one,MGP_SPRETEiJ_G0006428,Gm10419,ortholog_one2one,MGP_PahariEiJ_G0004575,Gm10419,ortholog_one2one,Gm10419
ENSMUSG00000072809,MGP_CAROLIEiJ_G0002646,,ortholog_one2one,MGP_SPRETEiJ_G0002795,,ortholog_one2one,MGP_PahariEiJ_G0002561,,ortholog_one2one,9330160F10Rik
ENSMUSG00000072900,MGP_CAROLIEiJ_G0007244,Mir540,ortholog_one2one,MGP_SPRETEiJ_G0007589,Mir540,ortholog_one2one,MGP_PahariEiJ_G0007635,Mir540,ortholog_one2one,Mir540
ENSMUSG00000072968,MGP_CAROLIEiJ_G0020097,,ortholog_one2one,MGP_SPRETEiJ_G0021961,Gm17728,ortholog_one2one,MGP_PahariEiJ_G0022416,,ortholog_one2one,Gm17728
ENSMUSG00000073144,MGP_CAROLIEiJ_G0003843,4930599N23Rik,ortholog_one2one,MGP_SPRETEiJ_G0004028,4930599N23Rik,ortholog_one2one,MGP_PahariEiJ_G0002913,4930599N23Rik,ortholog_one2one,4930599N23Rik
ENSMUSG00000073236,MGP_CAROLIEiJ_G0013611,,ortholog_one2one,MGP_SPRETEiJ_G0014370,,ortholog_one2one,MGP_PahariEiJ_G0012415,,ortholog_one2one,2500004C02Rik
ENSMUSG00000073412,MGP_CAROLIEiJ_G0021512,Lst1,ortholog_one2one,MGP_SPRETEiJ_G0022417,Lst1,ortholog_one2one,MGP_PahariEiJ_G0020507,Lst1,ortholog_one2one,Lst1
ENSMUSG00000073414,MGP_CAROLIEiJ_G0021497,Mpig6b,ortholog_one2one,MGP_SPRETEiJ_G0022402,Mpig6b,ortholog_one2one,MGP_PahariEiJ_G0020492,Mpig6b,ortholog_one2one,Mpig6b
ENSMUSG00000073415,MGP_CAROLIEiJ_G0003019,Gm10501,ortholog_one2one,MGP_SPRETEiJ_G0003180,,ortholog_one2one,MGP_PahariEiJ_G0002788,,ortholog_one2one,Gm10501
ENSMUSG00000073437,MGP_CAROLIEiJ_G0013474,,ortholog_one2one,MGP_SPRETEiJ_G0014231,D330041H03Rik,ortholog_one2one,MGP_PahariEiJ_G0012301,,ortholog_one2one,D330041H03Rik
ENSMUSG00000073485,MGP_CAROLIEiJ_G0002459,,ortholog_one2one,MGP_SPRETEiJ_G0002608,,ortholog_one2one,MGP_PahariEiJ_G0003703,,ortholog_one2one,H3f3aos
ENSMUSG00000073652,MGP_CAROLIEiJ_G0002351,Apol7d,ortholog_one2one,MGP_SPRETEiJ_G0002504,Apol7d,ortholog_one2one,MGP_PahariEiJ_G0003603,Apol7d,ortholog_one2one,Apol7d
ENSMUSG00000073679,MGP_CAROLIEiJ_G0003620,Mxra8os,ortholog_one2one,MGP_SPRETEiJ_G0003799,Mxra8os,ortholog_one2one,MGP_PahariEiJ_G0003839,Mxra8os,ortholog_one2one,Mxra8os
ENSMUSG00000073702,MGP_CAROLIEiJ_G0014069,Rpl31,ortholog_one2one,MGP_SPRETEiJ_G0014873,Rpl31,ortholog_one2one,,,,Rpl31
ENSMUSG00000073856,MGP_CAROLIEiJ_G0030372,Iqck,ortholog_one2one,MGP_SPRETEiJ_G0031487,Iqck,ortholog_one2one,MGP_PahariEiJ_G0013583,Iqck,ortholog_one2one,Iqck
ENSMUSG00000074024,MGP_CAROLIEiJ_G0004049,4632427E13Rik,ortholog_one2one,MGP_SPRETEiJ_G0004247,4632427E13Rik,ortholog_one2one,MGP_PahariEiJ_G0002184,,ortholog_one2one,4632427E13Rik
ENSMUSG00000074030,MGP_CAROLIEiJ_G0031715,Exoc8,ortholog_one2one,MGP_SPRETEiJ_G0032833,Exoc8,ortholog_one2one,MGP_PahariEiJ_G0023313,Exoc8,ortholog_one2one,Exoc8
ENSMUSG00000074064,MGP_CAROLIEiJ_G0031616,Mlycd,ortholog_one2one,MGP_SPRETEiJ_G0032734,Mlycd,ortholog_one2one,MGP_PahariEiJ_G0023214,Mlycd,ortholog_one2one,Mlycd
ENSMUSG00000074247,MGP_CAROLIEiJ_G0031186,Dda1,ortholog_one2one,MGP_SPRETEiJ_G0032305,Dda1,ortholog_one2one,MGP_PahariEiJ_G0021651,Dda1,ortholog_one2one,Dda1
ENSMUSG00000074256,MGP_CAROLIEiJ_G0006778,Gm10655,ortholog_one2one,MGP_SPRETEiJ_G0007112,Gm10655,ortholog_one2one,MGP_PahariEiJ_G0004270,Gm10655,ortholog_one2one,Gm10655
ENSMUSG00000074281,MGP_CAROLIEiJ_G0013646,Gm12522,ortholog_one2one,MGP_SPRETEiJ_G0014408,,ortholog_one2one,MGP_PahariEiJ_G0012453,Gm12522,ortholog_one2one,Gm12522
ENSMUSG00000074284,MGP_CAROLIEiJ_G0013858,Gm10658,ortholog_one2one,MGP_SPRETEiJ_G0014622,Gm10658,ortholog_one2one,MGP_PahariEiJ_G0012033,,ortholog_one2one,Gm10658
ENSMUSG00000074346,MGP_CAROLIEiJ_G0003422,Kcnd3os,ortholog_one2one,MGP_SPRETEiJ_G0003588,,ortholog_one2one,MGP_PahariEiJ_G0003505,Kcnd3os,ortholog_one2one,Kcnd3os
ENSMUSG00000074373,MGP_CAROLIEiJ_G0004190,Gm10680,ortholog_one2one,MGP_SPRETEiJ_G0004389,Gm10680,ortholog_one2one,MGP_PahariEiJ_G0002275,Gm10680,ortholog_one2one,Gm10680
ENSMUSG00000074649,MGP_CAROLIEiJ_G0024538,Mmp24os1,ortholog_one2one,MGP_SPRETEiJ_G0025460,Mmp24os1,ortholog_one2one,MGP_PahariEiJ_G0025983,Mmp24os1,ortholog_one2one,Mmp24os1
ENSMUSG00000074682,MGP_CAROLIEiJ_G0024454,Zcchc3,ortholog_one2one,MGP_SPRETEiJ_G0025375,Zcchc3,ortholog_one2one,MGP_PahariEiJ_G0025898,Zcchc3,ortholog_one2one,Zcchc3
ENSMUSG00000075029,MGP_CAROLIEiJ_G0013386,,ortholog_one2one,MGP_SPRETEiJ_G0014143,,ortholog_one2one,MGP_PahariEiJ_G0012202,,ortholog_one2one,4930558J22Rik
ENSMUSG00000075070,MGP_CAROLIEiJ_G0013453,,ortholog_one2one,MGP_SPRETEiJ_G0014210,,ortholog_one2one,MGP_PahariEiJ_G0012075,,ortholog_one2one,4932412D23Rik
ENSMUSG00000075227,MGP_CAROLIEiJ_G0022587,Znhit2,ortholog_one2one,MGP_SPRETEiJ_G0023498,Znhit2,ortholog_one2one,MGP_PahariEiJ_G0014081,Znhit2,ortholog_one2one,Znhit2
ENSMUSG00000075229,MGP_CAROLIEiJ_G0020712,Mix23,ortholog_one2one,MGP_SPRETEiJ_G0021610,Mix23,ortholog_one2one,MGP_PahariEiJ_G0016415,Mix23,ortholog_one2one,Mix23
ENSMUSG00000075277,MGP_CAROLIEiJ_G0005407,Haglr,ortholog_one2one,MGP_SPRETEiJ_G0005657,,ortholog_one2one,MGP_PahariEiJ_G0005479,Haglr,ortholog_one2one,Haglr
ENSMUSG00000075302,MGP_CAROLIEiJ_G0023634,Erich2,ortholog_one2one,MGP_SPRETEiJ_G0024556,Erich2,ortholog_one2one,MGP_PahariEiJ_G0025086,Erich2,ortholog_one2one,Erich2
ENSMUSG00000075330,MGP_CAROLIEiJ_G0020568,A930003A15Rik,ortholog_one2one,MGP_SPRETEiJ_G0021465,A930003A15Rik,ortholog_one2one,MGP_PahariEiJ_G0016272,A930003A15Rik,ortholog_one2one,A930003A15Rik
ENSMUSG00000075419,MGP_CAROLIEiJ_G0023390,Dolk,ortholog_one2one,MGP_SPRETEiJ_G0024307,Dolk,ortholog_one2one,MGP_PahariEiJ_G0024847,Dolk,ortholog_one2one,Dolk
ENSMUSG00000075463,MGP_CAROLIEiJ_G0013422,4930594M22Rik,ortholog_one2one,MGP_SPRETEiJ_G0014180,4930594M22Rik,ortholog_one2one,MGP_PahariEiJ_G0012585,,ortholog_one2one,4930594M22Rik
ENSMUSG00000075467,MGP_CAROLIEiJ_G0023311,Dnlz,ortholog_one2one,MGP_SPRETEiJ_G0024228,Dnlz,ortholog_one2one,MGP_PahariEiJ_G0024768,Dnlz,ortholog_one2one,Dnlz
ENSMUSG00000075470,MGP_CAROLIEiJ_G0020178,Alg10b,ortholog_one2one,MGP_SPRETEiJ_G0021075,Alg10b,ortholog_one2one,MGP_PahariEiJ_G0020183,Alg10b,ortholog_one2one,Alg10b
