Gene stable ID,Turkey gene stable ID,Turkey gene name,Turkey homology type,Duck gene stable ID,Duck gene name,Duck homology type,Golden eagle gene stable ID,Golden eagle gene name,Golden eagle homology type,Japanese quail gene stable ID,Japanese quail gene name,Japanese quail homology type,Collared flycatcher gene stable ID,Collared flycatcher gene name,Collared flycatcher homology type,Gene name
ENSGALG00010017187,ENSMGAG00000013364,ZNF839,ortholog_one2one,ENSAPLG00000013003,ZNF839,ortholog_one2one,ENSACCG00020000654,ZNF839,ortholog_one2one,ENSCJPG00005002762,ZNF839,ortholog_one2one,,,,ZNF839
ENSGALG00010017201,ENSMGAG00000013628,AP5M1,ortholog_one2one,ENSAPLG00000001799,AP5M1,ortholog_one2one,ENSACCG00020009528,AP5M1,ortholog_one2one,ENSCJPG00005006162,AP5M1,ortholog_one2one,ENSFALG00000003651,AP5M1,ortholog_one2one,AP5M1
ENSGALG00010017208,ENSMGAG00000022897,CINP,ortholog_one2one,ENSAPLG00000012968,CINP,ortholog_one2one,ENSACCG00020000602,CINP,ortholog_one2one,ENSCJPG00005002765,,ortholog_one2one,ENSFALG00000002753,CINP,ortholog_one2one,CINP
ENSGALG00010017211,ENSMGAG00000006561,,ortholog_one2one,ENSAPLG00000021421,UBFD1,ortholog_one2one,ENSACCG00020011746,UBFD1,ortholog_one2one,ENSCJPG00005010239,UBFD1,ortholog_one2one,,,,UBFD1
ENSGALG00010017223,ENSMGAG00000003512,,ortholog_one2one,ENSAPLG00000008755,NOC2L,ortholog_one2one,ENSACCG00020012933,NOC2L,ortholog_one2one,ENSCJPG00005011262,NOC2L,ortholog_one2one,ENSFALG00000007392,NOC2L,ortholog_one2one,NOC2L
ENSGALG00010017252,ENSMGAG00000013632,EXOC5,ortholog_one2one,ENSAPLG00000002629,EXOC5,ortholog_one2one,ENSACCG00020009509,EXOC5,ortholog_one2one,ENSCJPG00005006164,EXOC5,ortholog_one2one,ENSFALG00000003680,EXOC5,ortholog_one2one,EXOC5
ENSGALG00010017307,ENSMGAG00000017389,,ortholog_one2one,ENSAPLG00000011977,TMEM186,ortholog_one2one,ENSACCG00020011939,TMEM186,ortholog_one2one,ENSCJPG00005016070,TMEM186,ortholog_one2one,,,,TMEM186
ENSGALG00010017327,ENSMGAG00000010054,CLN6,ortholog_one2one,ENSAPLG00000003181,CLN6,ortholog_one2one,ENSACCG00020000865,CLN6,ortholog_one2one,ENSCJPG00005020996,CLN6,ortholog_one2one,ENSFALG00000023153,CLN6,ortholog_one2one,CLN6
ENSGALG00010017356,ENSMGAG00000006801,,ortholog_one2one,ENSAPLG00000015098,NSMCE1,ortholog_one2one,ENSACCG00020011315,NSMCE1,ortholog_one2one,ENSCJPG00005010250,NSMCE1,ortholog_one2one,ENSFALG00000014067,NSMCE1,ortholog_one2one,NSMCE1
ENSGALG00010017391,ENSMGAG00000010243,CRAMP1,ortholog_one2one,ENSAPLG00000011339,CRAMP1,ortholog_one2one,ENSACCG00020013142,CRAMP1,ortholog_one2one,ENSCJPG00005017886,CRAMP1,ortholog_one2one,ENSFALG00000004993,CRAMP1,ortholog_one2one,CRAMP1
ENSGALG00010017449,ENSMGAG00000007678,TRMT6,ortholog_one2one,ENSAPLG00000007761,TRMT6,ortholog_one2one,ENSACCG00020005372,TRMT6,ortholog_one2one,ENSCJPG00005005974,TRMT6,ortholog_one2one,ENSFALG00000013575,TRMT6,ortholog_one2one,TRMT6
ENSGALG00010017464,ENSMGAG00000013006,,ortholog_one2one,ENSAPLG00000005759,SH3BP2,ortholog_one2one,ENSACCG00020000119,SH3BP2,ortholog_one2one,ENSCJPG00005000067,SH3BP2,ortholog_one2one,ENSFALG00000009826,SH3BP2,ortholog_one2one,SH3BP2
ENSGALG00010017503,ENSMGAG00000022588,,ortholog_one2one,ENSAPLG00000001250,MED9,ortholog_one2one,ENSACCG00020011908,MED9,ortholog_one2one,ENSCJPG00005001452,MED9,ortholog_one2one,,,,MED9
ENSGALG00010017503,ENSMGAG00000022588,,ortholog_one2one,ENSAPLG00000001250,MED9,ortholog_one2one,ENSACCG00020011908,MED9,ortholog_one2one,ENSCJPG00005001452,MED9,ortholog_one2one,,,,MED9
ENSGALG00010017561,ENSMGAG00000013021,,ortholog_one2one,ENSAPLG00000005144,CFAP99,ortholog_one2one,ENSACCG00020000114,CFAP99,ortholog_one2one,ENSCJPG00005000780,CFAP99,ortholog_one2one,ENSFALG00000009853,CFAP99,ortholog_one2one,CFAP99
ENSGALG00010017572,ENSMGAG00000015763,,ortholog_one2one,ENSAPLG00000019351,,ortholog_one2one,ENSACCG00020014397,,ortholog_one2one,ENSCJPG00005006451,,ortholog_one2one,ENSFALG00000028311,,ortholog_one2one,CNP3
ENSGALG00010017581,ENSMGAG00000013031,EFCAB11,ortholog_one2one,ENSAPLG00000009076,EFCAB11,ortholog_one2one,ENSACCG00020003828,EFCAB11,ortholog_one2one,ENSCJPG00005000341,EFCAB11,ortholog_one2one,,,,EFCAB11
ENSGALG00010017589,ENSMGAG00000004638,,ortholog_one2one,ENSAPLG00000007932,ATPAF2,ortholog_one2one,ENSACCG00020011524,ATPAF2,ortholog_one2one,ENSCJPG00005002547,ATPAF2,ortholog_one2one,ENSFALG00000013756,ATPAF2,ortholog_one2one,ATPAF2
ENSGALG00010017592,,,,,,,ENSACCG00020011504,GID4,ortholog_one2one,ENSCJPG00005002551,GID4,ortholog_one2one,ENSFALG00000025057,GID4,ortholog_one2one,GID4
ENSGALG00010017596,ENSMGAG00000013032,TDP1,ortholog_one2one,ENSAPLG00000015575,TDP1,ortholog_one2one,ENSACCG00020003745,TDP1,ortholog_one2one,ENSCJPG00005000352,TDP1,ortholog_one2one,ENSFALG00000012319,TDP1,ortholog_one2one,TDP1
ENSGALG00010017628,ENSMGAG00000013052,NRDE2,ortholog_one2one,ENSAPLG00000015870,NRDE2,ortholog_one2one,ENSACCG00020003673,NRDE2,ortholog_one2one,ENSCJPG00005000369,NRDE2,ortholog_one2one,ENSFALG00000012260,NRDE2,ortholog_one2one,NRDE2
ENSGALG00010017662,ENSMGAG00000012166,,ortholog_one2one,ENSAPLG00000010196,GOLGA4,ortholog_one2one,ENSACCG00020005089,GOLGA4,ortholog_one2one,ENSCJPG00005006522,GOLGA4,ortholog_one2one,ENSFALG00000013077,,ortholog_one2one,GOLGA4
ENSGALG00010017669,,,,,,,,,,ENSCJPG00005010233,,ortholog_one2one,ENSFALG00000003762,,ortholog_one2one,
ENSGALG00010017705,ENSMGAG00000001635,MAK16,ortholog_one2one,ENSAPLG00000028345,MAK16,ortholog_one2one,ENSACCG00020005391,MAK16,ortholog_one2one,ENSCJPG00005015149,MAK16,ortholog_one2one,ENSFALG00000006827,MAK16,ortholog_one2one,MAK16
ENSGALG00010017726,ENSMGAG00000001612,TTI2,ortholog_one2one,ENSAPLG00000002866,TTI2,ortholog_one2one,ENSACCG00020005359,TTI2,ortholog_one2one,ENSCJPG00005015150,TTI2,ortholog_one2one,ENSFALG00000006824,TTI2,ortholog_one2one,TTI2
ENSGALG00010017741,ENSMGAG00000004923,SMCR8,ortholog_one2one,ENSAPLG00000006011,SMCR8,ortholog_one2one,ENSACCG00020014794,SMCR8,ortholog_one2one,ENSCJPG00005003740,SMCR8,ortholog_one2one,ENSFALG00000013709,SMCR8,ortholog_one2one,SMCR8
ENSGALG00010017742,ENSMGAG00000013074,DGLUCY,ortholog_one2one,ENSAPLG00000003796,DGLUCY,ortholog_one2one,ENSACCG00020003503,DGLUCY,ortholog_one2one,ENSCJPG00005000475,DGLUCY,ortholog_one2one,ENSFALG00000012167,DGLUCY,ortholog_one2one,DGLUCY
ENSGALG00010017757,,,,,,,ENSACCG00020004536,SVBP,ortholog_one2one,,,,,,,SVBP
ENSGALG00010017770,ENSMGAG00000013124,,ortholog_one2one,ENSAPLG00000005086,PTCD3,ortholog_one2one,ENSACCG00020000085,PTCD3,ortholog_one2one,ENSCJPG00005006127,PTCD3,ortholog_one2one,ENSFALG00000010089,PTCD3,ortholog_one2one,PTCD3
ENSGALG00010017771,ENSMGAG00000004514,PNO1,ortholog_one2one,ENSAPLG00000029102,PNO1,ortholog_one2one,ENSACCG00020006212,PNO1,ortholog_one2one,ENSCJPG00005011496,PNO1,ortholog_one2one,ENSFALG00000029069,PNO1,ortholog_one2one,PNO1
ENSGALG00010017774,ENSMGAG00000002148,ASH2L,ortholog_one2one,ENSAPLG00000015588,ASH2L,ortholog_one2one,ENSACCG00020007788,ASH2L,ortholog_one2one,ENSCJPG00005015197,ASH2L,ortholog_one2one,,,,ASH2L
ENSGALG00010017780,ENSMGAG00000001600,,ortholog_one2one,ENSAPLG00000020242,TAF9,ortholog_one2one,ENSACCG00020011894,TAF9,ortholog_one2one,ENSCJPG00005003547,TAF9,ortholog_one2one,ENSFALG00000004104,,ortholog_one2one,TAF9
ENSGALG00010017789,,,,ENSAPLG00000005014,IMMT,ortholog_one2one,ENSACCG00020000084,IMMT,ortholog_one2one,ENSCJPG00005006143,IMMT,ortholog_one2one,ENSFALG00000010092,IMMT,ortholog_one2one,IMMT
ENSGALG00010017789,,,,ENSAPLG00000005014,IMMT,ortholog_one2one,ENSACCG00020000084,IMMT,ortholog_one2one,ENSCJPG00005006143,IMMT,ortholog_one2one,ENSFALG00000010092,IMMT,ortholog_one2one,IMMT
ENSGALG00010017807,ENSMGAG00000022253,MRPL35,ortholog_one2one,ENSAPLG00000023473,MRPL35,ortholog_one2one,ENSACCG00020000083,MRPL35,ortholog_one2one,ENSCJPG00005006147,MRPL35,ortholog_one2one,ENSFALG00000025523,MRPL35,ortholog_one2one,MRPL35
ENSGALG00010017815,ENSMGAG00000009693,INTS14,ortholog_one2one,ENSAPLG00000014064,INTS14,ortholog_one2one,ENSACCG00020009917,INTS14,ortholog_one2one,ENSCJPG00005020803,INTS14,ortholog_one2one,ENSFALG00000010068,INTS14,ortholog_one2one,VWA9
ENSGALG00010017849,ENSMGAG00000004427,FBXO48,ortholog_one2one,,,,ENSACCG00020006254,FBXO48,ortholog_one2one,,,,ENSFALG00000028459,,ortholog_one2one,FBXO48
ENSGALG00010017867,ENSMGAG00000004419,,ortholog_one2one,ENSAPLG00000009117,APLF,ortholog_one2one,ENSACCG00020006257,APLF,ortholog_one2one,ENSCJPG00005011484,,ortholog_one2one,ENSFALG00000013652,,ortholog_one2one,APLF
ENSGALG00010017890,ENSMGAG00000002869,,ortholog_one2one,ENSAPLG00000012535,ANAPC1,ortholog_one2one,ENSACCG00020005824,ANAPC1,ortholog_one2one,ENSCJPG00005015837,ANAPC1,ortholog_one2one,ENSFALG00000011500,ANAPC1,ortholog_one2one,ANAPC1
ENSGALG00010017895,ENSMGAG00000013566,MNAT1,ortholog_one2one,ENSAPLG00000008083,MNAT1,ortholog_one2one,ENSACCG00020010133,MNAT1,ortholog_one2one,ENSCJPG00005005463,MNAT1,ortholog_one2one,ENSFALG00000003436,MNAT1,ortholog_one2one,MNAT1
ENSGALG00010017957,,,,ENSAPLG00000015259,,ortholog_one2one,ENSACCG00020009680,THUMPD1,ortholog_one2one,ENSCJPG00005018770,THUMPD1,ortholog_one2one,ENSFALG00000026138,THUMPD1,ortholog_one2one,THUMPD1
ENSGALG00010017962,ENSMGAG00000013791,TXNDC16,ortholog_one2one,ENSAPLG00000014927,TXNDC16,ortholog_one2one,ENSACCG00020004113,TXNDC16,ortholog_one2one,ENSCJPG00005011446,TXNDC16,ortholog_one2one,ENSFALG00000003892,TXNDC16,ortholog_one2one,TXNDC16
ENSGALG00010018014,ENSMGAG00000010396,LYRM1,ortholog_one2one,ENSAPLG00000015998,LYRM1,ortholog_one2one,ENSACCG00020009500,LYRM1,ortholog_one2one,ENSCJPG00005018776,LYRM1,ortholog_one2one,ENSFALG00000028995,LYRM1,ortholog_one2one,LYRM1
ENSGALG00010018020,,,,ENSAPLG00000001863,SNAPC5,ortholog_one2one,ENSACCG00020010201,SNAPC5,ortholog_one2one,ENSCJPG00005020958,SNAPC5,ortholog_one2one,ENSFALG00000025446,SNAPC5,ortholog_one2one,SNAPC5
ENSGALG00010018026,ENSMGAG00000009659,CCDC39,ortholog_one2one,ENSAPLG00000010760,CCDC39,ortholog_one2one,ENSACCG00020000987,CCDC39,ortholog_one2one,ENSCJPG00005014244,CCDC39,ortholog_one2one,ENSFALG00000008311,CCDC39,ortholog_one2one,CCDC39
ENSGALG00010018039,ENSMGAG00000009680,TTC14,ortholog_one2one,ENSAPLG00000010921,TTC14,ortholog_one2one,ENSACCG00020000953,TTC14,ortholog_one2one,ENSCJPG00005014245,TTC14,ortholog_one2one,ENSFALG00000008319,TTC14,ortholog_one2one,TTC14
ENSGALG00010018075,ENSMGAG00000006174,,ortholog_one2one,ENSAPLG00000005785,MLST8,ortholog_one2one,ENSACCG00020013095,MLST8,ortholog_one2one,ENSCJPG00005010217,MLST8,ortholog_one2one,ENSFALG00000003619,MLST8,ortholog_one2one,MLST8
ENSGALG00010018137,ENSMGAG00000009730,NDUFB5,ortholog_one2one,ENSAPLG00000011659,NDUFB5,ortholog_one2one,ENSACCG00020000356,NDUFB5,ortholog_one2one,ENSCJPG00005014248,NDUFB5,ortholog_one2one,ENSFALG00000025849,NDUFB5,ortholog_one2one,NDUFB5
ENSGALG00010018143,ENSMGAG00000020958,MRPL47,ortholog_one2one,ENSAPLG00000011793,MRPL47,ortholog_one2one,ENSACCG00020004710,MRPL47,ortholog_one2one,ENSCJPG00005014249,MRPL47,ortholog_one2one,ENSFALG00000008365,MRPL47,ortholog_one2one,MRPL47
ENSGALG00010018150,ENSMGAG00000009906,AAGAB,ortholog_one2one,ENSAPLG00000007346,AAGAB,ortholog_one2one,ENSACCG00020000560,AAGAB,ortholog_one2one,ENSCJPG00005020971,AAGAB,ortholog_one2one,ENSFALG00000028875,AAGAB,ortholog_one2one,AAGAB
ENSGALG00010018179,ENSMGAG00000013283,PRADC1,ortholog_one2one,ENSAPLG00000021712,PRADC1,ortholog_one2one,ENSACCG00020000032,PRADC1,ortholog_one2one,ENSCJPG00005007832,PRADC1,ortholog_one2one,,,,PRADC1
ENSGALG00010018183,ENSMGAG00000010364,CYP17A1,ortholog_one2one,ENSAPLG00000012297,CYP17A1,ortholog_one2one,ENSACCG00020009021,CYP17A1,ortholog_one2one,ENSCJPG00005019990,CYP17A1,ortholog_one2one,ENSFALG00000008728,CYP17A1,ortholog_one2one,CYP17A1
ENSGALG00010018189,ENSMGAG00000013813,,ortholog_one2one,ENSAPLG00000011593,MIS18BP1,ortholog_one2one,,,,ENSCJPG00005017044,,ortholog_one2one,ENSFALG00000001716,,ortholog_one2one,MIS18BP1
ENSGALG00010018192,ENSMGAG00000009928,IQCH,ortholog_one2one,ENSAPLG00000007592,IQCH,ortholog_one2one,,,,ENSCJPG00005020972,IQCH,ortholog_one2one,ENSFALG00000012896,IQCH,ortholog_one2one,IQCH
ENSGALG00010018199,,,,ENSAPLG00000004416,BORCS7,ortholog_one2one,ENSACCG00020008980,BORCS7,ortholog_one2one,ENSCJPG00005019991,BORCS7,ortholog_one2one,ENSFALG00000027772,BORCS7,ortholog_one2one,BORCS7
ENSGALG00010018312,ENSMGAG00000013823,PRPF39,ortholog_one2one,ENSAPLG00000010785,PRPF39,ortholog_one2one,ENSACCG00020001428,PRPF39,ortholog_one2one,ENSCJPG00005012234,PRPF39,ortholog_one2one,,,,PRPF39
ENSGALG00010018312,ENSMGAG00000013823,PRPF39,ortholog_one2one,ENSAPLG00000010785,PRPF39,ortholog_one2one,ENSACCG00020001428,PRPF39,ortholog_one2one,ENSCJPG00005012234,PRPF39,ortholog_one2one,,,,PRPF39
ENSGALG00010018338,ENSMGAG00000011875,,ortholog_one2one,ENSAPLG00000011790,,ortholog_one2one,ENSACCG00020001763,,ortholog_one2one,ENSCJPG00005014758,,ortholog_one2one,ENSFALG00000005126,,ortholog_one2one,PDCD6IP
ENSGALG00010018403,,,,ENSAPLG00000004763,CCDC78,ortholog_one2one,,,,,,,ENSFALG00000004585,,ortholog_one2one,CCDC78
ENSGALG00010018427,ENSMGAG00000010347,PIGF,ortholog_one2one,ENSAPLG00000007535,PIGF,ortholog_one2one,ENSACCG00020010316,PIGF,ortholog_one2one,ENSCJPG00005010161,PIGF,ortholog_one2one,ENSFALG00000012878,PIGF,ortholog_one2one,PIGF
ENSGALG00010018440,,,,ENSAPLG00000002019,MEA1,ortholog_one2one,ENSACCG00020014518,MEA1,ortholog_one2one,ENSCJPG00005015586,MEA1,ortholog_one2one,,,,MEA1
ENSGALG00010018470,ENSMGAG00000011968,,ortholog_one2one,ENSAPLG00000002873,IQCB1,ortholog_one2one,ENSACCG00020003440,IQCB1,ortholog_one2one,ENSCJPG00005021151,IQCB1,ortholog_one2one,ENSFALG00000013262,IQCB1,ortholog_one2one,IQCB1
ENSGALG00010018496,ENSMGAG00000005411,,ortholog_one2one,ENSAPLG00000011862,GNG13,ortholog_one2one,ENSACCG00020014286,GNG13,ortholog_one2one,ENSCJPG00005005553,GNG13,ortholog_one2one,ENSFALG00000027392,GNG13,ortholog_one2one,GNG13
ENSGALG00010018497,ENSMGAG00000011435,,ortholog_one2one,,,,ENSACCG00020004128,ASTE1,ortholog_one2one,ENSCJPG00005000840,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018497,ENSMGAG00000011435,,ortholog_one2one,,,,ENSACCG00020004128,ASTE1,ortholog_one2one,ENSCJPG00005000840,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018497,ENSMGAG00000011435,,ortholog_one2one,,,,ENSACCG00020004128,ASTE1,ortholog_one2one,ENSCJPG00005000840,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018497,ENSMGAG00000011435,,ortholog_one2one,,,,ENSACCG00020004128,ASTE1,ortholog_one2one,ENSCJPG00005000840,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018501,ENSMGAG00000013653,ATG14,ortholog_one2one,ENSAPLG00000006865,ATG14,ortholog_one2one,ENSACCG00020004376,ATG14,ortholog_one2one,ENSCJPG00005006230,ATG14,ortholog_one2one,ENSFALG00000025780,ATG14,ortholog_one2one,ATG14
ENSGALG00010018505,ENSMGAG00000005413,,ortholog_one2one,,,,ENSACCG00020014260,CHTF18,ortholog_one2one,ENSCJPG00005005558,CHTF18,ortholog_one2one,ENSFALG00000003188,CHTF18,ortholog_one2one,CHTF18
ENSGALG00010018523,,,,ENSAPLG00000013369,TEX11,ortholog_one2one,,,,ENSCJPG00005013313,TEX11,ortholog_one2one,ENSFALG00000011937,TEX11,ortholog_one2one,TEX11
ENSGALG00010018535,,,,ENSAPLG00000028006,FAM174B,ortholog_one2one,ENSACCG00020006321,FAM174B,ortholog_one2one,ENSCJPG00005020408,FAM174B,ortholog_one2one,ENSFALG00000010371,FAM174B,ortholog_one2one,FAM174B
ENSGALG00010018557,,,,,,,ENSACCG00020009236,TBCC,ortholog_one2one,,,,,,,TBCC
ENSGALG00010018568,ENSMGAG00000018462,FAM136A,ortholog_one2one,ENSAPLG00000029702,FAM136A,ortholog_one2one,ENSACCG00020009033,FAM136A,ortholog_one2one,ENSCJPG00005011730,FAM136A,ortholog_one2one,,,,FAM136A
ENSGALG00010018581,ENSMGAG00000010288,SUFU,ortholog_one2one,ENSAPLG00000002654,SUFU,ortholog_one2one,ENSACCG00020009151,SUFU,ortholog_one2one,ENSCJPG00005019984,SUFU,ortholog_one2one,ENSFALG00000008706,SUFU,ortholog_one2one,SUFU
ENSGALG00010018588,ENSMGAG00000006691,,ortholog_one2one,ENSAPLG00000005533,POLR3F,ortholog_one2one,ENSACCG00020015559,POLR3F,ortholog_one2one,ENSCJPG00005004105,POLR3F,ortholog_one2one,ENSFALG00000007623,POLR3F,ortholog_one2one,POLR3F
ENSGALG00010018606,ENSMGAG00000006709,,ortholog_one2one,ENSAPLG00000005843,DZANK1,ortholog_one2one,ENSACCG00020015517,DZANK1,ortholog_one2one,ENSCJPG00005004118,DZANK1,ortholog_one2one,ENSFALG00000007607,DZANK1,ortholog_one2one,DZANK1
ENSGALG00010018633,,,,ENSAPLG00000022684,,ortholog_one2one,ENSACCG00020003880,,ortholog_one2one,ENSCJPG00005012467,,ortholog_one2one,,,,
ENSGALG00010018644,,,,ENSAPLG00000012113,ESF1,ortholog_one2one,ENSACCG00020006518,ESF1,ortholog_one2one,ENSCJPG00005011869,ESF1,ortholog_one2one,ENSFALG00000010914,ESF1,ortholog_one2one,ESF1
ENSGALG00010018644,,,,ENSAPLG00000012113,ESF1,ortholog_one2one,ENSACCG00020006518,ESF1,ortholog_one2one,ENSCJPG00005011869,ESF1,ortholog_one2one,ENSFALG00000010914,ESF1,ortholog_one2one,ESF1
ENSGALG00010018690,,,,ENSAPLG00000004102,C16orf89,ortholog_one2one,,,,,,,,,,C16orf89
ENSGALG00010018694,ENSMGAG00000006748,,ortholog_one2one,ENSAPLG00000016203,MGME1,ortholog_one2one,ENSACCG00020015431,MGME1,ortholog_one2one,ENSCJPG00005004124,MGME1,ortholog_one2one,ENSFALG00000007588,MGME1,ortholog_one2one,MGME1
ENSGALG00010018713,,,,ENSAPLG00000004058,,ortholog_one2one,ENSACCG00020011906,,ortholog_one2one,ENSCJPG00005017444,,ortholog_one2one,ENSFALG00000004659,,ortholog_one2one,
ENSGALG00010018713,,,,ENSAPLG00000004058,,ortholog_one2one,ENSACCG00020011906,,ortholog_one2one,ENSCJPG00005017444,,ortholog_one2one,ENSFALG00000004659,,ortholog_one2one,
ENSGALG00010018727,ENSMGAG00000000911,PARK7,ortholog_one2one,ENSAPLG00000010789,PARK7,ortholog_one2one,ENSACCG00020001940,PARK7,ortholog_one2one,ENSCJPG00005007391,PARK7,ortholog_one2one,ENSFALG00000009899,PARK7,ortholog_one2one,PARK7
ENSGALG00010018736,ENSMGAG00000009890,,ortholog_one2one,,,,ENSACCG00020011923,,ortholog_one2one,ENSCJPG00005017445,,ortholog_one2one,ENSFALG00000004677,,ortholog_one2one,EEF2KMT
ENSGALG00010018767,ENSMGAG00000022832,,ortholog_one2one,ENSAPLG00000028645,NDUFB6,ortholog_one2one,ENSACCG00020011943,NDUFB6,ortholog_one2one,ENSCJPG00005017446,NDUFB6,ortholog_one2one,ENSFALG00000004679,,ortholog_one2one,NDUFB6
ENSGALG00010018770,ENSMGAG00000000939,UTS2,ortholog_one2one,ENSAPLG00000010554,UTS2,ortholog_one2one,ENSACCG00020002033,UTS2,ortholog_one2one,ENSCJPG00005007393,UTS2,ortholog_one2one,ENSFALG00000009886,UTS2,ortholog_one2one,UTS2
ENSGALG00010018780,ENSMGAG00000013676,WDHD1,ortholog_one2one,ENSAPLG00000022237,,ortholog_one2one,ENSACCG00020004320,WDHD1,ortholog_one2one,ENSCJPG00005006242,WDHD1,ortholog_one2one,ENSFALG00000003776,WDHD1,ortholog_one2one,WDHD1
ENSGALG00010018847,ENSMGAG00000013691,CGRRF1,ortholog_one2one,ENSAPLG00000005044,CGRRF1,ortholog_one2one,ENSACCG00020004286,CGRRF1,ortholog_one2one,ENSCJPG00005006258,CGRRF1,ortholog_one2one,ENSFALG00000028815,CGRRF1,ortholog_one2one,CGRRF1
ENSGALG00010018852,ENSMGAG00000005622,,ortholog_one2one,ENSAPLG00000008454,NDUFB10,ortholog_one2one,ENSACCG00020013951,NDUFB10,ortholog_one2one,ENSCJPG00005005611,NDUFB10,ortholog_one2one,ENSFALG00000024379,NDUFB10,ortholog_one2one,NDUFB10
ENSGALG00010018876,ENSMGAG00000022057,GMFB,ortholog_one2one,ENSAPLG00000023672,GMFB,ortholog_one2one,ENSACCG00020004269,GMFB,ortholog_one2one,ENSCJPG00005006265,GMFB,ortholog_one2one,ENSFALG00000024046,GMFB,ortholog_one2one,GMFB
ENSGALG00010018923,ENSMGAG00000004768,VPS54,ortholog_one2one,ENSAPLG00000009734,VPS54,ortholog_one2one,ENSACCG00020005801,VPS54,ortholog_one2one,ENSCJPG00005011596,VPS54,ortholog_one2one,ENSFALG00000013599,VPS54,ortholog_one2one,VPS54
ENSGALG00010018925,ENSMGAG00000009350,LINS1,ortholog_one2one,ENSAPLG00000006710,LINS1,ortholog_one2one,ENSACCG00020008555,,ortholog_one2one,ENSCJPG00005020651,LINS1,ortholog_one2one,ENSFALG00000010281,LINS1,ortholog_one2one,LINS1
ENSGALG00010018948,ENSMGAG00000008083,,ortholog_one2one,ENSAPLG00000003834,POLR3E,ortholog_one2one,ENSACCG00020009232,POLR3E,ortholog_one2one,ENSCJPG00005015637,POLR3E,ortholog_one2one,ENSFALG00000013997,POLR3E,ortholog_one2one,POLR3E
ENSGALG00010018993,ENSMGAG00000017570,,ortholog_one2one,ENSAPLG00000019490,,ortholog_one2one,ENSACCG00020014814,,ortholog_one2one,ENSCJPG00005004198,,ortholog_one2one,,,,
ENSGALG00010018998,ENSMGAG00000013705,RPS29,ortholog_one2one,,,,ENSACCG00020001715,RPS29,ortholog_one2one,ENSCJPG00005006375,RPS29,ortholog_one2one,,,,RPS29
ENSGALG00010018998,ENSMGAG00000013705,RPS29,ortholog_one2one,,,,ENSACCG00020001715,RPS29,ortholog_one2one,ENSCJPG00005006375,RPS29,ortholog_one2one,,,,RPS29
ENSGALG00010019005,ENSMGAG00000008133,,ortholog_one2one,ENSAPLG00000004542,,ortholog_one2one,ENSACCG00020009190,,ortholog_one2one,ENSCJPG00005015660,,ortholog_one2one,ENSFALG00000013995,,ortholog_one2one,
ENSGALG00010019024,ENSMGAG00000020377,CNPY3,ortholog_one2one,ENSAPLG00000017921,CNPY3,ortholog_one2one,ENSACCG00020014796,CNPY3,ortholog_one2one,ENSCJPG00005004201,CNPY3,ortholog_one2one,ENSFALG00000000720,CNPY3,ortholog_one2one,CNPY3
ENSGALG00010019027,,,,ENSAPLG00000029767,,ortholog_one2one,ENSACCG00020006884,,ortholog_one2one,ENSCJPG00005011619,,ortholog_one2one,ENSFALG00000000061,,ortholog_one2one,GNLY
ENSGALG00010019041,ENSMGAG00000008690,,ortholog_one2one,ENSAPLG00000003455,KATNIP,ortholog_one2one,ENSACCG00020012352,KATNIP,ortholog_one2one,ENSCJPG00005016092,KATNIP,ortholog_one2one,ENSFALG00000004048,,ortholog_one2one,KATNIP
ENSGALG00010019043,ENSMGAG00000008143,METTL9,ortholog_one2one,ENSAPLG00000004648,METTL9,ortholog_one2one,ENSACCG00020009139,METTL9,ortholog_one2one,ENSCJPG00005015662,METTL9,ortholog_one2one,ENSFALG00000013993,,ortholog_one2one,METTL9
ENSGALG00010019049,,,,ENSAPLG00000021910,POLD2,ortholog_one2one,ENSACCG00020006852,POLD2,ortholog_one2one,ENSCJPG00005011618,POLD2,ortholog_one2one,ENSFALG00000000062,POLD2,ortholog_one2one,POLD2
ENSGALG00010019062,,,,ENSAPLG00000006347,PUS10,ortholog_one2one,ENSACCG00020004793,PUS10,ortholog_one2one,ENSCJPG00005016289,PUS10,ortholog_one2one,ENSFALG00000011063,PUS10,ortholog_one2one,PUS10
ENSGALG00010019062,,,,ENSAPLG00000006347,PUS10,ortholog_one2one,ENSACCG00020004793,PUS10,ortholog_one2one,ENSCJPG00005016289,PUS10,ortholog_one2one,ENSFALG00000011063,PUS10,ortholog_one2one,PUS10
ENSGALG00010019067,ENSMGAG00000008640,,ortholog_one2one,ENSAPLG00000003641,GTF3C1,ortholog_one2one,ENSACCG00020012809,GTF3C1,ortholog_one2one,ENSCJPG00005016094,GTF3C1,ortholog_one2one,ENSFALG00000004053,GTF3C1,ortholog_one2one,GTF3C1
ENSGALG00010019087,ENSMGAG00000001669,PEX13,ortholog_one2one,ENSAPLG00000006240,PEX13,ortholog_one2one,ENSACCG00020008266,PEX13,ortholog_one2one,ENSCJPG00005016288,PEX13,ortholog_one2one,ENSFALG00000025219,PEX13,ortholog_one2one,PEX13
