Gene stable ID,Sheep gene stable ID,Sheep gene name,Sheep homology type,Gene name
ENSBTAG00000025149,ENSOARG00020010132,RPAIN,ortholog_one2one,RPAIN
ENSBTAG00000025233,ENSOARG00020015344,CBARP,ortholog_one2one,CBARP
ENSBTAG00000025452,ENSOARG00020022551,SF3A2,ortholog_one2one,SF3A2
ENSBTAG00000025540,ENSOARG00020019744,ALKBH7,ortholog_one2one,ALKBH7
ENSBTAG00000025632,ENSOARG00020003490,NOP10,ortholog_one2one,NOP10
ENSBTAG00000025755,ENSOARG00020014957,RNF212B,ortholog_one2one,RNF212B
ENSBTAG00000025817,ENSOARG00020020354,BORCS8,ortholog_one2one,BORCS8
ENSBTAG00000026008,ENSOARG00020004372,METTL5,ortholog_one2one,METTL5
ENSBTAG00000026624,ENSOARG00020039732,ETFRF1,ortholog_one2one,ETFRF1
ENSBTAG00000026684,ENSOARG00020020320,SYNC,ortholog_one2one,SYNC
ENSBTAG00000026716,ENSOARG00020015424,IBTK,ortholog_one2one,IBTK
ENSBTAG00000026825,ENSOARG00020023172,TMEM37,ortholog_one2one,TMEM37
ENSBTAG00000026962,ENSOARG00020008846,XPOT,ortholog_one2one,XPOT
ENSBTAG00000027159,ENSOARG00020020534,ZBTB8OS,ortholog_one2one,ZBTB8OS
ENSBTAG00000027361,ENSOARG00020005455,ROMO1,ortholog_one2one,ROMO1
ENSBTAG00000027562,ENSOARG00020021284,FREY1,ortholog_one2one,FREY1
ENSBTAG00000027642,ENSOARG00020012085,C11orf42,ortholog_one2one,C15H11orf42
ENSBTAG00000027676,ENSOARG00020016566,,ortholog_one2one,IL18BP
ENSBTAG00000027900,ENSOARG00020031011,LRRIQ1,ortholog_one2one,LRRIQ1
ENSBTAG00000029948,ENSOARG00020003666,,ortholog_one2one,
ENSBTAG00000030302,ENSOARG00020000401,EDF1,ortholog_one2one,EDF1
ENSBTAG00000030557,ENSOARG00020014138,LIN52,ortholog_one2one,LIN52
ENSBTAG00000030589,ENSOARG00020022518,TMCO6,ortholog_one2one,TMCO6
ENSBTAG00000030608,ENSOARG00020008915,SWI5,ortholog_one2one,SWI5
ENSBTAG00000030881,ENSOARG00020019111,TMEM260,ortholog_one2one,TMEM260
ENSBTAG00000031018,ENSOARG00020005000,,ortholog_one2one,
ENSBTAG00000031185,ENSOARG00020001459,ATRAID,ortholog_one2one,ATRAID
ENSBTAG00000031433,ENSOARG00020023244,TEX9,ortholog_one2one,TEX9
ENSBTAG00000031473,ENSOARG00020016740,ORC2,ortholog_one2one,ORC2
ENSBTAG00000031544,ENSOARG00020034243,DDIT3,ortholog_one2one,DDIT3
ENSBTAG00000031709,ENSOARG00020002590,PDCD10,ortholog_one2one,PDCD10
ENSBTAG00000031866,ENSOARG00020027789,,ortholog_one2one,
ENSBTAG00000031981,ENSOARG00020016995,LRRC57,ortholog_one2one,LRRC57
ENSBTAG00000031998,ENSOARG00020024633,,ortholog_one2one,CXCL16
ENSBTAG00000032209,ENSOARG00020023392,CXHXorf65,ortholog_one2one,CXHXorf65
ENSBTAG00000032613,ENSOARG00020005722,SCG5,ortholog_one2one,SCG5
ENSBTAG00000033095,ENSOARG00020011861,WDR70,ortholog_one2one,WDR70
ENSBTAG00000033648,ENSOARG00020025864,INTS12,ortholog_one2one,INTS12
ENSBTAG00000033679,ENSOARG00020015556,HLCS,ortholog_one2one,HLCS
ENSBTAG00000035064,ENSOARG00020012531,C7orf57,ortholog_one2one,C7orf57
ENSBTAG00000035175,ENSOARG00020005914,DONSON,ortholog_one2one,DONSON
ENSBTAG00000036282,ENSOARG00020015621,,ortholog_one2one,CCDC59
ENSBTAG00000036355,ENSOARG00020016178,MIR671,ortholog_one2one,bta-mir-671
ENSBTAG00000036414,ENSOARG00020020853,MIR451A,ortholog_one2one,bta-mir-451
ENSBTAG00000038116,ENSOARG00020002845,,ortholog_one2one,
ENSBTAG00000038117,ENSOARG00020020709,ATG10,ortholog_one2one,ATG10
ENSBTAG00000038283,ENSOARG00020008850,,ortholog_one2one,TMEM243
ENSBTAG00000038298,ENSOARG00020025904,CCDC174,ortholog_one2one,CCDC174
ENSBTAG00000038462,ENSOARG00020026796,TMEM182,ortholog_one2one,TMEM182
ENSBTAG00000038620,ENSOARG00020001547,CIR1,ortholog_one2one,CIR1
ENSBTAG00000039705,ENSOARG00020005203,HGH1,ortholog_one2one,HGH1
ENSBTAG00000039709,ENSOARG00020009495,PARPBP,ortholog_one2one,PARPBP
ENSBTAG00000039770,ENSOARG00020000792,CEBPZ,ortholog_one2one,CEBPZ
ENSBTAG00000040199,ENSOARG00020002486,POLR2H,ortholog_one2one,POLR2H
ENSBTAG00000040333,ENSOARG00020006022,QDPR,ortholog_one2one,QDPR
ENSBTAG00000040368,ENSOARG00020008703,AAGAB,ortholog_one2one,AAGAB
ENSBTAG00000042458,ENSOARG00020005812,RNase_MRP,ortholog_one2one,RNase_MRP
ENSBTAG00000043546,ENSOARG00020000032,ND6,ortholog_one2one,ND6
ENSBTAG00000043550,ENSOARG00020000034,CYTB,ortholog_one2one,CYTB
ENSBTAG00000043561,ENSOARG00020000017,COX1,ortholog_one2one,COX1
ENSBTAG00000044029,ENSOARG00020004325,AVEN,ortholog_one2one,AVEN
ENSBTAG00000044035,ENSOARG00020010249,GPRIN1,ortholog_one2one,GPRIN1
ENSBTAG00000044079,ENSOARG00020029949,,ortholog_one2one,UQCC5
ENSBTAG00000044099,ENSOARG00020010024,ZSWIM7,ortholog_one2one,ZSWIM7
ENSBTAG00000044158,ENSOARG00020016954,LDLRAD3,ortholog_one2one,LDLRAD3
ENSBTAG00000044175,ENSOARG00020005638,CENPK,ortholog_one2one,CENPK
ENSBTAG00000044178,ENSOARG00020026009,ZMPSTE24,ortholog_one2one,ZMPSTE24
ENSBTAG00000045510,ENSOARG00020017165,EMC10,ortholog_one2one,EMC10
ENSBTAG00000045664,ENSOARG00020000971,LRRC41,ortholog_one2one,LRRC41
ENSBTAG00000045732,ENSOARG00020019742,CFAP97D1,ortholog_one2one,CFAP97D1
ENSBTAG00000045776,ENSOARG00020016851,C1orf122,ortholog_one2one,C3H1orf122
ENSBTAG00000045808,ENSOARG00020005871,IL17REL,ortholog_one2one,IL17REL
ENSBTAG00000045893,ENSOARG00020007507,TIMM29,ortholog_one2one,TIMM29
ENSBTAG00000045930,ENSOARG00020024509,SYCN,ortholog_one2one,SYCN
ENSBTAG00000045946,ENSOARG00020024813,VMO1,ortholog_one2one,VMO1
ENSBTAG00000046019,ENSOARG00020036938,SDHA,ortholog_one2one,SDHA
ENSBTAG00000046073,ENSOARG00020009392,TMEM240,ortholog_one2one,TMEM240
ENSBTAG00000046192,ENSOARG00020003479,AK6,ortholog_one2one,AK6
ENSBTAG00000046298,ENSOARG00020033545,SYCE3,ortholog_one2one,SYCE3
ENSBTAG00000046406,ENSOARG00020012831,R3HDM4,ortholog_one2one,R3HDM4
ENSBTAG00000046520,ENSOARG00020005326,TCFL5,ortholog_one2one,TCFL5
ENSBTAG00000046671,ENSOARG00020023129,WFS1,ortholog_one2one,WFS1
ENSBTAG00000046919,ENSOARG00020018295,ADPRM,ortholog_one2one,ADPRM
ENSBTAG00000046959,ENSOARG00020039202,CGGBP1,ortholog_one2one,CGGBP1
ENSBTAG00000047004,ENSOARG00020030836,UMAD1,ortholog_one2one,UMAD1
ENSBTAG00000047139,ENSOARG00020013064,C17H12orf49,ortholog_one2one,SPRING1
ENSBTAG00000047217,ENSOARG00020012549,MED16,ortholog_one2one,MED16
ENSBTAG00000047293,ENSOARG00020031186,NRIP1,ortholog_one2one,NRIP1
ENSBTAG00000047299,ENSOARG00020007882,,ortholog_one2one,
ENSBTAG00000047772,ENSOARG00020038303,FBXO48,ortholog_one2one,FBXO48
ENSBTAG00000047780,ENSOARG00020014783,CCDC127,ortholog_one2one,CCDC127
ENSBTAG00000048195,ENSOARG00020002216,PIGX,ortholog_one2one,PIGX
ENSBTAG00000048308,ENSOARG00020023166,ICMT,ortholog_one2one,ICMT
ENSBTAG00000048885,ENSOARG00020005967,C22orf39,ortholog_one2one,
ENSBTAG00000048960,ENSOARG00020033627,MZT1,ortholog_one2one,MZT1
ENSBTAG00000048991,ENSOARG00020005686,REC114,ortholog_one2one,REC114
ENSBTAG00000049217,ENSOARG00020040438,,ortholog_one2one,
ENSBTAG00000049604,ENSOARG00020020603,PPP4R4,ortholog_one2one,PPP4R4
ENSBTAG00000050680,ENSOARG00020007765,,ortholog_one2one,
ENSBTAG00000051049,ENSOARG00020029799,,ortholog_one2one,
ENSBTAG00000051146,ENSOARG00020012099,,ortholog_one2one,
ENSBTAG00000051647,ENSOARG00020016717,,ortholog_one2one,
ENSBTAG00000051978,ENSOARG00020004326,C19orf85,ortholog_one2one,C19orf85
ENSBTAG00000052073,ENSOARG00020008073,SPATA17,ortholog_one2one,SPATA17
ENSBTAG00000052442,ENSOARG00020022596,STPG3,ortholog_one2one,STPG3
ENSBTAG00000052481,ENSOARG00020003495,IRGQ,ortholog_one2one,IRGQ
ENSBTAG00000052512,ENSOARG00020024967,,ortholog_one2one,IL-15L
ENSBTAG00000052669,ENSOARG00020009035,CYS1,ortholog_one2one,CYS1
ENSBTAG00000052702,ENSOARG00020015480,POU2AF3,ortholog_one2one,POU2AF3
ENSBTAG00000052979,ENSOARG00020000462,TMEM69,ortholog_one2one,TMEM69
ENSBTAG00000053303,ENSOARG00020009827,C12orf4,ortholog_one2one,C5H12orf4
ENSBTAG00000053909,ENSOARG00020003617,NAT9,ortholog_one2one,NAT9
ENSBTAG00000054199,ENSOARG00020040414,,ortholog_one2one,COA4
ENSBTAG00000054265,ENSOARG00020022588,GFY,ortholog_one2one,GFY
ENSBTAG00000054619,ENSOARG00020018880,MIR203B,ortholog_one2one,MIR203B
ENSBTAG00000054647,ENSOARG00020021044,,ortholog_one2one,RPE
ENSBTAG00000054868,ENSOARG00020036014,LAGE3,ortholog_one2one,LAGE3
ENSBTAG00000054993,ENSOARG00020001874,SPMIP11,ortholog_one2one,SPMIP11
ENSBTAG00000055034,ENSOARG00020022548,,ortholog_one2one,CFAP90
ENSBTAG00000055226,ENSOARG00020033483,,ortholog_one2one,
ENSBTAG00000055416,ENSOARG00020030325,TMEM52,ortholog_one2one,TMEM52
ENSBTAG00000055796,ENSOARG00020031952,PTRH2,ortholog_one2one,PTRH2
ENSBTAG00000055910,ENSOARG00020035646,TSACC,ortholog_one2one,TSACC
ENSBTAG00000056053,ENSOARG00020012159,,ortholog_one2one,TXNDC17
ENSBTAG00000056715,ENSOARG00020038228,,ortholog_one2one,
ENSBTAG00000056914,ENSOARG00020039949,,ortholog_one2one,
ENSBTAG00000057358,ENSOARG00020037464,,ortholog_one2one,
ENSBTAG00000057611,ENSOARG00020015100,,ortholog_one2one,
ENSBTAG00000057910,ENSOARG00020035017,CCDC73,ortholog_one2one,
ENSBTAG00000058435,ENSOARG00020013169,TMEM115,ortholog_one2one,TMEM115
ENSBTAG00000058577,ENSOARG00020010794,,ortholog_one2one,
ENSBTAG00000059188,ENSOARG00020035350,,ortholog_one2one,
ENSBTAG00000060403,ENSOARG00020011409,,ortholog_one2one,
ENSBTAG00000060486,ENSOARG00020007857,C1orf232,ortholog_one2one,C1orf232
ENSBTAG00000060603,ENSOARG00020001347,LLCFC1,ortholog_one2one,LLCFC1
ENSBTAG00000061125,ENSOARG00020028493,,ortholog_one2one,
ENSBTAG00000061192,ENSOARG00020011722,MEIOSIN,ortholog_one2one,MEIOSIN
ENSBTAG00000062447,ENSOARG00020039299,,ortholog_one2one,
ENSBTAG00000062866,ENSOARG00020039078,,ortholog_one2one,
ENSBTAG00000063664,ENSOARG00020019573,SUPT4H1,ortholog_one2one,SUPT4H1
ENSBTAG00000064774,ENSOARG00020000352,SPRR5,ortholog_one2one,SPRR5
ENSBTAG00000064995,ENSOARG00020034295,,ortholog_one2one,
ENSBTAG00000065006,ENSOARG00020035471,,ortholog_one2one,
ENSBTAG00000065198,ENSOARG00020036706,,ortholog_one2one,
ENSBTAG00000066259,ENSOARG00020023592,NDUFAF8,ortholog_one2one,NDUFAF8
ENSBTAG00000067643,ENSOARG00020037611,TIMM10B,ortholog_one2one,TIMM10B
ENSBTAG00000068202,ENSOARG00020034336,,ortholog_one2one,
ENSBTAG00000068665,ENSOARG00020019006,NDUFB11,ortholog_one2one,NDUFB11
ENSBTAG00000069009,ENSOARG00020015847,PRR29,ortholog_one2one,
ENSBTAG00000069198,ENSOARG00020016173,,ortholog_one2one,
ENSBTAG00000069217,ENSOARG00020040491,,ortholog_one2one,
ENSBTAG00000069369,ENSOARG00020001755,,ortholog_one2one,
ENSBTAG00000069574,ENSOARG00020035207,GAS1,ortholog_one2one,GAS1
ENSBTAG00000069589,ENSOARG00020033621,TUG1,ortholog_one2one,TUG1
ENSBTAG00000069592,ENSOARG00020014994,RNF26,ortholog_one2one,RNF26
ENSBTAG00000069741,ENSOARG00020015511,,ortholog_one2one,
ENSBTAG00000069911,ENSOARG00020037955,,ortholog_one2one,
