Gene stable ID,Domestic yak gene stable ID,Domestic yak gene name,Domestic yak homology type,Goat gene stable ID,Goat gene name,Goat homology type,Sheep gene stable ID,Sheep gene name,Sheep homology type,Yarkand deer gene stable ID,Yarkand deer gene name,Yarkand deer homology type,Gene name
ENSBTAG00000007595,ENSBGRG00000008569,BROX,ortholog_one2one,ENSCHIG00000016719,BROX,ortholog_one2one,ENSOARG00020012719,BROX,ortholog_one2one,ENSCHYG00000006300,BROX,ortholog_one2one,BROX
ENSBTAG00000007609,ENSBGRG00000014195,ITFG2,ortholog_one2one,ENSCHIG00000019386,ITFG2,ortholog_one2one,ENSOARG00020012295,ITFG2,ortholog_one2one,ENSCHYG00000013914,ITFG2,ortholog_one2one,ITFG2
ENSBTAG00000007683,ENSBGRG00000009157,DCAF17,ortholog_one2one,ENSCHIG00000016595,DCAF17,ortholog_one2one,ENSOARG00020002807,DCAF17,ortholog_one2one,ENSCHYG00000022536,,ortholog_one2one,DCAF17
ENSBTAG00000007728,ENSBGRG00000024452,PES1,ortholog_one2one,ENSCHIG00000015760,PES1,ortholog_one2one,ENSOARG00020016150,PES1,ortholog_one2one,ENSCHYG00000002938,PES1,ortholog_one2one,PES1
ENSBTAG00000007756,ENSBGRG00000020367,TFPT,ortholog_one2one,ENSCHIG00000024697,TFPT,ortholog_one2one,ENSOARG00020003506,TFPT,ortholog_one2one,ENSCHYG00000004489,TFPT,ortholog_one2one,TFPT
ENSBTAG00000007757,ENSBGRG00000020087,PRPF31,ortholog_one2one,ENSCHIG00000021020,PRPF31,ortholog_one2one,ENSOARG00020003439,PRPF31,ortholog_one2one,ENSCHYG00000004468,PRPF31,ortholog_one2one,PRPF31
ENSBTAG00000007779,ENSBGRG00000001029,GTF3C3,ortholog_one2one,ENSCHIG00000016485,GTF3C3,ortholog_one2one,ENSOARG00020009036,GTF3C3,ortholog_one2one,ENSCHYG00000016098,GTF3C3,ortholog_one2one,GTF3C3
ENSBTAG00000007913,ENSBGRG00000011403,CWC15,ortholog_one2one,ENSCHIG00000013423,CWC15,ortholog_one2one,ENSOARG00020023834,CWC15,ortholog_one2one,ENSCHYG00000002143,CWC15,ortholog_one2one,CWC15
ENSBTAG00000007994,ENSBGRG00000007695,OSCP1,ortholog_one2one,ENSCHIG00000012198,OSCP1,ortholog_one2one,ENSOARG00020014556,OSCP1,ortholog_one2one,ENSCHYG00000026967,OSCP1,ortholog_one2one,OSCP1
ENSBTAG00000008110,ENSBGRG00000012227,,ortholog_one2one,ENSCHIG00000011326,IFT20,ortholog_one2one,ENSOARG00020024017,IFT20,ortholog_one2one,ENSCHYG00000008994,IFT20,ortholog_one2one,IFT20
ENSBTAG00000008120,ENSBGRG00000011293,TMEM199,ortholog_one2one,ENSCHIG00000020388,TMEM199,ortholog_one2one,ENSOARG00020023918,TMEM199,ortholog_one2one,ENSCHYG00000009845,TMEM199,ortholog_one2one,TMEM199
ENSBTAG00000008133,ENSBGRG00000014007,ALKBH1,ortholog_one2one,ENSCHIG00000017896,ALKBH1,ortholog_one2one,ENSOARG00020004970,ALKBH1,ortholog_one2one,ENSCHYG00000011528,ALKBH1,ortholog_one2one,ALKBH1
ENSBTAG00000008135,ENSBGRG00000014098,SLIRP,ortholog_one2one,,,,,,,,,,SLIRP
ENSBTAG00000008145,ENSBGRG00000008790,SMPD2,ortholog_one2one,ENSCHIG00000022563,SMPD2,ortholog_one2one,ENSOARG00020008673,SMPD2,ortholog_one2one,ENSCHYG00000017327,SMPD2,ortholog_one2one,SMPD2
ENSBTAG00000008220,ENSBGRG00000005639,C11orf71,ortholog_one2one,ENSCHIG00000012470,C11orf71,ortholog_one2one,ENSOARG00020036995,C15H11orf71,ortholog_one2one,ENSCHYG00000002185,C11orf71,ortholog_one2one,C15H11orf71
ENSBTAG00000008369,,,,ENSCHIG00000012114,RBM8A,ortholog_one2one,ENSOARG00020003860,RBM8A,ortholog_one2one,ENSCHYG00000016090,RBM8A,ortholog_one2one,RBM8A
ENSBTAG00000008369,,,,ENSCHIG00000012114,RBM8A,ortholog_one2one,ENSOARG00020003860,RBM8A,ortholog_one2one,ENSCHYG00000016090,RBM8A,ortholog_one2one,RBM8A
ENSBTAG00000008396,ENSBGRG00000019811,MRPL54,ortholog_one2one,ENSCHIG00000026538,MRPL54,ortholog_one2one,ENSOARG00020017174,MRPL54,ortholog_one2one,ENSCHYG00000002977,MRPL54,ortholog_one2one,MRPL54
ENSBTAG00000008417,ENSBGRG00000012078,VPS29,ortholog_one2one,ENSCHIG00000008498,VPS29,ortholog_one2one,ENSOARG00020014977,VPS29,ortholog_one2one,ENSCHYG00000003503,,ortholog_one2one,VPS29
ENSBTAG00000008423,ENSBGRG00000015916,TIMM22,ortholog_one2one,ENSCHIG00000015821,TIMM22,ortholog_one2one,ENSOARG00020012618,TIMM22,ortholog_one2one,ENSCHYG00000008559,TIMM22,ortholog_one2one,TIMM22
ENSBTAG00000008432,ENSBGRG00000010590,NUP98,ortholog_one2one,ENSCHIG00000016387,NUP98,ortholog_one2one,ENSOARG00020012828,NUP98,ortholog_one2one,ENSCHYG00000000272,NUP98,ortholog_one2one,NUP98
ENSBTAG00000008433,ENSBGRG00000011558,PGAP2,ortholog_one2one,ENSCHIG00000027040,PGAP2,ortholog_one2one,ENSOARG00020012266,PGAP2,ortholog_one2one,ENSCHYG00000000203,PGAP2,ortholog_one2one,PGAP2
ENSBTAG00000008457,ENSBGRG00000000435,SLU7,ortholog_one2one,ENSCHIG00000013793,SLU7,ortholog_one2one,ENSOARG00020009922,SLU7,ortholog_one2one,ENSCHYG00000025577,,ortholog_one2one,SLU7
ENSBTAG00000008482,ENSBGRG00000000139,SON,ortholog_one2one,ENSCHIG00000022392,SON,ortholog_one2one,ENSOARG00020006185,SON,ortholog_one2one,ENSCHYG00000021257,SON,ortholog_one2one,SON
ENSBTAG00000008499,ENSBGRG00000001616,TROAP,ortholog_one2one,ENSCHIG00000011079,TROAP,ortholog_one2one,ENSOARG00020000841,TROAP,ortholog_one2one,ENSCHYG00000003840,TROAP,ortholog_one2one,TROAP
ENSBTAG00000008543,ENSBGRG00000026645,,ortholog_one2one,ENSCHIG00000000966,GTF2H5,ortholog_one2one,ENSOARG00020028468,,ortholog_one2one,ENSCHYG00000017957,GTF2H5,ortholog_one2one,GTF2H5
ENSBTAG00000008590,ENSBGRG00000026278,SPAG7,ortholog_one2one,ENSCHIG00000025934,SPAG7,ortholog_one2one,ENSOARG00020025282,SPAG7,ortholog_one2one,ENSCHYG00000013899,SPAG7,ortholog_one2one,SPAG7
ENSBTAG00000008765,ENSBGRG00000012675,PRADC1,ortholog_one2one,ENSCHIG00000009849,PRADC1,ortholog_one2one,ENSOARG00020008311,PRADC1,ortholog_one2one,ENSCHYG00000011521,PRADC1,ortholog_one2one,PRADC1
ENSBTAG00000008801,ENSBGRG00000016030,ATPAF2,ortholog_one2one,ENSCHIG00000026406,ATPAF2,ortholog_one2one,ENSOARG00020026268,ATPAF2,ortholog_one2one,ENSCHYG00000024850,ATPAF2,ortholog_one2one,ATPAF2
ENSBTAG00000008815,ENSBGRG00000011596,WDR89,ortholog_one2one,ENSCHIG00000013306,WDR89,ortholog_one2one,ENSOARG00020012765,WDR89,ortholog_one2one,ENSCHYG00000011295,WDR89,ortholog_one2one,WDR89
ENSBTAG00000008825,ENSBGRG00000005416,POLR3F,ortholog_one2one,ENSCHIG00000014743,POLR3F,ortholog_one2one,ENSOARG00020022881,POLR3F,ortholog_one2one,ENSCHYG00000019333,POLR3F,ortholog_one2one,POLR3F
ENSBTAG00000008826,ENSBGRG00000005523,RBBP9,ortholog_one2one,ENSCHIG00000024182,RBBP9,ortholog_one2one,ENSOARG00020040973,RBBP9,ortholog_one2one,ENSCHYG00000019457,RBBP9,ortholog_one2one,RBBP9
ENSBTAG00000008841,ENSBGRG00000023126,DCAF15,ortholog_one2one,ENSCHIG00000014809,DCAF15,ortholog_one2one,ENSOARG00020001424,DCAF15,ortholog_one2one,ENSCHYG00000007994,DCAF15,ortholog_one2one,DCAF15
ENSBTAG00000008883,ENSBGRG00000018994,ZNF207,ortholog_one2one,ENSCHIG00000013026,ZNF207,ortholog_one2one,ENSOARG00020013074,ZNF207,ortholog_one2one,ENSCHYG00000005793,ZNF207,ortholog_one2one,ZNF207
ENSBTAG00000008906,ENSBGRG00000018290,PCP2,ortholog_one2one,ENSCHIG00000000330,,ortholog_one2one,ENSOARG00020009522,PCP2,ortholog_one2one,ENSCHYG00000007430,PCP2,ortholog_one2one,PCP2
ENSBTAG00000008925,ENSBGRG00000021342,MRE11,ortholog_one2one,ENSCHIG00000021669,MRE11,ortholog_one2one,ENSOARG00020011913,MRE11,ortholog_one2one,ENSCHYG00000000023,MRE11,ortholog_one2one,MRE11
ENSBTAG00000008962,ENSBGRG00000000573,MRPL50,ortholog_one2one,ENSCHIG00000015308,MRPL50,ortholog_one2one,ENSOARG00020002978,MRPL50,ortholog_one2one,ENSCHYG00000012476,MRPL50,ortholog_one2one,MRPL50
ENSBTAG00000008991,ENSBGRG00000008974,EIF4ENIF1,ortholog_one2one,ENSCHIG00000016528,EIF4ENIF1,ortholog_one2one,ENSOARG00020021505,EIF4ENIF1,ortholog_one2one,ENSCHYG00000001918,EIF4ENIF1,ortholog_one2one,EIF4ENIF1
ENSBTAG00000008994,ENSBGRG00000006641,FPGS,ortholog_one2one,ENSCHIG00000008851,FPGS,ortholog_one2one,ENSOARG00020015960,FPGS,ortholog_one2one,ENSCHYG00000018380,FPGS,ortholog_one2one,FPGS
ENSBTAG00000009029,ENSBGRG00000016929,,ortholog_one2one,ENSCHIG00000026867,,ortholog_one2one,ENSOARG00020009908,,ortholog_one2one,ENSCHYG00000014236,,ortholog_one2one,THA1
ENSBTAG00000009036,ENSBGRG00000023259,SUPT6H,ortholog_one2one,ENSCHIG00000025101,SUPT6H,ortholog_one2one,ENSOARG00020021867,SUPT6H,ortholog_one2one,ENSCHYG00000012059,SUPT6H,ortholog_one2one,SUPT6H
ENSBTAG00000009075,ENSBGRG00000017584,RNF207,ortholog_one2one,ENSCHIG00000017554,RNF207,ortholog_one2one,ENSOARG00020023196,RNF207,ortholog_one2one,ENSCHYG00000023102,RNF207,ortholog_one2one,RNF207
ENSBTAG00000009084,ENSBGRG00000000674,ATG3,ortholog_one2one,,,,ENSOARG00020000487,ATG3,ortholog_one2one,ENSCHYG00000021648,ATG3,ortholog_one2one,ATG3
ENSBTAG00000009084,ENSBGRG00000000674,ATG3,ortholog_one2one,,,,ENSOARG00020000487,ATG3,ortholog_one2one,ENSCHYG00000021648,ATG3,ortholog_one2one,ATG3
ENSBTAG00000009109,ENSBGRG00000012722,CASD1,ortholog_one2one,ENSCHIG00000010702,CASD1,ortholog_one2one,ENSOARG00020018433,CASD1,ortholog_one2one,ENSCHYG00000014622,CASD1,ortholog_one2one,CASD1
ENSBTAG00000009154,ENSBGRG00000000223,U2SURP,ortholog_one2one,ENSCHIG00000023892,U2SURP,ortholog_one2one,ENSOARG00020005741,U2SURP,ortholog_one2one,ENSCHYG00000021811,U2SURP,ortholog_one2one,U2SURP
ENSBTAG00000009163,ENSBGRG00000011819,TMEM234,ortholog_one2one,ENSCHIG00000025548,TMEM234,ortholog_one2one,ENSOARG00020021540,TMEM234,ortholog_one2one,ENSCHYG00000013384,TMEM234,ortholog_one2one,TMEM234
ENSBTAG00000009176,ENSBGRG00000021288,ANKRD49,ortholog_one2one,ENSCHIG00000015614,ANKRD49,ortholog_one2one,ENSOARG00020012037,ANKRD49,ortholog_one2one,ENSCHYG00000000041,ANKRD49,ortholog_one2one,ANKRD49
ENSBTAG00000009291,ENSBGRG00000006111,CFAP61,ortholog_one2one,ENSCHIG00000022048,CFAP61,ortholog_one2one,ENSOARG00020003632,CFAP61,ortholog_one2one,ENSCHYG00000020914,CFAP61,ortholog_one2one,CFAP61
ENSBTAG00000009307,ENSBGRG00000023590,RER1,ortholog_one2one,ENSCHIG00000008023,RER1,ortholog_one2one,ENSOARG00020007578,RER1,ortholog_one2one,ENSCHYG00000026890,RER1,ortholog_one2one,RER1
ENSBTAG00000009394,ENSBGRG00000011290,NSMCE2,ortholog_one2one,ENSCHIG00000027170,NSMCE2,ortholog_one2one,ENSOARG00020010360,NSMCE2,ortholog_one2one,ENSCHYG00000026117,NSMCE2,ortholog_one2one,NSMCE2
ENSBTAG00000009415,ENSBGRG00000004055,NUFIP1,ortholog_one2one,ENSCHIG00000006835,NUFIP1,ortholog_one2one,ENSOARG00020006417,NUFIP1,ortholog_one2one,ENSCHYG00000021831,NUFIP1,ortholog_one2one,NUFIP1
ENSBTAG00000009433,ENSBGRG00000023200,BGLAP,ortholog_one2one,ENSCHIG00000025718,BGLAP,ortholog_one2one,ENSOARG00020016735,BGLAP,ortholog_one2one,,,,BGLAP
ENSBTAG00000009436,,,,ENSCHIG00000024223,TMEM79,ortholog_one2one,ENSOARG00020017071,TMEM79,ortholog_one2one,ENSCHYG00000023640,TMEM79,ortholog_one2one,TMEM79
ENSBTAG00000009479,ENSBGRG00000000468,,ortholog_one2one,ENSCHIG00000017488,UQCRQ,ortholog_one2one,ENSOARG00020021124,,ortholog_one2one,ENSCHYG00000012886,UQCRQ,ortholog_one2one,UQCRQ
ENSBTAG00000009509,ENSBGRG00000010730,NDUFA6,ortholog_one2one,ENSCHIG00000013801,NDUFA6,ortholog_one2one,ENSOARG00020000319,NDUFA6,ortholog_one2one,ENSCHYG00000024109,NDUFA6,ortholog_one2one,NDUFA6
ENSBTAG00000009603,ENSBGRG00000002005,,ortholog_one2one,ENSCHIG00000013936,,ortholog_one2one,ENSOARG00020020992,UQCRH,ortholog_one2one,,,,UQCRH
ENSBTAG00000009603,ENSBGRG00000002005,,ortholog_one2one,ENSCHIG00000013936,,ortholog_one2one,ENSOARG00020020992,UQCRH,ortholog_one2one,,,,UQCRH
ENSBTAG00000009636,ENSBGRG00000016496,SLC7A6OS,ortholog_one2one,ENSCHIG00000022662,SLC7A6OS,ortholog_one2one,ENSOARG00020007905,SLC7A6OS,ortholog_one2one,ENSCHYG00000017862,SLC7A6OS,ortholog_one2one,SLC7A6OS
ENSBTAG00000009661,ENSBGRG00000006330,RNASEH2A,ortholog_one2one,ENSCHIG00000014460,RNASEH2A,ortholog_one2one,ENSOARG00020011239,RNASEH2A,ortholog_one2one,ENSCHYG00000019565,RNASEH2A,ortholog_one2one,RNASEH2A
ENSBTAG00000009681,ENSBGRG00000010465,PPP2R3C,ortholog_one2one,ENSCHIG00000015062,PPP2R3C,ortholog_one2one,ENSOARG00020006825,PPP2R3C,ortholog_one2one,ENSCHYG00000006920,PPP2R3C,ortholog_one2one,PPP2R3C
ENSBTAG00000009682,ENSBGRG00000010633,PRORP,ortholog_one2one,ENSCHIG00000026248,PRORP,ortholog_one2one,ENSOARG00020006992,PRORP,ortholog_one2one,ENSCHYG00000007053,PRORP,ortholog_one2one,PRORP
ENSBTAG00000009689,ENSBGRG00000005754,RWDD1,ortholog_one2one,,,,ENSOARG00020004445,,ortholog_one2one,ENSCHYG00000023080,,ortholog_one2one,RWDD1
ENSBTAG00000009689,ENSBGRG00000005754,RWDD1,ortholog_one2one,,,,ENSOARG00020004445,,ortholog_one2one,ENSCHYG00000023080,,ortholog_one2one,RWDD1
ENSBTAG00000009732,ENSBGRG00000001251,NCBP1,ortholog_one2one,ENSCHIG00000020139,NCBP1,ortholog_one2one,ENSOARG00020001711,NCBP1,ortholog_one2one,ENSCHYG00000025222,NCBP1,ortholog_one2one,NCBP1
ENSBTAG00000009743,ENSBGRG00000016804,PDRG1,ortholog_one2one,ENSCHIG00000016687,PDRG1,ortholog_one2one,ENSOARG00020004949,PDRG1,ortholog_one2one,ENSCHYG00000014206,PDRG1,ortholog_one2one,PDRG1
ENSBTAG00000009806,ENSBGRG00000000583,INVS,ortholog_one2one,ENSCHIG00000017220,INVS,ortholog_one2one,ENSOARG00020000789,INVS,ortholog_one2one,ENSCHYG00000026776,INVS,ortholog_one2one,INVS
ENSBTAG00000009811,ENSBGRG00000012661,BOP1,ortholog_one2one,ENSCHIG00000013489,BOP1,ortholog_one2one,ENSOARG00020004984,BOP1,ortholog_one2one,ENSCHYG00000009470,BOP1,ortholog_one2one,BOP1
ENSBTAG00000009916,ENSBGRG00000016244,NTAQ1,ortholog_one2one,ENSCHIG00000006384,NTAQ1,ortholog_one2one,ENSOARG00020015073,NTAQ1,ortholog_one2one,ENSCHYG00000026773,,ortholog_one2one,NTAQ1
ENSBTAG00000009918,ENSBGRG00000013990,GSE1,ortholog_one2one,ENSCHIG00000025163,GSE1,ortholog_one2one,ENSOARG00020008756,GSE1,ortholog_one2one,ENSCHYG00000002083,GSE1,ortholog_one2one,GSE1
ENSBTAG00000009923,ENSBGRG00000011724,CIPC,ortholog_one2one,ENSCHIG00000013551,CIPC,ortholog_one2one,ENSOARG00020032889,CIPC,ortholog_one2one,ENSCHYG00000009112,CIPC,ortholog_one2one,CIPC
ENSBTAG00000010006,ENSBGRG00000005080,EMC2,ortholog_one2one,ENSCHIG00000020722,EMC2,ortholog_one2one,ENSOARG00020014931,EMC2,ortholog_one2one,ENSCHYG00000013204,EMC2,ortholog_one2one,EMC2
ENSBTAG00000010009,ENSBGRG00000003360,TMCO1,ortholog_one2one,ENSCHIG00000026421,TMCO1,ortholog_one2one,ENSOARG00020035771,TMCO1,ortholog_one2one,ENSCHYG00000012575,TMCO1,ortholog_one2one,TMCO1
ENSBTAG00000010027,ENSBGRG00000021129,CHDH,ortholog_one2one,ENSCHIG00000010045,CHDH,ortholog_one2one,ENSOARG00020021849,CHDH,ortholog_one2one,ENSCHYG00000023813,CHDH,ortholog_one2one,CHDH
ENSBTAG00000010036,ENSBGRG00000009942,POLR3D,ortholog_one2one,ENSCHIG00000012279,POLR3D,ortholog_one2one,ENSOARG00020021425,POLR3D,ortholog_one2one,,,,POLR3D
ENSBTAG00000010126,ENSBGRG00000019922,PCIF1,ortholog_one2one,ENSCHIG00000010762,PCIF1,ortholog_one2one,ENSOARG00020016840,PCIF1,ortholog_one2one,ENSCHYG00000020830,PCIF1,ortholog_one2one,PCIF1
ENSBTAG00000010136,ENSBGRG00000003597,CMAS,ortholog_one2one,ENSCHIG00000003246,CMAS,ortholog_one2one,ENSOARG00020006141,CMAS,ortholog_one2one,ENSCHYG00000016199,CMAS,ortholog_one2one,CMAS
ENSBTAG00000010219,ENSBGRG00000014965,KRBA1,ortholog_one2one,,,,ENSOARG00020008817,KRBA1,ortholog_one2one,ENSCHYG00000013836,KRBA1,ortholog_one2one,KRBA1
ENSBTAG00000010235,ENSBGRG00000019605,NOP9,ortholog_one2one,ENSCHIG00000009388,NOP9,ortholog_one2one,ENSOARG00020008363,NOP9,ortholog_one2one,ENSCHYG00000007640,NOP9,ortholog_one2one,NOP9
ENSBTAG00000010275,ENSBGRG00000011486,WASHC5,ortholog_one2one,ENSCHIG00000012199,WASHC5,ortholog_one2one,ENSOARG00020010489,WASHC5,ortholog_one2one,ENSCHYG00000026155,WASHC5,ortholog_one2one,WASHC5
ENSBTAG00000010286,ENSBGRG00000014342,NPAT,ortholog_one2one,ENSCHIG00000016984,NPAT,ortholog_one2one,ENSOARG00020011163,NPAT,ortholog_one2one,ENSCHYG00000002947,NPAT,ortholog_one2one,NPAT
ENSBTAG00000010403,ENSBGRG00000013456,FAAP24,ortholog_one2one,ENSCHIG00000021119,FAAP24,ortholog_one2one,ENSOARG00020011075,FAAP24,ortholog_one2one,ENSCHYG00000007619,FAAP24,ortholog_one2one,FAAP24
ENSBTAG00000010413,ENSBGRG00000002710,TMEM169,ortholog_one2one,ENSCHIG00000023199,TMEM169,ortholog_one2one,ENSOARG00020030898,TMEM169,ortholog_one2one,ENSCHYG00000003059,TMEM169,ortholog_one2one,TMEM169
ENSBTAG00000010464,ENSBGRG00000016070,MN1,ortholog_one2one,ENSCHIG00000020877,MN1,ortholog_one2one,ENSOARG00020006685,MN1,ortholog_one2one,ENSCHYG00000000120,MN1,ortholog_one2one,MN1
ENSBTAG00000010487,,,,ENSCHIG00000009961,SMIM3,ortholog_one2one,ENSOARG00020032072,SMIM3,ortholog_one2one,ENSCHYG00000006010,SMIM3,ortholog_one2one,SMIM3
ENSBTAG00000010487,,,,ENSCHIG00000009961,SMIM3,ortholog_one2one,ENSOARG00020032072,SMIM3,ortholog_one2one,ENSCHYG00000006010,SMIM3,ortholog_one2one,SMIM3
ENSBTAG00000010503,,,,,,,ENSOARG00020007740,,ortholog_one2one,,,,TIMM9
ENSBTAG00000010513,ENSBGRG00000021162,GPS2,ortholog_one2one,ENSCHIG00000004094,GPS2,ortholog_one2one,ENSOARG00020017230,GPS2,ortholog_one2one,ENSCHYG00000007354,GPS2,ortholog_one2one,GPS2
ENSBTAG00000010593,ENSBGRG00000021740,SRP72,ortholog_one2one,ENSCHIG00000021465,SRP72,ortholog_one2one,ENSOARG00020019666,SRP72,ortholog_one2one,ENSCHYG00000018278,SRP72,ortholog_one2one,SRP72
ENSBTAG00000010599,ENSBGRG00000002982,C2orf76,ortholog_one2one,ENSCHIG00000017290,C2orf76,ortholog_one2one,ENSOARG00020023056,,ortholog_one2one,ENSCHYG00000021650,C2orf76,ortholog_one2one,C2H2orf76
ENSBTAG00000010604,ENSBGRG00000003558,PNO1,ortholog_one2one,ENSCHIG00000012839,PNO1,ortholog_one2one,ENSOARG00020000405,PNO1,ortholog_one2one,ENSCHYG00000009166,PNO1,ortholog_one2one,PNO1
ENSBTAG00000010613,ENSBGRG00000016320,NUP188,ortholog_one2one,ENSCHIG00000017195,NUP188,ortholog_one2one,ENSOARG00020002629,NUP188,ortholog_one2one,ENSCHYG00000012137,NUP188,ortholog_one2one,NUP188
ENSBTAG00000010617,ENSBGRG00000017001,KRTCAP2,ortholog_one2one,ENSCHIG00000018359,KRTCAP2,ortholog_one2one,ENSOARG00020008445,KRTCAP2,ortholog_one2one,ENSCHYG00000006541,KRTCAP2,ortholog_one2one,KRTCAP2
ENSBTAG00000010623,ENSBGRG00000005512,ANKRD53,ortholog_one2one,,,,ENSOARG00020005675,ANKRD53,ortholog_one2one,ENSCHYG00000016414,ANKRD53,ortholog_one2one,ANKRD53
ENSBTAG00000010624,ENSBGRG00000008064,DCTN2,ortholog_one2one,ENSCHIG00000021509,DCTN2,ortholog_one2one,ENSOARG00020001160,DCTN2,ortholog_one2one,ENSCHYG00000001061,DCTN2,ortholog_one2one,DCTN2
ENSBTAG00000010668,ENSBGRG00000024101,,ortholog_one2one,ENSCHIG00000010022,GEMIN7,ortholog_one2one,ENSOARG00020026497,GEMIN7,ortholog_one2one,ENSCHYG00000003032,GEMIN7,ortholog_one2one,GEMIN7
ENSBTAG00000010715,ENSBGRG00000001480,MRPL37,ortholog_one2one,,,,ENSOARG00020018288,MRPL37,ortholog_one2one,ENSCHYG00000020296,MRPL37,ortholog_one2one,MRPL37
ENSBTAG00000010715,ENSBGRG00000001480,MRPL37,ortholog_one2one,,,,ENSOARG00020018288,MRPL37,ortholog_one2one,ENSCHYG00000020296,MRPL37,ortholog_one2one,MRPL37
ENSBTAG00000010729,ENSBGRG00000003495,KRI1,ortholog_one2one,ENSCHIG00000011851,KRI1,ortholog_one2one,ENSOARG00020005100,KRI1,ortholog_one2one,ENSCHYG00000002126,KRI1,ortholog_one2one,KRI1
ENSBTAG00000010734,ENSBGRG00000014423,NOP16,ortholog_one2one,ENSCHIG00000022082,NOP16,ortholog_one2one,ENSOARG00020009469,NOP16,ortholog_one2one,ENSCHYG00000001193,NOP16,ortholog_one2one,NOP16
ENSBTAG00000010774,ENSBGRG00000012356,NUSAP1,ortholog_one2one,ENSCHIG00000007935,NUSAP1,ortholog_one2one,ENSOARG00020010307,NUSAP1,ortholog_one2one,ENSCHYG00000009767,NUSAP1,ortholog_one2one,NUSAP1
ENSBTAG00000010809,ENSBGRG00000015655,HID1,ortholog_one2one,ENSCHIG00000012292,HID1,ortholog_one2one,ENSOARG00020005199,HID1,ortholog_one2one,ENSCHYG00000003028,HID1,ortholog_one2one,HID1
ENSBTAG00000010832,ENSBGRG00000011268,JAGN1,ortholog_one2one,ENSCHIG00000011838,JAGN1,ortholog_one2one,ENSOARG00020025061,JAGN1,ortholog_one2one,,,,JAGN1
ENSBTAG00000010890,ENSBGRG00000004439,PRMT5,ortholog_one2one,ENSCHIG00000016954,PRMT5,ortholog_one2one,ENSOARG00020017830,PRMT5,ortholog_one2one,ENSCHYG00000017109,PRMT5,ortholog_one2one,PRMT5
ENSBTAG00000010939,ENSBGRG00000007185,CXorf58,ortholog_one2one,ENSCHIG00000003756,CXorf58,ortholog_one2one,ENSOARG00020023099,CXorf58,ortholog_one2one,ENSCHYG00000021993,CXorf58,ortholog_one2one,CXHXorf58
ENSBTAG00000010949,ENSBGRG00000011547,PROSER1,ortholog_one2one,ENSCHIG00000018355,PROSER1,ortholog_one2one,ENSOARG00020004351,PROSER1,ortholog_one2one,ENSCHYG00000020171,PROSER1,ortholog_one2one,PROSER1
ENSBTAG00000010951,ENSBGRG00000011766,NHLRC3,ortholog_one2one,ENSCHIG00000022530,NHLRC3,ortholog_one2one,ENSOARG00020004322,NHLRC3,ortholog_one2one,ENSCHYG00000020056,NHLRC3,ortholog_one2one,NHLRC3
ENSBTAG00000010961,ENSBGRG00000005901,LYRM7,ortholog_one2one,ENSCHIG00000012159,LYRM7,ortholog_one2one,ENSOARG00020002487,LYRM7,ortholog_one2one,,,,LYRM7
ENSBTAG00000010961,ENSBGRG00000005901,LYRM7,ortholog_one2one,ENSCHIG00000012159,LYRM7,ortholog_one2one,ENSOARG00020002487,LYRM7,ortholog_one2one,,,,LYRM7
ENSBTAG00000011042,ENSBGRG00000017981,TMEM129,ortholog_one2one,ENSCHIG00000024846,TMEM129,ortholog_one2one,ENSOARG00020023839,TMEM129,ortholog_one2one,ENSCHYG00000026136,TMEM129,ortholog_one2one,TMEM129
ENSBTAG00000011079,ENSBGRG00000016806,,ortholog_one2one,ENSCHIG00000006752,,ortholog_one2one,ENSOARG00020019088,,ortholog_one2one,,,,C18H19orf48
ENSBTAG00000011134,,,,ENSCHIG00000026958,USE1,ortholog_one2one,ENSOARG00020012823,USE1,ortholog_one2one,ENSCHYG00000001161,USE1,ortholog_one2one,USE1
ENSBTAG00000011134,,,,ENSCHIG00000026958,USE1,ortholog_one2one,ENSOARG00020012823,USE1,ortholog_one2one,ENSCHYG00000001161,USE1,ortholog_one2one,USE1
ENSBTAG00000011176,ENSBGRG00000011257,TPRKB,ortholog_one2one,ENSCHIG00000022063,TPRKB,ortholog_one2one,ENSOARG00020009150,TPRKB,ortholog_one2one,,,,TPRKB
ENSBTAG00000011176,ENSBGRG00000011257,TPRKB,ortholog_one2one,ENSCHIG00000022063,TPRKB,ortholog_one2one,ENSOARG00020009150,TPRKB,ortholog_one2one,,,,TPRKB
ENSBTAG00000011176,ENSBGRG00000011257,TPRKB,ortholog_one2one,ENSCHIG00000022063,TPRKB,ortholog_one2one,ENSOARG00020009150,TPRKB,ortholog_one2one,,,,TPRKB
ENSBTAG00000011212,ENSBGRG00000025829,,ortholog_one2one,ENSCHIG00000023163,EIF3K,ortholog_one2one,ENSOARG00020023200,EIF3K,ortholog_one2one,ENSCHYG00000026990,EIF3K,ortholog_one2one,EIF3K
ENSBTAG00000011263,ENSBGRG00000009705,,ortholog_one2one,ENSCHIG00000011324,EIF6,ortholog_one2one,ENSOARG00020003878,EIF6,ortholog_one2one,ENSCHYG00000024220,EIF6,ortholog_one2one,EIF6
ENSBTAG00000011317,ENSBGRG00000009764,,ortholog_one2one,ENSCHIG00000008218,,ortholog_one2one,ENSOARG00020008954,,ortholog_one2one,ENSCHYG00000024089,,ortholog_one2one,GOLGA2
