Gene stable ID,Vervet-AGM gene stable ID,Vervet-AGM gene name,Vervet-AGM homology type,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Gorilla gene stable ID,Gorilla gene name,Gorilla homology type,Chimpanzee gene stable ID,Chimpanzee gene name,Chimpanzee homology type,Sumatran orangutan gene stable ID,Sumatran orangutan gene name,Sumatran orangutan homology type,Gene name
ENSG00000153107,ENSCSAG00000016871,ANAPC1,ortholog_one2one,ENSMFAG00000037630,ANAPC1,ortholog_one2one,ENSGGOG00000041319,,ortholog_one2one,ENSPTRG00000012356,ANAPC1,ortholog_one2one,ENSPPYG00000012161,ANAPC1,ortholog_one2one,ANAPC1
ENSG00000153485,ENSCSAG00000011212,LYSET,ortholog_one2one,,,,ENSGGOG00000008052,TMEM251,ortholog_one2one,ENSPTRG00000006660,LYSET,ortholog_one2one,ENSPPYG00000030627,LYSET,ortholog_one2one,LYSET
ENSG00000153989,ENSCSAG00000016053,NUS1,ortholog_one2one,ENSMFAG00000051605,NUS1,ortholog_one2one,ENSGGOG00000022321,NUS1,ortholog_one2one,,,,ENSPPYG00000025886,NUS1,ortholog_one2one,NUS1
ENSG00000153989,ENSCSAG00000016053,NUS1,ortholog_one2one,ENSMFAG00000051605,NUS1,ortholog_one2one,ENSGGOG00000022321,NUS1,ortholog_one2one,,,,ENSPPYG00000025886,NUS1,ortholog_one2one,NUS1
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154582,ENSCSAG00000013512,ELOC,ortholog_one2one,ENSMFAG00000038428,ELOC,ortholog_one2one,,,,,,,ENSPPYG00000036463,,ortholog_one2one,ELOC
ENSG00000154767,ENSCSAG00000009411,XPC,ortholog_one2one,ENSMFAG00000031847,XPC,ortholog_one2one,ENSGGOG00000009997,XPC,ortholog_one2one,ENSPTRG00000014649,XPC,ortholog_one2one,ENSPPYG00000013401,XPC,ortholog_one2one,XPC
ENSG00000154813,ENSCSAG00000010060,DPH3,ortholog_one2one,ENSMFAG00000043479,DPH3,ortholog_one2one,ENSGGOG00000043523,DPH3,ortholog_one2one,ENSPTRG00000051794,DPH3,ortholog_one2one,ENSPPYG00000014083,DPH3,ortholog_one2one,DPH3
ENSG00000154889,ENSCSAG00000017532,MPPE1,ortholog_one2one,ENSMFAG00000041925,MPPE1,ortholog_one2one,ENSGGOG00000000243,MPPE1,ortholog_one2one,ENSPTRG00000009872,MPPE1,ortholog_one2one,ENSPPYG00000008997,MPPE1,ortholog_one2one,MPPE1
ENSG00000154978,ENSCSAG00000016069,VOPP1,ortholog_one2one,ENSMFAG00000041219,,ortholog_one2one,ENSGGOG00000025249,VOPP1,ortholog_one2one,ENSPTRG00000019198,VOPP1,ortholog_one2one,ENSPPYG00000018284,VOPP1,ortholog_one2one,VOPP1
ENSG00000155229,ENSCSAG00000005862,MMS19,ortholog_one2one,ENSMFAG00000044772,MMS19,ortholog_one2one,ENSGGOG00000003110,MMS19,ortholog_one2one,ENSPTRG00000002810,MMS19,ortholog_one2one,ENSPPYG00000002533,MMS19,ortholog_one2one,MMS19
ENSG00000155438,ENSCSAG00000016704,NIFK,ortholog_one2one,ENSMFAG00000031270,NIFK,ortholog_one2one,ENSGGOG00000023498,NIFK,ortholog_one2one,ENSPTRG00000012419,NIFK,ortholog_one2one,ENSPPYG00000032833,NIFK,ortholog_one2one,NIFK
ENSG00000155714,ENSCSAG00000007148,PDZD9,ortholog_one2one,ENSMFAG00000038132,PDZD9,ortholog_one2one,ENSGGOG00000015392,PDZD9,ortholog_one2one,ENSPTRG00000007872,PDZD9,ortholog_one2one,ENSPPYG00000007175,PDZD9,ortholog_one2one,PDZD9
ENSG00000155761,ENSCSAG00000001708,SPAG17,ortholog_one2one,ENSMFAG00000043409,SPAG17,ortholog_one2one,ENSGGOG00000012975,SPAG17,ortholog_one2one,ENSPTRG00000001170,SPAG17,ortholog_one2one,ENSPPYG00000000969,SPAG17,ortholog_one2one,SPAG17
ENSG00000156381,ENSCSAG00000019585,ANKRD9,ortholog_one2one,,,,ENSGGOG00000037648,,ortholog_one2one,ENSPTRG00000006743,ANKRD9,ortholog_one2one,ENSPPYG00000006160,ANKRD9,ortholog_one2one,ANKRD9
ENSG00000156411,ENSCSAG00000009849,ATP5MJ,ortholog_one2one,ENSMFAG00000045832,,ortholog_one2one,,,,ENSPTRG00000006764,ATP5MJ,ortholog_one2one,ENSPPYG00000041171,,ortholog_one2one,ATP5MJ
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156467,ENSCSAG00000012458,UQCRB,ortholog_one2one,ENSMFAG00000022204,,ortholog_one2one,,,,,,,ENSPPYG00000032746,,ortholog_one2one,UQCRB
ENSG00000156469,ENSCSAG00000012442,MTERF3,ortholog_one2one,ENSMFAG00000042157,MTERF3,ortholog_one2one,ENSGGOG00000011535,MTERF3,ortholog_one2one,ENSPTRG00000020441,MTERF3,ortholog_one2one,ENSPPYG00000018764,MTERF3,ortholog_one2one,MTERF3
ENSG00000157017,ENSCSAG00000010031,GHRL,ortholog_one2one,ENSMFAG00000043669,GHRL,ortholog_one2one,ENSGGOG00000010154,GHRL,ortholog_one2one,ENSPTRG00000014618,GHRL,ortholog_one2one,ENSPPYG00000013659,GHRL,ortholog_one2one,GHRL
ENSG00000157111,ENSCSAG00000015548,TMEM171,ortholog_one2one,ENSMFAG00000032334,TMEM171,ortholog_one2one,ENSGGOG00000004346,TMEM171,ortholog_one2one,ENSPTRG00000016977,TMEM171,ortholog_one2one,ENSPPYG00000015547,TMEM171,ortholog_one2one,TMEM171
ENSG00000157353,ENSCSAG00000004438,FCSK,ortholog_one2one,ENSMFAG00000036078,FCSK,ortholog_one2one,ENSGGOG00000005949,FCSK,ortholog_one2one,ENSPTRG00000008303,FCSK,ortholog_one2one,ENSPPYG00000007541,FCSK,ortholog_one2one,FCSK
ENSG00000157368,ENSCSAG00000004362,IL34,ortholog_one2one,ENSMFAG00000004902,IL34,ortholog_one2one,ENSGGOG00000013065,IL34,ortholog_one2one,ENSPTRG00000008309,IL34,ortholog_one2one,ENSPPYG00000039296,IL34,ortholog_one2one,IL34
ENSG00000157653,ENSCSAG00000012492,C9orf43,ortholog_one2one,ENSMFAG00000032550,C9orf43,ortholog_one2one,ENSGGOG00000005375,C9orf43,ortholog_one2one,ENSPTRG00000021281,C9H9orf43,ortholog_one2one,ENSPPYG00000019523,C9orf43,ortholog_one2one,C9orf43
ENSG00000157778,ENSCSAG00000017580,PSMG3,ortholog_one2one,ENSMFAG00000043635,PSMG3,ortholog_one2one,ENSGGOG00000013965,PSMG3,ortholog_one2one,ENSPTRG00000051986,PSMG3,ortholog_one2one,ENSPPYG00000033293,PSMG3,ortholog_one2one,PSMG3
ENSG00000157870,ENSCSAG00000000717,PRXL2B,ortholog_one2one,ENSMFAG00000065681,,ortholog_one2one,ENSGGOG00000010282,PRXL2B,ortholog_one2one,ENSPTRG00000000054,PRXL2B,ortholog_one2one,ENSPPYG00000001974,PRXL2B,ortholog_one2one,PRXL2B
ENSG00000158411,ENSCSAG00000017222,MITD1,ortholog_one2one,ENSMFAG00000000680,MITD1,ortholog_one2one,ENSGGOG00000024270,MITD1,ortholog_one2one,ENSPTRG00000012274,MITD1,ortholog_one2one,,,,MITD1
ENSG00000158411,ENSCSAG00000017222,MITD1,ortholog_one2one,ENSMFAG00000000680,MITD1,ortholog_one2one,ENSGGOG00000024270,MITD1,ortholog_one2one,ENSPTRG00000012274,MITD1,ortholog_one2one,,,,MITD1
ENSG00000158435,ENSCSAG00000017167,CNOT11,ortholog_one2one,ENSMFAG00000044449,CNOT11,ortholog_one2one,ENSGGOG00000005070,CNOT11,ortholog_one2one,ENSPTRG00000012290,CNOT11,ortholog_one2one,ENSPPYG00000012103,CNOT11,ortholog_one2one,CNOT11
ENSG00000158636,ENSCSAG00000003885,EMSY,ortholog_one2one,ENSMFAG00000041695,EMSY,ortholog_one2one,ENSGGOG00000012926,EMSY,ortholog_one2one,ENSPTRG00000004093,EMSY,ortholog_one2one,ENSPPYG00000003699,EMSY,ortholog_one2one,EMSY
ENSG00000159111,ENSCSAG00000002576,MRPL10,ortholog_one2one,,,,ENSGGOG00000015353,MRPL10,ortholog_one2one,ENSPTRG00000009337,MRPL10,ortholog_one2one,ENSPPYG00000008881,MRPL10,ortholog_one2one,MRPL10
ENSG00000159182,,,,ENSMFAG00000039547,PRAC1,ortholog_one2one,ENSGGOG00000027105,PRAC1,ortholog_one2one,ENSPTRG00000009359,PRAC1,ortholog_one2one,ENSPPYG00000008903,PRAC1,ortholog_one2one,PRAC1
ENSG00000159210,ENSCSAG00000002494,SNF8,ortholog_one2one,ENSMFAG00000000584,SNF8,ortholog_one2one,ENSGGOG00000025290,SNF8,ortholog_one2one,ENSPTRG00000051067,SNF8,ortholog_one2one,ENSPPYG00000008911,,ortholog_one2one,SNF8
ENSG00000159374,ENSCSAG00000015778,M1AP,ortholog_one2one,ENSMFAG00000033744,M1AP,ortholog_one2one,ENSGGOG00000013975,M1AP,ortholog_one2one,ENSPTRG00000012101,M1AP,ortholog_one2one,ENSPPYG00000012263,M1AP,ortholog_one2one,M1AP
ENSG00000159596,ENSCSAG00000001222,TMEM69,ortholog_one2one,,,,ENSGGOG00000025165,TMEM69,ortholog_one2one,ENSPTRG00000000681,TMEM69,ortholog_one2one,ENSPPYG00000034708,TMEM69,ortholog_one2one,TMEM69
ENSG00000159596,ENSCSAG00000001222,TMEM69,ortholog_one2one,,,,ENSGGOG00000025165,TMEM69,ortholog_one2one,ENSPTRG00000000681,TMEM69,ortholog_one2one,ENSPPYG00000034708,TMEM69,ortholog_one2one,TMEM69
ENSG00000159761,ENSCSAG00000003943,C16orf86,ortholog_one2one,ENSMFAG00000044426,C16orf86,ortholog_one2one,ENSGGOG00000003897,C16orf86,ortholog_one2one,ENSPTRG00000031170,C16H16orf86,ortholog_one2one,ENSPPYG00000032624,C16orf86,ortholog_one2one,C16orf86
ENSG00000159884,ENSCSAG00000010389,CCDC107,ortholog_one2one,ENSMFAG00000039469,CCDC107,ortholog_one2one,ENSGGOG00000038271,CCDC107,ortholog_one2one,ENSPTRG00000020914,CCDC107,ortholog_one2one,ENSPPYG00000019092,CCDC107,ortholog_one2one,CCDC107
ENSG00000160124,ENSCSAG00000007385,MIX23,ortholog_one2one,ENSMFAG00000028753,MIX23,ortholog_one2one,ENSGGOG00000039844,,ortholog_one2one,,,,ENSPPYG00000013486,MIX23,ortholog_one2one,MIX23
ENSG00000160124,ENSCSAG00000007385,MIX23,ortholog_one2one,ENSMFAG00000028753,MIX23,ortholog_one2one,ENSGGOG00000039844,,ortholog_one2one,,,,ENSPPYG00000013486,MIX23,ortholog_one2one,MIX23
ENSG00000160131,ENSCSAG00000007089,VMA21,ortholog_one2one,ENSMFAG00000002244,,ortholog_one2one,ENSGGOG00000015481,VMA21,ortholog_one2one,,,,ENSPPYG00000020820,VMA21,ortholog_one2one,VMA21
ENSG00000160131,ENSCSAG00000007089,VMA21,ortholog_one2one,ENSMFAG00000002244,,ortholog_one2one,ENSGGOG00000015481,VMA21,ortholog_one2one,,,,ENSPPYG00000020820,VMA21,ortholog_one2one,VMA21
ENSG00000160193,ENSCSAG00000008058,WDR4,ortholog_one2one,ENSMFAG00000045992,WDR4,ortholog_one2one,ENSGGOG00000016652,WDR4,ortholog_one2one,ENSPTRG00000013948,WDR4,ortholog_one2one,ENSPPYG00000011458,WDR4,ortholog_one2one,WDR4
ENSG00000160194,ENSCSAG00000008049,NDUFV3,ortholog_one2one,ENSMFAG00000044552,NDUFV3,ortholog_one2one,ENSGGOG00000014547,NDUFV3,ortholog_one2one,ENSPTRG00000047245,NDUFV3,ortholog_one2one,ENSPPYG00000011459,NDUFV3,ortholog_one2one,NDUFV3
ENSG00000160285,ENSCSAG00000007209,LSS,ortholog_one2one,ENSMFAG00000034060,LSS,ortholog_one2one,ENSGGOG00000015701,LSS,ortholog_one2one,ENSPTRG00000014017,LSS,ortholog_one2one,ENSPPYG00000011530,LSS,ortholog_one2one,LSS
ENSG00000160298,ENSCSAG00000007179,C21orf58,ortholog_one2one,ENSMFAG00000041495,C21orf58,ortholog_one2one,ENSGGOG00000041767,C21orf58,ortholog_one2one,,,,ENSPPYG00000011536,C21orf58,ortholog_one2one,C21orf58
ENSG00000160298,ENSCSAG00000007179,C21orf58,ortholog_one2one,ENSMFAG00000041495,C21orf58,ortholog_one2one,ENSGGOG00000041767,C21orf58,ortholog_one2one,,,,ENSPPYG00000011536,C21orf58,ortholog_one2one,C21orf58
ENSG00000160325,ENSCSAG00000015402,CACFD1,ortholog_one2one,ENSMFAG00000038988,,ortholog_one2one,ENSGGOG00000012563,,ortholog_one2one,ENSPTRG00000024267,CACFD1,ortholog_one2one,ENSPPYG00000019737,CACFD1,ortholog_one2one,CACFD1
ENSG00000160472,ENSCSAG00000001739,TMEM190,ortholog_one2one,ENSMFAG00000031628,TMEM190,ortholog_one2one,ENSGGOG00000009405,TMEM190,ortholog_one2one,ENSPTRG00000011504,TMEM190,ortholog_one2one,ENSPPYG00000037286,TMEM190,ortholog_one2one,TMEM190
ENSG00000160813,ENSCSAG00000017896,PPP1R35,ortholog_one2one,ENSMFAG00000040018,PPP1R35,ortholog_one2one,ENSGGOG00000005377,PPP1R35,ortholog_one2one,,,,ENSPPYG00000017412,PPP1R35,ortholog_one2one,PPP1R35
ENSG00000160813,ENSCSAG00000017896,PPP1R35,ortholog_one2one,ENSMFAG00000040018,PPP1R35,ortholog_one2one,ENSGGOG00000005377,PPP1R35,ortholog_one2one,,,,ENSPPYG00000017412,PPP1R35,ortholog_one2one,PPP1R35
ENSG00000160993,ENSCSAG00000018083,ALKBH4,ortholog_one2one,ENSMFAG00000001499,ALKBH4,ortholog_one2one,ENSGGOG00000000694,ALKBH4,ortholog_one2one,,,,ENSPPYG00000038900,ALKBH4,ortholog_one2one,ALKBH4
ENSG00000160993,ENSCSAG00000018083,ALKBH4,ortholog_one2one,ENSMFAG00000001499,ALKBH4,ortholog_one2one,ENSGGOG00000000694,ALKBH4,ortholog_one2one,,,,ENSPPYG00000038900,ALKBH4,ortholog_one2one,ALKBH4
ENSG00000161328,ENSCSAG00000011029,LRRC56,ortholog_one2one,ENSMFAG00000035420,LRRC56,ortholog_one2one,ENSGGOG00000015445,LRRC56,ortholog_one2one,ENSPTRG00000003120,LRRC56,ortholog_one2one,ENSPPYG00000002869,LRRC56,ortholog_one2one,LRRC56
ENSG00000161395,ENSCSAG00000002714,PGAP3,ortholog_one2one,ENSMFAG00000045434,PGAP3,ortholog_one2one,ENSGGOG00000001119,PGAP3,ortholog_one2one,ENSPTRG00000009099,PGAP3,ortholog_one2one,ENSPPYG00000008480,PGAP3,ortholog_one2one,PGAP3
ENSG00000161653,ENSCSAG00000003482,NAGS,ortholog_one2one,ENSMFAG00000033737,NAGS,ortholog_one2one,ENSGGOG00000008324,NAGS,ortholog_one2one,ENSPTRG00000009259,NAGS,ortholog_one2one,ENSPPYG00000008346,NAGS,ortholog_one2one,NAGS
ENSG00000161671,ENSCSAG00000002154,EMC10,ortholog_one2one,ENSMFAG00000000496,EMC10,ortholog_one2one,ENSGGOG00000014755,,ortholog_one2one,ENSPTRG00000011343,EMC10,ortholog_one2one,ENSPPYG00000010285,EMC10,ortholog_one2one,EMC10
ENSG00000161800,ENSCSAG00000006020,RACGAP1,ortholog_one2one,ENSMFAG00000022656,RACGAP1,ortholog_one2one,ENSGGOG00000002573,RACGAP1,ortholog_one2one,ENSPTRG00000004921,RACGAP1,ortholog_one2one,ENSPPYG00000004503,RACGAP1,ortholog_one2one,RACGAP1
ENSG00000161920,ENSCSAG00000013082,MED11,ortholog_one2one,ENSMFAG00000044987,MED11,ortholog_one2one,ENSGGOG00000005473,MED11,ortholog_one2one,ENSPTRG00000008602,MED11,ortholog_one2one,ENSPPYG00000007839,,ortholog_one2one,MED11
ENSG00000161921,ENSCSAG00000013087,CXCL16,ortholog_one2one,ENSMFAG00000031064,CXCL16,ortholog_one2one,ENSGGOG00000005476,CXCL16,ortholog_one2one,ENSPTRG00000008603,CXCL16,ortholog_one2one,ENSPPYG00000037975,CXCL16,ortholog_one2one,CXCL16
ENSG00000161981,ENSCSAG00000013178,,ortholog_one2one,,,,,,,ENSPTRG00000007526,SNRNP25,ortholog_one2one,ENSPPYG00000006894,SNRNP25,ortholog_one2one,SNRNP25
ENSG00000161981,ENSCSAG00000013178,,ortholog_one2one,,,,,,,ENSPTRG00000007526,SNRNP25,ortholog_one2one,ENSPPYG00000006894,SNRNP25,ortholog_one2one,SNRNP25
ENSG00000162004,ENSCSAG00000012231,CCDC78,ortholog_one2one,ENSMFAG00000039493,CCDC78,ortholog_one2one,ENSGGOG00000013922,CCDC78,ortholog_one2one,ENSPTRG00000044934,CCDC78,ortholog_one2one,ENSPPYG00000006928,CCDC78,ortholog_one2one,CCDC78
ENSG00000162062,ENSCSAG00000010559,TEDC2,ortholog_one2one,ENSMFAG00000034669,TEDC2,ortholog_one2one,ENSGGOG00000011900,TEDC2,ortholog_one2one,ENSPTRG00000007650,TEDC2,ortholog_one2one,ENSPPYG00000006999,TEDC2,ortholog_one2one,TEDC2
ENSG00000162078,,,,,,,ENSGGOG00000007667,ZG16B,ortholog_one2one,ENSPTRG00000047203,ZG16B,ortholog_one2one,ENSPPYG00000007016,,ortholog_one2one,ZG16B
ENSG00000162300,ENSCSAG00000007608,ZFPL1,ortholog_one2one,ENSMFAG00000052237,,ortholog_one2one,ENSGGOG00000002697,ZFPL1,ortholog_one2one,ENSPTRG00000003861,ZFPL1,ortholog_one2one,ENSPPYG00000003082,ZFPL1,ortholog_one2one,ZFPL1
ENSG00000162384,ENSCSAG00000001288,CZIB,ortholog_one2one,ENSMFAG00000034166,,ortholog_one2one,ENSGGOG00000004027,CZIB,ortholog_one2one,ENSPTRG00000000752,CZIB,ortholog_one2one,ENSPPYG00000001336,CZIB,ortholog_one2one,CZIB
ENSG00000162639,ENSCSAG00000001530,HENMT1,ortholog_one2one,ENSMFAG00000002745,HENMT1,ortholog_one2one,ENSGGOG00000004437,HENMT1,ortholog_one2one,ENSPTRG00000001031,HENMT1,ortholog_one2one,ENSPPYG00000001093,HENMT1,ortholog_one2one,HENMT1
ENSG00000162814,ENSCSAG00000015709,SPATA17,ortholog_one2one,ENSMFAG00000030832,SPATA17,ortholog_one2one,ENSGGOG00000009448,SPATA17,ortholog_one2one,ENSPTRG00000001988,SPATA17,ortholog_one2one,ENSPPYG00000000215,SPATA17,ortholog_one2one,SPATA17
ENSG00000162819,ENSCSAG00000015994,BROX,ortholog_one2one,ENSMFAG00000000410,BROX,ortholog_one2one,ENSGGOG00000000636,BROX,ortholog_one2one,ENSPTRG00000002012,BROX,ortholog_one2one,ENSPPYG00000000195,BROX,ortholog_one2one,BROX
ENSG00000162852,ENSCSAG00000009127,CNST,ortholog_one2one,ENSMFAG00000000416,CNST,ortholog_one2one,ENSGGOG00000007386,CNST,ortholog_one2one,ENSPTRG00000002189,CNST,ortholog_one2one,ENSPPYG00000000045,CNST,ortholog_one2one,CNST
ENSG00000162869,ENSCSAG00000013613,PPP1R21,ortholog_one2one,ENSMFAG00000032105,PPP1R21,ortholog_one2one,ENSGGOG00000016362,PPP1R21,ortholog_one2one,ENSPTRG00000011910,PPP1R21,ortholog_one2one,ENSPPYG00000012422,PPP1R21,ortholog_one2one,PPP1R21
ENSG00000162972,ENSCSAG00000011334,MAIP1,ortholog_one2one,ENSMFAG00000045074,MAIP1,ortholog_one2one,ENSGGOG00000005661,MAIP1,ortholog_one2one,ENSPTRG00000012784,MAIP1,ortholog_one2one,ENSPPYG00000035692,MAIP1,ortholog_one2one,MAIP1
ENSG00000163257,ENSCSAG00000019695,DCAF16,ortholog_one2one,ENSMFAG00000029339,DCAF16,ortholog_one2one,,,,ENSPTRG00000051571,DCAF16,ortholog_one2one,,,,DCAF16
ENSG00000163319,,,,ENSMFAG00000003991,MRPS18C,ortholog_one2one,ENSGGOG00000008603,MRPS18C,ortholog_one2one,ENSPTRG00000016233,MRPS18C,ortholog_one2one,ENSPPYG00000025867,MRPS18C,ortholog_one2one,MRPS18C
ENSG00000163472,ENSCSAG00000002125,TMEM79,ortholog_one2one,ENSMFAG00000002046,TMEM79,ortholog_one2one,ENSGGOG00000014240,TMEM79,ortholog_one2one,,,,ENSPPYG00000000722,TMEM79,ortholog_one2one,TMEM79
ENSG00000163472,ENSCSAG00000002125,TMEM79,ortholog_one2one,ENSMFAG00000002046,TMEM79,ortholog_one2one,ENSGGOG00000014240,TMEM79,ortholog_one2one,,,,ENSPPYG00000000722,TMEM79,ortholog_one2one,TMEM79
ENSG00000163481,ENSCSAG00000008769,RNF25,ortholog_one2one,ENSMFAG00000000075,RNF25,ortholog_one2one,ENSGGOG00000001901,RNF25,ortholog_one2one,ENSPTRG00000012925,RNF25,ortholog_one2one,ENSPPYG00000013180,RNF25,ortholog_one2one,RNF25
ENSG00000163516,ENSCSAG00000008195,ANKZF1,ortholog_one2one,ENSMFAG00000002912,ANKZF1,ortholog_one2one,ENSGGOG00000039462,,ortholog_one2one,ENSPTRG00000012946,ANKZF1,ortholog_one2one,ENSPPYG00000013200,ANKZF1,ortholog_one2one,ANKZF1
ENSG00000163607,ENSCSAG00000006667,GTPBP8,ortholog_one2one,ENSMFAG00000045745,GTPBP8,ortholog_one2one,ENSGGOG00000009259,GTPBP8,ortholog_one2one,ENSPTRG00000015224,GTPBP8,ortholog_one2one,ENSPPYG00000013543,GTPBP8,ortholog_one2one,GTPBP8
ENSG00000163633,ENSCSAG00000004334,C4orf36,ortholog_one2one,ENSMFAG00000049033,C4orf36,ortholog_one2one,ENSGGOG00000005547,C4orf36,ortholog_one2one,ENSPTRG00000016254,C4H4orf36,ortholog_one2one,ENSPPYG00000014909,C4orf36,ortholog_one2one,C4orf36
ENSG00000163682,,,,ENSMFAG00000052786,,ortholog_one2one,,,,,,,,,,RPL9
ENSG00000163743,ENSCSAG00000004717,RCHY1,ortholog_one2one,ENSMFAG00000036832,RCHY1,ortholog_one2one,ENSGGOG00000022980,RCHY1,ortholog_one2one,ENSPTRG00000016170,RCHY1,ortholog_one2one,ENSPPYG00000014841,RCHY1,ortholog_one2one,RCHY1
ENSG00000163807,ENSCSAG00000016591,KIAA1143,ortholog_one2one,ENSMFAG00000058857,KIAA1143,ortholog_one2one,ENSGGOG00000002580,KIAA1143,ortholog_one2one,ENSPTRG00000014824,KIAA1143,ortholog_one2one,ENSPPYG00000031540,,ortholog_one2one,KIAA1143
ENSG00000163879,ENSCSAG00000001109,DNALI1,ortholog_one2one,ENSMFAG00000038046,DNALI1,ortholog_one2one,ENSGGOG00000007698,DNALI1,ortholog_one2one,ENSPTRG00000000548,DNALI1,ortholog_one2one,ENSPPYG00000001530,DNALI1,ortholog_one2one,DNALI1
ENSG00000163882,ENSCSAG00000013724,POLR2H,ortholog_one2one,ENSMFAG00000038115,POLR2H,ortholog_one2one,ENSGGOG00000002912,POLR2H,ortholog_one2one,ENSPTRG00000047600,POLR2H,ortholog_one2one,ENSPPYG00000014357,POLR2H,ortholog_one2one,POLR2H
ENSG00000163950,ENSCSAG00000015628,SLBP,ortholog_one2one,ENSMFAG00000030130,SLBP,ortholog_one2one,ENSGGOG00000003167,SLBP,ortholog_one2one,ENSPTRG00000015832,SLBP,ortholog_one2one,ENSPPYG00000014529,,ortholog_one2one,SLBP
ENSG00000164051,ENSCSAG00000015828,CCDC51,ortholog_one2one,ENSMFAG00000035841,CCDC51,ortholog_one2one,ENSGGOG00000006256,,ortholog_one2one,ENSPTRG00000014885,CCDC51,ortholog_one2one,ENSPPYG00000013905,,ortholog_one2one,CCDC51
ENSG00000164053,ENSCSAG00000015808,ATRIP,ortholog_one2one,ENSMFAG00000040873,ATRIP,ortholog_one2one,ENSGGOG00000006264,ATRIP,ortholog_one2one,ENSPTRG00000014887,ATRIP,ortholog_one2one,ENSPPYG00000013904,ATRIP,ortholog_one2one,ATRIP
ENSG00000164066,ENSCSAG00000003622,INTU,ortholog_one2one,ENSMFAG00000000529,INTU,ortholog_one2one,ENSGGOG00000002972,INTU,ortholog_one2one,ENSPTRG00000016431,INTU,ortholog_one2one,ENSPPYG00000015054,INTU,ortholog_one2one,INTU
ENSG00000164074,,,,ENSMFAG00000039882,ABHD18,ortholog_one2one,ENSGGOG00000011012,ABHD18,ortholog_one2one,ENSPTRG00000016436,ABHD18,ortholog_one2one,ENSPPYG00000015059,ABHD18,ortholog_one2one,ABHD18
ENSG00000164074,,,,ENSMFAG00000039882,ABHD18,ortholog_one2one,ENSGGOG00000011012,ABHD18,ortholog_one2one,ENSPTRG00000016436,ABHD18,ortholog_one2one,ENSPPYG00000015059,ABHD18,ortholog_one2one,ABHD18
ENSG00000164096,ENSCSAG00000003745,,ortholog_one2one,,,,ENSGGOG00000006489,C4orf3,ortholog_one2one,ENSPTRG00000016398,C4H4orf3,ortholog_one2one,ENSPPYG00000034080,C4H4orf3,ortholog_one2one,C4orf3
ENSG00000164118,ENSCSAG00000003091,CEP44,ortholog_one2one,ENSMFAG00000003438,CEP44,ortholog_one2one,ENSGGOG00000025044,CEP44,ortholog_one2one,ENSPTRG00000016605,CEP44,ortholog_one2one,ENSPPYG00000015211,CEP44,ortholog_one2one,CEP44
