Gene stable ID,American bison gene stable ID,American bison gene name,American bison homology type,Gene name
ENSBTAG00000026684,ENSBBBG00000001926,SYNC,ortholog_one2one,SYNC
ENSBTAG00000026716,ENSBBBG00000011382,IBTK,ortholog_one2one,IBTK
ENSBTAG00000026825,ENSBBBG00000008749,TMEM37,ortholog_one2one,TMEM37
ENSBTAG00000026962,ENSBBBG00000012410,XPOT,ortholog_one2one,XPOT
ENSBTAG00000027159,ENSBBBG00000012349,ZBTB8OS,ortholog_one2one,ZBTB8OS
ENSBTAG00000027361,ENSBBBG00000017038,ROMO1,ortholog_one2one,ROMO1
ENSBTAG00000027562,ENSBBBG00000001443,FREY1,ortholog_one2one,FREY1
ENSBTAG00000027642,ENSBBBG00000006679,,ortholog_one2one,C15H11orf42
ENSBTAG00000027676,ENSBBBG00000012868,IL18BP,ortholog_one2one,IL18BP
ENSBTAG00000027900,ENSBBBG00000004903,LRRIQ1,ortholog_one2one,LRRIQ1
ENSBTAG00000029948,ENSBBBG00000022437,,ortholog_one2one,
ENSBTAG00000030108,ENSBBBG00000014784,,ortholog_one2one,bta-mir-769
ENSBTAG00000030557,ENSBBBG00000003104,LIN52,ortholog_one2one,LIN52
ENSBTAG00000030589,ENSBBBG00000012174,TMCO6,ortholog_one2one,TMCO6
ENSBTAG00000030608,ENSBBBG00000022225,SWI5,ortholog_one2one,SWI5
ENSBTAG00000030881,ENSBBBG00000005126,TMEM260,ortholog_one2one,TMEM260
ENSBTAG00000031018,ENSBBBG00000005133,,ortholog_one2one,
ENSBTAG00000031185,ENSBBBG00000016635,ATRAID,ortholog_one2one,ATRAID
ENSBTAG00000031433,ENSBBBG00000014685,TEX9,ortholog_one2one,TEX9
ENSBTAG00000031473,ENSBBBG00000007976,ORC2,ortholog_one2one,ORC2
ENSBTAG00000031544,ENSBBBG00000006839,DDIT3,ortholog_one2one,DDIT3
ENSBTAG00000031709,ENSBBBG00000010063,PDCD10,ortholog_one2one,PDCD10
ENSBTAG00000031793,ENSBBBG00000002258,NUDT2,ortholog_one2one,NUDT2
ENSBTAG00000031981,ENSBBBG00000013449,LRRC57,ortholog_one2one,LRRC57
ENSBTAG00000031998,ENSBBBG00000014175,,ortholog_one2one,CXCL16
ENSBTAG00000032209,ENSBBBG00000017066,,ortholog_one2one,CXHXorf65
ENSBTAG00000032292,ENSBBBG00000017776,CCDC159,ortholog_one2one,CCDC159
ENSBTAG00000032613,ENSBBBG00000012171,SCG5,ortholog_one2one,SCG5
ENSBTAG00000033095,ENSBBBG00000024014,WDR70,ortholog_one2one,WDR70
ENSBTAG00000033648,ENSBBBG00000023775,INTS12,ortholog_one2one,INTS12
ENSBTAG00000033679,ENSBBBG00000004221,HLCS,ortholog_one2one,HLCS
ENSBTAG00000035175,ENSBBBG00000017889,DONSON,ortholog_one2one,DONSON
ENSBTAG00000036282,ENSBBBG00000019197,CCDC59,ortholog_one2one,CCDC59
ENSBTAG00000036414,ENSBBBG00000019207,MIR451A,ortholog_one2one,bta-mir-451
ENSBTAG00000038116,ENSBBBG00000019799,,ortholog_one2one,
ENSBTAG00000038117,ENSBBBG00000001167,ATG10,ortholog_one2one,ATG10
ENSBTAG00000038283,ENSBBBG00000012514,TMEM243,ortholog_one2one,TMEM243
ENSBTAG00000038298,ENSBBBG00000002003,CCDC174,ortholog_one2one,CCDC174
ENSBTAG00000038462,ENSBBBG00000021321,TMEM182,ortholog_one2one,TMEM182
ENSBTAG00000038620,ENSBBBG00000016992,CIR1,ortholog_one2one,CIR1
ENSBTAG00000038691,ENSBBBG00000015125,DPH7,ortholog_one2one,DPH7
ENSBTAG00000039138,ENSBBBG00000015131,MRPL41,ortholog_one2one,MRPL41
ENSBTAG00000039709,ENSBBBG00000003942,PARPBP,ortholog_one2one,PARPBP
ENSBTAG00000039770,ENSBBBG00000011632,CEBPZ,ortholog_one2one,CEBPZ
ENSBTAG00000040199,ENSBBBG00000014568,POLR2H,ortholog_one2one,POLR2H
ENSBTAG00000040333,ENSBBBG00000003397,QDPR,ortholog_one2one,QDPR
ENSBTAG00000040368,ENSBBBG00000009422,AAGAB,ortholog_one2one,AAGAB
ENSBTAG00000043546,ENSBBBG00000000034,MT-ND6,ortholog_one2one,ND6
ENSBTAG00000043550,ENSBBBG00000000036,MT-CYB,ortholog_one2one,CYTB
ENSBTAG00000043561,ENSBBBG00000000017,MT-CO1,ortholog_one2one,COX1
ENSBTAG00000044029,ENSBBBG00000002531,,ortholog_one2one,AVEN
ENSBTAG00000044035,ENSBBBG00000010416,GPRIN1,ortholog_one2one,GPRIN1
ENSBTAG00000044099,ENSBBBG00000014469,ZSWIM7,ortholog_one2one,ZSWIM7
ENSBTAG00000044158,ENSBBBG00000011618,LDLRAD3,ortholog_one2one,LDLRAD3
ENSBTAG00000044175,ENSBBBG00000013900,CENPK,ortholog_one2one,CENPK
ENSBTAG00000044178,ENSBBBG00000008896,ZMPSTE24,ortholog_one2one,ZMPSTE24
ENSBTAG00000044622,ENSBBBG00000019663,,ortholog_one2one,bta-mir-2295
ENSBTAG00000044633,ENSBBBG00000021814,,ortholog_one2one,bta-mir-2469
ENSBTAG00000044930,ENSBBBG00000004030,,ortholog_one2one,bta-mir-2289
ENSBTAG00000045286,ENSBBBG00000023785,,ortholog_one2one,
ENSBTAG00000045309,ENSBBBG00000012850,,ortholog_one2one,bta-mir-2443
ENSBTAG00000045510,ENSBBBG00000009644,EMC10,ortholog_one2one,EMC10
ENSBTAG00000045664,ENSBBBG00000015647,LRRC41,ortholog_one2one,LRRC41
ENSBTAG00000045732,ENSBBBG00000004383,CFAP97D1,ortholog_one2one,CFAP97D1
ENSBTAG00000045805,ENSBBBG00000020839,,ortholog_one2one,
ENSBTAG00000045808,ENSBBBG00000023314,,ortholog_one2one,IL17REL
ENSBTAG00000045930,ENSBBBG00000018949,SYCN,ortholog_one2one,SYCN
ENSBTAG00000045946,ENSBBBG00000003160,,ortholog_one2one,VMO1
ENSBTAG00000046019,ENSBBBG00000021310,SDHA,ortholog_one2one,SDHA
ENSBTAG00000046073,ENSBBBG00000016932,TMEM240,ortholog_one2one,TMEM240
ENSBTAG00000046192,ENSBBBG00000013254,AK6,ortholog_one2one,AK6
ENSBTAG00000046298,ENSBBBG00000022781,SYCE3,ortholog_one2one,SYCE3
ENSBTAG00000046388,ENSBBBG00000014534,,ortholog_one2one,bta-mir-2897
ENSBTAG00000046406,ENSBBBG00000017639,R3HDM4,ortholog_one2one,R3HDM4
ENSBTAG00000046520,ENSBBBG00000008003,,ortholog_one2one,TCFL5
ENSBTAG00000046609,ENSBBBG00000015764,,ortholog_one2one,DPPA3
ENSBTAG00000046671,ENSBBBG00000004354,WFS1,ortholog_one2one,WFS1
ENSBTAG00000046919,ENSBBBG00000007028,ADPRM,ortholog_one2one,ADPRM
ENSBTAG00000046959,ENSBBBG00000008915,CGGBP1,ortholog_one2one,CGGBP1
ENSBTAG00000046990,ENSBBBG00000025455,GON7,ortholog_one2one,GON7
ENSBTAG00000047004,ENSBBBG00000019686,UMAD1,ortholog_one2one,UMAD1
ENSBTAG00000047139,ENSBBBG00000014144,SPRING1,ortholog_one2one,SPRING1
ENSBTAG00000047217,ENSBBBG00000017601,MED16,ortholog_one2one,MED16
ENSBTAG00000047293,ENSBBBG00000019374,NRIP1,ortholog_one2one,NRIP1
ENSBTAG00000047299,ENSBBBG00000004130,,ortholog_one2one,
ENSBTAG00000047772,ENSBBBG00000016515,FBXO48,ortholog_one2one,FBXO48
ENSBTAG00000047780,ENSBBBG00000021189,CCDC127,ortholog_one2one,CCDC127
ENSBTAG00000048195,ENSBBBG00000010727,PIGX,ortholog_one2one,PIGX
ENSBTAG00000048280,ENSBBBG00000016141,UQCC6,ortholog_one2one,UQCC6
ENSBTAG00000048308,ENSBBBG00000005131,ICMT,ortholog_one2one,ICMT
ENSBTAG00000048960,ENSBBBG00000009012,MZT1,ortholog_one2one,MZT1
ENSBTAG00000048991,ENSBBBG00000020918,REC114,ortholog_one2one,REC114
ENSBTAG00000049050,ENSBBBG00000001046,,ortholog_one2one,bta-mir-11978
ENSBTAG00000049217,ENSBBBG00000012240,,ortholog_one2one,
ENSBTAG00000049580,ENSBBBG00000023461,,ortholog_one2one,bta-mir-12002a
ENSBTAG00000049604,ENSBBBG00000006367,PPP4R4,ortholog_one2one,PPP4R4
ENSBTAG00000049713,ENSBBBG00000008856,,ortholog_one2one,
ENSBTAG00000051423,ENSBBBG00000006361,,ortholog_one2one,bta-mir-6123
ENSBTAG00000051642,ENSBBBG00000023570,,ortholog_one2one,bta-mir-12064
ENSBTAG00000051647,ENSBBBG00000005253,,ortholog_one2one,
ENSBTAG00000051978,ENSBBBG00000017950,C19orf85,ortholog_one2one,C19orf85
ENSBTAG00000052073,ENSBBBG00000004546,SPATA17,ortholog_one2one,SPATA17
ENSBTAG00000052181,ENSBBBG00000020868,,ortholog_one2one,
ENSBTAG00000052192,ENSBBBG00000016308,,ortholog_one2one,SPATA33
ENSBTAG00000052442,ENSBBBG00000023834,STPG3,ortholog_one2one,STPG3
ENSBTAG00000052481,ENSBBBG00000007613,IRGQ,ortholog_one2one,IRGQ
ENSBTAG00000052512,ENSBBBG00000004665,,ortholog_one2one,IL-15L
ENSBTAG00000052702,ENSBBBG00000023988,POU2AF3,ortholog_one2one,POU2AF3
ENSBTAG00000052979,ENSBBBG00000015914,TMEM69,ortholog_one2one,TMEM69
ENSBTAG00000053020,ENSBBBG00000003419,,ortholog_one2one,
ENSBTAG00000053160,ENSBBBG00000011267,,ortholog_one2one,
ENSBTAG00000053263,ENSBBBG00000015725,,ortholog_one2one,bta-mir-6517
ENSBTAG00000053303,ENSBBBG00000012199,C12orf4,ortholog_one2one,C5H12orf4
ENSBTAG00000053618,ENSBBBG00000012042,,ortholog_one2one,
ENSBTAG00000053652,ENSBBBG00000012327,,ortholog_one2one,bta-mir-6518
ENSBTAG00000053909,ENSBBBG00000022639,NAT9,ortholog_one2one,NAT9
ENSBTAG00000054199,ENSBBBG00000011333,COA4,ortholog_one2one,COA4
ENSBTAG00000054265,ENSBBBG00000010311,GFY,ortholog_one2one,GFY
ENSBTAG00000054472,ENSBBBG00000015248,,ortholog_one2one,bta-mir-10177
ENSBTAG00000054647,ENSBBBG00000007586,,ortholog_one2one,RPE
ENSBTAG00000054868,ENSBBBG00000023907,LAGE3,ortholog_one2one,LAGE3
ENSBTAG00000054993,ENSBBBG00000024301,SPMIP11,ortholog_one2one,SPMIP11
ENSBTAG00000055034,ENSBBBG00000016415,CFAP90,ortholog_one2one,CFAP90
ENSBTAG00000055114,ENSBBBG00000015254,DLEU7,ortholog_one2one,DLEU7
ENSBTAG00000055226,ENSBBBG00000016017,,ortholog_one2one,
ENSBTAG00000055796,ENSBBBG00000002539,PTRH2,ortholog_one2one,PTRH2
ENSBTAG00000055910,ENSBBBG00000015743,TSACC,ortholog_one2one,TSACC
ENSBTAG00000056053,ENSBBBG00000013508,TXNDC17,ortholog_one2one,TXNDC17
ENSBTAG00000057285,ENSBBBG00000005484,,ortholog_one2one,
ENSBTAG00000057611,ENSBBBG00000002052,,ortholog_one2one,
ENSBTAG00000058435,ENSBBBG00000007606,TMEM115,ortholog_one2one,TMEM115
ENSBTAG00000058577,ENSBBBG00000013698,,ortholog_one2one,
ENSBTAG00000060091,ENSBBBG00000007039,C6orf120,ortholog_one2one,C9H6orf120
ENSBTAG00000060486,ENSBBBG00000014227,C1orf232,ortholog_one2one,C1orf232
ENSBTAG00000061192,ENSBBBG00000001018,MEIOSIN,ortholog_one2one,MEIOSIN
ENSBTAG00000062866,ENSBBBG00000017162,,ortholog_one2one,
ENSBTAG00000063664,ENSBBBG00000011780,SUPT4H1,ortholog_one2one,SUPT4H1
ENSBTAG00000066259,ENSBBBG00000006887,NDUFAF8,ortholog_one2one,NDUFAF8
ENSBTAG00000066268,ENSBBBG00000013488,C17orf100,ortholog_one2one,C19H17orf100
ENSBTAG00000067643,ENSBBBG00000000916,TIMM10B,ortholog_one2one,TIMM10B
ENSBTAG00000069198,ENSBBBG00000024007,,ortholog_one2one,
ENSBTAG00000069369,ENSBBBG00000015952,,ortholog_one2one,
ENSBTAG00000069592,ENSBBBG00000019308,RNF26,ortholog_one2one,RNF26
ENSBTAG00000069741,ENSBBBG00000023052,C14orf119,ortholog_one2one,
ENSBTAG00000069911,ENSBBBG00000021818,,ortholog_one2one,
