ENSEMBL gene ID	E1_ADIP3773	E1_ADIP3842	E1_ADIP3886
ENSBTAG00000010136	27.25923	29.70849	30.61069
ENSBTAG00000010192	2.742575	2.311736	4.677026
ENSBTAG00000010195	23.98097	27.95996	39.50737
ENSBTAG00000010208	15.9617	14.97974	20.12576
ENSBTAG00000010215	0.0	0.075579	0.120331
ENSBTAG00000010219	1.142493	1.006463	1.09812
ENSBTAG00000010227	8.748816	7.543574	8.248163
ENSBTAG00000010234	57.77692	59.26053	65.9399
ENSBTAG00000010235	5.229896	6.513964	7.058498
ENSBTAG00000010236	2.727811	9.412631	6.23277
ENSBTAG00000010242	268.2173	459.1229	440.442
ENSBTAG00000010246	2.629072	1.553348	2.726557
ENSBTAG00000010275	8.79054	8.129035	10.48325
ENSBTAG00000010276	1.579719	0.708163	0.487535
ENSBTAG00000010279	4.849697	11.38797	8.967698
ENSBTAG00000010286	2.707043	2.655336	2.847932
ENSBTAG00000010324	12.8693	14.76318	14.04802
ENSBTAG00000010334	1.049409	2.764592	3.190475
ENSBTAG00000010337	6.122439	7.346239	7.264061
ENSBTAG00000010338	0.201989	0.47201	0.336441
ENSBTAG00000010347	73.5488	85.41116	104.4313
ENSBTAG00000010353	1.1164	1.270079	1.098323
ENSBTAG00000010360	20.51687	11.90477	21.07708
ENSBTAG00000010366	9.145535	6.29284	7.482485
ENSBTAG00000010376	23.39352	24.34042	25.3053
ENSBTAG00000010378	49.31354	44.61509	46.77983
ENSBTAG00000010381	3.572936	5.892433	6.188942
ENSBTAG00000010403	5.884268	7.140044	7.019266
ENSBTAG00000010413	0.265947	0.430846	0.301121
ENSBTAG00000010423	9.912324	4.287204	8.696026
ENSBTAG00000010439	14.08319	28.27953	25.62561
ENSBTAG00000010464	3.659151	5.96624	6.171218
ENSBTAG00000010487	19.73262	16.47608	22.3911
ENSBTAG00000010503	8.609531	8.98944	5.18024
ENSBTAG00000010509	3.557074	8.71908	7.157738
ENSBTAG00000010510	8.035028	8.211621	8.675937
ENSBTAG00000010513	30.45772	45.90046	45.9453
ENSBTAG00000010517	0.501051	1.479708	1.410659
ENSBTAG00000010518	7.759047	6.395122	5.511893
ENSBTAG00000010519	7.750048	9.559918	10.31245
ENSBTAG00000010526	50.60468	39.48526	64.1666
ENSBTAG00000010534	84.88943	75.62157	80.65202
ENSBTAG00000010545	84.52121	66.55607	74.55386
ENSBTAG00000010582	19.29143	22.44259	26.6342
ENSBTAG00000010593	14.81637	18.32642	16.60083
ENSBTAG00000010595	4.458163	7.564364	8.133492
ENSBTAG00000010599	8.282214	8.067689	9.186808
ENSBTAG00000010604	12.19946	13.03732	12.51481
ENSBTAG00000010613	7.103405	5.521895	5.795161
ENSBTAG00000010616	8.710274	10.66031	10.43266
ENSBTAG00000010617	77.4259	106.3119	83.95377
ENSBTAG00000010622	0.088208	0.0	0.072038
ENSBTAG00000010623	0.0	0.166171	0.170517
ENSBTAG00000010624	95.22913	119.9453	112.983
ENSBTAG00000010626	40.73002	41.36122	37.77228
ENSBTAG00000010635	1.056026	2.388611	3.714668
ENSBTAG00000010637	9.943269	10.34512	14.02144
ENSBTAG00000010655	0.126231	0.059022	0.0
ENSBTAG00000010664	3.719828	3.96564	4.132472
ENSBTAG00000010668	7.656872	10.85539	10.74029
ENSBTAG00000010681	38.43367	30.92493	37.36479
ENSBTAG00000010691	13.23406	15.31884	15.98888
ENSBTAG00000010696	33.78548	30.29363	37.76496
ENSBTAG00000010715	55.78431	50.60253	36.98181
ENSBTAG00000010726	0.0	0.0	0.0
ENSBTAG00000010727	10.04692	11.84623	10.75951
ENSBTAG00000010729	7.672784	12.45703	12.30475
ENSBTAG00000010734	36.40102	33.75156	32.75278
ENSBTAG00000010735	50.9477	55.79924	46.07064
ENSBTAG00000010760	2.945054	3.345757	4.332218
ENSBTAG00000010766	2.453687	0.508066	0.102973
ENSBTAG00000010774	3.61531	0.827052	0.479374
ENSBTAG00000010799	1342.227	1511.856	1349.557
ENSBTAG00000010809	13.70971	15.79477	22.36557
ENSBTAG00000010810	14.70063	19.51624	20.53474
ENSBTAG00000010813	0.0	0.271827	0.282553
ENSBTAG00000010832	27.64453	36.67864	34.70433
ENSBTAG00000010871	10.22394	13.86584	12.79612
ENSBTAG00000010890	10.96652	12.7234	10.90288
ENSBTAG00000010906	4.34913	4.873535	6.073377
ENSBTAG00000010907	11.6167	18.4636	27.69219
ENSBTAG00000010935	5.238321	3.104471	4.23951
ENSBTAG00000010937	0.0	0.0	0.0
ENSBTAG00000010939	0.0	0.0	0.0
ENSBTAG00000010944	0.526709	1.890514	2.023107
ENSBTAG00000010949	5.483657	4.265238	5.667392
ENSBTAG00000010951	7.793458	9.372055	10.084
ENSBTAG00000010952	0.132393	0.211518	0.415371
ENSBTAG00000010954	0.234549	0.085403	0.173978
ENSBTAG00000010959	203.1988	208.3913	149.4328
ENSBTAG00000010961	8.217993	6.399645	7.179182
ENSBTAG00000010968	35.40026	39.51968	38.87844
ENSBTAG00000010981	13.70353	15.15351	12.73282
ENSBTAG00000010999	2.599235	1.640792	2.911899
ENSBTAG00000011003	0.265106	0.1278	0.11799
ENSBTAG00000011011	6.834439	3.869818	5.116851
ENSBTAG00000011024	30.53378	21.88234	27.92658
ENSBTAG00000011025	41.71089	49.77468	44.86578
ENSBTAG00000011042	14.69805	13.78344	15.65634
ENSBTAG00000011044	9.018885	3.228456	2.796571
ENSBTAG00000011064	15.17381	20.16271	20.7138
ENSBTAG00000011067	20.36583	19.65535	22.1391
ENSBTAG00000011079	18.03317	22.15351	16.04406
ENSBTAG00000011095	6.137292	5.908259	4.938675
ENSBTAG00000011096	21.45702	15.81639	16.94155
ENSBTAG00000011102	9.730003	9.598245	12.4632
ENSBTAG00000011110	0.0	0.016956	0.0
ENSBTAG00000011120	0.145209	0.072394	0.26616
ENSBTAG00000011134	43.96112	50.84751	53.47036
ENSBTAG00000011135	18.79293	18.87002	22.79213
ENSBTAG00000011172	1.312735	1.239432	1.737468
ENSBTAG00000011176	8.96641	9.196256	11.42794
ENSBTAG00000011178	3.557545	11.51927	28.39181
ENSBTAG00000011187	9.204087	7.483173	11.96491
ENSBTAG00000011190	0.0	0.0	0.0
ENSBTAG00000011212	237.7781	325.9347	246.6816
ENSBTAG00000011214	29.07045	49.20793	47.45088
ENSBTAG00000011215	307.2941	206.615	263.9207
ENSBTAG00000011217	18.5755	17.12159	15.04179
ENSBTAG00000011224	119.1264	111.6399	109.173
ENSBTAG00000011226	28.00672	27.0484	31.69855
ENSBTAG00000011228	53.59933	43.26218	46.22557
ENSBTAG00000011241	0.040353	0.045376	0.048055
ENSBTAG00000011242	4.004387	5.08887	6.650515
ENSBTAG00000011243	8.153148	8.370868	10.41542
ENSBTAG00000011245	4.219189	1.736747	2.485928
ENSBTAG00000011263	66.2099	102.2055	101.7443
ENSBTAG00000011284	68.55347	84.78529	83.07016
ENSBTAG00000011285	6.787926	7.063159	7.40232
ENSBTAG00000011317	40.16863	45.40902	53.27971
ENSBTAG00000011322	13.10466	8.322104	10.85463
ENSBTAG00000011340	3.948773	3.926551	5.136831
ENSBTAG00000011343	6.005717	4.484934	6.303071
ENSBTAG00000011351	77.36838	65.3782	71.61033
ENSBTAG00000011381	0.08869	0.125416	0.31535
ENSBTAG00000011389	2.379805	1.391269	1.797545
ENSBTAG00000011399	3.753555	2.726595	3.69759
ENSBTAG00000011406	21.43709	22.9414	26.37092
ENSBTAG00000011409	0.906418	0.045761	0.65203
ENSBTAG00000011413	15.03613	26.29085	23.57206
ENSBTAG00000011414	14.2483	14.79365	14.19973
ENSBTAG00000011420	0.283997	0.395652	0.30541
ENSBTAG00000011421	11.70343	14.3368	16.48779
ENSBTAG00000011424	34.84013	33.44901	38.39738
ENSBTAG00000011429	34.68115	44.10646	45.27554
ENSBTAG00000011431	16.90905	18.80582	20.90142
ENSBTAG00000011433	16.41433	14.26328	15.68143
ENSBTAG00000011439	0.0	0.0	0.0
ENSBTAG00000011447	7.627082	5.310558	8.872046
ENSBTAG00000011451	0.820986	3.748241	6.486921
ENSBTAG00000011454	52.66081	44.97329	53.70071
ENSBTAG00000011456	8.823526	11.81958	13.81144
ENSBTAG00000011459	0.0	0.0	0.0
ENSBTAG00000011466	75.91174	59.59124	66.70788
ENSBTAG00000011471	38.99454	41.70347	33.01792
ENSBTAG00000011481	0.133712	0.178121	0.297708
ENSBTAG00000011484	33.42112	47.26782	38.53587
ENSBTAG00000011495	16.93837	13.59731	18.86101
ENSBTAG00000011507	8.93698	10.79204	10.12356
ENSBTAG00000011509	2.03343	1.704885	1.865309
ENSBTAG00000011516	2.974739	4.123073	5.630548
ENSBTAG00000011517	30.5418	38.87404	40.846
ENSBTAG00000011525	0.0	0.0	0.0
ENSBTAG00000011527	26.43434	23.33038	20.62524
ENSBTAG00000011530	6.865524	2.248573	0.744853
ENSBTAG00000011532	13.70072	14.13931	19.8878
ENSBTAG00000011533	1.135136	0.858745	1.2444
ENSBTAG00000011539	19.96634	24.74296	23.91587
ENSBTAG00000011549	0.559542	0.757341	0.656068
ENSBTAG00000011556	5.884043	6.747953	8.571271
ENSBTAG00000011559	1133.694	1784.626	1090.868
ENSBTAG00000011588	27.59554	15.61273	16.62995
ENSBTAG00000011591	8.290416	13.2261	11.90239
ENSBTAG00000011608	24.67943	23.67806	25.24833
ENSBTAG00000011623	13.64256	12.41914	11.58386
ENSBTAG00000011625	28.04237	20.49649	20.06456
ENSBTAG00000011635	2.435411	0.08736	0.534938
ENSBTAG00000011638	1.588902	0.498635	0.232881
ENSBTAG00000011639	37.09385	39.74932	36.14881
ENSBTAG00000011645	62.95247	85.79067	76.83952
ENSBTAG00000011648	0.0	0.0	0.0
ENSBTAG00000011658	13.36701	16.34443	20.70638
ENSBTAG00000011680	2.323079	2.447142	3.144309
ENSBTAG00000011683	11.351	11.21632	13.66405
ENSBTAG00000011715	5.26449	5.133039	5.239275
ENSBTAG00000011717	20.76698	25.91425	25.68462
ENSBTAG00000011726	35.34972	51.62967	61.25738
ENSBTAG00000011731	0.0	0.0	0.0
ENSBTAG00000011732	16.58632	21.80496	19.74216
ENSBTAG00000011763	9.201019	13.60629	12.86659
ENSBTAG00000011767	7.214602	5.845866	6.09814
ENSBTAG00000011796	5.836904	7.595928	7.68061
ENSBTAG00000011814	0.803744	1.200678	0.81189
ENSBTAG00000011815	7.491039	8.660101	8.979416
ENSBTAG00000011822	0.0	0.034529	0.0
ENSBTAG00000011834	23.02544	22.39205	21.211
ENSBTAG00000011849	15.456	18.81479	19.28064
ENSBTAG00000011881	0.652385	2.202331	1.539595
ENSBTAG00000011889	6.342913	5.194751	6.300254
ENSBTAG00000011902	35.91329	57.25444	52.86613
ENSBTAG00000011912	11.93612	8.259154	7.914417
ENSBTAG00000011924	0.253072	0.403536	0.287796
ENSBTAG00000011930	33.86223	31.83095	27.52237
ENSBTAG00000011937	4.550781	3.425827	3.83006
ENSBTAG00000011950	46.41312	28.516	31.67323
ENSBTAG00000011951	31.03539	38.95707	37.41899
ENSBTAG00000011962	0.0	0.043728	0.045693
ENSBTAG00000011963	1689.043	3191.181	2348.475
ENSBTAG00000012002	48.35859	43.96498	58.2945
ENSBTAG00000012019	34.67066	18.60944	31.2071
ENSBTAG00000012031	0.324527	0.198513	0.110943
ENSBTAG00000012040	36.67112	37.66729	47.58454
ENSBTAG00000012041	38.51211	35.74925	34.60686
ENSBTAG00000012048	47.36236	55.59247	57.58841
ENSBTAG00000012061	1.804055	0.527937	0.307567
ENSBTAG00000012062	233.6529	223.35	177.6175
ENSBTAG00000012073	17.30882	13.63264	19.73364
ENSBTAG00000012078	15.7903	37.69167	50.44453
ENSBTAG00000012086	14.91025	17.69713	17.90033
ENSBTAG00000012095	1.770729	2.19414	2.382622
ENSBTAG00000012096	19.42043	12.93122	8.508409
ENSBTAG00000012117	0.0	0.0	0.0
ENSBTAG00000012121	3.119829	5.29578	4.947372
ENSBTAG00000012126	2.932583	2.883365	3.419003
ENSBTAG00000012156	3.251031	3.501922	4.305871
ENSBTAG00000012176	30.96793	16.502	11.74483
ENSBTAG00000012177	116.3308	169.1024	121.858
ENSBTAG00000012184	3.886198	0.321159	0.391135
ENSBTAG00000012219	12.57572	7.665992	8.404937
ENSBTAG00000012223	1.002533	1.019586	1.561034
ENSBTAG00000012232	329.2755	194.025	139.634
ENSBTAG00000012235	20.44202	21.37922	20.85785
ENSBTAG00000012237	269.1842	344.2594	437.066
ENSBTAG00000012241	18.05322	22.79367	22.73086
ENSBTAG00000012266	2.790252	2.440084	3.014308
ENSBTAG00000012267	5.315572	6.109166	6.798835
ENSBTAG00000012273	6.136999	8.010248	8.803732
ENSBTAG00000012275	0.19753	0.163204	0.402639
ENSBTAG00000012277	16.97599	20.02899	23.81725
ENSBTAG00000012284	0.970576	1.08843	1.200458
ENSBTAG00000012288	20.73268	19.04079	23.53521
ENSBTAG00000012289	75.96445	52.4265	47.87593
ENSBTAG00000012291	19.99146	24.07856	25.26851
ENSBTAG00000012322	29.02168	38.79836	41.75489
ENSBTAG00000012334	0.0	0.0	0.0
ENSBTAG00000012335	14.41347	13.99082	15.12654
ENSBTAG00000012351	0.273604	0.605352	0.370367
ENSBTAG00000012357	4.110813	2.315655	1.747922
ENSBTAG00000012365	39.86155	43.69189	46.66179
ENSBTAG00000012372	11.77421	6.874307	7.375467
ENSBTAG00000012398	0.788592	0.0	1.294099
ENSBTAG00000012419	3.186483	2.996189	4.117661
ENSBTAG00000012423	2.635305	2.734941	2.8305
ENSBTAG00000012436	2.453331	1.820306	1.835035
ENSBTAG00000012470	54.69511	66.94376	65.46065
ENSBTAG00000012471	35.99178	44.90436	34.11301
ENSBTAG00000012480	12.67598	10.73719	11.53886
ENSBTAG00000012498	0.0	0.206356	0.0
ENSBTAG00000012499	0.588006	0.527128	0.648023
ENSBTAG00000012501	12.41699	13.04061	13.7575
ENSBTAG00000012504	51.40057	49.6157	51.18689
ENSBTAG00000012507	2.285241	1.418895	0.734359
ENSBTAG00000012554	0.076096	0.051597	0.044709
ENSBTAG00000012557	3.024846	2.701106	2.214352
ENSBTAG00000012560	2.431493	2.321265	2.386594
ENSBTAG00000012577	8.296189	5.514379	7.125061
ENSBTAG00000012595	37.97219	16.14195	18.88644
ENSBTAG00000012596	1.262755	0.904913	1.372931
ENSBTAG00000012600	10.55189	10.9574	12.06364
ENSBTAG00000012607	27.13518	30.62229	36.54607
ENSBTAG00000012621	0.350231	0.342071	1.733754
ENSBTAG00000012632	185.2941	103.3583	89.00867
ENSBTAG00000012634	147.3134	145.7002	108.3661
ENSBTAG00000012642	13.3848	15.11441	13.94139
ENSBTAG00000012658	12.51347	17.07351	10.55936
ENSBTAG00000012671	40.85224	45.58225	50.13508
ENSBTAG00000012672	6.29311	8.152391	10.6511
ENSBTAG00000012673	9.863758	4.269916	5.318086
ENSBTAG00000012698	38.24704	41.89302	45.01505
ENSBTAG00000012708	0.663726	1.084332	1.639777
ENSBTAG00000012735	0.879826	1.113378	0.789441
ENSBTAG00000012736	5.115693	5.35876	6.241728
ENSBTAG00000012739	52.72839	43.93789	34.55804
ENSBTAG00000012740	2.75354	2.562084	2.143577
ENSBTAG00000012741	20.29512	23.99723	27.87824
ENSBTAG00000012744	52.20888	51.50679	48.8165
ENSBTAG00000012756	66.56133	77.47727	62.59349
ENSBTAG00000012768	6.360607	6.338198	6.824334
ENSBTAG00000012771	71.41053	70.49256	76.46457
ENSBTAG00000012774	18.03028	22.03749	23.0286
ENSBTAG00000012787	13.20841	17.95953	18.41576
ENSBTAG00000012790	19.826	21.27716	19.32047
ENSBTAG00000012791	17.01756	19.93005	17.15715
ENSBTAG00000012809	3.639441	1.103103	1.661876
ENSBTAG00000012833	2.270858	2.112013	2.484206
ENSBTAG00000012845	29.33874	43.30445	47.82048
ENSBTAG00000012849	1692.699	363.2726	417.5001
ENSBTAG00000012860	0.0	0.0	0.0
ENSBTAG00000012861	0.0	0.0	0.0
ENSBTAG00000012868	1.006752	1.040111	1.345505
ENSBTAG00000012896	0.0	0.0	0.0
ENSBTAG00000012897	23.61568	14.61186	16.52591
ENSBTAG00000012899	75.28583	105.0474	94.10617
ENSBTAG00000012904	12.12936	10.94888	10.55587
ENSBTAG00000012907	3.509543	3.311037	3.281969
ENSBTAG00000012909	2.563279	0.765354	10.0077
ENSBTAG00000012921	0.793712	0.77758	0.93097
ENSBTAG00000012936	39.16172	43.22013	37.34869
ENSBTAG00000012937	55.86374	40.80353	47.82605
ENSBTAG00000012954	0.0	0.0	0.0
ENSBTAG00000012963	0.070414	0.128505	0.197499
ENSBTAG00000012966	6.069138	2.126559	3.872501
ENSBTAG00000012979	0.267943	0.607979	0.954489
ENSBTAG00000012982	12.97675	15.63736	16.33895
ENSBTAG00000012984	0.0	0.0	0.0
ENSBTAG00000012985	10.92628	10.53238	15.94224
ENSBTAG00000012988	13.09891	13.23483	12.54789
ENSBTAG00000013004	65.73686	60.7634	92.49721
ENSBTAG00000013008	0.321901	0.26208	0.220253
ENSBTAG00000013009	1.825573	0.415571	1.225902
ENSBTAG00000013018	15.8556	14.99023	15.70983
ENSBTAG00000013029	3.109953	4.997792	2.668597
ENSBTAG00000013032	23.2727	29.55915	30.68658
ENSBTAG00000013033	7.563457	10.064	10.48748
ENSBTAG00000013042	13.77761	10.1487	11.2726
ENSBTAG00000013043	2.675967	1.579132	2.181337
ENSBTAG00000013063	28.62217	35.26673	31.00101
ENSBTAG00000013069	1.611986	3.126612	2.73353
ENSBTAG00000013070	0.267623	0.525478	0.418763
ENSBTAG00000013072	20.58048	19.26007	21.15992
ENSBTAG00000013078	0.060638	0.163776	0.167456
ENSBTAG00000013110	4.754728	6.087649	4.584203
ENSBTAG00000013123	121.1309	136.284	92.79877
ENSBTAG00000013126	29.21104	39.93153	30.43183
ENSBTAG00000013127	22.84468	18.85065	14.59002
ENSBTAG00000013131	19.25255	24.38387	32.02143
ENSBTAG00000013141	1.498933	1.538939	1.550119
ENSBTAG00000013142	5.072383	4.801621	4.587008
ENSBTAG00000013153	13.18596	10.77311	10.4371
ENSBTAG00000013168	33.88084	22.40492	19.49396
ENSBTAG00000013177	0.0	0.0	0.0
ENSBTAG00000013192	3.598782	5.573888	3.906474
ENSBTAG00000013224	1.547952	1.630938	1.727275
ENSBTAG00000013236	7.773619	7.228556	7.617732
ENSBTAG00000013239	0.0	0.0	0.0
ENSBTAG00000013250	0.0	0.0	0.0
ENSBTAG00000013253	34.57762	32.73996	34.97741
ENSBTAG00000013265	9.286736	12.25787	13.712
ENSBTAG00000013271	19.96991	22.08828	23.20105
ENSBTAG00000013273	18.81276	22.86357	18.8055
ENSBTAG00000013275	9.43785	13.67821	10.54729
ENSBTAG00000013277	0.0	0.0	0.0
ENSBTAG00000013279	0.0	0.0	0.0
ENSBTAG00000013282	63.66257	59.28509	61.99182
ENSBTAG00000013283	0.461903	1.213232	1.593617
ENSBTAG00000013288	11.9943	7.862464	8.25651
ENSBTAG00000013291	9.562921	6.011717	7.292078
ENSBTAG00000013303	970.4075	293.5759	214.491
ENSBTAG00000013314	11.62696	8.789554	10.30867
ENSBTAG00000013326	7.508613	7.827752	4.499516
ENSBTAG00000013336	0.463999	0.65886	0.614283
ENSBTAG00000013341	0.0	0.0	0.0
ENSBTAG00000013346	30.97748	25.15204	29.96043
ENSBTAG00000013358	1948.064	2789.598	1367.472
ENSBTAG00000013392	10.84202	13.67344	14.61437
ENSBTAG00000013403	1.60643	2.395433	2.248197
ENSBTAG00000013413	12.17492	17.5364	16.71454
ENSBTAG00000013425	12.31427	11.64531	10.89159
ENSBTAG00000013439	1.457966	0.814893	1.184826
ENSBTAG00000013443	0.0	0.0	0.0
ENSBTAG00000013461	1300.551	2177.784	1422.2
ENSBTAG00000013464	1.829192	1.374717	1.484982
ENSBTAG00000013472	3149.836	1784.841	2710.943
ENSBTAG00000013480	7.6311	12.31199	11.50305
ENSBTAG00000013485	2.39573	2.340559	2.488976
ENSBTAG00000013488	0.072696	0.030798	0.0
ENSBTAG00000013509	0.0	0.035243	0.0
ENSBTAG00000013510	4.284746	7.162076	6.133951
ENSBTAG00000013526	25.99517	26.87749	29.44339
ENSBTAG00000013535	7.835941	5.811662	8.507208
ENSBTAG00000013536	0.697323	0.412052	0.351827
ENSBTAG00000013538	19.76176	15.92762	15.62581
ENSBTAG00000013556	1.892675	2.338139	2.874817
ENSBTAG00000013562	2.050281	2.180483	2.04696
ENSBTAG00000013620	15.95427	17.33651	14.62658
ENSBTAG00000013627	89.20515	117.562	94.89844
ENSBTAG00000013628	5.779916	9.117492	7.247046
ENSBTAG00000013650	7.613225	8.330916	10.14151
ENSBTAG00000013657	0.064913	0.233793	0.341728
ENSBTAG00000013697	13.27909	18.67856	22.36579
ENSBTAG00000013702	0.878103	2.86134	2.821469
ENSBTAG00000013734	0.757852	0.361973	0.544304
ENSBTAG00000013736	1.447576	1.17538	0.931255
ENSBTAG00000013749	40.88004	35.93244	39.35694
ENSBTAG00000013773	12.888	10.95608	15.78528
ENSBTAG00000013790	9.180207	6.800525	9.894016
ENSBTAG00000013812	10.2577	7.560444	8.82858
ENSBTAG00000013836	0.074902	0.235989	0.169227
ENSBTAG00000013837	2.491533	2.514041	3.501664
ENSBTAG00000013857	0.396273	1.637972	1.70139
ENSBTAG00000013859	4.85023	4.075378	6.328142
ENSBTAG00000013866	1576.468	3103.429	1815.245
ENSBTAG00000013877	0.206636	0.126302	0.064942
ENSBTAG00000013882	94.67263	120.6093	101.0759
ENSBTAG00000013901	40.74286	31.12653	32.30995
ENSBTAG00000013910	11.24836	11.59627	14.37654
ENSBTAG00000013914	16.47675	8.625227	7.379497
ENSBTAG00000013925	6.066729	7.219593	5.756053
ENSBTAG00000013927	1.030506	0.920123	0.905513
ENSBTAG00000013930	179.9221	128.5996	89.50324
ENSBTAG00000013931	37.8116	39.16535	29.88098
ENSBTAG00000013946	9.026723	12.17325	13.44942
ENSBTAG00000013947	3.894162	5.02681	4.469195
ENSBTAG00000013952	150.0558	197.0495	177.8593
ENSBTAG00000013955	9.623137	9.413116	9.916298
ENSBTAG00000013956	59.07376	53.00478	56.97422
ENSBTAG00000013983	0.305164	0.560185	0.415287
ENSBTAG00000013992	10.54494	19.41902	16.90391
ENSBTAG00000014024	102.634	100.7219	95.97436
ENSBTAG00000014030	1.357362	1.192493	1.540789
ENSBTAG00000014031	2.048787	1.823281	1.472191
ENSBTAG00000014044	5.764196	6.338811	6.411513
ENSBTAG00000014102	7.782611	7.800461	6.997781
ENSBTAG00000014117	24.31429	42.50285	41.85601
ENSBTAG00000014123	2.965359	2.349627	3.420395
ENSBTAG00000014130	475.4254	580.5054	351.1518
ENSBTAG00000014144	0.0	0.0	0.0
ENSBTAG00000014147	0.0	0.0	0.0
ENSBTAG00000014149	0.087043	0.179119	0.512486
ENSBTAG00000014156	2.764881	3.40185	2.954179
ENSBTAG00000014162	4.909909	8.926884	12.60002
ENSBTAG00000014166	5.539111	5.802799	6.093962
ENSBTAG00000014169	0.0	0.0	0.0
ENSBTAG00000014182	115.3405	106.3468	118.031
ENSBTAG00000014208	1136.068	2090.74	1592.508
ENSBTAG00000014236	0.0	0.0	0.0
ENSBTAG00000014238	71.49766	59.77917	63.01738
ENSBTAG00000014249	24.30788	24.69899	22.71222
ENSBTAG00000014262	10.16931	10.60721	6.916075
ENSBTAG00000014269	28.1176	15.38201	19.429
ENSBTAG00000014294	4.963175	6.759974	8.817145
ENSBTAG00000014295	61.57021	57.10556	52.86035
ENSBTAG00000014296	0.0	0.0	0.0
ENSBTAG00000014297	11.84398	11.135	11.75656
ENSBTAG00000014299	141.5607	193.7715	184.992
ENSBTAG00000014302	36.01342	44.83408	36.73332
ENSBTAG00000014312	0.092899	0.20137	0.377412
ENSBTAG00000014318	7.210491	7.871994	6.905924
ENSBTAG00000014325	3.620683	4.834321	4.950324
ENSBTAG00000014326	2.668362	0.490236	0.391389
ENSBTAG00000014349	46.70061	54.92017	50.07081
ENSBTAG00000014351	5.656896	6.191	7.015017
ENSBTAG00000014358	118.9894	137.2838	140.2611
ENSBTAG00000014359	0.0	0.369787	0.177647
ENSBTAG00000014372	62.30918	67.98975	77.18536
ENSBTAG00000014388	114.8827	118.4349	107.1257
ENSBTAG00000014430	13.54057	14.63255	13.76784
ENSBTAG00000014438	1.338634	0.90434	1.191463
ENSBTAG00000014449	14.58126	20.7747	16.1298
ENSBTAG00000014450	40.49779	65.15523	60.42297
ENSBTAG00000014451	5.114504	4.430308	5.83077
ENSBTAG00000014478	3.198281	2.407183	4.000931
ENSBTAG00000014479	11.39044	8.087514	8.964286
ENSBTAG00000014518	1024.758	1691.465	1093.687
ENSBTAG00000014520	10.01333	5.817013	5.208717
ENSBTAG00000014522	45.10762	63.6379	60.30883
ENSBTAG00000014533	0.0	0.0	0.0
ENSBTAG00000014549	8.74143	9.9669	8.591447
ENSBTAG00000014550	22.52405	22.5296	27.95921
ENSBTAG00000014553	88.65318	93.96051	90.23178
ENSBTAG00000014595	7.437486	6.597922	6.798774
ENSBTAG00000014597	5.452867	6.039742	8.750561
ENSBTAG00000014623	0.399501	0.366262	0.157651
ENSBTAG00000014644	6.054302	5.006464	5.026134
ENSBTAG00000014646	88.82222	111.0751	99.80411
ENSBTAG00000014659	1.912272	1.957177	2.08013
ENSBTAG00000014660	5.587192	9.39816	7.718853
ENSBTAG00000014666	13.72624	9.506473	6.64223
ENSBTAG00000014675	7.03129	6.513493	5.40323
ENSBTAG00000014679	3.587836	4.11766	5.138762
ENSBTAG00000014680	4.718666	5.245956	6.487152
ENSBTAG00000014687	46.60929	60.83088	72.15385
ENSBTAG00000014692	1.412833	1.443538	1.222785
ENSBTAG00000014693	43.14713	22.45887	30.28909
ENSBTAG00000014694	28.74816	43.24414	42.05273
ENSBTAG00000014695	30.69247	37.15993	30.91268
ENSBTAG00000014697	28.21696	30.54178	36.80051
ENSBTAG00000014711	1.593637	1.525808	1.771064
ENSBTAG00000014719	4.96688	11.11416	13.66578
ENSBTAG00000014722	7.57663	6.138365	6.908761
ENSBTAG00000014724	199.5424	234.7101	183.9213
ENSBTAG00000014727	4.862725	4.679686	3.233923
ENSBTAG00000014731	825.8451	995.6147	873.407
ENSBTAG00000014760	0.0	0.0	0.0
ENSBTAG00000014766	49.17639	50.40187	48.01259
ENSBTAG00000014773	2.076038	0.78506	0.886264
ENSBTAG00000014777	12.46362	19.33652	18.23612
ENSBTAG00000014790	2.464288	3.875112	3.774154
ENSBTAG00000014793	0.420769	0.579451	0.310776
ENSBTAG00000014799	16.30602	17.70558	23.20012
ENSBTAG00000014804	51.47699	62.20912	58.86271
ENSBTAG00000014805	23.58262	21.68176	24.76703
ENSBTAG00000014821	14.08739	10.80687	9.179582
ENSBTAG00000014822	50.6956	61.55826	45.70221
ENSBTAG00000014838	45.75163	41.80977	39.32722
ENSBTAG00000014840	30.00921	25.14852	22.98105
ENSBTAG00000014841	16.21794	20.05763	19.408
ENSBTAG00000014873	19.7368	18.36895	18.91374
ENSBTAG00000014877	23.11475	26.19801	25.92315
ENSBTAG00000014889	9.434254	5.75387	8.98403
ENSBTAG00000014891	45.81613	72.62395	53.33684
ENSBTAG00000014897	0.807724	0.288028	0.221098
ENSBTAG00000014898	14.58224	1.303126	3.740608
ENSBTAG00000014907	36.38702	47.79951	71.56255
ENSBTAG00000014908	0.0	0.0	0.0
ENSBTAG00000014915	3.061579	6.532158	8.042694
ENSBTAG00000014920	0.187866	0.098926	0.167875
ENSBTAG00000014927	9.079074	6.533774	8.607684
ENSBTAG00000014933	5.930588	5.240067	5.479171
ENSBTAG00000014944	13.99967	9.020571	9.996444
ENSBTAG00000014948	0.0	0.0	0.0
ENSBTAG00000014956	2.941843	0.763766	0.17529
