ENSEMBL gene ID	E4_Brainlobe1	E4_Brainlobe2	E4_Brainlobe3
ENSBTAG00000010195	0.552841	0.144669	0.376898
ENSBTAG00000010208	3.734949	4.913313	5.635221
ENSBTAG00000010215	0.0	0.0	0.110788
ENSBTAG00000010219	1.910511	1.39386	1.654544
ENSBTAG00000010227	12.28415	13.02192	13.06143
ENSBTAG00000010234	2.771541	2.979243	2.822124
ENSBTAG00000010235	2.330952	1.416793	2.152115
ENSBTAG00000010236	0.613983	0.0	0.412768
ENSBTAG00000010242	116.6791	94.3263	81.02521
ENSBTAG00000010246	3.345263	2.037895	1.87292
ENSBTAG00000010275	3.545219	1.872586	3.527847
ENSBTAG00000010276	0.0	0.1011	0.0
ENSBTAG00000010279	29.30018	22.90336	26.54992
ENSBTAG00000010286	11.94267	14.41482	13.57892
ENSBTAG00000010324	8.737657	6.921242	7.818645
ENSBTAG00000010334	1.350366	0.467451	0.710209
ENSBTAG00000010337	13.11308	20.41641	18.76794
ENSBTAG00000010338	2.647381	2.811282	3.69164
ENSBTAG00000010347	21.25965	23.86082	22.21857
ENSBTAG00000010353	0.368229	0.515248	0.816497
ENSBTAG00000010360	10.72113	10.0888	11.58429
ENSBTAG00000010366	0.801985	0.912509	0.998043
ENSBTAG00000010376	25.65108	18.88128	24.64943
ENSBTAG00000010378	57.56165	44.27419	51.33816
ENSBTAG00000010381	9.024734	8.572858	9.060816
ENSBTAG00000010403	3.432382	3.145311	2.911768
ENSBTAG00000010413	6.499332	8.956272	8.729077
ENSBTAG00000010423	1.775682	2.867763	2.033282
ENSBTAG00000010439	8.765604	7.053842	7.176538
ENSBTAG00000010464	3.681079	3.732983	3.578983
ENSBTAG00000010487	9.426568	10.69451	9.466813
ENSBTAG00000010503	39.17582	36.52497	39.59462
ENSBTAG00000010509	5.535485	3.573326	2.981803
ENSBTAG00000010510	9.015449	7.652167	8.371688
ENSBTAG00000010513	4.916602	2.340105	3.8016
ENSBTAG00000010517	0.0	0.0	0.040816
ENSBTAG00000010518	0.305401	0.503711	0.659729
ENSBTAG00000010519	6.874943	4.193628	5.230556
ENSBTAG00000010526	22.73936	25.04607	28.14628
ENSBTAG00000010534	21.86782	15.19977	17.84358
ENSBTAG00000010545	62.87508	43.0807	50.47542
ENSBTAG00000010582	5.025461	4.056419	4.136136
ENSBTAG00000010593	13.22353	16.58781	17.16662
ENSBTAG00000010595	11.27169	12.09563	9.840128
ENSBTAG00000010599	0.0	1.385303	0.0
ENSBTAG00000010604	10.94772	12.13214	10.32622
ENSBTAG00000010613	1.3479	0.852121	1.228526
ENSBTAG00000010616	3.499126	2.423095	2.846749
ENSBTAG00000010617	10.56772	0.0	7.96348
ENSBTAG00000010622	14.42545	12.26998	10.9978
ENSBTAG00000010623	0.124134	0.0	0.107134
ENSBTAG00000010624	43.68741	25.68488	31.95221
ENSBTAG00000010626	39.03215	30.56504	29.74417
ENSBTAG00000010635	299.906	242.9154	230.4042
ENSBTAG00000010637	2.467514	3.783307	3.763443
ENSBTAG00000010655	0.0	0.0	0.0
ENSBTAG00000010664	3.029716	1.710263	2.24843
ENSBTAG00000010668	8.28994	5.970208	6.038264
ENSBTAG00000010681	6.363162	4.316658	4.977575
ENSBTAG00000010691	10.30191	8.246861	11.27006
ENSBTAG00000010696	3.561451	2.075711	2.738055
ENSBTAG00000010715	19.2644	17.71138	13.71151
ENSBTAG00000010726	1.172768	0.622273	1.516642
ENSBTAG00000010727	5.797624	4.12129	5.168324
ENSBTAG00000010729	2.478539	2.924878	2.474404
ENSBTAG00000010734	13.75661	15.81959	12.15016
ENSBTAG00000010735	52.84058	41.82017	39.45565
ENSBTAG00000010760	4.244717	6.884267	7.690645
ENSBTAG00000010766	0.517402	0.299436	0.535775
ENSBTAG00000010774	1.130419	0.731543	0.702612
ENSBTAG00000010799	201.1315	161.2675	138.0792
ENSBTAG00000010809	9.616317	6.979177	6.89115
ENSBTAG00000010810	17.58755	13.14555	16.60933
ENSBTAG00000010813	1.649392	2.661505	4.284311
ENSBTAG00000010832	19.00578	16.50939	18.98428
ENSBTAG00000010871	9.593395	8.400802	9.501032
ENSBTAG00000010890	12.49057	6.053015	7.092337
ENSBTAG00000010906	16.10152	12.37166	14.64977
ENSBTAG00000010907	11.37783	15.78074	16.02814
ENSBTAG00000010935	5.364422	3.831363	4.055269
ENSBTAG00000010937	12.14708	10.89445	9.857235
ENSBTAG00000010939	1.197632	1.437411	1.01738
ENSBTAG00000010944	11.22096	11.76874	9.914943
ENSBTAG00000010949	1.972263	1.271762	1.321178
ENSBTAG00000010951	2.659842	2.148955	4.160545
ENSBTAG00000010952	0.926933	0.516461	1.505081
ENSBTAG00000010954	0.356568	0.140858	0.831798
ENSBTAG00000010959	101.4403	105.437	106.9089
ENSBTAG00000010961	7.839061	10.7429	11.01771
ENSBTAG00000010968	16.11192	11.68769	16.4786
ENSBTAG00000010981	3.04759	0.0	1.623376
ENSBTAG00000010999	0.362921	0.824937	0.876879
ENSBTAG00000011003	0.105668	0.115482	0.453619
ENSBTAG00000011011	3.584919	4.082154	4.264659
ENSBTAG00000011024	57.81826	55.55851	56.68405
ENSBTAG00000011025	47.38975	55.81613	57.9683
ENSBTAG00000011042	9.069512	6.690667	5.614307
ENSBTAG00000011044	1.396249	0.841071	0.887223
ENSBTAG00000011064	3.937023	1.720652	1.515929
ENSBTAG00000011067	4.726514	2.631065	3.061701
ENSBTAG00000011079	12.91045	11.91812	12.41572
ENSBTAG00000011095	18.49718	22.54109	25.32034
ENSBTAG00000011096	18.08207	21.24313	18.66416
ENSBTAG00000011102	2.159181	1.441299	1.304217
ENSBTAG00000011110	0.376344	0.386968	0.765692
ENSBTAG00000011120	0.0	0.0	0.0
ENSBTAG00000011134	5.072578	4.921668	6.144211
ENSBTAG00000011135	7.559512	4.056639	4.780763
ENSBTAG00000011172	9.17198	8.700807	9.526145
ENSBTAG00000011176	6.484231	7.59053	7.794237
ENSBTAG00000011178	1.231096	1.166611	2.172107
ENSBTAG00000011187	8.015244	6.614567	7.397717
ENSBTAG00000011190	13.03555	5.850556	8.897538
ENSBTAG00000011212	5.618254	4.31005	0.0
ENSBTAG00000011214	14.61022	8.917403	7.652561
ENSBTAG00000011215	11.70885	6.886481	10.74797
ENSBTAG00000011217	18.46093	10.90357	13.5178
ENSBTAG00000011224	43.25057	37.71864	40.98412
ENSBTAG00000011226	1.419368	0.852882	1.340517
ENSBTAG00000011228	9.032525	6.644169	7.661452
ENSBTAG00000011241	0.61995	0.098483	0.245657
ENSBTAG00000011242	1.046503	0.130867	0.414591
ENSBTAG00000011243	5.535911	4.67818	5.093306
ENSBTAG00000011245	2.37	3.420084	3.772891
ENSBTAG00000011263	12.82366	7.443935	7.078554
ENSBTAG00000011284	22.24416	19.25129	17.63746
ENSBTAG00000011285	21.04898	17.35988	21.87845
ENSBTAG00000011317	5.069209	4.500183	5.311814
ENSBTAG00000011322	10.86732	12.95082	15.72313
ENSBTAG00000011340	11.24195	13.38089	12.09005
ENSBTAG00000011343	0.93893	1.024728	1.038236
ENSBTAG00000011351	26.13934	19.61551	25.63257
ENSBTAG00000011381	33.63022	17.60246	20.96038
ENSBTAG00000011389	0.385646	0.238012	0.696622
ENSBTAG00000011399	3.127979	4.312865	4.506161
ENSBTAG00000011406	14.36745	10.08306	10.35893
ENSBTAG00000011409	0.0	0.154988	0.0
ENSBTAG00000011413	6.242325	5.847573	6.490998
ENSBTAG00000011414	6.878485	4.345808	5.542396
ENSBTAG00000011420	0.455087	0.489988	0.305909
ENSBTAG00000011421	1.272697	0.952137	1.367235
ENSBTAG00000011424	8.179532	7.045566	6.891886
ENSBTAG00000011429	14.9836	11.7953	13.51039
ENSBTAG00000011431	25.64235	16.64289	20.83576
ENSBTAG00000011433	11.78209	7.687086	8.360791
ENSBTAG00000011439	0.064696	0.0	0.0
ENSBTAG00000011447	9.635959	9.244628	9.23509
ENSBTAG00000011451	416.5714	438.5994	463.5421
ENSBTAG00000011454	0.492994	0.862067	0.623913
ENSBTAG00000011456	25.32321	13.23773	12.63485
ENSBTAG00000011459	0.074642	0.0	0.0
ENSBTAG00000011466	4.03972	1.672052	2.597317
ENSBTAG00000011471	2.723908	1.13492	1.995406
ENSBTAG00000011481	0.348971	0.321965	0.469934
ENSBTAG00000011484	18.54203	12.40702	16.82649
ENSBTAG00000011495	1.222937	0.724529	1.108002
ENSBTAG00000011507	8.97158	7.091161	6.741103
ENSBTAG00000011509	3.625281	2.084735	2.784474
ENSBTAG00000011516	24.25922	23.28994	24.42268
ENSBTAG00000011517	20.55224	17.62799	15.96565
ENSBTAG00000011525	0.166683	0.127677	0.0
ENSBTAG00000011527	9.693122	5.413033	5.25262
ENSBTAG00000011530	0.0	0.0	0.0
ENSBTAG00000011532	6.066413	5.321866	5.886671
ENSBTAG00000011533	0.219412	0.0	0.0
ENSBTAG00000011539	6.36015	4.824053	4.336916
ENSBTAG00000011549	0.040861	0.051025	0.13031
ENSBTAG00000011556	9.537271	5.759858	6.956463
ENSBTAG00000011559	112.9659	91.03722	98.11217
ENSBTAG00000011588	2.30389	1.136241	1.114301
ENSBTAG00000011591	15.24336	15.72371	13.16956
ENSBTAG00000011608	67.6185	60.20612	65.88984
ENSBTAG00000011623	29.36522	24.28547	27.68261
ENSBTAG00000011625	10.41014	7.242002	5.191755
ENSBTAG00000011635	0.174014	0.335221	0.0
ENSBTAG00000011638	0.0	0.0	0.0
ENSBTAG00000011639	5.932595	4.575902	4.191527
ENSBTAG00000011645	4.838497	4.584589	2.725472
ENSBTAG00000011648	3.313196	4.159461	3.127687
ENSBTAG00000011658	11.38202	11.2902	12.69924
ENSBTAG00000011680	0.187081	0.0	0.234637
ENSBTAG00000011683	13.97033	11.5197	12.10033
ENSBTAG00000011715	2.373439	2.001217	2.194139
ENSBTAG00000011717	11.06408	7.793324	9.243952
ENSBTAG00000011726	5.677266	6.537906	4.618058
ENSBTAG00000011731	0.0	0.170604	0.0
ENSBTAG00000011732	15.05184	13.06416	16.39007
ENSBTAG00000011763	8.404522	7.968953	9.30755
ENSBTAG00000011767	10.61652	11.24654	12.97905
ENSBTAG00000011796	13.19912	17.27013	16.48817
ENSBTAG00000011814	0.382144	0.0	0.0
ENSBTAG00000011815	2.837271	1.300478	1.41717
ENSBTAG00000011822	0.0	0.0	0.20521
ENSBTAG00000011834	12.38371	12.14203	9.915583
ENSBTAG00000011849	8.667556	6.802799	6.361508
ENSBTAG00000011881	0.0	0.0	0.0
ENSBTAG00000011889	0.33969	0.0	0.0
ENSBTAG00000011902	4.092582	2.91549	4.631657
ENSBTAG00000011912	19.91632	12.3987	14.80971
ENSBTAG00000011924	0.333507	0.415285	0.464872
ENSBTAG00000011930	2.856885	2.472986	3.219991
ENSBTAG00000011937	14.30034	14.55426	16.90717
ENSBTAG00000011950	4.455469	4.018513	4.235178
ENSBTAG00000011951	13.42127	11.98002	10.54088
ENSBTAG00000011962	0.201496	0.0	0.0
ENSBTAG00000011963	67.8586	64.85995	64.40001
ENSBTAG00000012002	6.535662	5.541022	5.275828
ENSBTAG00000012019	7.07507	6.850125	6.394261
ENSBTAG00000012031	1.22929	0.716788	0.657023
ENSBTAG00000012040	15.0894	10.10379	12.19336
ENSBTAG00000012041	17.41861	11.13573	11.94694
ENSBTAG00000012048	2.532357	0.978495	1.962279
ENSBTAG00000012061	2.866457	0.739378	1.24945
ENSBTAG00000012062	98.3072	95.14786	107.3493
ENSBTAG00000012073	27.32437	24.93492	29.0459
ENSBTAG00000012078	0.0	0.0	0.0
ENSBTAG00000012086	11.31592	8.373096	9.66104
ENSBTAG00000012095	1.961649	2.898372	2.087985
ENSBTAG00000012096	3.353602	4.642181	3.089802
ENSBTAG00000012117	78.43937	68.30684	74.5137
ENSBTAG00000012121	2.16961	0.967048	1.431523
ENSBTAG00000012126	0.328261	0.195868	0.300566
ENSBTAG00000012156	2.675115	2.140655	2.169969
ENSBTAG00000012176	13.65692	8.25391	10.07871
ENSBTAG00000012177	40.99004	41.49259	35.2379
ENSBTAG00000012184	0.0	0.0	0.0
ENSBTAG00000012219	1.896711	1.209728	1.698967
ENSBTAG00000012223	0.0	0.0	0.123723
ENSBTAG00000012232	49.12081	39.22211	33.33844
ENSBTAG00000012235	3.057683	1.261544	2.086766
ENSBTAG00000012237	4.977729	4.69537	7.156455
ENSBTAG00000012241	2.961734	4.021834	1.273177
ENSBTAG00000012266	2.106499	1.057867	1.594064
ENSBTAG00000012267	15.13081	14.80016	15.32934
ENSBTAG00000012273	37.32956	32.32283	37.46066
ENSBTAG00000012275	0.643965	0.873182	0.497295
ENSBTAG00000012277	12.93486	10.38651	12.26414
ENSBTAG00000012284	2.324106	1.448008	2.036928
ENSBTAG00000012288	7.919721	6.058671	7.233093
ENSBTAG00000012289	5.172552	7.479784	3.504887
ENSBTAG00000012291	0.961734	0.968558	1.331257
ENSBTAG00000012322	1.943758	0.790831	1.302767
ENSBTAG00000012334	0.044525	0.320846	0.371563
ENSBTAG00000012335	0.412243	0.185342	0.0
ENSBTAG00000012351	1.144696	1.316491	4.693372
ENSBTAG00000012357	1.029278	2.215522	2.311696
ENSBTAG00000012365	54.5939	45.34361	48.222
ENSBTAG00000012372	4.925311	5.924311	5.720057
ENSBTAG00000012398	0.0	0.0	0.0
ENSBTAG00000012419	0.0	0.0	0.537648
ENSBTAG00000012423	0.765161	1.074853	0.459722
ENSBTAG00000012436	0.0	0.0	0.0
ENSBTAG00000012470	38.54362	32.10464	27.556
ENSBTAG00000012471	20.13661	20.08361	16.53446
ENSBTAG00000012480	5.496594	3.382233	3.199319
ENSBTAG00000012498	0.0	0.0	0.0
ENSBTAG00000012499	2.43754	2.317695	2.44992
ENSBTAG00000012501	61.16729	59.13342	66.97636
ENSBTAG00000012504	18.9719	14.13503	15.37324
ENSBTAG00000012507	0.0	0.0	0.0
ENSBTAG00000012554	0.577244	0.942852	0.628704
ENSBTAG00000012557	3.602575	5.702031	4.35747
ENSBTAG00000012560	0.425506	0.448033	0.175396
ENSBTAG00000012577	1.776791	1.625105	1.838294
ENSBTAG00000012595	38.28537	37.22709	37.16739
ENSBTAG00000012596	1.531888	0.855787	0.758893
ENSBTAG00000012600	2.765101	2.41995	2.568443
ENSBTAG00000012607	2.025324	0.575402	1.084154
ENSBTAG00000012621	9.273482	10.91996	11.5573
ENSBTAG00000012632	16.96211	9.502773	11.09698
ENSBTAG00000012634	22.54044	10.39675	9.553434
ENSBTAG00000012642	4.593786	2.115839	2.082017
ENSBTAG00000012658	10.87377	12.97089	16.07407
ENSBTAG00000012671	4.436442	3.211589	4.119729
ENSBTAG00000012672	14.93304	13.83066	14.55505
ENSBTAG00000012673	7.803304	4.887322	4.792398
ENSBTAG00000012698	8.202415	5.768711	5.322683
ENSBTAG00000012708	57.98844	80.91378	83.7113
ENSBTAG00000012735	0.671291	0.816955	0.7824
ENSBTAG00000012736	0.7099	0.826521	0.493193
ENSBTAG00000012739	30.81249	24.63067	22.87814
ENSBTAG00000012740	5.616945	4.380958	4.367722
ENSBTAG00000012741	45.06374	55.55798	57.49652
ENSBTAG00000012744	24.12375	21.29576	22.16647
ENSBTAG00000012756	31.78564	28.79971	25.85183
ENSBTAG00000012768	6.696673	6.78586	6.560078
ENSBTAG00000012771	18.65264	12.27978	3.115929
ENSBTAG00000012774	1.976111	0.778354	1.045939
ENSBTAG00000012787	6.458439	5.391707	7.781418
ENSBTAG00000012790	44.43996	46.91003	42.80776
ENSBTAG00000012791	32.82815	32.69685	31.45809
ENSBTAG00000012809	26.23988	32.01855	30.60309
ENSBTAG00000012833	3.939191	4.908988	4.76687
ENSBTAG00000012845	28.19318	23.01108	28.27567
ENSBTAG00000012849	2.950862	1.62353	2.146945
ENSBTAG00000012860	31.50425	32.50294	30.44784
ENSBTAG00000012861	0.214059	0.0	0.174832
ENSBTAG00000012868	4.086322	4.237606	6.237733
ENSBTAG00000012896	0.0	0.606915	0.0
ENSBTAG00000012897	11.45188	4.613677	8.191319
ENSBTAG00000012899	28.40849	20.8444	24.50708
ENSBTAG00000012904	3.465075	2.939018	3.564512
ENSBTAG00000012907	4.266589	4.171982	6.180475
ENSBTAG00000012909	3.05288	9.238815	5.309429
ENSBTAG00000012921	0.55149	0.468528	0.615104
ENSBTAG00000012936	12.86301	13.66093	11.292
ENSBTAG00000012937	12.70704	6.228558	8.679487
ENSBTAG00000012954	4.313988	2.072791	3.014311
ENSBTAG00000012963	0.03491	0.091164	0.0
ENSBTAG00000012966	3.534682	6.27812	6.802857
ENSBTAG00000012979	0.813267	0.453829	0.660592
ENSBTAG00000012982	12.74107	12.96308	14.94598
ENSBTAG00000012984	0.609086	0.949264	1.283101
ENSBTAG00000012985	1.286262	1.095662	0.966603
ENSBTAG00000012988	2.516909	2.648468	2.443136
ENSBTAG00000013004	5.209434	4.461637	6.340979
ENSBTAG00000013008	0.0	0.0	0.0
ENSBTAG00000013009	0.256451	0.189093	0.389614
ENSBTAG00000013018	11.94181	6.507719	8.467298
ENSBTAG00000013029	2.127977	2.428328	2.872551
ENSBTAG00000013032	45.05725	44.28302	46.47302
ENSBTAG00000013033	50.45233	52.78952	50.58934
ENSBTAG00000013042	26.75135	35.36956	36.54884
ENSBTAG00000013043	7.797929	11.00769	10.93346
ENSBTAG00000013063	7.916744	7.323321	10.17508
ENSBTAG00000013069	3.829457	1.789245	3.291525
ENSBTAG00000013070	2.946467	2.31366	4.542587
ENSBTAG00000013072	21.5953	16.30615	16.59503
ENSBTAG00000013078	0.021521	0.026336	0.0
ENSBTAG00000013110	1.068771	0.584333	1.370981
ENSBTAG00000013123	11.65324	10.09466	9.939121
ENSBTAG00000013126	7.461577	6.711104	6.096377
ENSBTAG00000013127	1.0437	1.69196	1.819287
ENSBTAG00000013131	3.048154	2.923134	1.782826
ENSBTAG00000013141	6.076138	7.608287	7.28897
ENSBTAG00000013142	10.37619	13.36534	13.01789
ENSBTAG00000013153	1.223843	0.842318	1.395069
ENSBTAG00000013168	30.07897	31.19933	23.22487
ENSBTAG00000013177	3.355487	1.320431	1.738247
ENSBTAG00000013192	33.27224	38.82019	42.93418
ENSBTAG00000013224	5.299003	3.595069	4.831184
ENSBTAG00000013236	7.062219	6.698833	8.557387
ENSBTAG00000013239	0.0	0.0	0.0
ENSBTAG00000013250	146.2722	117.2277	110.3434
ENSBTAG00000013253	10.27648	6.573603	8.51336
ENSBTAG00000013265	1.550019	1.14213	1.379396
ENSBTAG00000013271	10.94434	7.723667	9.016261
ENSBTAG00000013273	5.401852	6.206919	6.275442
ENSBTAG00000013275	2.439298	2.293747	2.84817
ENSBTAG00000013277	1.138904	0.888038	0.925026
ENSBTAG00000013279	0.0	0.0	0.073116
ENSBTAG00000013282	17.11912	12.50857	11.45826
ENSBTAG00000013283	3.485691	1.324986	2.807591
ENSBTAG00000013288	44.86943	38.56731	47.34611
ENSBTAG00000013291	6.322519	4.393963	5.696177
ENSBTAG00000013303	3.607533	3.721261	3.452424
ENSBTAG00000013314	1.37177	2.187758	1.896523
ENSBTAG00000013326	2.6632	2.005317	2.193958
ENSBTAG00000013336	1.198226	0.944294	1.155044
ENSBTAG00000013341	1.524293	1.128227	1.455003
ENSBTAG00000013346	0.832705	1.085024	0.848158
ENSBTAG00000013358	29.46606	31.80314	18.19276
ENSBTAG00000013392	1.388537	0.253866	0.351644
ENSBTAG00000013403	2.776709	2.850456	2.665718
ENSBTAG00000013413	20.80795	14.4205	12.85218
ENSBTAG00000013425	12.96699	13.63779	12.44599
ENSBTAG00000013439	3.996513	4.820168	4.462957
ENSBTAG00000013443	0.0	0.0	0.0
ENSBTAG00000013461	57.17687	28.56533	50.28318
ENSBTAG00000013464	11.03101	13.38816	14.29308
ENSBTAG00000013472	4.600982	7.840343	8.85637
ENSBTAG00000013480	1.851562	1.140448	1.019463
ENSBTAG00000013485	2.398509	0.750281	1.515582
ENSBTAG00000013488	0.203133	0.724543	0.0
ENSBTAG00000013509	0.140572	0.0	0.183708
ENSBTAG00000013510	4.181671	4.648789	4.148436
ENSBTAG00000013526	9.067505	5.553573	7.323106
ENSBTAG00000013535	9.477644	9.890059	9.602431
ENSBTAG00000013536	0.291456	0.317148	0.264154
ENSBTAG00000013538	3.521286	1.574801	2.418665
ENSBTAG00000013556	0.535075	0.295894	0.316256
ENSBTAG00000013562	2.120933	2.035829	1.963592
ENSBTAG00000013620	25.06883	20.20699	20.99152
ENSBTAG00000013627	34.93643	32.9007	39.28339
ENSBTAG00000013628	2.60882	2.44538	3.071776
ENSBTAG00000013650	7.64248	5.374958	5.837516
ENSBTAG00000013657	1.164258	1.5168	1.674657
ENSBTAG00000013697	2.308861	0.557821	0.9314
ENSBTAG00000013702	0.151059	0.0	0.080806
ENSBTAG00000013734	0.34011	1.123354	0.411199
ENSBTAG00000013736	0.724887	0.350789	0.650932
ENSBTAG00000013749	15.04983	21.95016	23.13365
ENSBTAG00000013773	39.4787	42.37315	46.8055
ENSBTAG00000013790	2.53331	2.108752	2.394792
ENSBTAG00000013812	7.349106	11.87742	12.86535
ENSBTAG00000013836	0.390971	1.058999	1.168623
ENSBTAG00000013837	1.848917	2.226582	2.198853
ENSBTAG00000013857	0.0	0.0	0.0
ENSBTAG00000013859	11.62314	14.38976	16.04134
ENSBTAG00000013866	62.76043	22.90191	70.58422
ENSBTAG00000013877	0.095465	0.0	0.0
ENSBTAG00000013882	24.38208	21.88333	22.21338
ENSBTAG00000013901	33.24112	30.77772	35.71735
ENSBTAG00000013910	9.945756	11.8875	14.36148
ENSBTAG00000013914	9.837074	9.970169	11.39236
ENSBTAG00000013925	0.639336	0.49523	0.110099
ENSBTAG00000013927	0.785581	1.021164	2.125767
ENSBTAG00000013930	43.38642	53.93335	35.47929
ENSBTAG00000013931	13.21059	6.48889	14.24251
ENSBTAG00000013946	10.05003	6.27639	7.748847
ENSBTAG00000013947	2.707922	2.214366	1.877797
ENSBTAG00000013952	54.92317	42.33846	35.35202
ENSBTAG00000013955	10.72177	7.060109	9.062718
ENSBTAG00000013956	29.43017	25.84437	27.22504
ENSBTAG00000013983	1.06604	1.724874	1.269273
ENSBTAG00000013992	55.98424	74.00453	64.17436
ENSBTAG00000014024	85.62297	86.54741	83.76389
ENSBTAG00000014030	1.737532	2.413158	2.955965
ENSBTAG00000014031	3.023355	4.501114	4.250468
ENSBTAG00000014044	21.46562	24.52916	27.21091
ENSBTAG00000014102	6.706883	8.242378	8.954888
ENSBTAG00000014117	1.199311	1.005858	0.934469
ENSBTAG00000014123	3.252621	5.40744	5.152555
ENSBTAG00000014130	186.893	87.00318	103.2594
ENSBTAG00000014144	0.0	0.0	0.090838
ENSBTAG00000014147	0.0	0.0	0.0
ENSBTAG00000014149	0.0	0.0	0.0
ENSBTAG00000014156	28.32121	1.825132	36.07014
ENSBTAG00000014162	0.770747	0.808087	1.021907
ENSBTAG00000014166	11.711	10.66605	11.80091
ENSBTAG00000014169	1.638665	3.27559	4.414081
ENSBTAG00000014182	45.93877	46.23186	42.36598
ENSBTAG00000014208	183.536	151.3405	91.50467
ENSBTAG00000014236	0.0	0.0	0.0
ENSBTAG00000014238	123.8179	119.8795	105.6567
ENSBTAG00000014249	34.98654	24.56008	26.76034
ENSBTAG00000014262	8.477201	8.300617	5.267103
ENSBTAG00000014269	12.08996	6.567928	7.241614
ENSBTAG00000014294	4.211208	6.636079	5.542207
ENSBTAG00000014295	61.44485	57.74836	59.47883
ENSBTAG00000014296	0.0	0.0	0.0
ENSBTAG00000014297	0.41678	0.042152	0.285272
ENSBTAG00000014299	36.70981	30.37233	25.32981
ENSBTAG00000014302	16.71175	21.34	26.42472
ENSBTAG00000014312	98.19178	99.87598	113.913
ENSBTAG00000014318	26.69463	24.14369	31.44457
ENSBTAG00000014325	5.285641	5.789998	6.652649
ENSBTAG00000014326	0.159	0.13442	0.303556
ENSBTAG00000014349	13.92348	9.549289	10.58642
ENSBTAG00000014351	3.234878	4.68408	4.683759
ENSBTAG00000014358	3.368217	2.286136	1.626584
ENSBTAG00000014359	3.03266	3.587087	4.130696
ENSBTAG00000014372	9.956517	6.05146	14.10065
ENSBTAG00000014388	14.70574	11.91624	6.711329
ENSBTAG00000014430	4.746942	5.173542	5.371471
ENSBTAG00000014438	18.68581	17.48673	19.42849
ENSBTAG00000014449	1.042329	1.325358	1.309446
ENSBTAG00000014450	6.148291	3.037775	4.388966
ENSBTAG00000014451	8.874902	8.481454	9.597746
ENSBTAG00000014478	5.401456	4.355265	5.587881
ENSBTAG00000014479	10.36042	8.845337	8.708075
ENSBTAG00000014518	81.39323	62.34426	25.09275
ENSBTAG00000014520	4.670145	4.058519	6.635109
ENSBTAG00000014522	57.96514	72.85223	75.05881
ENSBTAG00000014533	0.0	0.0	0.0
ENSBTAG00000014549	4.023929	2.42521	3.812071
ENSBTAG00000014550	8.296251	8.061694	9.617624
ENSBTAG00000014553	96.14768	76.09716	94.08735
ENSBTAG00000014595	0.392578	0.0	0.0
ENSBTAG00000014597	1.952883	2.422533	2.133734
ENSBTAG00000014623	0.390646	0.284092	0.323121
ENSBTAG00000014644	3.521109	1.223011	2.234759
ENSBTAG00000014646	7.204038	6.060106	7.251158
ENSBTAG00000014659	0.698993	0.518025	0.573001
ENSBTAG00000014660	7.578846	10.80976	11.29459
ENSBTAG00000014666	0.0	0.0	0.0
ENSBTAG00000014675	7.333419	5.529354	6.045939
ENSBTAG00000014679	15.27275	13.72628	14.17387
ENSBTAG00000014680	2.011047	1.616328	1.391661
ENSBTAG00000014687	1.673913	1.997397	1.336796
ENSBTAG00000014692	0.569649	0.554417	0.760327
ENSBTAG00000014693	4.70059	1.913634	2.293598
ENSBTAG00000014694	22.22419	24.20826	20.80568
ENSBTAG00000014695	5.885745	4.686216	2.586603
ENSBTAG00000014697	10.8931	5.807753	7.854826
ENSBTAG00000014711	0.568859	1.142154	0.567115
ENSBTAG00000014719	45.53096	32.63574	37.39588
ENSBTAG00000014722	4.747028	6.540628	6.739578
ENSBTAG00000014724	450.3488	467.5567	447.9605
ENSBTAG00000014727	1.182857	0.564905	0.625325
ENSBTAG00000014731	170.9253	18.94772	161.2792
ENSBTAG00000014760	0.0	0.0	0.0
ENSBTAG00000014766	100.5127	94.01038	97.67468
ENSBTAG00000014773	1.720795	1.670346	0.684252
ENSBTAG00000014777	4.751818	4.009372	3.80618
ENSBTAG00000014790	1.515086	2.538934	2.026766
ENSBTAG00000014793	0.521629	0.574994	0.528053
ENSBTAG00000014799	6.858914	5.393882	6.033791
ENSBTAG00000014804	129.3569	107.8335	116.3619
ENSBTAG00000014805	62.37769	61.53665	57.81117
ENSBTAG00000014821	2.779264	2.357687	2.604919
ENSBTAG00000014822	13.41515	12.84697	9.800425
ENSBTAG00000014838	26.62115	22.83201	25.50448
ENSBTAG00000014840	5.504735	4.034565	5.624672
ENSBTAG00000014841	6.040241	3.062972	5.239176
ENSBTAG00000014873	34.71582	44.50666	46.27034
ENSBTAG00000014877	24.91128	21.24038	24.86217
ENSBTAG00000014889	4.238769	3.601981	4.932281
ENSBTAG00000014891	36.44186	23.98295	27.94139
ENSBTAG00000014897	11.94027	9.16445	12.07645
ENSBTAG00000014898	0.042326	0.0	0.064879
ENSBTAG00000014907	7.816711	7.667213	5.36673
ENSBTAG00000014908	0.0	0.410488	0.497395
ENSBTAG00000014915	49.21657	38.39369	44.18404
ENSBTAG00000014920	1.852144	3.969054	3.468814
ENSBTAG00000014927	3.634684	3.132232	2.807794
ENSBTAG00000014933	10.45031	9.727538	11.95428
ENSBTAG00000014944	1.69881	1.439882	1.122704
ENSBTAG00000014948	0.0	0.0	0.0
ENSBTAG00000014956	0.207122	0.0	0.0
ENSBTAG00000014964	0.544708	0.420087	1.221325
ENSBTAG00000014968	3.088119	2.034693	0.970658
