ENSEMBL gene ID	E1_HEAR3770	E1_HEAR3773	E1_HEAR3842	E1_HEAR3886	E4_Heart1	E4_Heart2	E4_Heart3
ENSBTAG00000012861	0.0	0.0	0.0	0.0	0.356579	0.54893	1.114322
ENSBTAG00000012868	0.900462	1.148576	0.634695	0.829829	1.937972	2.050522	2.519647
ENSBTAG00000012896	0.058989	0.528123	0.0	0.0	0.0	0.096433	0.0
ENSBTAG00000012897	32.25115	37.46166	31.847	30.03887	7.89076	7.13275	12.02591
ENSBTAG00000012899	51.29638	48.95663	44.08509	41.51989	11.49264	6.708958	8.122362
ENSBTAG00000012904	2.934751	4.23243	1.887085	1.860447	1.748056	0.925743	2.097665
ENSBTAG00000012907	6.388388	7.934832	6.844523	6.825093	0.358495	1.091635	0.19702
ENSBTAG00000012909	0.233975	0.24253	0.065421	0.0	0.0	0.0	0.0
ENSBTAG00000012921	0.263828	0.380592	0.107965	0.156344	0.02206	0.118292	0.047581
ENSBTAG00000012936	127.8678	114.9612	140.3088	139.9476	5.095759	1.504422	6.366496
ENSBTAG00000012937	40.73025	40.03017	37.75796	44.668	15.94637	9.246308	10.38875
ENSBTAG00000012954	0.0	0.0	0.0	0.0	0.858409	0.03755	0.652427
ENSBTAG00000012963	1.440978	0.202538	0.972903	1.085195	0.0	0.0	0.246556
ENSBTAG00000012966	3.990877	5.395608	3.709608	7.495717	3.894639	4.866886	4.921841
ENSBTAG00000012979	0.0	0.0	0.276071	0.605295	0.0	0.0	0.030335
ENSBTAG00000012982	8.588853	8.521698	7.297213	9.83672	8.417539	6.785787	8.825541
ENSBTAG00000012984	0.131133	0.181769	0.034579	0.325648	0.0	0.533358	1.034382
ENSBTAG00000012985	5.120061	6.073088	3.210516	4.771335	1.024101	0.379997	0.497572
ENSBTAG00000012988	6.865811	8.496531	7.875774	6.454904	0.984196	0.902368	1.527672
ENSBTAG00000013004	12.96283	20.42064	9.74941	10.58141	1.597665	1.638822	2.741722
ENSBTAG00000013008	0.0	0.21624	0.109609	0.0	0.0	0.0	0.0
ENSBTAG00000013009	1.291802	0.986506	0.893897	0.792206	0.0	0.158196	0.167995
ENSBTAG00000013018	1.534275	1.823925	1.312526	0.751717	0.0	0.0	0.383894
ENSBTAG00000013029	1.038635	1.434759	1.490973	0.878577	0.18285	0.073341	0.31049
ENSBTAG00000013032	17.12661	20.23119	19.22818	22.86848	19.38467	18.68838	20.00923
ENSBTAG00000013033	5.016559	5.529004	4.604532	5.569307	6.895279	6.488212	7.089762
ENSBTAG00000013042	6.832253	7.670771	4.818526	5.295173	12.01363	11.23904	10.51142
ENSBTAG00000013043	2.182696	2.078051	1.231974	1.69116	2.286206	3.425917	2.625931
ENSBTAG00000013063	27.13541	30.02652	26.17197	32.6188	3.897523	1.27678	3.29739
ENSBTAG00000013069	1.171863	1.253719	1.297575	1.402393	1.004353	0.963182	1.337782
ENSBTAG00000013070	1.044006	0.812462	3.128465	3.407488	0.0	0.0	0.0
ENSBTAG00000013072	6.813763	7.986434	5.834208	5.231095	6.602132	5.527726	4.734106
ENSBTAG00000013078	0.012012	0.086341	0.039831	0.03322	0.0	0.0	0.0
ENSBTAG00000013110	1.369478	2.76566	1.10009	1.118425	0.0	0.0	0.0
ENSBTAG00000013123	213.8165	190.5497	219.7068	182.962	3.628993	3.066596	5.458547
ENSBTAG00000013126	58.32388	61.73735	60.00252	60.34215	11.11269	9.629307	13.53809
ENSBTAG00000013127	33.50457	29.67764	26.4551	22.87217	6.445011	5.298006	11.34531
ENSBTAG00000013131	8.426382	13.92466	9.033755	7.991425	1.932864	1.011651	2.545593
ENSBTAG00000013141	1.037041	1.201481	0.620035	0.75338	2.534138	0.568269	0.819119
ENSBTAG00000013142	2.132124	2.52125	1.940865	1.948132	6.191183	5.79892	5.858599
ENSBTAG00000013153	11.96991	14.39081	9.252398	11.61828	0.0	0.968053	1.640717
ENSBTAG00000013168	84.38145	83.93845	95.51801	111.0551	25.69248	20.81066	20.91208
ENSBTAG00000013177	0.0	0.0	0.0	0.0	1.086447	1.236284	1.837959
ENSBTAG00000013192	4.551955	4.854321	5.587267	5.689568	8.380964	9.038453	9.482694
ENSBTAG00000013224	1.963935	2.15811	2.817996	3.285465	1.053893	0.66053	1.049527
ENSBTAG00000013236	2.70101	4.038395	2.222944	2.370876	4.832076	5.046966	4.987774
ENSBTAG00000013239	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013250	0.0	0.0	0.0	0.0	0.105043	0.0	0.667457
ENSBTAG00000013253	215.1571	146.2999	139.6131	178.5096	7.887987	4.535539	8.306642
ENSBTAG00000013265	3.140669	5.319837	3.656462	3.189199	0.41216	0.0	0.509024
ENSBTAG00000013271	10.85754	15.06453	10.48125	9.124547	4.18914	2.600462	3.849969
ENSBTAG00000013273	12.0647	16.03336	12.10917	13.62324	0.569324	0.0	2.035027
ENSBTAG00000013275	9.904013	9.114194	8.534398	9.153522	0.457943	0.0	0.576039
ENSBTAG00000013277	0.0	0.0	0.0	0.0	1.189087	0.063203	0.417239
ENSBTAG00000013279	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013282	22.31285	28.47851	16.20437	15.68133	4.81111	4.204063	5.552221
ENSBTAG00000013283	0.491583	0.520698	0.347165	0.245193	0.0	0.0	0.0
ENSBTAG00000013288	5.521386	8.566867	6.213245	5.546494	6.849838	5.330559	7.042439
ENSBTAG00000013291	4.991144	5.03686	3.22704	4.511575	0.95464	0.834811	1.014787
ENSBTAG00000013303	9.395241	12.06057	7.860467	9.04195	3.754886	4.599462	7.299654
ENSBTAG00000013314	5.892803	4.665811	4.86028	6.108455	1.472105	1.062378	1.576413
ENSBTAG00000013326	17.65944	15.49838	21.53494	20.83843	5.540456	1.427862	2.923549
ENSBTAG00000013336	0.0	0.100832	0.312533	0.060485	0.0	0.0	0.098393
ENSBTAG00000013341	0.0	0.0	0.0	0.0	0.469889	1.337545	0.945568
ENSBTAG00000013346	10.52025	14.90657	9.699737	8.274451	1.240417	1.398137	1.539368
ENSBTAG00000013358	904.4619	1376.869	1324.868	971.5878	52.50225	28.46663	41.24539
ENSBTAG00000013392	3.187181	4.800687	2.599542	2.269658	0.132308	0.075847	0.260517
ENSBTAG00000013403	0.933345	1.677532	1.271291	1.2922	0.0	0.320841	0.328547
ENSBTAG00000013413	10.88661	12.45144	10.14951	9.213212	2.627727	3.486872	4.254923
ENSBTAG00000013425	17.8676	17.5979	18.55668	20.75496	10.8124	9.498233	7.60838
ENSBTAG00000013439	0.690884	0.937003	0.599443	0.470002	0.032523	0.0	0.217718
ENSBTAG00000013443	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013461	2046.339	2049.593	2368.876	2080.083	96.75494	24.94857	98.02313
ENSBTAG00000013464	1.573027	1.855871	1.461854	1.647821	4.080123	6.183141	3.691881
ENSBTAG00000013472	115.9843	211.7709	52.18329	47.4015	17.09677	12.21424	12.0798
ENSBTAG00000013480	10.5282	11.0186	14.4358	11.19306	0.0	0.286008	0.545875
ENSBTAG00000013485	4.974265	5.817427	4.139107	6.031705	0.881391	1.053355	1.206707
ENSBTAG00000013488	0.145508	0.0	0.0	0.142043	0.0	0.0	0.0
ENSBTAG00000013509	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013510	2.535906	3.100864	1.971013	2.111506	0.145612	0.0	0.426781
ENSBTAG00000013526	12.15038	15.9064	11.84469	12.67199	1.106205	1.147612	2.420073
ENSBTAG00000013535	5.308336	5.821023	5.708884	4.478495	4.986898	2.868149	2.673841
ENSBTAG00000013536	0.090317	0.272693	0.050906	0.058365	0.0	0.0	0.133503
ENSBTAG00000013538	8.845793	11.63956	8.932428	9.917494	0.597569	0.377682	0.561569
ENSBTAG00000013556	5.537579	5.198358	2.710882	3.372272	0.612603	0.223221	0.711245
ENSBTAG00000013562	1.168278	1.292179	0.608741	1.06314	0.0	0.0	0.135025
ENSBTAG00000013620	50.97724	42.96981	39.3212	46.39261	18.81172	11.57497	11.94188
ENSBTAG00000013627	100.2123	92.24579	96.98848	86.17228	31.85046	29.46294	34.64916
ENSBTAG00000013628	1.85124	2.683348	2.162383	1.622734	0.574524	0.0	1.192555
ENSBTAG00000013650	4.021518	4.29518	3.111099	2.421207	0.84799	0.360027	0.941178
ENSBTAG00000013657	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013697	7.436326	9.911912	5.751973	7.231527	0.0	0.297164	0.260415
ENSBTAG00000013702	0.300331	0.841611	0.424683	0.714201	0.0	0.0	0.0
ENSBTAG00000013734	0.747565	1.541428	1.473698	0.342168	0.0	0.0	0.0
ENSBTAG00000013736	1.754808	2.064727	0.709516	0.641762	0.02152	0.16666	0.366521
ENSBTAG00000013749	73.77829	65.59249	59.26577	75.85342	60.97831	70.37001	55.92973
ENSBTAG00000013773	8.903065	14.64928	6.86588	7.525723	4.707369	3.451824	4.926124
ENSBTAG00000013790	5.057876	8.136233	4.591625	4.962821	6.765543	6.344179	6.40209
ENSBTAG00000013812	3.826822	4.113048	2.842185	3.099821	0.843094	3.912704	3.008729
ENSBTAG00000013836	0.91225	0.327824	0.588353	0.484546	0.0	0.799581	0.978995
ENSBTAG00000013837	2.759431	1.557291	1.850795	2.6069	0.202761	0.656726	1.174364
ENSBTAG00000013857	0.375636	0.126929	0.307649	0.218771	0.0	0.0	0.0
ENSBTAG00000013859	4.113486	4.746742	3.395269	4.182752	4.248737	4.297875	4.881431
ENSBTAG00000013866	1903.688	2012.659	2614.865	1989.747	62.6606	91.89257	41.26112
ENSBTAG00000013877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013882	126.9089	99.30785	137.9733	111.6446	11.19032	10.02221	15.12906
ENSBTAG00000013901	113.1444	140.6577	123.9415	151.9946	65.02589	38.84545	68.05147
ENSBTAG00000013910	5.590684	8.193316	7.471269	7.278141	13.67006	6.68205	9.996696
ENSBTAG00000013914	18.0873	18.60501	14.74161	19.96478	6.114434	7.062807	8.841947
ENSBTAG00000013925	3.30644	4.03932	2.428926	2.114322	0.0	0.310785	0.0
ENSBTAG00000013927	0.256635	0.374967	0.194463	0.163526	0.522812	0.076435	0.132379
ENSBTAG00000013930	1231.445	913.6804	1222.505	1386.53	114.9622	92.63552	228.6459
ENSBTAG00000013931	113.6571	97.06056	119.4366	114.9847	13.0909	0.828532	16.11923
ENSBTAG00000013946	9.345325	8.590986	6.053536	8.546348	3.170889	3.357835	3.709097
ENSBTAG00000013947	4.839641	5.739436	5.690898	4.333135	0.835764	0.468907	1.202779
ENSBTAG00000013952	118.7084	127.5082	111.7728	109.8077	13.61059	5.539724	7.871449
ENSBTAG00000013955	4.513816	4.971745	3.337497	2.891469	0.889015	0.80584	1.204986
ENSBTAG00000013956	62.40332	76.2855	59.88963	67.37044	33.81909	25.41201	36.83503
ENSBTAG00000013983	0.979239	0.506211	1.282369	1.041825	1.120526	0.8428	0.831223
ENSBTAG00000013992	43.01211	31.38383	44.23315	36.77014	15.6467	7.776332	11.84763
ENSBTAG00000014024	206.9864	181.3238	232.4424	223.529	99.74954	82.09956	73.07869
ENSBTAG00000014030	1.035618	1.358468	0.989064	0.755915	2.200238	1.575354	2.106373
ENSBTAG00000014031	0.383738	0.537756	0.47098	0.485667	1.627175	2.730799	1.171857
ENSBTAG00000014044	4.415291	4.868006	4.093142	4.454989	8.906916	10.41078	8.949307
ENSBTAG00000014102	7.277077	7.537314	6.787708	6.721297	7.553885	5.127492	4.542442
ENSBTAG00000014117	10.24371	14.11504	9.371468	8.699122	0.830792	0.580635	0.517682
ENSBTAG00000014123	1.152667	1.067212	0.866137	0.772615	1.128741	1.294055	1.185576
ENSBTAG00000014130	3658.49	3185.219	4699.758	4218.719	141.8813	0.0	228.4576
ENSBTAG00000014144	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014147	0.0	0.022412	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014156	4.520226	6.238933	4.029663	6.493498	6.778347	9.807855	6.799063
ENSBTAG00000014162	0.229657	0.430585	0.227255	0.389341	0.094892	0.0	0.0
ENSBTAG00000014166	2.863554	3.788349	2.290279	2.750573	3.878603	3.880968	4.578692
ENSBTAG00000014169	0.0	0.0	0.0	0.0	0.0	0.0	0.062496
ENSBTAG00000014182	70.44615	81.07973	62.53916	66.40674	54.74771	58.52298	62.20609
ENSBTAG00000014208	1156.931	1257.904	1148.201	1131.76	70.28674	117.7412	128.3049
ENSBTAG00000014236	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014238	127.1243	115.0315	125.1874	145.0066	27.81546	16.61695	29.80336
ENSBTAG00000014249	131.9142	119.8275	111.7164	118.0391	104.1129	134.7274	122.9014
ENSBTAG00000014262	94.78204	80.48715	90.05964	112.913	48.50219	40.07866	45.95172
ENSBTAG00000014269	4.619201	5.799368	3.727993	2.78146	1.24196	0.865098	1.735462
ENSBTAG00000014294	7.394824	6.336297	6.4125	7.621695	4.027362	6.553424	4.021122
ENSBTAG00000014295	22.85203	23.61025	14.9253	16.65669	25.25032	29.5862	25.2567
ENSBTAG00000014296	0.091402	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014297	6.025404	7.893439	4.449667	3.742503	0.333576	0.179479	0.535712
ENSBTAG00000014299	141.8049	170.7549	132.7025	115.8206	23.2026	12.31368	28.48911
ENSBTAG00000014302	35.12221	36.84655	36.69856	35.26514	12.56769	11.84415	18.50377
ENSBTAG00000014312	0.170621	0.152081	0.107148	0.0	0.120522	0.061393	0.018403
ENSBTAG00000014318	4.903389	5.064364	3.506998	4.297383	10.92411	7.596273	6.338937
ENSBTAG00000014325	1.486173	2.152734	1.530165	1.652205	1.477829	2.722527	3.027742
ENSBTAG00000014326	1.049174	0.475998	0.220318	0.0	0.0	0.0	0.021352
ENSBTAG00000014349	30.71057	38.56252	31.65378	26.04524	1.38165	1.423626	2.658144
ENSBTAG00000014351	1.785174	2.987507	1.407351	1.632236	1.011805	1.108729	0.961655
ENSBTAG00000014358	80.75019	109.2709	65.7512	54.46336	3.219188	2.667161	4.544479
ENSBTAG00000014359	0.310719	0.476114	0.872675	1.052424	0.0	0.0	0.0
ENSBTAG00000014372	72.50352	73.00871	63.89585	64.4524	0.661816	1.137635	2.603066
ENSBTAG00000014388	129.3464	98.1715	122.3245	122.2332	10.83129	6.534143	14.11977
ENSBTAG00000014430	39.33826	33.47538	40.90732	39.27897	10.65161	8.905634	8.028942
ENSBTAG00000014438	0.731478	0.924588	0.685907	0.673844	2.03899	1.660938	1.541599
ENSBTAG00000014449	11.32641	14.32336	13.76093	12.14107	2.662558	1.62784	1.63783
ENSBTAG00000014450	55.26504	56.30575	56.41639	54.86297	1.918082	1.940024	3.580211
ENSBTAG00000014451	2.038622	3.326072	1.569183	2.059998	1.798977	1.427104	1.872009
ENSBTAG00000014478	0.850958	1.05973	0.700933	0.897192	1.53871	0.916688	1.9566
ENSBTAG00000014479	2.822501	3.82624	2.549792	2.614177	2.199673	2.487257	2.837488
ENSBTAG00000014518	1067.846	1221.921	1291.365	1157.599	54.39822	9.594561	19.83059
ENSBTAG00000014520	43.03153	35.26192	45.77024	59.2588	11.41224	8.768036	9.21154
ENSBTAG00000014522	9.527796	11.09007	8.111294	7.327069	8.29653	10.22868	7.024021
ENSBTAG00000014533	0.0	0.035553	0.0	0.019547	0.0	0.0	0.0
ENSBTAG00000014549	7.103814	5.801617	6.40725	6.39539	1.162517	2.980261	2.018808
ENSBTAG00000014550	11.83504	16.89097	14.55872	12.66589	6.326368	6.980954	6.115141
ENSBTAG00000014553	34.48248	41.65584	34.87897	30.73982	5.573955	5.232782	5.819348
ENSBTAG00000014595	2.945267	3.405586	2.319175	2.090166	0.0	0.0	0.0
ENSBTAG00000014597	2.695572	4.160358	3.25977	3.352827	0.173052	0.0	0.78709
ENSBTAG00000014623	0.338174	0.307566	0.065825	0.23469	0.0	0.298914	0.354574
ENSBTAG00000014644	7.016066	5.911108	5.839866	7.463633	0.823975	1.179472	2.273809
ENSBTAG00000014646	260.9455	293.5149	291.7478	212.3594	1.55459	0.953466	5.559906
ENSBTAG00000014659	0.665106	1.246629	0.348707	0.386758	0.0	0.0	0.339628
ENSBTAG00000014660	5.311676	7.875372	7.092633	6.73043	9.955159	7.606544	7.371188
ENSBTAG00000014666	0.117148	0.0	0.054942	0.061517	0.0	0.0	0.0
ENSBTAG00000014675	12.0756	10.67235	9.314426	13.97518	13.86256	11.12347	13.05154
ENSBTAG00000014679	1.594709	1.716931	1.650804	2.025132	1.962526	2.234958	2.742549
ENSBTAG00000014680	1.574267	2.837314	1.483448	1.781855	0.312421	0.844538	0.736798
ENSBTAG00000014687	25.20731	29.81302	31.46935	29.94602	2.354836	0.986676	3.046715
ENSBTAG00000014692	0.169521	0.466343	0.306046	0.256205	0.0	0.0	0.0
ENSBTAG00000014693	74.95326	113.7835	48.20384	52.18866	17.48835	11.73247	24.44595
ENSBTAG00000014694	57.76995	62.47942	69.11932	59.53755	19.64817	10.15075	22.35425
ENSBTAG00000014695	85.70347	75.94526	102.5795	88.89775	11.53914	3.278528	6.72162
ENSBTAG00000014697	10.36067	15.57455	7.94382	7.969317	0.44398	0.391723	1.380149
ENSBTAG00000014711	0.840843	0.532356	0.378244	0.567382	0.167764	0.448111	0.874022
ENSBTAG00000014719	72.72482	62.13041	53.25796	69.32114	85.67034	77.41028	86.51234
ENSBTAG00000014722	3.565872	3.321099	2.59998	2.95789	1.579666	0.968162	2.152084
ENSBTAG00000014724	263.1791	268.5611	306.5894	320.0251	245.6804	252.7678	224.5554
ENSBTAG00000014727	7.622142	6.338024	8.186111	7.326662	0.0	0.606144	0.207173
ENSBTAG00000014731	3913.814	3345.121	4027.351	4082.725	117.3456	18.00474	141.4746
ENSBTAG00000014760	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014766	31.20135	30.14397	23.37153	25.43313	44.37736	48.3568	43.49751
ENSBTAG00000014773	2.054698	2.138923	1.935565	1.712723	1.1363	1.072684	0.863218
ENSBTAG00000014777	12.51717	12.70821	14.01451	10.90976	1.281384	0.534897	1.84621
ENSBTAG00000014790	1.805479	2.17575	1.496766	1.494822	1.273586	0.0	0.582295
ENSBTAG00000014793	0.100314	0.09178	0.129765	0.085118	0.0	0.102975	0.064386
ENSBTAG00000014799	11.44032	16.04678	10.7275	12.47815	6.543036	4.646378	7.226209
ENSBTAG00000014804	35.64487	37.68433	33.4709	36.65733	25.25231	32.00188	30.9616
ENSBTAG00000014805	11.70879	12.01165	11.58877	11.56241	8.642802	7.635841	6.391588
ENSBTAG00000014821	1.872173	4.081215	2.331087	1.172947	0.352931	1.572982	1.659766
ENSBTAG00000014822	91.57149	86.95672	99.01033	91.73888	7.346251	6.789918	9.49813
ENSBTAG00000014838	20.11396	28.65218	18.24933	18.96355	4.973578	3.247257	5.217597
ENSBTAG00000014840	19.03646	16.72726	13.96945	17.04281	0.0	0.854616	1.634328
ENSBTAG00000014841	5.911067	6.911297	4.891315	3.550991	0.0	0.116125	0.480918
ENSBTAG00000014873	61.26598	52.46756	60.69723	73.09081	52.08548	43.84733	32.0357
ENSBTAG00000014877	20.74572	16.81031	20.60277	15.34453	4.994725	3.364187	4.065773
ENSBTAG00000014889	1.41234	2.983652	1.314364	1.655759	0.527251	0.460358	0.542081
ENSBTAG00000014891	54.92052	42.59058	41.50455	40.42526	14.80996	12.54916	11.74465
ENSBTAG00000014897	0.133733	0.537666	0.738887	0.358185	0.695431	0.16157	0.329683
ENSBTAG00000014898	6.284593	61.16409	69.77193	64.06118	5.156447	2.510881	5.667318
ENSBTAG00000014907	46.92113	61.02856	44.15014	63.59822	6.824909	5.783871	9.936367
ENSBTAG00000014908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014915	0.83316	1.124887	1.151409	0.866624	1.222736	0.442817	0.392284
ENSBTAG00000014920	0.0	0.034394	0.0	0.03137	0.0	0.0	0.0
ENSBTAG00000014927	3.578432	4.224208	2.438873	3.426926	1.425311	0.834804	1.158227
ENSBTAG00000014933	4.859354	6.306128	4.024549	3.563874	5.599758	6.756967	6.171926
ENSBTAG00000014944	2.2136	3.983193	2.455155	1.230635	0.0	0.280382	1.65757
ENSBTAG00000014948	0.0	0.0	0.0	0.0	0.102104	0.0	0.0
ENSBTAG00000014956	0.0	0.229683	0.096787	0.0	0.0	0.0	0.0
ENSBTAG00000014964	65.86649	70.62206	64.63066	58.36031	0.0	0.458365	0.445056
ENSBTAG00000014968	3.866513	6.803563	3.89043	4.015322	0.620796	0.123172	0.200238
ENSBTAG00000014987	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014995	5.051511	7.031898	5.356216	4.034412	0.383269	0.962979	3.494303
ENSBTAG00000015002	145.3144	138.8887	164.9028	148.9664	0.304782	0.0	0.0
ENSBTAG00000015004	105.4643	99.56958	109.2731	119.1024	4.300988	3.035092	8.462023
ENSBTAG00000015014	1.721175	1.582204	1.289211	1.28027	0.197295	0.394085	1.000085
ENSBTAG00000015032	6.433635	10.20748	4.763287	5.30125	3.884151	5.275497	5.262668
ENSBTAG00000015034	37.99365	37.14946	36.18028	36.48395	4.709844	3.996292	4.248959
ENSBTAG00000015038	114.1427	101.5958	98.03925	148.9639	68.0145	61.08997	107.4333
ENSBTAG00000015040	0.164743	0.163642	0.185828	0.238094	0.0	0.0	0.107291
ENSBTAG00000015041	971.3085	910.8832	1049.073	991.5085	112.9338	86.13094	127.1778
ENSBTAG00000015042	31.59074	26.94053	25.87297	27.22044	8.864243	12.27631	19.85388
ENSBTAG00000015050	52.51292	60.17079	50.02296	47.91561	3.869891	3.082156	6.346154
ENSBTAG00000015051	2.573988	3.654126	2.112689	2.110507	0.0	0.516637	0.245215
ENSBTAG00000015066	5.595573	6.342671	4.451109	5.702404	17.49971	18.0896	18.75267
ENSBTAG00000015069	44.30515	48.35129	45.39144	43.90046	69.49505	74.68024	55.84922
ENSBTAG00000015075	14.67586	13.49842	17.67566	17.09503	0.807816	0.0	1.348817
ENSBTAG00000015076	1.058498	1.933223	0.975686	1.003412	5.43917	5.935051	5.326962
ENSBTAG00000015087	0.041617	0.019171	0.0	0.027769	0.0	0.0	0.0
ENSBTAG00000015097	11.45392	15.12237	8.837448	7.972769	1.293262	1.226023	0.976676
ENSBTAG00000015098	12.2859	8.514961	10.43	11.77651	1.082322	1.533023	2.009112
ENSBTAG00000015100	88.45069	100.2058	94.69943	86.08006	47.9002	39.54908	54.93747
ENSBTAG00000015105	11.18432	11.63185	8.305517	8.836427	11.90456	10.48428	8.794234
ENSBTAG00000015115	6.428966	4.423771	2.862369	3.769891	0.0	0.0	0.406488
ENSBTAG00000015116	75.30911	77.37368	74.39528	84.69949	7.838652	5.065979	7.269371
ENSBTAG00000015117	108.829	100.587	113.8776	105.0223	10.31184	6.574427	10.42312
ENSBTAG00000015140	3.752269	4.404377	2.62557	2.27137	1.203826	0.80306	1.915311
ENSBTAG00000015146	13.03439	13.51091	10.93812	13.85319	12.54107	13.82996	14.9986
ENSBTAG00000015147	142.6521	171.6778	125.5169	106.6197	35.96122	31.31497	33.87635
ENSBTAG00000015151	1.533465	3.099367	1.797637	1.813399	3.372845	4.981004	4.605467
ENSBTAG00000015156	1222.062	1046.563	1559.788	1375.452	0.0	0.0	3.847107
ENSBTAG00000015166	0.211855	0.124122	0.035333	0.813381	0.137224	0.0	0.0
ENSBTAG00000015181	9.48703	6.589643	8.482327	9.068662	4.318088	3.546484	4.091149
ENSBTAG00000015184	5.696861	9.299364	3.354262	3.449342	0.88314	0.361279	0.814322
ENSBTAG00000015186	17.33853	24.12214	15.80522	14.90512	3.73732	1.920038	3.690348
ENSBTAG00000015194	0.058005	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000015226	1.037293	1.842959	0.965622	0.441168	0.0	0.0	0.0
ENSBTAG00000015259	0.081099	0.0	0.097956	0.0	0.0	0.0	0.0
ENSBTAG00000015261	0.024284	0.082817	0.110494	0.035604	0.0	0.0	0.0
ENSBTAG00000015265	3.330774	4.034279	3.848507	3.895411	7.664599	12.62767	10.33521
ENSBTAG00000015267	3.574217	5.121952	3.047177	2.484181	2.034949	0.979044	1.66244
ENSBTAG00000015276	3.099323	3.60395	2.025509	2.827355	0.855066	0.750399	1.435143
ENSBTAG00000015278	93.22533	79.21425	93.18829	85.24221	35.45221	25.6323	37.88885
ENSBTAG00000015294	15.95235	14.82051	12.37493	12.77659	10.15461	6.456092	10.09889
ENSBTAG00000015307	0.586325	0.905125	0.626148	0.158261	0.124622	0.025223	0.053983
ENSBTAG00000015327	34.88424	53.83375	30.16718	32.34537	7.374063	7.158273	12.12309
ENSBTAG00000015329	19.43131	21.91154	18.06471	17.69209	12.94755	11.91313	15.68537
ENSBTAG00000015336	2.671654	2.825447	1.983686	2.203369	2.977906	3.516447	4.290365
ENSBTAG00000015339	2.104415	3.934301	1.396194	2.06827	3.970797	3.378396	2.895623
ENSBTAG00000015343	21.55853	24.94621	21.33834	18.09365	1.267522	1.414346	1.822669
ENSBTAG00000015346	12.82289	13.40206	6.425372	7.11658	1.711658	1.828331	2.28608
ENSBTAG00000015348	2.349005	3.882601	2.50962	2.880656	6.175754	8.217978	4.876445
ENSBTAG00000015349	0.0	0.0	0.0	0.0	0.362699	0.0	0.0
ENSBTAG00000015363	13.61941	17.12279	6.85689	8.457434	9.468253	10.03169	11.80856
ENSBTAG00000015375	13.11904	19.5708	7.71755	8.334965	2.748649	1.62078	3.725486
ENSBTAG00000015377	0.278953	0.214323	0.122951	0.100818	0.0	0.0	0.0
ENSBTAG00000015385	2.206003	3.442048	1.389312	1.68631	0.0	1.174212	2.404402
ENSBTAG00000015386	0.366637	0.475796	0.350065	0.342825	1.022067	0.401466	0.38235
ENSBTAG00000015388	2185.619	2401.192	2512.156	2058.398	0.0	0.0	0.0
ENSBTAG00000015395	0.313824	0.241316	0.395342	0.417281	0.0	0.070836	0.0
ENSBTAG00000015401	13.6462	15.91933	11.01638	10.78845	3.997061	0.825519	3.152144
ENSBTAG00000015403	21.46825	26.91311	20.05932	17.26197	0.463101	0.123591	1.050391
ENSBTAG00000015407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000015432	1.347615	2.257697	1.090936	1.026508	0.627533	1.179113	1.181758
ENSBTAG00000015434	140.0299	158.1034	159.9933	145.0574	73.60523	61.6451	65.57346
ENSBTAG00000015436	1.535408	1.870199	1.059888	0.978376	0.338733	0.319077	0.682357
ENSBTAG00000015462	0.0	0.0	0.0	0.022591	0.0	0.0	0.0
ENSBTAG00000015466	8.228727	11.07882	6.429704	6.956022	5.118477	5.29861	4.639599
ENSBTAG00000015473	1344.903	1491.937	1592.978	1407.669	119.7884	0.0	104.6796
ENSBTAG00000015474	17.01655	19.91901	14.30394	15.32578	3.682153	3.902007	4.448773
ENSBTAG00000015478	1.128477	1.077986	0.90508	1.277615	2.038981	2.008836	1.498842
ENSBTAG00000015481	2.23267	3.091988	2.878612	2.660106	0.607912	0.658153	1.058417
ENSBTAG00000015483	1.38505	1.086448	0.703532	0.622052	1.575696	0.838553	1.444278
ENSBTAG00000015510	0.332985	0.834534	0.259308	0.190577	0.0	0.0	0.119975
ENSBTAG00000015529	22.43162	21.80255	24.01978	21.41806	9.615975	9.003563	11.73324
ENSBTAG00000015563	4.629081	4.769433	4.010906	2.669733	3.551223	3.225163	2.134365
ENSBTAG00000015574	2.911218	2.727919	2.287336	1.348819	0.0	0.0	0.0
ENSBTAG00000015576	0.0	0.0	0.0	0.033514	0.0	0.0	0.0
